Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/7459,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/3945,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/3733,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/20/4168,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/20/2470,GNA/NR/2025/01/20/4698,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/20/9046,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/20/5216,GNA/NR/2025/01/20/9333,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/6528,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/8738,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/01102023/06022042/L_NR_2012_02
64,15:45-16:00,70,61,32.82,13.34,38.17,32,6.67,144,6.67,18,6.67,19.99,32.81,190.87,15.21,67,83.18,80.54,34,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0.62,20.19,21.7,0,1.07,0,0,26.92,0,28.85,0,0,70.13,11.48,59.46,0,8.65,0,11.19,11.19,100.18,1.29,48.08,48.08,30.77,0,0,0,165.35

65,16:00-16:15,63,55,33,13.34,34.69,29,6.67,130,6.67,10,6.67,19.99,33,173.44,14.41,60,71.36,73.82,30,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0.62,20.19,0,0,1.07,0,0,26.92,0,28.85,0,0,65.98,9.95,59.46,0,8.65,0,9.7,9.7,100.18,1.29,48.08,48.08,30.77,0,0,0,200.84

66,16:15-16:30,56,49,33,13.34,30.97,25,6.67,116,6.67,5,6.67,19.99,33,154.87,14.81,52,58.81,66.48,26,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0.62,20.19,0,0,1.07,0,0,26.92,0,28.85,0,0,65.98,8.41,63.06,0,8.65,0,8.2,8.2,100.18,1.29,48.08,48.08,30.77,0,0,0,200.84

67,16:30-16:45,48,42,33,13.34,26.85,21,6.67,98,6.67,1,6.67,19.99,33,134.26,15.01,43,45.92,57.54,22,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0.62,20.19,0,0,1.07,0,0,26.92,0,28.85,0,0,65.98,6.86,63.06,0,8.65,0,6.69,6.69,100.18,1.29,48.08,48.08,30.77,0,0,0,200.84

68,16:45-17:00,42,34,33,13.34,22.44,16,6.67,81,6.67,0,6.67,19.99,27.11,112.19,15.41,34,33.19,46.94,17,13.33,1.48,19.23,23.08,23.08,271.89,23.08,0.62,20.19,0,0,1.07,0,0,26.92,0,28.85,0,0,65.98,5.2,86.74,0,8.65,0,5.08,5.08,100.18,1.29,48.08,48.08,30.77,0,0,0,248.92

69,17:00-17:15,32,27,22.41,13.34,17.75,10,6.67,63,6.67,0,6.67,19.99,15.9,88.75,18.01,24,21.96,35.13,12,13.33,1.43,19.23,36.54,36.54,271.89,43.27,0,20.19,0,0,1.07,0,0,26.92,0,28.85,0,0,65.98,3.98,86.74,0,14.42,0,3.89,3.89,100.18,1.29,48.08,48.08,14.42,0,0,0,261.07

70,17:15-17:30,23,19,11.7,13.34,12.9,5,6.67,46,6.67,0,6.67,19.99,8.56,64.52,18.21,15,13.51,26.06,7,13.33,1.43,19.23,36.54,36.54,271.89,43.27,0,20.19,0,0,1.07,0,0,26.92,0,28.85,0,0,65.98,2.95,86.74,0,14.42,0,2.88,2.88,100.18,1.29,48.08,48.08,14.42,0,0,0,261.07

71,17:30-17:45,13,10,4.79,13.34,7.84,3,6.67,25,6.67,0,6.67,19.99,4.07,39.21,16.61,10,7.43,17.89,5,13.33,1.43,19.23,36.54,36.54,271.89,43.27,0.62,20.19,0,0,1.07,0,0,26.92,0,28.85,0,0,65.98,1.91,86.74,0,14.42,0,1.86,1.86,100.18,1.29,48.08,48.08,14.42,0,0,0,261.07

72,17:45-18:00,9,4,1.34,13.34,3.86,2,6.67,11,6.67,0,6.67,19.99,1.85,19.31,16.81,5,2.32,9.29,2,13.33,1.43,19.23,36.54,36.54,271.89,43.27,0.62,20.19,0,0,1.07,0,0,26.92,0,28.85,0,0,65.98,0.92,86.74,0,14.42,0,0.9,0.9,100.18,1.29,48.08,48.08,14.42,0,0,0,261.07

73,18:00-18:15,5,1,0,13.34,1.31,1,6.67,4,6.67,0,6.67,19.99,0,6.56,17.01,1,0,3.53,0,13.33,1.43,19.23,36.54,36.54,271.89,43.27,0.62,20.19,0,5.77,1.07,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,0.49,86.74,50,14.42,0,0.48,0.48,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

74,18:15-18:30,2,0,0,13.34,0.23,1,6.67,0,6.67,0,6.67,19.99,0,1.13,17.21,0,0,0.51,0,13.33,1.43,19.23,36.54,36.54,271.89,43.27,0.62,20.19,0,5.77,1.07,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,0.2,86.74,50,14.42,0,0.19,0.19,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

75,18:30-18:45,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,19.41,0,0,0.01,0,13.33,1.43,19.23,36.54,36.54,271.89,43.27,0.62,20.19,0,5.77,1.07,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,0.03,86.74,50,14.42,0,0.03,0.03,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

76,18:45-19:00,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,19.41,0,0,0,0,13.33,1.43,19.23,36.54,36.54,271.89,43.27,0.62,20.19,0,5.77,1.07,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,0,86.74,50,14.42,0,0,0,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

77,19:00-19:15,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,19.61,0,0,0,0,13.33,1.38,19.23,36.54,36.54,271.89,43.27,0.62,20.19,0,5.77,0.99,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,0,86.74,50,14.42,0,0,0,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

78,19:15-19:30,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,19.81,0,0,0,0,13.33,1.38,19.23,36.54,36.54,271.89,43.27,0.62,20.19,0,5.77,0.99,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,0,86.74,50,14.42,0,0,0,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

79,19:30-19:45,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,20.01,0,0,0,0,13.33,1.38,19.23,36.54,36.54,271.89,43.27,0.62,20.19,0,5.77,0.99,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,0,86.74,50,14.42,0,0,0,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

80,19:45-20:00,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,20.01,0,0,0,0,13.33,1.38,19.23,36.54,36.54,271.89,43.27,0.62,20.19,0,5.77,0.99,96.16,7.69,26.92,90.39,28.85,9.62,30.77,113.12,0,86.74,50,14.42,0,0,0,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

81,20:00-20:15,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,20.21,0,0,0,0,13.33,1.38,19.23,34.62,34.62,271.89,34.62,0,20.19,0,0,0.99,0,0,26.92,0,28.85,0,0,65.98,0,86.74,50,8.65,0,0,0,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

82,20:15-20:30,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,20.61,0,0,0,0,13.33,1.38,19.23,34.62,34.62,271.89,34.62,0,20.19,0,0,0.99,0,0,26.92,0,28.85,0,0,65.98,0,86.74,50,8.65,0,0,0,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

83,20:30-20:45,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,20.81,0,0,0,0,13.33,1.38,19.23,34.62,34.62,271.89,34.62,0.62,20.19,0,0,0.99,0,0,26.92,0,28.85,0,0,65.98,0,86.74,50,8.65,0,0,0,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

84,20:45-21:00,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,20.81,0,0,0,0,13.33,1.38,19.23,34.62,34.62,271.89,34.62,0.62,20.19,0,0,0.99,0,0,26.92,0,28.85,0,0,65.98,0,86.74,50,8.65,0,0,0,100.18,1.29,48.08,48.08,14.42,0,30,50,261.07

85,21:00-21:15,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,14.01,0,0,0,0,13.33,1.34,19.23,28.85,28.85,271.89,28.85,0.62,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,65.98,0,86.74,50,8.65,0,0,0,100.18,1.29,48.08,48.08,30.77,0,30,50,261.07

86,21:15-21:30,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,14.01,0,0,0,0,13.33,1.34,19.23,28.85,28.85,271.89,28.85,0.62,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,86.74,50,8.65,0,0,0,100.18,1.29,48.08,48.08,30.77,0,30,50,261.07

87,21:30-21:45,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,20.81,0,0,0,0,13.33,1.34,19.23,28.85,28.85,271.89,28.85,0.62,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,86.74,50,8.65,0,0,0,100.18,1.29,48.08,48.08,30.77,0,30,50,261.07

88,21:45-22:00,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,20.61,0,0,0,0,13.33,1.34,19.23,28.85,28.85,271.89,28.85,0.62,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,86.74,50,8.65,0,0,0,100.18,1.29,48.08,48.08,30.77,0,30,50,261.07

89,22:00-22:15,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,20.21,0,0,0,0,13.33,1.34,19.23,25.96,25.96,271.89,25.96,0.62,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,74.55,0,8.65,0,0,0,100.18,1.29,48.08,48.08,30.77,0,30,50,229.39

90,22:15-22:30,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,20.21,0,0,0,0,13.33,1.34,19.23,25.96,25.96,271.89,25.96,0.62,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,74.55,0,8.65,0,0,0,100.18,1.29,48.08,48.08,30.77,0,30,50,229.39

91,22:30-22:45,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,20.01,0,0,0,0,13.33,1.34,19.23,25.96,25.96,271.89,25.96,0.62,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,64.06,0,8.65,0,0,0,100.18,1.29,48.08,48.08,30.77,0,30,50,229.39

92,22:45-23:00,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,19.81,0,0,0,0,13.33,1.34,19.23,25.96,25.96,271.89,25.96,0.62,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,64.06,0,8.65,0,0,0,100.18,1.29,48.08,48.08,30.77,0,30,50,229.39

93,23:00-23:15,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,19.81,0,0,0,0,13.33,1.34,19.23,23.08,23.08,271.89,23.08,0,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,59.46,0,8.65,0,0,0,100.18,1.29,48.08,48.08,30.77,0,30,50,193.9

94,23:15-23:30,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,19.61,0,0,0,0,13.33,1.34,19.23,23.08,23.08,271.89,23.08,0,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,59.46,0,8.65,0,0,0,81.74,1.29,48.08,48.08,30.77,0,30,50,193.9

95,23:30-23:45,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,19.41,0,0,0,0,13.33,1.34,19.23,23.08,23.08,230.78,23.08,0.62,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,59.46,0,8.65,0,0,0,52.89,1.29,48.08,48.08,30.77,0,30,50,145.82

96,23:45-24:00,0,0,0,13.34,0,0,6.67,0,6.67,0,6.67,19.99,0,0,19.41,0,0,0,0,13.33,1.34,19.23,23.08,23.08,192.32,23.08,0.62,20.19,0,0,0.95,0,0,26.92,0,28.85,0,0,70.13,0,59.46,0,8.65,0,0,0,52.89,1.29,48.08,48.08,30.77,0,30,50,133.66

