Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/06/01/7782,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/20/3628,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/2868,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/2569,GNA/NR/2025/04/01/8964,GNA/NR/2025/06/01/4444,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/7663,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/9257,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/5280,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07
62,15:15-15:30,33,22.5,0,0.33,7.5,0,33,7.5,30.61,27,57.44,33,25.36,53,11.91,26.97,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.27,41.07,12.89,20.54,9.96,8.46,11.92,26.97,31.29,10.6,100.68,5.9,10.63,130.75,64.45,12.89,57,45,29,25.83,129.17,0

63,15:30-15:45,33,22.5,0,0.33,7.5,0,33,7.5,40.02,24,52.78,33,25.36,48,11.91,26.97,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.27,41.07,12.32,20.54,9.52,8.46,11.92,26.97,31.29,10.6,100.68,5.9,10.79,130.75,115.92,12.32,45,42,25,21.28,106.4,0

64,15:45-16:00,33,22.5,0,0.33,7.5,0,33,7.5,40.02,22,47.75,33,25.36,43,11.91,26.97,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.27,41.07,11.76,20.54,9.08,8.46,11.92,26.97,31.29,10.6,100.68,5.9,10.79,130.75,115.92,11.76,37,37,23,19.89,99.43,0

65,16:00-16:15,33,22.5,0,0.33,7.5,0,30,7.5,40.02,18,42.06,33,25.36,37,11.91,26.97,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.47,41.07,10.53,20.54,8.14,8.46,11.92,26.97,31.29,10.6,100.68,6.28,10.79,130.75,115.92,10.53,37,33,21,18.57,92.83,0

66,16:15-16:30,33,22.5,0,0.33,7.5,0,20,7.5,40.02,16,38.07,33,25.36,32,11.91,26.97,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.47,41.07,9.31,20.54,7.19,8.46,11.92,26.97,31.29,10.6,100.68,6.28,10.79,130.75,115.92,9.31,35,28,16,17.15,85.76,0

67,16:30-16:45,33,22.5,0,0.33,7.5,0,10,7.5,40.02,13,29.36,33,20.54,27,11.91,26.97,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.47,41.07,8.09,20.54,6.25,8.46,11.92,26.97,31.29,10.6,88.33,6.28,10.79,130.75,115.92,8.09,28,24,14,8,40,0

68,16:45-17:00,33,22.5,0,0.33,7.5,0,5,7.5,40.02,12,26.09,33,20.54,23,11.91,26.97,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-82.2,29.06,273.25,15.32,53.39,5.76,164.29,16.47,41.07,6.86,20.54,5.3,8.46,11.92,26.97,31.29,10.6,88.33,6.28,10.79,130.75,115.92,6.86,23,19,12,7.5,37.5,0

69,17:00-17:15,33,22.5,0,0.33,7.5,0,2,7.5,40.02,11,23.34,33,20.54,22,11.91,26.97,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,5.76,164.29,16.92,41.07,5.95,20.54,4.59,8.46,11.92,26.97,31.29,10.6,88.33,6.56,10.79,130.75,115.92,5.95,20,15,9,7.5,37.5,0

70,17:15-17:30,33,22.5,0,0.33,7.5,0,0,7.5,40.02,9,20.65,33,20.45,19,11.91,26.97,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,5.76,164.29,16.92,41.07,5.1,20.54,3.94,8.46,11.92,26.97,31.29,10.6,88.33,6.56,10.79,130.75,115.92,5.1,17,13,7,7.5,37.5,0

71,17:30-17:45,31.92,22.5,0,0.33,7.5,0,0,7.5,40.02,8,22.87,25.84,18.29,15,11.91,26.4,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,5.76,164.29,16.92,41.07,3.29,20.54,2.54,8.46,11.92,26.4,31.29,10.6,88.33,6.56,10.79,130.75,106.45,3.29,13,9,6,7.5,37.5,0

72,17:45-18:00,22.02,22.5,0,0.33,7.5,0,0,7.5,40.02,5,19,17.99,14.36,11,11.91,26.4,15.33,20.54,20.85,87.17,20.54,41.07,41.07,19.33,-0,29.06,273.25,15.32,53.39,5.76,164.29,16.92,41.07,2.65,20.54,2.05,8.46,11.92,26.4,30.28,10.6,88.33,6.56,10.79,130.75,106.45,2.65,10,6,5,7.5,37.5,0

73,18:00-18:15,0,22.5,0,0.33,7.5,0,0,7.5,43.02,4,15.81,0,10.59,9,11.91,29,15.33,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,5.76,164.29,17.39,41.07,2.15,20.54,1.66,8.46,11.92,23.49,29.27,10.6,88.33,6.84,10.79,130.75,106.45,2.15,8,4,4,7.87,39.33,0

74,18:15-18:30,0,22.5,0,0.33,7.5,0,0,7.5,43.02,3,11.21,0,7.23,5,11.91,29,15.33,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,5.76,164.29,17.39,41.07,1.63,20.54,1.27,8.46,11.92,23.49,29.27,10.6,88.33,6.84,10.79,130.75,106.45,1.63,5,2,3,5.9,29.5,0

75,18:30-18:45,0,22.5,0,0.33,7.5,0,0,7.5,44.02,1,0.45,0,3.87,2,11.91,29,15.33,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,5.76,164.29,12.3,41.07,1.14,20.54,0.88,8.46,11.92,23.49,29.27,10.52,88.33,6.84,10.79,130.75,106.45,1.14,2,1,1,4.03,20.16,0

76,18:45-19:00,0,22.5,0,0.33,7.5,0,0,7.5,44.02,0,0.45,0,1.39,0,11.91,29,15.33,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,5.76,164.29,12.3,41.07,0.74,20.54,0.57,8.46,11.92,17.42,29.27,10.52,88.33,6.84,10.79,130.75,106.45,0.74,1,1,1,1.68,8.42,0

77,19:00-19:15,0,22.5,0,0.33,7.5,0,0,7.5,44.02,0,0.45,0,0,0,11.91,29,15.33,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,164.29,12.3,41.07,0.32,20.54,0.25,10.34,11.92,29,31.29,10.52,88.33,6.84,10.79,130.75,106.45,0.32,0,0,0,0.31,1.53,0

78,19:15-19:30,0,22.5,0,0.33,7.5,0,0,7.5,44.02,0,0.45,0,0,0,11.91,29,15.33,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,164.29,12.3,41.07,0.11,20.54,0.09,10.34,11.92,29,31.29,10.52,88.33,6.84,10.79,130.75,106.45,0.11,0,0,0,0,0.01,0

79,19:30-19:45,0,22.5,0,0.33,7.5,0,0,7.5,44.02,0,0,0,0,0,11.91,29,15.33,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,164.29,12.3,41.07,0,20.54,0,10.34,11.92,29,31.29,10.52,88.33,6.84,10.79,130.75,111.18,0,0,0,0,0,0,0

80,19:45-20:00,0,22.5,0,0.33,7.5,0,0,7.5,44.02,0,0,0,0,0,11.91,29,15.33,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,164.29,12.3,41.07,0,20.54,0,10.34,11.92,29,31.29,10.52,88.33,6.84,10.79,130.75,111.18,0,0,0,0,0,0,0

81,20:00-20:15,0,22.5,0,0.33,7.5,0,0,7.5,44.02,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,12.3,41.07,0,20.54,0,10.34,11.92,29,31.29,10.52,88.33,6.84,10.79,130.75,111.18,0,0,0,0,0,0,0

82,20:15-20:30,0,22.5,0,0.33,7.5,0,0,7.5,44.02,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,12.3,41.07,0,20.54,0,10.34,11.92,29,31.29,10.52,88.33,6.84,10.79,130.75,111.18,0,0,0,0,0,0,0

83,20:30-20:45,0,22.5,0,0.33,7.5,0,0,7.5,44.02,0,0,0,0,0,11.91,29,15.33,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,19.24,41.07,0,20.54,0,10.34,11.92,29,31.29,10.52,88.33,6.84,10.79,130.75,111.18,0,0,0,0,0,0,0

84,20:45-21:00,0,22.5,0,0.33,7.5,0,0,7.5,44.02,0,0,0,0,0,11.91,29,15.33,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,19.24,41.07,0,20.54,0,10.34,11.92,29,30.28,10.52,88.33,6.84,10.79,130.75,111.18,0,0,0,0,0,0,0

85,21:00-21:15,0,37.5,0,0.33,12.5,0,0,12.5,44.02,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,19.24,41.07,0,20.54,0,10.34,11.92,29,30.28,10.52,88.33,6.56,10.79,130.75,111.18,0,0,0,0,0,0,0

86,21:15-21:30,0,36.49,0,0.33,12.17,0,0,12.17,44.02,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,19.24,41.07,0,20.54,0,10.34,11.92,29,30.28,10.52,88.33,6.56,10.79,130.75,111.18,0,0,0,0,0,0,0

87,21:30-21:45,0,35.51,0,0.33,11.83,0,0,11.83,44.02,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,19.24,41.07,0,20.54,0,10.34,11.92,29,30.28,10.52,88.33,6.56,10.79,130.75,111.18,0,0,0,0,0,0,0

88,21:45-22:00,0,34.5,0,0.33,11.5,0,0,11.5,44.02,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,19.24,41.07,0,20.54,0,10.34,11.92,29,30.28,10.52,88.33,6.56,10.79,130.75,111.18,0,0,0,0,0,0,0

89,22:00-22:15,0,33.49,0,0.33,11.17,0,0,11.17,44.02,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,18.78,41.07,0,20.54,0,10.34,11.92,29,30.28,10.52,88.33,6.37,10.79,130.75,111.18,0,0,0,0,0,0,0

90,22:15-22:30,0,32.51,0,0.33,10.83,0,0,10.83,44.02,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,18.78,41.07,0,20.54,0,10.34,11.92,29,30.28,10.52,88.33,6.37,10.79,130.75,111.18,0,0,0,0,0,0,0

91,22:30-22:45,0,31.5,0,0.33,10.5,0,0,10.5,39.02,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,18.78,41.07,0,20.54,0,10.34,11.92,29,29.27,10.52,88.33,7.03,10.79,130.75,111.18,0,0,0,0,0,0,0

92,22:45-23:00,0,30.49,0,0.33,10.17,0,0,10.17,38.22,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,18.78,41.07,0,20.54,0,10.34,11.92,29,29.27,10.52,88.33,7.03,10.79,130.75,111.18,0,0,0,0,0,0,0

93,23:00-23:15,0,30,0,0.33,10,0,0,10,38.22,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,18.78,41.07,0,20.54,0,10.34,11.92,29,29.27,10.52,88.33,6.84,10.79,130.75,115.92,0,0,0,0,0,0,0

94,23:15-23:30,0,30,0,0.33,10,0,0,10,38.02,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,18.78,41.07,0,20.54,0,10.34,11.92,29,29.27,10.52,88.33,6.84,10.79,130.75,115.92,0,0,0,0,0,0,0

95,23:30-23:45,0,30,0,0.33,10,0,0,10,38.02,0,0,0,0,0,11.91,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,18.78,41.07,0,20.54,0,10.34,11.92,29,29.27,10.52,88.33,6.84,10.79,130.75,115.92,0,0,0,0,0,0,0

96,23:45-24:00,0,30,0,0.33,10,0,0,10,38.02,0,0,0,0,0,12.18,29,13.65,20.54,20.85,87.17,20.54,41.07,41.07,0,-0,29.06,273.25,0,53.39,7.09,0,18.78,41.07,0,20.54,0,10.34,11.92,29,29.27,10.52,88.33,6.84,10.79,130.75,115.92,0,0,0,0,0,0,0

