Block,Time,AURY_LF,KOTESHWR,BSIUL,CHAMERA3,SINGRAULI,RAMPUR,NJPC,DADRI_RF,CHAMERA1,UNCHAHAR3,KISHANGANGA,URI,RIHAND3,DADRI_CRF,AURY_RF,ANTA_RF,RIHAND2,KOLDAM,TANAKPUR,RIHAND1,SALAL,TANDA2,ANTA_LF,RAPPB,DADRT2,SINGRAULI_HYDRO,CHAMERA2,URI2,ANTA_GF,UNCHAHAR1,DADRI_GF,DULHASTI,DHAULIGNGA,UNCHAHAR2,ANTA_CRF,AURY_GF,SEWA2,PARBATI3,DADRI_LF,RAPPC,AURY_CRF,NAPP,UNCHAHAR4,JHAJJAR,TEHRI,TALA,BRBCL,KHSTPP-I,FSTPP I & II,KHSTPP-II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,10.019445,0.000000,22.401763,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,2.239170,0.494825,93.726924,38.713947,5.174307,0.000000,0.000000,664.803280,0.752926,46.836284,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,22.622783,0.000000,19.314015,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

2,00:15-00:30,0.000000,10.019445,0.000000,22.401763,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.494825,93.726924,38.713947,5.174307,0.000000,0.000000,664.803280,0.752926,46.836284,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,22.622783,0.000000,19.314019,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

3,00:30-00:45,0.000000,10.019445,0.000000,22.401763,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.494825,93.726924,38.713947,5.174307,0.000000,0.000000,664.803280,0.752926,46.836284,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,22.622783,0.000000,16.298609,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

4,00:45-01:00,0.000000,10.019445,0.000000,22.401763,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.494825,93.726924,38.713947,5.174307,0.000000,0.000000,664.803280,0.752926,46.836284,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,22.622783,0.000000,12.517649,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

5,01:00-01:15,0.000000,10.019445,0.000000,22.401763,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.494825,93.726924,76.653616,5.174307,0.000000,0.000000,664.803280,0.752926,46.836284,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,22.622783,0.000000,13.704820,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

6,01:15-01:30,0.000000,10.019445,0.000000,22.401763,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.494825,93.726924,76.653616,5.174307,0.000000,0.000000,664.803280,0.752926,46.836284,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,22.622783,0.000000,12.589855,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

7,01:30-01:45,0.000000,20.038889,0.000000,22.401763,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,76.653616,5.174307,0.000000,0.000000,664.803280,0.752926,31.224190,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,22.622783,0.000000,10.622700,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

8,01:45-02:00,0.000000,20.038889,0.000000,22.401763,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,76.653616,5.174307,0.000000,0.000000,664.803280,0.752926,31.224190,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,22.622783,0.000000,10.622700,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

9,02:00-02:15,0.000000,20.038889,0.000000,22.401763,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,76.653616,5.174307,0.000000,0.000000,664.803280,0.752926,31.224190,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,22.622783,0.000000,10.622700,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

10,02:15-02:30,0.000000,20.038889,0.000000,22.401763,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,76.653616,5.174307,0.000000,0.000000,664.803280,0.752926,31.224190,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,22.622783,0.000000,10.622700,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

11,02:30-02:45,0.000000,20.038889,0.000000,22.401763,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.494825,93.726924,64.523246,5.174307,0.000000,0.000000,661.560028,0.752926,31.224190,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,22.622783,0.000000,12.402380,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

12,02:45-03:00,0.000000,20.038889,0.000000,11.200881,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.494825,93.726924,64.523246,5.174307,0.000000,0.000000,661.560028,0.752926,31.224190,28.393729,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,17.149154,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

13,03:00-03:15,0.000000,20.038889,0.000000,11.200881,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.494825,93.726924,74.061464,5.174307,0.000000,0.000000,611.298433,0.752926,31.224190,27.776474,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,15.907019,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

14,03:15-03:30,0.000000,20.038889,0.000000,11.200881,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.494825,93.726924,74.061464,5.174307,0.000000,0.000000,601.711639,0.752926,31.224190,27.776474,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,15.594695,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

15,03:30-03:45,0.000000,20.038889,0.000000,11.200881,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,74.061464,5.174307,0.000000,0.000000,553.426639,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,17.393909,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

16,03:45-04:00,0.000000,20.038889,0.000000,11.200881,144.844329,0.907221,23.674144,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,74.061464,5.174307,0.000000,0.000000,553.426639,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,18.249093,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

17,04:00-04:15,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,63.962174,5.174307,0.000000,0.000000,496.266084,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,17.854276,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

18,04:15-04:30,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,63.962174,5.174307,0.000000,0.000000,496.266084,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,19.314000,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

19,04:30-04:45,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,51.618596,5.174307,0.000000,0.000000,534.894084,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,19.314000,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

20,04:45-05:00,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,51.618596,5.174307,0.000000,0.000000,534.892925,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,19.314000,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

21,05:00-05:15,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,51.618596,5.174307,0.000000,0.000000,482.746284,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,19.314005,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

22,05:15-05:30,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,51.618596,5.174307,0.000000,0.000000,482.746284,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,0.000000,43.366328,0.000000,0.000000,18.155756,0.000000,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,19.314004,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

23,05:30-05:45,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,51.618596,5.174307,0.000000,0.000000,481.780584,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,10.486395,43.366328,0.000000,0.000000,18.155756,3.683535,0.000000,32.748337,0.000000,49.964053,2.984013,636.616093,33.934175,0.000000,19.314000,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

24,05:45-06:00,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,1.731886,93.726924,51.618596,5.174307,0.000000,0.000000,550.828134,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,10.486395,43.366328,0.000000,0.000000,18.155756,3.683535,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,19.314000,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

25,06:00-06:15,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.000000,93.726924,51.618596,5.174307,0.000000,0.000000,590.199626,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,10.486395,43.366328,0.000000,0.000000,18.155756,3.683535,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,19.314000,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

26,06:15-06:30,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.000000,93.726924,51.618596,5.174307,0.000000,0.000000,628.827626,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,10.486395,43.366328,0.000000,0.000000,18.155756,7.367069,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,19.314000,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

27,06:30-06:45,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.000000,93.726924,38.713947,5.174307,0.000000,0.000000,622.421752,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,10.486395,43.366328,0.000000,0.000000,18.155756,37.849056,0.000000,32.748337,0.000000,49.964053,2.984013,651.671577,33.934175,0.000000,19.314000,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

28,06:45-07:00,0.000000,20.038889,0.000000,11.200881,144.844329,1.873932,48.424386,0.000000,27.134934,26.690964,5.369711,33.583183,126.101798,0.000000,0.000000,0.000000,120.113766,0.000000,0.000000,93.726924,38.713947,5.174307,0.000000,0.000000,593.450752,0.752926,15.612094,27.776474,0.000000,21.853791,0.000000,38.097125,10.486395,43.366328,0.000000,0.000000,18.155756,37.849056,0.000000,32.748337,0.000000,49.964053,2.984013,631.787593,22.622783,0.000000,19.314000,44.807592,13.809510,143.213310,404.406189,0,0,0,0,0

