Block,Time,DHAULIGNGA,AURY_GF,AURY_RF,KKNPPU2,KOTESHWR,NJPC,RAMPUR,SINGRAULI,TANAKPUR,FSTPP I & II,JHAJJAR,KISHANGANGA,NLCEXP,NLCIIST2,RSTPSU7,SEWA2,TALA,UNCHAHAR3,UNCHAHAR4,ANTA_LF,DADRI_RF,DADRT2,DULHASTI,KUDGI,MAPS,NAPP,NLCIIST1,NNTPP,RAPPC,TANDA2,TEHRI,ANTA_CRF,KGSU1AND2,KOLDAM,NTPL,SALAL,SIMHST1,ANTA_GF,ANTA_RF,CHAMERA1,CHAMERA2,KHSTPP-I,RIHAND3,SASAN,SIMHST2,TALST2,UNCHAHAR1,VALLURNTECL,DADRI_CRF,DADRI_LF,BRBCL,CHAMERA3,KHSTPP-II,NLCTS2EXP,PARBATI3,RAPPB,RIHAND1,RIHAND2,TelanganaSTPP,UNCHAHAR2,AURY_CRF,AURY_LF,BSIUL,KGSU3AND4,KKNP,RSTPSU1TO6,SINGRAULI_HYDRO,URI,URI2,DADRI_GF
64,15:45-16:00,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,10.53,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,23.19,0,0,0,0,26.73,0,0,26.77,0,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,0,0,0,0,0,35.33,31.9,0

65,16:00-16:15,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,10.53,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,26.73,0,0,26.77,0,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,0,0,0,0,0,35.33,31.9,0

66,16:15-16:30,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,10.53,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,26.73,0,0,26.77,13.99,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,0,0,0,0,0,35.33,31.9,0

67,16:30-16:45,0,0,68.96,0,8.87,0,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,26.73,0,0,26.88,28.09,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,34.78,31.9,0

68,16:45-17:00,0,0,68.96,0,8.87,23.39,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,26.73,0,0,26.88,28.09,0,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,83.8,118.76,0,42.39,0,0,6.52,0,0,0,0.77,34.78,31.9,0

69,17:00-17:15,9.14,0,68.96,0,8.87,23.39,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,26.73,0,0,26.88,42.15,4,45.53,124.33,407.81,0,0,9.71,0,0,0,20,0,148.3,0,0,0,87.8,118.76,0,42.39,0,0,6.52,0,0,0,0.77,34.78,31.9,0

70,17:15-17:30,18.27,0,68.96,0,17.75,46.78,0,133.5,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,32.96,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,26.73,0,0,26.88,42.15,26.34,45.53,124.33,407.81,0,0,9.71,0,0,0,20,12.73,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,34.78,31.9,0

71,17:30-17:45,27.41,0,68.96,0,39.05,70.17,0,139.69,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,13.36,0,0,27.09,42.15,39.51,45.53,124.33,407.81,0,0,9.14,0,0,0,20,29.06,148.3,0,0,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,34.78,33.23,0

72,17:45-18:00,27.41,0,68.96,0,39.05,93.56,0,139.69,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,13.36,0,0,27.19,42.15,39.51,45.53,124.33,407.81,0,0,9.14,0,0,0,20,29.06,148.3,0,0,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,34.78,33.23,0

73,18:00-18:15,27.41,0,68.96,0,39.05,116.95,0,139.69,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,13.36,0,0,27.3,42.15,39.51,45.53,124.33,407.81,0,0,9.14,0,0,0,20,29.06,148.3,0,0,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,34.78,33.23,0

74,18:15-18:30,27.41,0,68.96,0,39.05,140.35,0,139.69,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,13.36,0,0,27.41,42.15,39.51,45.53,124.33,407.81,0,0,9.14,0,0,0,20,29.06,148.3,0,0,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,34.78,33.23,0

75,18:30-18:45,27.41,0,68.96,0,39.05,140.35,0,139.69,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,13.36,0,0,27.41,42.15,39.51,45.53,124.33,407.81,0,0,9.14,0,0,0,20,29.06,148.3,0,0,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,39.75,33.23,0

76,18:45-19:00,27.41,0,68.96,0,39.05,116.95,0,139.69,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,49.43,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,13.36,0,0,27.62,42.15,39.51,45.53,124.33,407.81,0,0,9.14,0,0,0,20,29.06,148.3,0,0,0,92,118.76,0,42.39,0,0,19.56,0,0,0,0.77,39.75,33.23,0

77,19:00-19:15,9.14,0,68.96,0,17.75,93.56,0,139.69,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,32.96,0,0,20.29,0,0,25.64,0,45.86,0,0,0,0,26.73,0,0,27.72,28.09,39.51,45.53,124.33,407.81,0,0,9.14,0,0,0,20,9.68,148.3,0,3.82,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,34.78,31.9,0

78,19:15-19:30,0,0,68.96,0,8.87,93.56,0,139.69,0.25,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,32.96,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,70.88,0,0,27.93,28.09,26.34,45.53,124.33,407.81,0,0,9.14,0,0,0,20,0,148.3,0,16.54,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,34.78,31.9,0

79,19:30-19:45,0,0,68.96,0,8.87,93.56,0,139.69,1.15,11.7,434.65,0,0,0,0,15.81,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,70.88,0,0,27.93,28.09,13.17,45.53,124.33,407.81,0,0,9.14,0,0,0,20,0,148.3,0,16.54,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,34.78,31.9,0

80,19:45-20:00,0,0,68.96,0,8.87,70.17,0,139.69,1.15,11.7,434.65,0,0,0,0,10.53,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,70.88,0,0,27.93,13.99,13.17,45.53,124.33,407.81,0,0,9.14,0,0,0,20,0,148.3,0,16.54,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.77,34.78,31.9,0

81,20:00-20:15,0,0,68.96,0,8.87,46.78,0,139.69,1.15,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,26.73,0,0,27.93,0,13.17,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,3.57,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,34.78,31.9,0

82,20:15-20:30,0,0,68.96,0,8.87,21.97,0,139.69,1.15,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,26.73,0,0,27.93,0,13.17,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,3.57,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,34.78,31.9,0

83,20:30-20:45,0,0,68.96,0,8.87,0,0,139.69,1.15,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,34.77,0,0,0,0,26.73,0,0,27.93,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,3.57,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,39.75,31.9,0

84,20:45-21:00,0,0,68.96,0,8.87,0,0,139.69,1.15,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,23.19,0,0,0,0,26.73,0,0,27.93,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,39.75,31.9,0

85,21:00-21:15,0,0,68.96,0,8.87,0,0,139.69,1.15,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,23.19,0,0,0,0,26.73,0,0,28.14,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,34.78,31.9,0

86,21:15-21:30,0,0,68.96,0,8.87,0,0,139.69,1.15,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,23.19,0,0,0,0,26.73,0,0,28.14,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,34.78,31.9,0

87,21:30-21:45,0,0,68.96,0,8.87,0,0,139.69,1.15,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,23.19,0,0,0,0,26.73,0,0,28.14,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,34.78,31.9,0

88,21:45-22:00,0,0,68.96,0,8.87,0,0,139.69,1.15,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.08,16.48,0,0,20.29,0,0,25.64,0,23.19,0,0,0,0,26.73,0,0,28.14,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,34.78,31.9,0

89,22:00-22:15,0,0,68.96,0,8.87,0,0,139.69,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,23.19,0,0,0,0,26.73,0,0,28.14,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,35.33,31.9,0

90,22:15-22:30,0,0,68.96,0,8.87,0,0,139.69,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,23.19,0,0,0,0,26.73,0,0,28.14,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,35.33,31.9,0

91,22:30-22:45,0,0,68.96,0,8.87,0,0,139.69,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,11.21,0,0,0,0,26.73,0,0,28.14,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,35.33,31.9,0

92,22:45-23:00,0,0,68.96,0,8.87,0,0,139.69,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,11.21,0,0,0,0,26.73,0,0,28.14,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,35.33,31.9,0

93,23:00-23:15,0,0,68.96,0,8.87,0,0,139.69,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,683.14,16.48,0,0,20.29,0,0,25.64,0,11.21,0,0,0,0,26.73,0,0,28.24,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,35.33,31.9,0

94,23:15-23:30,0,0,68.96,0,8.87,0,0,139.69,0.25,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,679,16.48,0,0,20.29,0,0,25.64,0,11.21,0,0,0,0,26.73,0,0,28.24,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,35.33,31.9,0

95,23:30-23:45,0,0,68.96,0,8.87,0,0,139.69,0,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,679,16.48,0,0,20.29,0,0,25.64,0,11.21,0,0,0,0,26.73,0,0,28.35,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,34.23,31.9,0

96,23:45-24:00,0,0,68.96,0,8.87,0,0,139.69,0,11.7,434.65,0,0,0,0,0,0,26.4,0,0,59.73,679,16.48,0,0,20.29,0,0,25.64,0,11.21,0,0,0,0,26.73,0,0,28.35,0,0,45.53,124.33,393.75,0,0,9.14,0,0,0,20,0,148.3,0,0,0,92,118.76,0,42.39,0,0,6.52,0,0,0,0.79,34.23,31.9,0

