Block,Time,DADRT2,DHAULIGNGA,DULHASTI,FSTPP I & II,KHSTPP-II,KOLDAM,NLCEXP,NLCIIST1,RIHAND1,SALAL,SINGRAULI,TANDA2,UNCHAHAR3,DADRI_LF,CHAMERA3,KGSU1AND2,NTPL,RIHAND3,SEWA2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI2,ANTA_LF,DADRI_CRF,KHSTPP-I,MAPS,NJPC,PARBATI3,TALST2,VALLURNTECL,JHAJJAR,KKNP,ANTA_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,NLCTS2EXP,RAPPC,RIHAND2,SIMHST1,SIMHST2,ANTA_CRF,CHAMERA2,KKNPPU2,NAPP,NLCIIST2,SASAN,TEHRI,UNCHAHAR4,AURY_CRF,DADRI_RF,RAMPUR,RSTPSU7,TALA,URI,AURY_GF,DADRI_GF,CHAMERA1,KGSU3AND4,KISHANGANGA,KOTESHWR,KUDGI,NNTPP,RAPPB,RSTPSU1TO6,UNCHAHAR1,ANTA_RF
9,02:00-02:15,683.14,0,16.48,20.8,148.3,0,0,0,92,9.29,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.1,0,0,44.11,0,418.77,0,0,70.81,0,0,0,0,0.99,0,0,0,0,0,17.75,0,0,0,0,9.14,0

10,02:15-02:30,683.14,0,16.48,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.1,0,0,44.11,0,418.77,0,0,70.81,0,0,0,0,0.99,0,0,0,0,0,17.75,0,0,0,0,9.14,0

11,02:30-02:45,683.14,0,16.48,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.1,0,0,44.11,0,418.77,0,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

12,02:45-03:00,683.14,0,16.48,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.1,0,0,44.11,0,418.77,0,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

13,03:00-03:15,683.14,0,16.48,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.42,0,0,44.11,0,418.77,14.05,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

14,03:15-03:30,683.14,0,16.48,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.42,0,0,44.11,0,418.77,14.05,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

15,03:30-03:45,683.14,0,16.48,20.8,148.3,0,0,0,92,41.83,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.42,0,0,44.11,0,418.77,14.05,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

16,03:45-04:00,683.14,0,16.48,20.8,148.3,0,0,0,92,9.29,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.42,0,0,44.11,0,418.77,28.1,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

17,04:00-04:15,683.14,0,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.42,0,0,44.11,0,418.77,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

18,04:15-04:30,683.14,0,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.42,0,0,44.11,0,418.77,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

19,04:30-04:45,683.14,0,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.62,0,0,44.11,0,418.77,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

20,04:45-05:00,683.14,0,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.62,0,0,44.11,0,418.77,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

21,05:00-05:15,683.14,0,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.62,0,0,44.11,0,418.77,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

22,05:15-05:30,683.14,0,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.62,0,0,44.11,0,418.77,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

23,05:30-05:45,683.14,0,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.62,0,0,44.11,0,418.77,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

24,05:45-06:00,683.14,0,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,9.68,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,20.84,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.62,0,0,44.11,0,418.77,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

25,06:00-06:15,683.14,8.06,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,9.68,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,41.67,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.62,0,0,44.11,0,418.77,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,17.75,0,0,0,0,9.14,0

26,06:15-06:30,683.14,8.19,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,9.68,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,58.05,3.57,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.62,0,0,44.11,0,418.77,42.15,0,70.81,0,0,0,0,0.66,0,0,14.05,0,0,26.62,0,0,0,0,9.14,0

27,06:30-06:45,683.14,8.19,32.96,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,9.68,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,83.33,3.57,0,0,434.65,0,0,0,0,20,2.2,0,53.17,118.76,0,0,44.84,7.99,0,44.11,0,418.77,42.15,0,70.81,0,0,0,0,0.66,0,0,28.05,0,0,26.62,0,0,0,0,9.14,0

28,06:45-07:00,683.14,15.98,32.96,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,19.38,0,0,62.16,7.9,0.65,0,0,42.39,4.31,0,91.52,45.83,0,113.64,3.57,0,0,434.65,0,0,0,0,20,13.04,0,53.17,118.76,0,0,44.84,39.51,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,0.66,0,0,42.15,0,0,39.05,0,0,0,0,9.14,0

29,07:00-07:15,683.14,18.27,32.96,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,19.38,0,0,62.16,7.9,0.65,0,0,42.39,4.31,0,91.52,45.83,0,113.64,16.54,0,0,434.65,0,0,0,0,20,13.04,0,53.17,118.76,0,0,44.84,39.51,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,0.66,0,0,42.15,0,0,39.05,0,0,0,0,9.14,0

30,07:15-07:30,683.14,18.27,32.96,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,19.38,0,0,62.16,8.19,0.65,0,0,42.39,4.31,0,91.52,45.83,0,113.64,16.54,0,0,434.65,0,0,0,0,20,13.04,0,53.17,118.76,0,0,44.84,39.51,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,0.66,0,0,42.15,0,0,39.05,0,0,0,0,9.14,0

31,07:30-07:45,683.14,18.27,32.96,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,19.38,0,0,62.16,8.19,0.65,0,0,42.39,4.31,0,91.52,45.83,0,113.64,3.57,0,0,434.65,0,0,0,0,20,13.04,0,53.17,118.76,0,0,44.84,39.51,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,3.31,0,0,42.15,0,0,39.05,0,0,0,0,9.14,0

32,07:45-08:00,683.14,18.27,32.96,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,19.38,0,0,62.16,8.19,0.65,0,0,42.39,4.31,0,91.52,45.83,0,113.64,0,0,0,434.65,0,0,0,0,20,13.04,0,53.17,118.76,0,0,44.84,39.51,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,30.36,0,0,42.15,0,0,39.05,0,0,0,0,9.14,0

33,08:00-08:15,683.14,18.27,32.96,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,19.38,0,0,62.16,8.19,0.65,0,0,42.39,4.31,0,91.52,45.83,0,113.64,0,0,0,434.65,0,0,0,0,20,13.04,0,53.17,118.76,0,0,44.84,39.51,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,30.36,0,0,42.15,0,0,39.05,0,0,0,0,9.14,0

34,08:15-08:30,683.14,18.27,16.48,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,9.68,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,113.64,0,0,0,434.65,0,0,0,0,20,2.2,0,53.17,118.76,0,0,44.84,2.66,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,30.36,0,0,28.05,0,0,26.62,0,0,0,0,9.14,0

35,08:30-08:45,683.14,9.14,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,83.43,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.52,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,3.31,0,0,14.05,0,0,26.62,0,0,0,0,9.14,0

36,08:45-09:00,683.14,9.14,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,62.51,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,44.52,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,1.11,0,0,14.05,0,0,26.62,0,0,0,0,9.14,0

37,09:00-09:15,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,41.67,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.99,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,1.11,0,0,0,0,0,26.62,0,0,0,0,9.14,0

38,09:15-09:30,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,18.94,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.99,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,1.11,0,0,0,0,0,26.62,0,0,0,0,9.14,0

39,09:30-09:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.99,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,1.11,0,0,0,0,0,26.62,0,0,0,0,9.14,0

40,09:45-10:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.68,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,1.11,0,0,0,0,0,26.62,0,0,0,0,9.14,0

41,10:00-10:15,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.47,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,1.11,0,0,0,0,0,26.62,0,0,0,0,9.14,0

42,10:15-10:30,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.47,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,3.31,0,0,0,0,0,26.62,0,0,0,0,9.14,0

43,10:30-10:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.26,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,30.36,0,0,0,0,0,26.62,0,0,0,0,9.14,0

44,10:45-11:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.26,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,30.36,0,0,0,0,0,26.62,0,0,0,0,9.14,0

45,11:00-11:15,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.05,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,3.31,0,0,0,0,0,26.62,0,0,0,0,9.14,0

46,11:15-11:30,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,43.05,0,0,44.11,0,418.77,56.2,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

47,11:30-11:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.63,0,0,44.11,0,410.62,56.2,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

48,11:45-12:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,5.76,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.63,0,0,44.11,0,410.62,56.2,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

49,12:00-12:15,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.42,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

50,12:15-12:30,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.42,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

51,12:30-12:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,10.76,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.42,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

52,12:45-13:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.42,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

53,13:00-13:15,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.21,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

54,13:15-13:30,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.21,0,0,44.11,0,410.62,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

55,13:30-13:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.21,0,0,44.11,0,410.62,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

56,13:45-14:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.21,0,0,44.11,0,410.62,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

57,14:00-14:15,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.1,0,0,44.11,0,410.62,42.15,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

58,14:15-14:30,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.1,0,0,44.11,0,410.62,42.52,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

59,14:30-14:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.1,0,0,44.11,0,410.62,42.52,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

60,14:45-15:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.1,0,0,44.11,0,410.62,42.52,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

61,15:00-15:15,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.32,0,0,44.11,0,410.62,42.52,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

62,15:15-15:30,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.32,0,0,44.11,0,410.62,42.52,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

63,15:30-15:45,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.32,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

64,15:45-16:00,683.14,0,0,20.8,148.3,0,0,0,92,1.4,139.69,0,26.4,0,0,0,0,62.16,0,0.65,0,0,42.39,4.31,0,91.52,45.83,0,0,0,0,0,434.65,0,0,0,0,20,0,0,53.17,118.76,0,0,42.32,0,0,44.11,0,410.62,55.94,0,70.81,0,0,0,0,0.66,0,0,0,0,0,26.62,0,0,0,0,9.14,0

