Block,Time,L_NR_2019_07,L_NR_2022_09,NR/30092023/31122025/SH-07,L_NR_2022_10,L_NR_2019_06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2022_08,L_NR_2020_06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,L_NR_2019_19,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,L_NR_2019_05,L_NR_2020_05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,L_NR_2020_07
32,07:45:08:00,23.02,0,17.780000,0,0,30.930000,4.470000,87.960000,101.240000,0,0,238.030000,4.670000,69.27984,4.280000,0.000000,4.170000,30.930000,4.150000,0,0,71.530000,271.860000,4.170000,0

33,08:00-08:15,0,0,25.460000,0,0,29.960000,4.370000,79.260000,86.990000,0,0,189.890000,4.510000,80.43672,5.550000,0.000000,5.410000,30.930000,4.150000,0,0,48.810000,271.860000,5.410000,0

34,08:15-08:30,0,0,25.460000,0,0,29.960000,4.370000,71.530000,86.990000,0,0,174.210000,4.510000,90.677664,6.840000,0.000000,6.680000,30.930000,4.150000,0,0,48.810000,271.860000,6.680000,0

35,08:30-08:45,0,0,25.460000,0,0,29.960000,4.370000,71.530000,67.660000,0,0,174.210000,4.510000,100.041648,8.100000,0.000000,7.900000,30.930000,4.150000,0,0,48.810000,271.860000,7.900000,0

36,08:45:09:00,0,0,25.460000,0,0,29.960000,4.370000,71.530000,67.660000,0,0,174.210000,4.510000,108.518928,8.230000,0.000000,8.030000,30.930000,4.150000,0,0,48.810000,271.860000,8.030000,0

37,09:00:09:15,0,0,25.460000,0,0,29.000000,4.370000,71.530000,101.240000,0,0,174.210000,4.510000,103.033056,9.440000,0.000000,9.210000,30.930000,4.000000,0,0,48.810000,271.860000,9.210000,0

38,09:15-09:30,0,0,25.460000,0,0,29.000000,4.370000,71.530000,77.330000,0,0,174.210000,4.510000,109.590768,10.480000,0.000000,10.220000,30.930000,4.000000,0,0,48.810000,271.860000,10.220000,0

39,09:30-09:45,0,0,26.060000,0,0,29.000000,4.370000,71.530000,77.330000,0,0,174.210000,4.510000,115.973088,11.350000,0.000000,11.070000,26.060000,4.000000,0,0,48.810000,271.860000,11.070000,0

40,09:45-10:00,0,0,26.060000,0,0,29.000000,4.370000,71.530000,77.330000,0,0,208.720000,4.510000,122.696448,12.240000,0.000000,11.950000,26.060000,4.000000,0,0,48.810000,271.860000,11.950000,0

41,10:00-10:15,0,0,26.060000,0,0,29.000000,4.370000,71.530000,91.830000,0,0,206.780000,4.510000,128.542848,12.710000,0.000000,12.400000,26.060000,4.220000,0,0,63.020000,271.860000,12.400000,0

42,10:15-10:30,0,0,26.060000,0,0,29.000000,4.370000,77.330000,91.830000,0,0,206.780000,4.510000,133.219968,13.260000,0.000000,12.940000,26.060000,4.220000,0,0,63.020000,271.860000,12.940000,0

43,10:30-10:45,0,0,26.060000,0,0,29.000000,4.370000,77.330000,91.830000,0,0,206.780000,4.510000,135.548784,13.660000,0.000000,13.320000,26.060000,4.220000,0,0,63.020000,271.860000,13.320000,0

44,10:45-11:00,0,0,26.060000,0,0,29.000000,4.370000,118.310000,91.830000,0,0,206.780000,4.510000,138.813024,13.800000,0.000000,13.460000,26.060000,4.220000,0,0,63.020000,271.860000,13.460000,0

45,11:00-11:15,0,0,26.060000,0,0,29.000000,4.270000,118.310000,91.830000,0,0,206.780000,4.510000,141.67776,14.200000,0.000000,13.860000,26.060000,4.150000,0,0,63.020000,271.860000,13.860000,0

46,11:15-11:30,0,0,26.060000,0,0,28.030000,4.270000,118.310000,91.830000,0,0,206.780000,4.510000,142.7496,14.400000,0.000000,14.050000,26.060000,4.150000,0,0,63.020000,271.860000,14.050000,0

47,11:30-11:45,0,0,26.060000,0,0,28.030000,4.270000,118.310000,91.830000,0,0,206.780000,4.510000,141.814176,14.440000,0.000000,14.090000,26.060000,4.150000,0,0,63.020000,271.860000,14.090000,0

48,11:45-12:00,0,0,26.060000,0,0,28.030000,4.270000,118.310000,91.830000,0,0,206.780000,4.510000,140.84952,14.490000,0.000000,14.130000,26.060000,4.150000,0,0,63.020000,271.860000,14.130000,0

49,12:00-12:15,0,0,26.090000,0,0,28.030000,4.270000,118.310000,91.830000,0,0,206.780000,4.590000,139.953072,14.570000,0.000000,14.220000,26.090000,4.300000,0,0,63.020000,271.860000,14.220000,0

50,12:15-12:30,0,0,26.090000,0,0,28.030000,4.270000,118.310000,91.830000,0,0,206.780000,4.590000,143.519376,14.440000,0.000000,14.090000,26.090000,4.300000,0,0,63.020000,271.860000,14.090000,0

51,12:30-12:45,0,0,26.090000,0,0,28.030000,4.270000,118.310000,48.330000,0,0,206.780000,4.590000,146.530272,14.660000,0.000000,14.310000,26.090000,4.300000,0,0,63.020000,271.860000,14.310000,0

52,12:45-13:00,0,0,26.090000,0,0,28.030000,4.270000,96.660000,48.330000,0,0,206.780000,4.590000,148.25496,14.660000,0.000000,14.310000,26.090000,4.300000,0,0,63.020000,271.860000,14.310000,0

53,13:00-13:15,0,0,26.090000,0,0,28.030000,4.190000,96.660000,48.330000,0,0,206.780000,4.670000,146.052816,14.660000,0.000000,14.310000,26.090000,4.380000,0,0,63.020000,271.860000,14.310000,0

54,13:15-13:30,0,0,26.090000,0,0,28.030000,4.190000,67.660000,48.330000,0,0,206.780000,4.670000,142.320864,14.660000,0.000000,14.310000,26.090000,4.380000,0,0,63.020000,271.860000,14.310000,0

55,13:30-13:45,0,0,26.090000,0,0,28.030000,4.190000,77.330000,48.330000,0,0,177.110000,4.670000,140.937216,14.660000,0.000000,14.310000,26.090000,4.380000,0,0,48.810000,271.860000,14.310000,0

56,13:45-14:00,0,0,26.090000,0,0,28.030000,4.190000,85.060000,48.330000,0,0,206.780000,4.670000,135.558528,14.660000,0.000000,14.310000,26.090000,4.380000,0,0,63.020000,271.860000,14.310000,0

57,14:00-14:15,0,0,26.090000,0,0,28.030000,4.190000,93.760000,48.330000,0,0,206.780000,4.670000,129.907008,13.860000,0.000000,13.510000,26.090000,4.530000,0,0,63.020000,271.860000,13.510000,0

58,14:15-14:30,0,0,26.090000,0,0,28.030000,4.190000,102.460000,48.330000,0,0,206.780000,4.670000,123.904704,13.470000,0.000000,13.140000,26.090000,4.530000,0,0,63.020000,271.860000,13.140000,0

59,14:30-14:45,0,0,26.090000,0,0,28.030000,4.190000,111.160000,101.240000,0,0,206.780000,4.820000,117.405456,13.060000,0.000000,12.740000,26.090000,4.530000,0,0,63.020000,271.860000,12.740000,0

60,14:45-15:00,0,0,26.090000,0,0,28.030000,4.190000,118.310000,101.240000,0,0,238.030000,4.820000,110.194896,12.550000,0.000000,12.240000,26.090000,4.530000,0,0,71.530000,271.860000,12.240000,0

61,15:00-15:15,0,0,26.090000,0,0,28.030000,4.270000,118.310000,101.240000,0,0,238.030000,4.820000,100.99656,12.370000,0.000000,12.060000,26.090000,4.530000,0,0,71.530000,271.860000,12.060000,0

62,15:15-15:30,0,0,26.090000,0,0,28.030000,4.270000,118.310000,101.240000,0,0,238.030000,4.820000,91.915152,11.730000,0.000000,11.440000,26.090000,4.530000,0,0,71.530000,271.860000,11.440000,0

63,15:30-15:45,0,0,23.470000,0,0,28.030000,4.270000,118.310000,101.240000,0,0,238.030000,5.060000,81.878832,11.080000,0.000000,10.810000,23.470000,4.530000,0,0,71.530000,271.860000,10.810000,0

64,15:45-16:00,0,0,23.470000,0,0,28.030000,4.270000,118.310000,101.240000,0,0,238.030000,5.060000,71.209152,9.790000,0.000000,9.550000,23.470000,4.530000,0,0,71.530000,271.860000,9.550000,0

65,16:00-16:15,0,15.57,23.470000,0,0,29.000000,4.470000,118.310000,101.240000,0,0,238.030000,5.060000,60.403056,8.560000,0.000000,8.350000,23.470000,4.840000,0,0,71.530000,271.860000,8.350000,0

66,16:15-16:30,0,15.97,23.470000,0,0,29.000000,4.470000,118.310000,101.240000,0,0,238.030000,5.060000,49.35336,7.270000,0.000000,7.090000,23.470000,4.840000,0,0,71.530000,271.860000,7.090000,0

67,16:30-16:45,0,0,23.470000,0,0,29.000000,4.470000,118.310000,101.240000,0,0,238.030000,5.440000,36.354864,5.920000,0.000000,5.770000,23.470000,4.840000,0,0,71.530000,271.860000,5.770000,0

68,16:45-17:00,0,0,23.470000,0,0,29.000000,4.470000,118.310000,101.240000,0,0,238.030000,5.440000,25.958016,4.960000,0.000000,4.840000,23.470000,4.840000,0,0,71.530000,271.860000,4.840000,0

69,17:00-17:15,0,0,26.090000,0,0,30.930000,4.470000,118.310000,101.240000,0,0,238.030000,5.440000,16.486848,3.590000,0.000000,3.500000,23.470000,5.070000,0,0,71.530000,271.860000,3.500000,0

70,17:15-17:30,0,0,26.090000,0,0,30.930000,4.470000,118.310000,101.240000,0,0,238.030000,5.440000,9.130128,2.640000,0.000000,2.570000,23.470000,5.070000,0,0,71.530000,271.860000,2.570000,0

71,17:30-17:45,0,0,26.090000,0,0,30.930000,4.470000,118.310000,101.240000,0,0,238.030000,5.670000,4.297104,1.830000,0.000000,1.800000,26.090000,5.070000,0,0,71.530000,271.860000,1.800000,0

72,17:45-18:00,0,0,26.090000,0,0,30.930000,4.470000,118.310000,101.240000,0,0,238.030000,5.670000,0.760032,1.160000,0.000000,1.130000,26.090000,5.070000,0,0,71.530000,271.860000,1.130000,0

73,18:00-18:15,0,0,26.090000,0,0,30.930000,4.650000,118.310000,101.240000,0,0,238.030000,5.670000,0.09744,0.620000,0.000000,0.600000,26.090000,5.070000,0,0,71.530000,271.860000,0.600000,0

74,18:15-18:30,0,0,30.930000,0,0,30.930000,4.650000,118.310000,101.240000,0,0,238.030000,5.670000,0,0.250000,0.000000,0.250000,25.540000,5.070000,0,0,71.530000,271.860000,0.250000,0

75,18:30-18:45,0,0,26.090000,0,0,31.900000,4.650000,118.310000,101.240000,0,0,238.030000,5.670000,0,0.060000,0.000000,0.060000,26.090000,5.070000,0,0,71.530000,271.860000,0.060000,0

76,18:45-19:00,0,0,26.090000,0,0,31.900000,4.650000,118.310000,101.240000,0,0,238.030000,5.670000,0,0.000000,0.000000,0.000000,26.090000,5.070000,0,0,71.530000,271.860000,0.000000,0

77,19:00-19:15,0,0,25.540000,0,0,31.900000,4.650000,118.310000,101.240000,0,0,238.030000,5.670000,0,0.000000,0.000000,0.000000,30.930000,4.840000,0,0,71.530000,271.860000,0.000000,0

78,19:15-19:30,0,0,25.540000,0,0,31.900000,4.650000,118.310000,101.240000,0,0,238.030000,5.670000,0,0.000000,0.000000,0.000000,30.930000,4.840000,0,0,71.530000,271.860000,0.000000,0

79,19:30-19:45,0,0,25.540000,0,0,31.900000,4.650000,118.310000,101.240000,0,0,238.030000,5.600000,0,0.000000,0.000000,0.000000,30.930000,4.840000,0,0,71.530000,271.860000,0.000000,0

80,19:45-20:00,0,0,25.540000,0,0,31.900000,4.650000,118.310000,101.240000,0,0,238.030000,5.600000,0,0.000000,0.000000,0.000000,30.930000,4.840000,0,0,71.530000,271.860000,0.000000,0

81,20:00-20:15,0,0,25.540000,0,0,31.900000,4.550000,118.310000,101.240000,0,0,238.030000,5.600000,0,0.000000,0.000000,0.000000,30.930000,4.690000,0,0,71.530000,271.860000,0.000000,0

82,20:15-20:30,0,0,25.540000,0,0,31.900000,4.550000,118.310000,101.240000,0,0,238.030000,5.600000,0,0.000000,0.000000,0.000000,30.930000,4.690000,0,0,71.530000,271.860000,0.000000,0

83,20:30-20:45,0,0,25.540000,0,0,31.900000,4.550000,118.310000,101.240000,0,0,238.030000,5.440000,0,0.000000,0.000000,0.000000,30.930000,4.690000,0,0,71.530000,271.860000,0.000000,0

84,20:45-21:00,0,0,25.540000,0,0,31.900000,4.550000,118.310000,101.240000,0,0,238.030000,5.440000,0,0.000000,0.000000,0.000000,30.930000,4.690000,0,0,71.530000,271.860000,0.000000,0

85,21:00-21:15,0,0,25.540000,0,0,31.900000,4.550000,118.310000,101.240000,0,0,238.030000,5.440000,0,0.000000,0.000000,0.000000,30.930000,4.690000,0,0,71.530000,271.860000,0.000000,0

86,21:15-21:30,0,0,24.510000,0,0,31.900000,4.550000,118.310000,101.240000,0,0,238.030000,5.440000,0,0.000000,0.000000,0.000000,30.930000,4.690000,0,0,71.530000,271.860000,0.000000,0

87,21:30-21:45,0,0,24.510000,0,0,31.900000,4.550000,118.310000,101.240000,0,0,238.030000,5.440000,0,0.000000,0.000000,0.000000,30.930000,4.690000,0,0,71.530000,271.860000,0.000000,0

88,21:45-22:00,0,0,24.510000,0,0,31.900000,4.550000,118.310000,101.240000,0,0,238.030000,5.440000,0,0.000000,0.000000,0.000000,30.930000,4.690000,0,0,71.530000,271.860000,0.000000,0

89,22:00-22:15,0,0,24.510000,0,0,31.900000,4.470000,118.310000,101.240000,0,0,238.030000,5.440000,0,0.000000,0.000000,0.000000,30.930000,4.530000,0,0,71.530000,271.860000,0.000000,0

90,22:15-22:30,0,0,24.510000,0,0,31.900000,4.470000,118.310000,101.240000,0,0,238.030000,5.440000,0,0.000000,0.000000,0.000000,30.930000,4.530000,0,0,71.530000,271.860000,0.000000,0

91,22:30-22:45,0,0,26.090000,0,0,31.900000,4.470000,118.310000,101.240000,0,0,238.030000,5.290000,0,0.000000,0.000000,0.000000,26.090000,4.530000,0,0,71.530000,271.860000,0.000000,0

92,22:45-23:00,0,0,26.090000,0,0,31.900000,4.470000,118.310000,101.240000,0,0,238.030000,5.290000,0,0.000000,0.000000,0.000000,26.090000,4.530000,0,0,71.530000,271.860000,0.000000,0

93,23:00-23:15,0,0,26.090000,0,0,31.900000,4.270000,118.310000,101.240000,0,0,238.030000,4.350000,0,0.000000,0.000000,0.000000,26.090000,4.530000,0,0,71.530000,271.860000,0.000000,0

94,23:15-23:30,0,0,26.090000,0,0,31.900000,4.270000,118.310000,101.240000,0,0,238.030000,4.350000,0,0.000000,0.000000,0.000000,26.090000,4.530000,0,0,71.530000,271.860000,0.000000,0

95,23:30-23:45,0,0,26.090000,0,0,31.900000,4.270000,118.310000,101.240000,0,0,238.030000,4.350000,0,0.000000,0.000000,0.000000,26.090000,4.530000,0,0,71.530000,271.860000,0.000000,0

96,23:45-24:00,0,0,26.090000,0,0,31.900000,4.270000,118.310000,101.240000,0,0,238.030000,4.350000,0,0.000000,0.000000,0.000000,26.090000,4.530000,0,0,71.530000,271.860000,0.000000,0

