Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/26072023/31072042/L_NR_2023_07,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2020_06,NR/20122023/29022024/IEX_LDC_231218_00502,NR/30012024/30012024/HPX-TAMCTG-290124-05966,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,NR/30092023/31122025/SH-07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/06012024/31012024/NVVN/OA/16855,NR/26072023/25122043/L_NR_2023_10,NR/05012024/31012024/SJVN050124NR1342,NR/30012024/30012024/IEX_240129_06224,WR/01102023/31032046/L_NR_2020_05,NR/05012024/31012024/SJVN050124NR1341,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30012024/30012024/IEX_240129_06228,NR/01012024/31012024/HP-26,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/30092023/26122029/SH-06,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/31052040/LT-31,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01012024/31012024/HP-27,WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2022_09,NR/01012024/31012024/52,NR/01012024/31032024/ ChanjuII,NR/01102023/22052037/LT-59,NR/01102023/08032047/L_NR_2021_14,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31012024/HP-28,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07)
53,13:00-13:15,0.990000,158,13.370000,5,11.540000,0.000000,32.5,38,0.000000,32.5,31.67,0,48.100000,67,21.84,0.000000,15,20.2,0.000000,0.000000,77.590000,10,158.33,230.880000,13.050000,6.730000,14.880000,8.180000,13.050000,0,77,0.000000,5,115.380000,5,11.1,99.680000,48.100000,0.000000,10,96.200000,1.290000,0.620000,71.04,86.770000,0.000000,18.280000,5.770000,270.560000,30,1.340000,133.782035,32.5

54,13:15-13:30,0.990000,158,13.200000,5,11.540000,0.000000,32.5,38,0.000000,32.5,31.67,0,48.100000,67,21.84,0.000000,15,20.2,0.000000,0.000000,77.590000,10,158.33,230.880000,12.870000,6.730000,14.880000,8.180000,12.870000,0,77,0.000000,5,115.380000,5,10.86,81.770000,48.100000,0.000000,10,96.200000,1.290000,0.620000,70.96,75.830000,0.000000,18.280000,5.770000,270.560000,31,1.340000,131.060715,32.5

55,13:30-13:45,0.990000,154,12.630000,5,11.540000,0.000000,32.5,37,14.880000,32.5,31.67,0,48.100000,66,21.84,0.000000,15,20.2,0.000000,0.000000,77.590000,10,158.33,230.880000,12.330000,6.730000,14.880000,8.180000,12.330000,0,75,0.000000,5,115.380000,5,9.47,99.680000,48.100000,0.000000,10,96.200000,1.290000,0.620000,70.72,86.770000,0.000000,18.280000,5.770000,270.560000,31,1.340000,127.970073,32.5

56,13:45-14:00,0.990000,154,10.440000,5,11.540000,0.000000,32.5,37,14.880000,32.5,31.67,0,48.100000,66,21.84,0.000000,15,20.2,0.000000,0.000000,77.590000,10,158.33,230.880000,10.180000,6.730000,14.880000,8.180000,10.180000,0,73,0.000000,5,115.380000,5,9.06,99.680000,48.100000,0.000000,10,96.200000,1.290000,0.620000,70.35,86.770000,0.000000,18.280000,5.770000,270.560000,31,1.340000,122.682937,32.5

57,14:00-14:15,0.990000,137,10.440000,5,11.540000,0.000000,32.5,34,14.880000,32.5,30,0,48.100000,58,21.84,0.000000,15,20.2,0.000000,0.000000,77.590000,10,150,230.880000,10.190000,6.730000,14.880000,8.180000,10.190000,0,68,0.000000,5,115.380000,5,7.21,99.680000,48.100000,0.000000,10,96.200000,1.290000,0.650000,69.67,86.770000,0.000000,18.280000,5.770000,270.560000,30,1.340000,116.443339,32.5

58,14:15-14:30,0.990000,130,9.950000,5,11.540000,0.000000,32.5,32,14.880000,32.5,30,0,48.100000,55,21.84,0.000000,15,20.2,0.000000,0.000000,77.590000,10,150,230.880000,9.710000,6.730000,14.880000,8.180000,9.710000,0,63,0.000000,5,115.380000,5,7.21,81.770000,48.100000,0.000000,10,96.200000,1.290000,0.650000,68.45,75.830000,0.000000,18.280000,5.770000,270.560000,28,1.340000,108.920833,32.5

59,14:30-14:45,0.990000,120,9.110000,5,11.540000,0.000000,32.5,30,14.880000,32.5,25.06,0,48.100000,52,21.84,0.000000,15,20.2,0.000000,0.000000,77.590000,10,125.3,230.880000,8.890000,6.730000,14.880000,8.180000,8.890000,0,60,0.000000,5,115.380000,5,7.21,99.680000,48.100000,0.000000,10,96.200000,1.290000,0.650000,61.36,75.830000,0.000000,18.280000,5.770000,270.560000,24,1.340000,100.59165,32.5

60,14:45-15:00,0.990000,111,8.550000,5,11.540000,0.000000,32.5,28,14.880000,32.5,25.06,0,48.100000,47,21.84,0.000000,15,20.2,0.000000,0.000000,77.590000,10,125.3,230.880000,8.340000,6.730000,14.880000,8.180000,8.340000,0,55,0.000000,5,115.380000,5,7.21,99.680000,48.100000,19.240000,10,96.200000,1.290000,0.650000,59.73,86.770000,0.000000,18.280000,5.770000,270.560000,22,1.340000,92.058368,32.5

61,15:00-15:15,0.990000,97,7.930000,5,11.540000,0.000000,32.5,23,25.010000,32.5,20.06,0,48.100000,41,21.84,0.000000,15,20.2,0.000000,0.000000,77.590000,10,100.3,230.880000,7.740000,6.730000,25.010000,8.180000,7.740000,0,47,0.000000,5,115.380000,5,7.21,99.680000,48.100000,19.240000,10,96.200000,1.290000,0.650000,57.91,86.770000,0.000000,18.280000,5.770000,270.560000,21,1.390000,83.748623,32.5

62,15:15-15:30,0.990000,86,5.580000,5,11.540000,0.000000,32.5,21,25.010000,32.5,20.06,0,48.100000,37,0,0.000000,15,0,0.000000,0.000000,77.590000,10,100.3,230.880000,5.440000,6.730000,25.010000,8.180000,5.440000,0,42,0.000000,5,115.380000,5,7.21,99.680000,48.100000,19.240000,10,96.200000,1.290000,0.650000,53.96,86.770000,0.000000,18.280000,5.770000,270.560000,19,1.390000,74.457259,32.5

63,15:30-15:45,0.990000,81,4.990000,5,11.540000,0.000000,32.5,18,25.010000,32.5,22.59,0,48.100000,34,0,0.000000,15,0,0.000000,0.000000,77.590000,10,112.97,230.880000,4.870000,6.730000,25.010000,8.180000,4.870000,0,37,0.000000,5,115.380000,5,7.21,99.680000,48.100000,19.240000,10,96.200000,1.290000,0.650000,44.42,86.770000,0.000000,18.280000,5.770000,270.560000,16,1.390000,65.175614,32.5

64,15:45-16:00,0.990000,70,4.410000,5,11.540000,0.000000,32.5,17,9.040000,32.5,20.93,0,48.100000,30,0,0.000000,15,0,0.000000,0.000000,77.590000,10,104.63,230.880000,4.300000,6.730000,9.040000,8.180000,4.300000,0,33,0.000000,5,115.380000,5,7.21,99.680000,48.100000,20.200000,10,96.200000,1.290000,0.650000,39.92,86.770000,0.000000,18.280000,5.770000,270.560000,14,1.390000,56.039754,32.5

65,16:00-16:15,0.990000,64,3.660000,5,11.540000,0.000000,32.5,15,25.010000,32.5,19.26,0,48.100000,28,0,0.000000,15,0,0.000000,0.000000,77.590000,13.33,96.3,230.880000,3.570000,6.730000,0.000000,8.180000,3.570000,0,31,0.000000,6.66,115.380000,5,8.04,99.680000,48.100000,20.200000,13.33,96.200000,1.380000,0.650000,27.98,86.770000,0.000000,18.280000,5.770000,270.560000,13,1.390000,47.214902,32.5

66,16:15-16:30,0.990000,56,2.950000,5,11.540000,0.000000,33,13,25.010000,33,17.39,0,48.100000,24,0,0.000000,15,0,0.000000,0.000000,77.590000,13.33,86.96,230.880000,2.870000,6.730000,25.010000,8.180000,2.870000,0,25,0.000000,6.66,115.380000,5,8.52,99.680000,48.100000,20.200000,13.33,96.200000,1.380000,0.650000,23.84,86.770000,0.000000,18.280000,5.770000,270.560000,11,1.390000,38.39005,21.5

67,16:30-16:45,0.990000,42,2.200000,5.49,11.540000,0.000000,33,11,25.010000,23.35,12.02,0,48.100000,18,0,0.000000,16.48,0,0.000000,0.000000,77.590000,13.33,60.11,230.880000,2.140000,6.730000,25.010000,8.180000,2.140000,0,21,0.000000,6.66,115.380000,5.49,9.06,99.680000,48.100000,21.160000,13.33,96.200000,1.380000,0.650000,19.43,86.770000,0.000000,18.280000,5.770000,270.560000,9,1.390000,28.914025,13.9

68,16:45-17:00,0.990000,32,1.640000,5.9,11.540000,0.000000,26.53,7,25.010000,11.6,9.93,0,48.100000,13,0,0.000000,17.72,0,0.000000,0.000000,77.590000,13.33,49.64,230.880000,1.600000,6.730000,25.010000,8.180000,1.600000,0,15,0.000000,6.66,115.380000,5.91,10.07,99.680000,48.100000,21.160000,13.33,96.200000,1.380000,0.650000,14.97,86.770000,0.000000,18.280000,5.770000,270.560000,7,1.390000,21.663651,5.5

69,17:00-17:15,0.990000,21,1.150000,6.33,11.540000,96.200000,13.62,5,25.010000,6.74,7.16,0,48.100000,9,0,101.010000,18.98,0,0.000000,0.000000,77.590000,14.59,35.83,230.880000,1.120000,6.730000,25.010000,8.180000,1.120000,0,10,0.000000,6.66,115.380000,6.33,10.57,99.680000,48.100000,23.090000,14.59,96.200000,1.290000,0.690000,10.09,86.770000,0.000000,18.280000,5.770000,270.560000,5,1.390000,13.392782,2.2

70,17:15-17:30,0.990000,11,0.730000,6.4,11.540000,96.200000,4.83,1,25.010000,2.24,5.33,0,48.100000,4,0,101.010000,19.25,0,0.000000,0.000000,77.590000,16.08,26.68,230.880000,0.710000,6.730000,25.010000,8.180000,0.710000,0,3,0.000000,6.66,115.380000,6.42,11.36,99.680000,48.100000,23.090000,16.08,96.200000,1.290000,0.690000,4.24,86.770000,0.000000,18.280000,5.770000,270.560000,4,1.390000,8.406935,0

71,17:30-17:45,0.990000,2,0.410000,10.55,11.540000,96.200000,0,1,25.010000,0,3.5,0,48.100000,1,0,101.010000,31.62,0,0.000000,0.000000,77.590000,20.11,17.52,230.880000,0.400000,6.730000,25.010000,8.180000,0.400000,0,1,0.000000,7.05,115.380000,10.54,12.66,99.680000,48.100000,23.090000,20.11,96.200000,1.290000,0.690000,0.91,86.770000,0.000000,18.280000,5.770000,270.560000,2,1.390000,3.236427,0

72,17:45-18:00,0.990000,0,0.120000,10.87,11.540000,96.200000,0,0,25.010000,0,1.89,0,48.100000,0,0,101.010000,32.62,0,0.000000,0.000000,77.590000,21.09,9.45,230.880000,0.110000,6.730000,25.010000,8.180000,0.110000,0,0,0.000000,7.58,115.380000,10.88,13.92,99.680000,48.100000,24.050000,21.09,96.200000,1.290000,0.690000,0.18,86.770000,0.000000,18.280000,5.770000,270.560000,1,1.390000,0.592859,0

73,18:00-18:15,0.950000,0,0.000000,11.37,11.540000,96.200000,0,0,25.010000,0,0.57,0,48.100000,0,0,101.010000,34.12,0,0.000000,0.000000,0.000000,24.29,2.84,230.880000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,8.66,115.380000,11.38,15.24,99.680000,48.100000,25.010000,24.29,96.200000,1.290000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.390000,0,0

74,18:15-18:30,0.950000,0,0.000000,11.55,11.540000,96.200000,0,0,25.010000,0,0.28,0,48.100000,0,0,101.010000,34.62,0,0.000000,0.000000,0.000000,24.53,1.43,230.880000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,9.08,115.380000,11.54,17.24,99.680000,48.100000,25.010000,24.53,96.200000,1.290000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.390000,0,0

75,18:30-18:45,0.950000,0,0.000000,8.34,11.540000,96.200000,0,0,25.010000,0,0,0,48.100000,0,0,101.010000,25,0,0.000000,0.000000,0.000000,14.28,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,9.08,115.380000,8.33,18.72,99.680000,48.100000,24.050000,14.28,96.200000,1.290000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.390000,0,0

76,18:45-19:00,0.950000,0,0.000000,8.84,11.540000,96.200000,0,0,25.010000,0,0,0,48.100000,0,0,101.010000,26.5,0,0.000000,0.000000,0.000000,15.52,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,9.08,115.380000,8.83,21,99.680000,48.100000,24.050000,15.52,96.200000,1.290000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.390000,0,0

77,19:00-19:15,0.950000,0,0.000000,9.21,11.540000,96.200000,0,0,25.010000,0,0,0,48.100000,0,0,101.010000,27.62,0,0.000000,0.000000,0.000000,16.75,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,9.1,115.380000,9.21,21.69,99.680000,48.100000,24.050000,16.75,96.200000,1.290000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.390000,0,0

78,19:15-19:30,0.950000,0,0.000000,9.71,11.540000,96.200000,0,0,25.010000,0,0,0,48.100000,0,0,101.010000,29.12,0,0.000000,0.000000,0.000000,17.75,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,9.21,115.380000,9.71,21.61,99.680000,48.100000,24.050000,17.75,96.200000,1.290000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.390000,0,0

79,19:30-19:45,0.950000,0,0.000000,10.54,11.540000,96.200000,0,0,25.010000,0,0,0,48.100000,0,0,101.010000,31.6,0,0.000000,0.000000,0.000000,18.42,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,9.31,115.380000,10.53,21.83,99.680000,48.100000,24.050000,18.42,96.200000,1.290000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.390000,0,0

80,19:45-20:00,0.950000,0,0.000000,11.55,11.540000,96.200000,0,0,25.010000,0,0,0,48.100000,0,0,101.010000,34.62,0,0.000000,0.000000,0.000000,19.42,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,9.34,115.380000,11.54,20.64,99.680000,48.100000,24.050000,19.42,96.200000,1.290000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.390000,0,0

81,20:00-20:15,0.950000,0,0.000000,9.21,11.540000,0.000000,0,0,25.010000,0,0,0,48.100000,0,0,0.000000,27.62,0,0.000000,0.000000,0.000000,21.07,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,9.36,115.380000,9.21,16.55,99.680000,48.100000,24.050000,21.07,0.000000,1.380000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.340000,0,0

82,20:15-20:30,0.950000,0,0.000000,9.37,11.540000,0.000000,0,0,25.010000,0,0,0,48.100000,0,0,0.000000,28.12,0,0.000000,0.000000,0.000000,21.75,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,9.38,115.380000,9.38,17.01,99.680000,48.100000,24.050000,21.75,0.000000,1.380000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.340000,0,0

83,20:30-20:45,0.950000,0,0.000000,10.87,11.540000,0.000000,0,0,0.000000,0,0,0,48.100000,0,0,0.000000,32.62,0,0.000000,0.000000,0.000000,30.07,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,7.34,115.380000,10.88,17.5,99.680000,48.100000,24.050000,30.07,0.000000,1.380000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.340000,0,0

84,20:45-21:00,0.950000,0,0.000000,11.37,11.540000,0.000000,0,0,0.000000,0,0,0,48.100000,0,0,0.000000,34.12,0,0.000000,0.000000,0.000000,31.08,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,7.34,115.380000,11.38,17.56,99.680000,48.100000,24.050000,31.08,0.000000,1.380000,0.690000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.340000,0,0

85,21:00-21:15,0.950000,0,0.000000,12.21,11.540000,0.000000,0,0,0.000000,0,0,0,48.100000,0,0,0.000000,36.62,0,0.000000,0.000000,0.000000,32.08,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,7.75,115.380000,12.21,18.45,99.680000,48.100000,24.050000,32.08,0.000000,1.290000,0.650000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.340000,0,0

86,21:15-21:30,0.950000,0,0.000000,12.55,11.540000,0.000000,0,0,0.000000,0,0,0,48.100000,0,0,0.000000,37.62,0,0.000000,0.000000,0.000000,34.07,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,8.09,115.380000,12.54,18.99,99.680000,48.100000,24.050000,34.07,0.000000,1.290000,0.650000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.340000,0,0

87,21:30-21:45,0.950000,0,0.000000,13.05,11.540000,0.000000,0,0,0.000000,0,0,0,48.100000,0,0,0.000000,39.12,0,0.000000,0.000000,0.000000,35.08,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,10.09,115.380000,13.04,19.31,99.680000,48.100000,24.050000,35.08,0.000000,1.290000,0.650000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.340000,0,0

88,21:45-22:00,0.950000,0,0.000000,13.71,11.540000,0.000000,0,0,0.000000,0,0,0,48.100000,0,0,0.000000,41.12,0,0.000000,0.000000,0.000000,36.07,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,0.000000,10.01,115.380000,13.71,18.51,99.680000,48.100000,24.050000,36.07,0.000000,1.290000,0.650000,0,86.770000,0.000000,18.280000,5.770000,270.560000,0,1.340000,0,0

89,22:00-22:15,0.950000,0,0.000000,14.21,11.540000,0.000000,0,0,0.000000,0,0,0,48.100000,0,0,0.000000,42.62,0,0.000000,0.000000,152.460000,38.42,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,57.290000,10.29,115.380000,14.21,15.18,99.680000,48.100000,23.090000,38.42,0.000000,1.290000,0.650000,0,86.770000,24.520000,18.280000,5.770000,270.560000,0,1.340000,0,0

90,22:15-22:30,0.950000,0,0.000000,14.71,11.540000,0.000000,0,0,0.000000,0,0,0,48.100000,0,0,0.000000,44.12,0,0.000000,0.000000,152.460000,39.42,0,245.310000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,57.290000,10.88,115.380000,14.71,14.64,99.680000,48.100000,23.090000,39.42,0.000000,1.290000,0.650000,0,86.770000,24.520000,18.280000,5.770000,270.560000,0,1.340000,0,0

91,22:30-22:45,0.950000,0,0.000000,18.21,11.540000,0.000000,0,0,25.010000,0,0,0,48.100000,0,0,0.000000,54.62,0,0.000000,0.000000,152.460000,42.73,0,217.790000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,57.290000,11.34,115.380000,18.21,14.25,70.820000,48.100000,23.090000,42.73,0.000000,1.290000,0.650000,0,75.830000,24.520000,18.280000,5.770000,270.560000,0,1.340000,0,0

92,22:45-23:00,0.950000,0,0.000000,18.55,11.540000,0.000000,0,0,25.010000,0,0,0,48.100000,0,0,0.000000,55.62,0,0.000000,0.000000,152.460000,42.88,0,217.790000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,57.290000,12.44,115.380000,18.54,13.57,49.850000,48.100000,23.090000,42.88,0.000000,1.290000,0.650000,0,75.830000,24.520000,18.280000,5.770000,270.560000,0,1.340000,0,0

93,23:00-23:15,0.950000,0,0.000000,18.74,11.540000,0.000000,0,0,25.010000,0,0,0,48.100000,0,0,0.000000,56.22,0,0.000000,0.000000,152.460000,43,0,217.790000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,57.290000,12.84,94.270000,18.74,13.09,49.850000,48.100000,23.090000,43,0.000000,1.290000,0.650000,0,75.830000,24.520000,18.280000,5.770000,270.560000,0,1.340000,0,0

94,23:15-23:30,0.950000,0,0.000000,18.66,11.540000,0.000000,0,0,25.010000,0,0,0,48.100000,0,0,0.000000,56.01,0,0.000000,0.000000,152.460000,42.98,0,217.790000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,57.290000,12.7,85.780000,18.67,12.53,49.850000,48.100000,23.090000,42.98,0.000000,1.290000,0.650000,0,75.830000,24.520000,18.280000,5.770000,270.560000,0,1.340000,0,0

95,23:30-23:45,0.950000,0,0.000000,18.59,11.540000,0.000000,0,0,25.010000,0,0,0,48.100000,0,0,0.000000,55.76,0,0.000000,0.000000,152.460000,42.73,0,217.790000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,57.290000,12.6,77.300000,18.59,12.33,49.850000,48.100000,23.090000,42.73,0.000000,1.290000,0.650000,0,75.830000,24.520000,18.280000,5.770000,270.560000,0,1.340000,0,0

96,23:45-24:00,0.950000,0,0.000000,18.5,11.540000,0.000000,0,0,25.010000,0,0,0,48.100000,0,0,0.000000,55.49,0,0.000000,0.000000,152.460000,42.4,0,217.790000,0.000000,6.730000,25.010000,8.180000,0.000000,0,0,57.290000,12.53,68.810000,18.5,12.14,49.850000,48.100000,23.090000,42.4,0.000000,1.290000,0.650000,0,75.830000,24.520000,18.280000,5.770000,270.560000,0,1.340000,0,0

