Column1,Time,GNA/NR/2024/11/01/1868,GNA/WR/2024/10/15/7089,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9061,GNA/WR/2024/11/01/4200,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/3646,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/5474,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14
31,07:30-07:45,8.65,0,131.81,31.7,31.7,0,1.68,31.6,2.66,31.6,23.8,22.01,86.66,1.24,100.09,0,0,17.29,8.65,84.73,1.76,2.38,1.34,0,1.31,260.83,24.22,1.31,31.7,0,13.67,4,7,5,13.66,13.32,29,21,6.66,11,5,7,3,7

32,07:45-08:00,8.65,0,131.81,31.7,31.7,0,1.68,31.07,5.06,31.06,32.8,21.81,86.66,1.24,100.09,0,0,17.29,8.65,114.86,1.76,2.38,1.8,0,1.75,260.83,24.22,1.75,31.7,0,13.67,10,7,8,13.66,25.31,31.07,21,6.66,25,7,7,4,11

33,08:00-08:15,8.65,0,131.81,36.51,36.51,0,1.68,32.5,8.06,32.5,41.79,21.61,86.66,1.24,100.09,0,0,17.29,8.65,114.86,1.76,2.38,2.44,0,2.39,260.83,24.22,2.39,36.51,0,13.67,17,7,17,13.66,40.33,32.5,21,6.66,40,8,7,8,18

34,08:15-08:30,8.65,0,131.81,36.51,36.51,0,1.68,32.5,11.73,32.5,51.05,21.41,86.66,1.24,100.09,0,0,17.29,8.65,114.86,1.76,2.38,3.13,0,3.06,260.83,24.22,3.06,36.51,0,13.67,24,7,23,13.66,58.65,32.5,21,6.66,56,13,7,12,27

35,08:30-08:45,8.65,0,131.81,36.51,36.51,0,1.68,32.67,15.53,32.66,59.57,21.21,86.66,1.24,100.09,0,0,17.29,8.65,114.86,1.76,2.38,3.91,0,3.81,260.83,24.22,3.81,36.51,0,13.67,30,7,31,13.66,77.63,32.67,21,6.66,70,17,7,15,33

36,08:45-09:00,8.65,0,131.81,36.51,36.51,0,1.68,32.67,19.05,32.66,67.91,21.01,86.66,1.24,100.09,0,0,17.29,8.65,106.39,1.76,2.38,4.75,0,4.63,260.83,24.22,4.63,36.51,0,13.67,36,7,39,13.66,95.27,32.67,21,6.66,84,22,7,19,41

37,09:00-09:15,8.65,0,131.81,25.94,25.94,0,1.6,32.67,23.51,32.66,78.38,20.81,76.17,1.24,100.09,0,0,17.29,8.65,97.91,1.76,2.38,5.9,0,5.76,226.32,24.22,5.76,25.94,0,13.67,42,7,46,13.66,117.54,32.67,21,6.66,98,25,7,23,48

38,09:15-09:30,8.65,0,131.81,25.94,25.94,0,1.6,32.67,27.52,32.66,85.78,20.61,76.17,1.24,100.09,0,0,17.29,8.65,70.04,1.76,2.38,7.34,0,7.16,226.32,24.22,7.16,25.94,0,13.67,48,7,53,13.66,137.61,32.67,21,6.66,112,28,7,27,55

39,09:30-09:45,8.65,0,131.81,25.94,25.94,0,1.6,32.67,31.2,32.66,92.54,18.01,76.17,1.24,100.09,0,0,17.29,8.65,70.04,1.76,2.38,8.78,0,8.56,226.32,24.22,8.56,25.94,0,13.67,54,7,59,13.66,156,32.67,21,6.66,126,30,7,29,63

40,09:45-10:00,8.65,0,131.81,25.94,25.94,0,1.6,32.67,34.85,32.66,98.58,18.41,76.17,1.24,100.09,0,0,17.29,8.65,84.73,1.76,2.38,10.08,0,9.85,226.32,24.22,9.85,25.94,0,13.67,60,7,64,13.66,174.26,32.67,21,6.66,140,33,7,32,69

41,10:00-10:15,8.65,0,112.4,25.94,25.94,0,1.6,32.67,38.33,32.66,103.86,18.01,57.35,1.16,52.84,0,0,17.29,8.65,70.04,1.81,2.38,11.11,0,10.84,170.66,24.22,10.84,25.94,0,13.67,64,7,69,13.66,191.66,32.67,21,6.66,151,35,7,35,73

42,10:15-10:30,8.65,0,93.19,25.94,25.94,0,1.6,32.67,41.13,32.66,107.86,19.41,57.35,1.16,52.84,0,0,17.29,8.65,70.04,1.81,2.38,11.84,0,11.56,170.66,24.22,11.56,25.94,0,13.67,69,7,73,13.66,205.67,32.67,21,6.66,161,37,7,37,79

43,10:30-10:45,8.65,0,112.4,25.94,25.94,0,1.6,32.67,44,32.66,103.43,21.01,57.35,1.16,52.84,0,0,17.29,8.65,70.04,1.81,2.38,12.51,0,12.2,170.66,24.22,12.2,25.94,0,13.67,72,7,77,13.66,220.02,32.67,21,6.66,168,38,7,38,83

44,10:45-11:00,8.65,0,112.4,25.94,25.94,0,1.6,32.67,45.65,32.66,106.99,23.41,57.35,1.16,52.84,0,0,17.29,8.65,70.04,1.81,2.38,13.07,0,12.75,170.66,24.22,12.75,25.94,0,13.67,75,7,80,13.66,228.24,32.67,21,6.66,175,39,7,40,86

45,11:00-11:15,8.65,0,112.4,25.94,25.94,0,1.6,32.67,46,32.66,110.11,25.01,57.35,1.16,52.84,0,0,17.29,8.65,70.04,1.81,2.38,13.46,0,13.12,170.66,23.21,13.12,25.94,0,13.67,78,7,87,13.66,230,32.67,21,6.66,182,41,7,43,89

46,11:15-11:30,8.65,0,112.4,25.94,25.94,0,1.6,32.67,46,32.66,112.92,25.61,57.35,1.16,52.84,0,0,17.29,8.65,70.04,1.81,2.38,13.88,0,13.53,170.66,22.2,13.53,25.94,0,13.67,79,7,90,13.66,230,32.67,21,6.66,186,41,7,45,90

47,11:30-11:45,8.65,0,112.4,25.94,25.94,0,1.14,32.67,46,32.66,115.14,26.01,57.35,1.16,52.84,0,0,17.29,8.65,70.04,1.81,2.38,14.2,0,13.85,170.66,22.2,13.85,25.94,0,13.67,81,7,90,13.66,230,32.67,21,6.66,189,42,7,45,90

48,11:45-12:00,8.65,0,112.4,25.94,25.94,0,1.14,32.67,46,32.66,117.18,25.81,57.35,1.16,52.84,0,0,17.29,8.65,70.04,1.81,2.38,14.45,0,14.1,170.66,22.2,14.1,25.94,0,13.67,81,7,90,13.66,230,32.67,21,6.66,189,42,7,45,90

49,12:00-12:15,8.65,0,112.4,25.94,25.94,0,1.07,32.67,46,32.66,117.68,21.61,57.35,1.24,52.84,0,0,17.29,8.65,70.04,1.84,2.38,14.56,0,14.21,170.66,22.2,14.21,25.94,0,13.67,81,7,90,13.66,230,32.67,21,6.66,189,42,7,45,90

50,12:15-12:30,8.65,0,112.4,25.94,25.94,0,1.07,32.67,46,32.66,117.93,21.01,57.35,1.24,52.84,0,0,17.29,8.65,70.04,1.84,2.38,14.53,0,14.17,170.66,22.2,14.17,25.94,0,13.67,81,7,90,13.66,230,32.67,21,6.66,189,42,7,45,90

51,12:30-12:45,8.65,0,112.4,25.94,25.94,0,1.07,32.67,46,32.66,117.66,13.61,57.35,1.24,52.84,0,0,17.29,8.65,70.04,1.84,2.38,14.57,0,14.22,170.66,22.2,14.22,25.94,0,13.67,81,7,90,13.66,230,32.67,21,6.66,189,42,7,45,90

52,12:45-13:00,8.65,0,112.4,25.94,25.94,0,1.07,32.67,46,32.66,116.72,13.41,57.35,1.24,52.84,0,0,17.29,8.65,70.04,1.84,2.38,14.48,0,14.12,170.66,22.2,14.12,25.94,0,13.67,81,7,90,13.66,230,32.67,21,6.66,189,42,7,45,90

53,13:00-13:15,8.65,0,112.4,25.94,25.94,0,1.07,32.67,46,32.66,114.65,12.81,57.35,1.32,52.84,0,0,17.29,8.65,70.04,1.84,2.38,14.19,0,13.85,139.3,22.2,13.85,25.94,0,13.67,81,7,90,13.66,230,32.67,21,6.66,189,41,7,45,89

54,13:15-13:30,8.65,0,112.4,25.94,25.94,0,1.07,32.67,46,32.66,111.43,12.41,57.35,1.32,52.84,0,0,17.29,8.65,70.04,1.84,2.38,13.9,0,13.55,139.3,22.2,13.55,25.94,0,13.67,79,7,89,13.66,230,32.67,21,6.66,186,40,7,45,89

55,13:30-13:45,8.65,0,112.4,25.94,25.94,0,1.07,32.67,46,32.66,108.79,12.01,57.35,1.32,52.84,0,0,17.29,8.65,70.04,1.84,2.38,13.64,0,13.3,139.3,22.2,13.3,25.94,0,13.67,78,7,87,13.66,230,32.67,21,6.66,182,39,7,43,88

56,13:45-14:00,8.65,0,112.4,25.94,25.94,0,1.07,32.67,44.37,32.66,103.64,12.01,57.35,1.32,52.84,0,0,17.29,8.65,70.04,1.84,2.38,13.48,0,13.16,139.3,22.2,13.16,25.94,0,13.67,76,7,83,13.66,221.84,32.67,21,6.66,179,38,7,41,87

57,14:00-14:15,8.65,0,112.4,25.94,25.94,0,1.07,32.67,41.94,32.66,98.16,8.4,57.35,1.39,52.84,0,0,17.29,8.65,70.04,1.84,2.38,13.04,0,12.72,139.3,22.2,12.72,25.94,0,13.67,75,7,81,13.66,209.72,32.67,21,6.66,175,37,7,41,83

58,14:15-14:30,8.65,0,112.4,25.94,25.94,0,1.07,32.67,40.41,32.66,92.5,9,57.35,1.39,52.84,0,0,17.29,8.65,70.04,1.84,2.38,12.31,0,12.01,139.3,23.21,12.01,25.94,0,13.67,70,7,77,13.66,202.03,32.67,21,6.66,165,35,7,38,80

59,14:30-14:45,8.65,0,112.4,25.94,25.94,0,1.07,32.67,38.86,32.66,86.2,8,57.35,1.39,52.84,0,0,17.29,8.65,70.04,1.84,2.38,11.63,0,11.35,139.3,24.22,11.35,25.94,0,13.67,66,7,72,13.66,194.33,32.67,21,6.66,154,33,7,36,77

60,14:45-15:00,8.65,0,112.4,25.94,25.94,0,1.07,32.67,36.77,32.66,79.53,8,57.35,1.39,52.84,0,0,17.29,8.65,70.04,1.84,2.38,10.83,0,10.56,139.3,24.22,10.56,25.94,0,13.67,61,7,65,13.66,183.87,32.67,21,6.66,144,31,7,33,70

61,15:00-15:15,8.65,0,112.4,25.94,25.94,0,2.07,32.67,34.38,32.66,71.04,7.4,57.35,1.55,52.84,0,0,17.29,8.65,70.04,1.84,2.38,10.03,0,9.79,139.3,24.22,9.79,25.94,0,13.67,55,7,59,13.66,171.91,32.67,21,6.66,130,28,7,29,64

62,15:15-15:30,8.65,0,112.4,25.94,25.94,0,2.07,32.67,31.08,32.66,63.97,7.4,57.35,1.55,52.84,0,0,17.29,8.65,70.04,1.84,2.38,8.95,0,8.73,170.66,24.22,8.73,25.94,0,13.67,50,7,52,13.66,155.38,32.67,21,6.66,118,26,7,26,57

63,15:30-15:45,8.65,0,112.4,25.94,25.94,0,2.07,32.67,27.42,32.66,56.04,7.4,57.35,1.55,52.84,0,0,17.29,8.65,65.9,1.84,2.38,7.93,0,7.74,170.66,23.21,7.74,25.94,0,13.67,42,7,45,13.66,137.13,32.67,21,6.66,98,24,7,22,53

64,15:45-16:00,8.65,0,131.81,25.94,25.94,0,2.07,32.67,23.45,32.66,48.22,7.4,57.35,1.55,76.86,0,0,17.29,8.65,65.9,1.84,2.38,6.91,0,6.74,192.75,24.22,6.74,25.94,0,13.67,36,7,38,13.66,117.25,32.67,21,6.66,84,22,7,19,46

65,16:00-16:15,8.65,0,131.81,31.7,31.7,0,2.14,33,20.08,33,39.06,8,76.17,1.55,100.09,0,0,17.29,8.65,65.9,1.84,2.3,5.86,0,5.72,260.83,24.22,5.72,31.7,0,13.67,30,10,31,13.66,100.42,25,30,8.67,70,17,10,15,38

66,16:15-16:30,8.65,0,131.81,31.7,31.7,0,2.14,30.39,16.26,21.8,29.43,8,76.17,1.55,100.09,0,0,17.29,8.65,65.9,1.84,2.3,4.78,0,4.65,260.83,25.23,4.65,31.7,0,13.67,24,10,24,13.66,81.33,17,30,8.33,56,11,10,12,32

67,16:30-16:45,8.65,0,131.81,36.51,36.51,0,2.14,20.37,12.77,12.69,18.9,8,86.66,1.55,100.09,0,0,17.29,8.65,65.9,1.84,2.3,3.66,0,3.57,260.83,26.25,3.57,36.51,0,13.67,18,10,16,13.66,63.83,10,30,8.33,42,8,10,8,23

68,16:45-17:00,8.65,0,131.81,36.51,36.51,0,2.14,11.51,9.01,5.69,12.39,8,86.66,1.55,100.09,0,0,17.29,8.65,84.73,1.84,2.3,2.57,0,2.5,260.83,26.25,2.5,36.51,0,13.67,12,9.33,10,13.66,45.03,5,28.01,8.33,28,5,9.33,5,15

69,17:00-17:15,8.65,0,131.81,36.51,36.51,0,2.3,4.44,5.31,1.42,5.33,7.4,86.66,1.55,87.54,0,0,17.29,8.65,114.86,1.84,2.3,1.82,0,1.79,260.83,25.24,1.79,36.51,0,13.67,6,9.33,6,13.66,26.58,1,28.01,8.33,14,2,9.33,3,11

70,17:15-17:30,8.65,0,131.81,36.51,36.51,0,2.3,0.76,2.59,1.59,0,7.2,86.66,1.55,87.54,0,0,17.29,8.65,114.86,1.84,2.3,1.24,0,1.21,260.83,25.24,1.21,36.51,0,13.67,3,9.33,2,13.66,12.98,0,28.01,8,7,1,9.33,1,7

71,17:30-17:45,8.65,0,131.81,36.51,36.51,0,2.3,0.28,0.89,0.95,0,7.2,80.7,1.55,87.54,0,0,17.29,8.65,114.86,1.84,2.3,0.77,0,0.75,260.83,25.74,0.75,36.51,0,13.67,1,9.33,1,13.66,4.43,0,28.01,8,4,0,9.33,0,3

72,17:45-18:00,8.65,0,131.81,36.51,36.51,0,2.3,0.03,0.1,0.6,0,7.2,80.7,1.55,87.54,0,0,17.29,8.65,114.86,1.84,2.3,0.43,0,0.42,260.83,25.74,0.42,36.51,0,13.67,0,9,0,13.66,0.51,0,27,8,1,0,9,0,2

73,18:00-18:15,8.65,150,131.81,36.51,36.51,50,2.07,0,0,0,0,7.2,80.7,1.93,87.54,0,0,17.29,8.65,114.86,1.81,2.38,0.24,0,0.24,260.83,25.74,0.24,36.51,0,13.67,0,8.33,0,13.66,0,0,25.01,6.67,0,0,8.33,0,0

74,18:15-18:30,8.65,150,131.81,36.51,36.51,50,2.07,0,0,0,0,7.2,80.7,1.93,87.54,0,0,17.29,8.65,114.86,1.81,2.38,0,0,0,260.83,25.74,0,36.51,0,13.67,0,8.33,0,13.66,0,0,25.01,6.67,0,0,8.33,0,0

75,18:30-18:45,8.65,150,131.81,36.51,36.51,50,2.07,0,0,0,0,7.2,80.7,1.93,87.54,0,0,17.29,8.65,114.86,1.81,2.38,0,0,0,260.83,25.74,0,36.51,0,13.67,0,8.33,0,13.66,0,0,25.01,6.67,0,0,8.33,0,0

76,18:45-19:00,8.65,150,131.81,36.51,36.51,50,2.07,0,0,0,0,7.2,80.7,1.93,87.54,0,0,17.29,8.65,114.86,1.81,2.38,0,0,0,260.83,24.73,0,36.51,0,13.67,0,8.33,0,13.66,0,0,25.01,6.67,0,0,8.33,0,0

77,19:00-19:15,8.65,150,131.81,36.51,36.51,50,1.99,0,0,0,0,7.2,80.7,1.78,87.54,0,0,17.29,8.65,65.9,1.81,2.38,0,0,0,260.83,24.73,0,36.51,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

78,19:15-19:30,8.65,150,131.81,36.51,36.51,50,1.99,0,0,0,0,7.2,80.7,1.78,87.54,0,0,17.29,8.65,114.86,1.81,2.38,0,0,0,260.83,25.74,0,36.51,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

79,19:30-19:45,8.65,150,131.81,36.51,36.51,50,1.99,0,0,0,0,7.2,80.7,1.78,87.54,0,0,17.29,8.65,114.86,1.81,2.38,0,0,0,260.83,25.74,0,36.51,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

80,19:45-20:00,8.65,150,131.81,36.51,36.51,50,1.99,0,0,0,0,7.2,80.7,1.78,87.54,0,0,17.29,8.65,114.86,1.81,2.38,0,0,0,260.83,25.74,0,36.51,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

81,20:00-20:15,8.65,200,131.81,34.59,34.59,50,1.91,0,0,0,0,7.2,80.7,1.78,87.54,0,0,17.29,8.65,106.39,1.81,2.38,0,0,0,260.83,25.74,0,34.59,0,13.67,0,7,0,13.66,0,0,21,6.67,0,0,7,0,0

