Block,Time,DHAULIGNGA,NLCEXP,PARBATI3,SINGRAULI,UNCHAHAR2,DADRI_GF,CHAMERA2,DADRT2,KHSTPP-II,KOTESHWR,NTPL,RAPPB,RIHAND2,RSTPSU1TO6,RSTPSU7,SIMHST2,UNCHAHAR1,URI,ANTA_CRF,AURY_GF,DADRI_LF,CHAMERA3,NLCIIST2,SALAL,TALA,TALST2,TANDA2,UNCHAHAR3,AURY_RF,DADRI_RF,FSTPP I & II,KHSTPP-I,NLCIIST1,RAPPC,RIHAND1,TEHRIPSP,UNCHAHAR4,VALLURNTECL,ANTA_LF,ANTA_RF,AURY_CRF,DADRI_CRF,DULHASTI,NJPC,NNTPP,TEHRI,TelanganaSTPP,KGSU3AND4,KKNP,KUDGI,PARBATI2,RAPPD,RIHAND3,SASAN,SINGRAULI_HYDRO,ANTA_GF,AURY_LF,BRBCL,BSIUL,CHAMERA1,KGSU1AND2,MAPS,NLCTS2EXP,RAMPUR,SEWA2,SIMHST1,JHAJJAR,KISHANGANGA,KKNPPU2,KOLDAM,NAPP,TANAKPUR,URI2
56,13:45-14:00,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,26.49,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.06,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,11.91,23.39

57,14:00-14:15,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.06,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,11.91,23.39

58,14:15-14:30,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.06,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,11.91,23.39

59,14:30-14:45,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.06,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,3.85,23.39

60,14:45-15:00,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,28.71,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,49.06,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,3.85,23.39

61,15:00-15:15,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,26.49,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,48.55,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,3.85,23.39

62,15:15-15:30,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,26.49,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,48.55,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,11.91,23.39

63,15:30-15:45,42.46,0,75.83,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,48.55,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,11.91,23.39

64,15:45-16:00,42.46,0,75.83,113.75,44.52,0,47.12,689.39,98.87,30.43,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,48.55,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,11.91,23.39

65,16:00-16:15,42.46,0,75.83,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,52.36,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,48.05,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,11.91,31.18

66,16:15-16:30,42.46,0,75.83,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,52.36,0,0,0,33.95,0,75.52,26.52,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,48.05,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,11.91,31.18

67,16:30-16:45,42.46,0,62.44,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,30.91,0,0,0,33.95,0,75.52,21.29,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,48.05,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,9.86,31.18

68,16:45-17:00,42.46,0,62.44,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,30.91,0,0,0,33.95,0,75.52,21.29,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,48.05,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,9.86,31.18

69,17:00-17:15,42.46,0,62.44,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,18.37,0,5.73,27.38,80.66,104.09,20.8,45.83,0,65.43,48.09,0,3.23,0,0,47.55,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,9.86,31.18

70,17:15-17:30,42.46,0,62.44,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,18.26,0,5.73,27.38,80.53,104.09,20.15,45.83,0,65.43,48.09,0,3.23,0,0,47.55,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,9.86,31.18

71,17:30-17:45,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,23.55,0,5.73,27.38,80.53,104.09,20.15,45.83,0,65.43,48.09,0,2.76,0,0,47.55,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,9.86,28.06

72,17:45-18:00,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,23.43,0,5.73,27.38,80.53,104.09,20.15,45.83,0,65.43,48.09,0,2.76,0,0,47.55,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,2.33,0,8.63,24.23,9.86,28.06

73,18:00-18:15,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,23.4,0,5.73,27.38,80.53,104.09,20.15,45.83,0,65.43,48.09,0,2.76,0,0,47.55,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,4.65,0,8.63,24.23,9.86,28.06

74,18:15-18:30,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,23.14,0,5.73,27.38,80.53,104.09,20.15,45.83,0,65.43,48.09,0,2.76,0,0,47.55,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,4.65,0,8.63,24.23,9.86,28.06

75,18:30-18:45,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,40.58,0,0,125.27,0,0,0,21.65,30.91,0,0,0,33.95,0,75.52,22.98,0,5.73,27.38,80.53,104.09,20.15,45.83,0,65.43,48.09,0,2.76,0,0,47.29,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,9.86,28.06

76,18:45-19:00,44.82,0,57.98,113.75,44.52,0,49.6,689.39,98.87,44.63,0,0,125.27,0,0,0,21.65,30.91,0,0,0,35.69,0,75.52,22.9,0,5.73,27.38,80.92,104.09,20.15,45.83,0,65.43,48.09,0,2.76,0,0,47.29,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,28.06

77,19:00-19:15,44.82,0,57.98,113.75,43.22,0,49.6,685.7,98.87,44.63,0,0,125.27,0,0,0,21.25,30.91,0,0,0,35.69,0,75.52,22.9,0,3.13,26.78,80.92,104.09,20.15,45.83,0,65.43,48.09,0,1.06,0,0,47.29,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,28.06

78,19:15-19:30,44.82,0,57.98,113.75,43.22,0,49.6,685.7,98.87,44.63,0,0,125.27,0,0,0,21.25,30.91,0,0,0,35.69,0,75.52,22.96,0,3.13,26.78,80.92,104.09,20.15,45.83,0,65.43,48.09,0,1.06,0,0,47.29,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,28.06

79,19:30-19:45,44.82,0,57.98,113.75,43.22,0,49.6,685.7,98.87,44.63,0,0,125.27,0,0,0,21.25,52.36,0,0,0,35.69,0,75.52,23.19,0,3.13,26.78,80.92,104.09,20.15,45.83,0,65.43,48.09,0,1.06,0,0,47.8,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,30.4

80,19:45-20:00,44.82,0,57.98,113.75,43.22,0,49.6,685.7,98.87,44.63,0,0,125.27,0,0,0,21.25,52.36,0,0,0,35.69,0,75.52,23.34,0,3.13,26.78,80.92,104.09,20.15,45.83,0,65.43,48.09,0,1.06,0,0,47.8,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,30.4

81,20:00-20:15,44.82,0,57.98,113.75,43.22,0,49.6,685.7,98.87,44.63,0,0,125.27,0,0,0,21.25,39.75,0,0,0,35.69,0,75.52,17.9,0,3.13,26.78,80.92,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,48.55,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,30.4

82,20:15-20:30,44.82,0,57.98,113.75,43.22,0,49.6,689.39,98.87,44.63,0,0,125.27,0,0,0,21.25,39.75,0,0,0,35.69,0,75.52,18.02,0,3.13,26.78,80.92,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,48.55,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,30.4

83,20:30-20:45,44.82,0,57.98,113.75,43.22,0,49.6,689.39,98.87,44.63,0,0,125.27,0,0,0,21.25,39.75,0,0,0,35.69,0,75.52,17.79,0,3.13,26.78,80.92,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,48.55,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,30.4

84,20:45-21:00,42.46,0,57.24,113.75,43.22,0,47.12,689.39,98.87,42.84,0,0,125.27,0,0,0,21.25,39.75,0,0,0,33.95,0,75.52,17.9,0,3.13,26.78,80.92,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,48.55,0,0,38.32,0,0,76.19,0,0,0,0,50.68,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,9.86,30.4

85,21:00-21:15,42.46,0,57.24,113.75,43.22,0,47.12,689.39,98.87,42.84,0,0,125.27,0,0,0,21.65,39.75,0,0,0,33.95,0,75.52,17.02,0,3.13,26.78,80.92,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,49.31,0,0,38.32,0,0,76.19,0,0,0,0,50.68,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,9.86,30.4

86,21:15-21:30,42.46,0,57.24,113.75,44.52,0,47.12,689.39,98.87,42.84,0,0,125.27,0,0,0,21.65,39.75,0,0,0,33.95,0,75.52,17.1,0,3.13,27.38,80.92,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,49.31,0,0,38.32,0,0,76.19,0,0,0,0,50.68,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,9.86,30.4

87,21:30-21:45,44.82,0,57.98,113.75,44.52,0,49.6,689.39,98.87,44.63,0,0,125.27,0,0,0,21.65,44.16,0,0,0,35.69,0,75.52,17.26,0,3.13,27.38,80.92,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,50.08,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,30.4

88,21:45-22:00,44.82,0,57.98,113.75,44.52,0,49.6,689.39,98.87,44.63,0,0,125.27,0,0,0,21.65,44.16,0,0,0,35.69,0,75.52,17.4,0,3.13,27.38,80.92,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,50.08,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,30.4

89,22:00-22:15,44.82,0,38.66,113.75,43.22,0,49.6,689.39,98.87,44.63,0,0,125.27,0,0,0,21.65,37.53,0,0,0,35.69,0,75.52,17.55,0,3.13,26.78,80.92,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,50.58,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,30.4

90,22:15-22:30,44.82,0,38.66,113.75,43.22,0,49.6,689.39,98.87,44.63,0,0,125.27,0,0,0,21.65,37.53,0,0,0,35.69,0,75.52,17.69,0,3.13,26.78,80.92,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,50.58,0,0,38.45,0,0,76.19,0,0,0,0,55.74,33.7,130.84,418.77,0,0,0,24.99,20.46,42.35,0,0,0,0,18.34,0,667.27,7.18,0,8.63,24.23,9.86,30.4

91,22:30-22:45,42.46,0,37.92,113.75,43.22,0,47.12,689.39,98.87,42.84,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,17.84,0,3.13,26.78,81.44,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,50.83,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,9.86,30.4

92,22:45-23:00,42.46,0,37.92,113.75,43.22,0,47.12,689.39,98.87,42.84,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,17.93,0,3.13,26.78,81.44,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,50.83,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,9.86,30.4

93,23:00-23:15,42.46,0,37.92,113.75,44.52,0,47.12,689.39,98.87,42.84,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,17.93,0,3.13,27.38,81.44,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,51.59,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,9.86,30.4

94,23:15-23:30,42.46,0,37.92,113.75,44.52,0,47.12,689.39,98.87,42.84,0,0,125.27,0,0,0,21.65,37.53,0,0,0,33.95,0,75.52,17.93,0,3.13,27.38,81.44,106.06,20.15,45.83,0,65.43,48.09,0,1.06,0,0,51.59,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,9.86,30.4

95,23:30-23:45,42.46,0,37.92,113.75,44.52,0,47.12,689.39,98.87,42.84,0,0,125.27,0,0,0,21.65,39.75,0,0,0,33.95,0,75.52,17.93,0,5.73,27.38,81.44,106.06,20.15,45.83,0,65.43,48.09,0,2.76,0,0,51.84,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,9.86,28.06

96,23:45-24:00,42.46,0,37.92,113.75,44.52,0,47.12,689.39,98.87,42.84,0,0,125.27,0,0,0,21.65,39.75,0,0,0,33.95,0,75.52,17.93,0,5.73,27.38,81.44,106.06,20.15,45.83,0,65.43,48.09,0,2.76,0,0,51.84,0,0,38.32,0,0,76.19,0,0,0,0,49.27,33.7,130.84,418.77,0,0,0,24.99,19.56,42.15,0,0,0,0,18.34,0,667.27,6.97,0,8.63,24.23,9.86,28.06

