Block,Time,CHAMERA3,KKNPPU2,NNTPP,RSTPSU1TO6,TANAKPUR,TANDA2,TelanganaSTPP,UNCHAHAR1,DADRI_GF,DADRI_RF,BRBCL,SASAN,ANTA_GF,AURY_GF,AURY_LF,DADRI_CRF,BSIUL,DHAULIGNGA,KISHANGANGA,PARBATI3,RAPPB,TALST2,VALLURNTECL,AURY_CRF,CHAMERA1,KGSU1AND2,KHSTPP-I,KOLDAM,MAPS,SINGRAULI_HYDRO,TALA,UNCHAHAR3,ANTA_LF,ANTA_RF,KKNP,NLCIIST1,NLCTS2EXP,NTPL,RIHAND1,SIMHST2,URI2,DADRI_LF,JHAJJAR,KGSU3AND4,KHSTPP-II,RAMPUR,SEWA2,UNCHAHAR2,URI,ANTA_CRF,CHAMERA2,DULHASTI,KOTESHWR,KUDGI,NLCEXP,NLCIIST2,RAPPC,RIHAND3,RSTPSU7,SALAL,SINGRAULI,UNCHAHAR4,DADRT2,FSTPP I & II,NAPP,NJPC,RIHAND2,SIMHST1,TEHRI,AURY_RF
64,15:45-16:00,0,0,0,0,6.4,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,23.39,118.76,0,0,70.16

65,16:00-16:15,0,0,0,0,6.4,0,0,20.56,0,65.76,15,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,40.11,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,41.67,118.76,0,14.93,70.16

66,16:15-16:30,0,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,40.11,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,41.67,118.76,0,29.87,70.16

67,16:30-16:45,0,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,40.11,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,0,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,41.67,118.76,0,29.87,70.16

68,16:45-17:00,0,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,1.1,9.11,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,40.11,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,4,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,70.17,118.76,0,46.69,70.16

69,17:00-17:15,0,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,1.1,9.11,0,0,0,0,0,0,11.85,0,32.78,0,0,0,0,26.39,0,40.11,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,4,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,70.17,118.76,0,46.69,70.16

70,17:15-17:30,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,3.3,18.23,0,0,0,0,0,0,27.17,0,32.78,0,0,0,0,26.39,0,40.11,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,8,32.96,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,93.56,118.76,0,62.24,70.16

71,17:30-17:45,19.36,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,3.3,27.48,0,0,0,0,0,0,42.15,0,32.78,0,0,0,0,26.39,0,40.11,0,0,0,0,92,0,4.57,21.92,459.81,0,148.3,0,5.27,42.4,1.66,0,12,49.43,8.87,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,115.54,118.76,0,62.24,70.16

72,17:45-18:00,29.06,0,0,0,8.33,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,19.56,37.65,0,0,0,0,0,0,42.15,0,32.78,0,0,0,0,26.39,0,40.11,0,0,0,0,92,0,4.57,21.92,459.81,0,148.3,0,10.54,42.4,1.66,0,39.51,49.43,9.86,0,0,0,52.03,124.32,0,12.78,90.43,0,341.57,20.8,42.18,140.34,118.76,0,62.24,70.16

73,18:00-18:15,29.06,0,0,0,8.33,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,19.56,37.65,0,0,0,0,0,0,42.15,0,32.78,0,0,0,0,26.39,0,40.63,0,0,0,0,92,0,4.57,21.92,459.81,0,148.3,0,10.54,42.4,1.66,0,39.51,49.43,9.86,0,0,0,52.03,124.32,0,79.38,90.43,0,341.57,20.8,42.18,140.34,118.76,0,62.24,70.16

74,18:15-18:30,29.06,0,0,0,8.33,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,19.56,37.65,0,0,0,0,0,0,42.15,0,32.78,0,0,0,0,26.39,0,40.63,0,0,0,0,92,0,18.83,21.92,459.81,0,148.3,0,10.54,42.4,1.66,0,39.51,49.43,9.86,0,0,0,52.03,124.32,0,79.38,90.43,0,341.57,20.8,42.18,140.34,118.76,0,62.24,70.16

75,18:30-18:45,29.06,0,0,0,8.33,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,19.56,37.65,0,0,0,0,0,0,42.15,0,32.78,0,0,0,0,26.39,0,40.63,0,0,0,0,92,0,18.83,21.92,459.81,0,148.3,0,10.54,42.4,1.66,0,39.51,49.43,9.86,0,0,0,52.03,124.32,0,79.38,90.43,0,341.57,20.8,42.18,140.34,118.76,0,62.24,70.16

76,18:45-19:00,29.06,0,0,0,8.33,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,19.56,37.65,0,2.55,0,0,0,0,42.15,0,32.78,0,0,0,0,26.39,0,40.95,0,0,0,0,92,0,18.83,21.92,459.81,0,148.3,0,10.54,42.4,2.76,0,39.51,49.43,9.86,0,0,0,52.03,124.32,0,79.38,90.43,0,341.57,20.8,42.18,140.34,118.76,0,62.24,70.16

77,19:00-19:15,29.06,0,0,0,7.05,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,19.56,37.65,0,6.36,0,0,0,0,42.15,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,18.83,21.92,459.81,0,148.3,0,10.54,42.4,39.19,0,39.51,49.43,9.86,0,0,0,52.03,124.32,0,13.95,90.43,0,341.57,20.8,42.18,140.34,118.76,0,62.24,70.16

78,19:15-19:30,29.06,0,0,0,7.05,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,19.56,37.65,0,33.1,0,0,0,0,42.15,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,18.83,21.92,459.81,0,148.3,0,10.54,42.4,39.19,0,39.51,49.43,9.86,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,140.34,118.76,0,62.24,70.16

79,19:30-19:45,19.36,0,0,0,7.05,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,1.1,27.48,0,33.1,0,0,0,0,42.15,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,18.83,21.92,459.81,0,148.3,0,5.27,42.4,3.31,0,26.34,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,116.95,118.76,0,62.24,70.16

80,19:45-20:00,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,18.23,0,33.1,0,0,0,0,27.17,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,12,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,93.56,118.76,0,62.24,70.16

81,20:00-20:15,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,33.1,0,0,0,0,11.85,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,12,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,93.56,118.76,0,62.24,70.16

82,20:15-20:30,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,33.1,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,12,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,70.17,118.76,0,46.69,70.16

83,20:30-20:45,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,33.1,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,12,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,70.17,118.76,0,46.69,70.16

84,20:45-21:00,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,5.09,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,12,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,70.17,118.76,0,46.69,70.16

85,21:00-21:15,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,2.55,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,12,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,46.78,118.76,0,29.87,70.16

86,21:15-21:30,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,3.31,0,12,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,46.78,118.76,0,29.87,70.16

87,21:30-21:45,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,39.19,0,12,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,46.78,118.76,0,29.87,70.16

88,21:45-22:00,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.16,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,39.19,0,12,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,46.78,118.76,0,29.87,70.16

89,22:00-22:15,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,3.31,0,2.4,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,46.78,118.76,0,15.56,70.16

90,22:15-22:30,9.68,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,32.96,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,21.97,118.76,0,15.56,70.16

91,22:30-22:45,0,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,16.48,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,0,118.76,0,0,70.16

92,22:45-23:00,0,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,41.68,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,16.48,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,0,118.76,0,0,70.16

93,23:00-23:15,0,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,16.48,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,0,118.76,0,0,70.16

94,23:15-23:30,0,0,0,0,6.4,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,16.48,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,0,118.76,0,0,70.16

95,23:30-23:45,0,0,0,0,7.05,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,16.48,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,0,118.76,0,0,70.16

96,23:45-24:00,0,0,0,0,7.05,0,0,20.56,0,65.76,14.99,418.77,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,32.78,0,0,0,0,26.39,0,42.74,0,0,0,0,92,0,4.57,21.92,654.31,0,148.3,0,0,42.4,1.66,0,2.4,16.48,8.87,0,0,0,52.03,124.32,0,2.33,90.43,0,341.57,20.8,42.18,0,118.76,0,0,70.16

