Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/02/1250,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,GNA/WR/2025/01/01/8625,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/8738,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3945,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/6775,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/3514,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02
17,04:00-04:15,0,0,0,0,0,0,7.8,0,0,49.99,16.67,0,0,36.33,0,36.34,0,0,16.67,13.67,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.52,25.81,0,25.81,0,8.6,19.12,0,0,0,1.06,0,0,52.57,65

18,04:15-04:30,0,0,0,0,0,0,7.8,0,0,51,17,0,0,36.33,0,36.34,0,0,17,13.67,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.52,25.81,0,25.81,0,8.6,19.12,0,0,0,1.06,0,0,52.57,65

19,04:30-04:45,0,0,0,0,0,0,8,0,0,52.5,17.5,0,0,25.33,0,25.34,0,0,17.5,13.67,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.52,25.81,0,25.81,0,8.6,19.12,0,0,0,1.06,0,0,52.57,65

20,04:45-05:00,0,0,0,0,0,0,8,0,0,54,18,0,0,25,0,25,0,0,18,13.67,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.64,1.52,25.81,0,25.81,0,8.6,19.12,0,0,0,1.06,0,0,52.57,65

21,05:00-05:15,0,0,0,0,0,0,8.2,0,0,54.49,18.17,0,0,25.33,0,25.34,0,0,18.17,14,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.55,1.52,25.81,0,25.81,0,8.6,19.12,0,0,0,1.06,0,0,52.57,65

22,05:15-05:30,0,0,0,0,0,0,8.2,0,0,54.49,18.17,0,0,25.33,0,25.34,0,0,18.17,14,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.55,1.52,25.81,0,25.81,0,8.6,19.12,0,0,0,1.06,0,0,52.57,65

23,05:30-05:45,0,0,0,0,0,0,8.2,0,0,55.5,18.5,0,0,26,0,26,0,0,18.5,14.33,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.55,1.52,25.81,0,25.81,0,8.6,19.12,0,0,0,1.06,0,0,66.91,83.13

24,05:45-06:00,0,0,0,0,0,0,8.2,0,0,55.99,18.67,0,0,26.33,0,26.34,0,0,18.67,14.67,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,25.81,26.77,47.8,1.55,1.52,25.81,0,25.81,0,8.6,19.12,0,0,0,1.06,0,0,62.13,83.13

25,06:00-06:15,0,0,0,0,0,0,8.2,0,0,57,19,0.52,0,27.67,0,27.66,0,0,19,20.33,0,0,47.8,47.8,83,69.71,0,0,28.68,20.07,28.68,26.77,47.8,1.64,1.52,28.68,0,28.68,0,8.6,19.12,0,0,0,1.06,0,0,90.81,107.03

26,06:15-06:30,0,0,0,0,0,0,8.2,0,0,58.99,19.67,0.93,0.01,29.33,0,29.34,0.1,0,19.67,20.33,0,0,47.8,47.8,86.22,69.71,0,0,28.68,20.07,28.68,26.77,47.8,1.64,1.52,28.68,0,28.68,0,8.6,19.12,0,0,0,1.06,0,0,99.59,129.76

27,06:30-06:45,0,0,0,0,0,0,8.8,0,0,69,23,1.37,0.86,53.33,0,53.34,0.21,0,23,21,0,0,47.8,47.8,86.22,78.15,0,0,28.68,20.07,31.54,26.77,47.8,1.64,1.52,31.54,0,31.54,0,8.6,19.12,0,0,0,1.06,0,0,99.59,129.76

28,06:45-07:00,0,0,0,0,0,0,9.6,0,0,72,24,2.84,2.89,54,0,54,0.32,1,24,22,0,0,47.8,47.8,86.22,86.59,0,0,28.68,20.07,31.54,26.77,47.8,1.64,1.52,31.54,0,31.54,0,8.6,19.12,0,0,0,1.06,0,0,99.59,129.76

29,07:00-07:15,2,1,0,0,0,0,10.4,0,0,74.51,24.83,5.9,6.88,55,0,55,1.11,3,24.83,22.33,0,0,47.8,47.8,86.22,95.02,50,0,28.68,20.07,31.54,26.77,47.8,1.64,1.52,31.54,0.02,31.54,0,14.34,19.12,0,0,0,1.02,0.02,0.02,99.59,129.76

30,07:15-07:30,3,2,0,1,1,0,11.41,0,0,76.5,25.5,10.68,13.46,56,2.82,56,2.44,7,25.5,22.67,0,0,47.8,47.8,86.22,112.45,50,0,28.68,20.07,31.54,26.77,47.8,1.64,1.52,31.54,0.08,31.54,0,14.34,19.12,0,0,0,1.02,0.08,0.08,99.59,129.76

31,07:30-07:45,5,3,1.24,2,4,1,11.61,1,0.25,78,26,17.78,22.71,56,8.81,56,6.71,12,26,25,0,0,47.8,47.8,86.22,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.52,36.32,0.89,36.32,0,14.34,19.12,0,0,0,1.02,0.92,0.89,99.59,129.76

32,07:45-08:00,7,5,3.84,2,7,3,11.61,2,0.77,79.99,26.67,27.84,30.08,56,14.99,56,8.36,20,26.67,25,0,0,47.8,47.8,86.22,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.64,1.52,36.32,1.34,36.32,0,14.34,19.12,0,0,0,1.02,1.38,1.34,99.59,129.76

33,08:00-08:15,9,7,25,3,11,4,12.81,3,5,77.51,25.83,30.35,30.35,58.33,21.18,58.34,10.42,28,25.83,25.67,0,0,47.8,47.8,86.22,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.55,1.52,43.02,1.93,36.32,0,14.34,19.12,23.72,0,0,1.02,1.98,1.93,99.59,129.76

34,08:15-08:30,12,9,26.67,5,14,6,12.81,4,5.33,75,25,29.9,29.9,60,27.61,60,15.6,29.9,25,26,0,0,47.8,47.8,86.22,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.55,1.52,43.02,2.44,36.32,0,14.34,19.12,24.22,0,0,1.02,2.5,2.44,99.59,129.76

35,08:30-08:45,13,9,38.52,5,18,7,12.61,5,7.7,73.5,24.5,30.4,30.4,64,33.85,64,20.77,30.4,24.5,26.33,0,0,47.8,47.8,86.22,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.55,1.52,43.02,2.88,36.32,0,14.34,19.12,24.73,0,0,1.02,2.96,2.88,99.59,129.76

36,08:45-09:00,14,10,53.45,5,21,9,12.41,6,10.69,72,24,30.8,30.8,62.33,17.14,62.34,25.95,30.8,24,25.67,0,0,47.8,47.8,86.22,112.45,50,0,28.68,20.07,36.32,26.77,47.8,1.55,1.52,43.02,3.55,36.32,0,14.34,19.12,25.24,0,0,1.02,3.65,3.55,99.59,129.76

37,09:00-09:15,23,12,87.62,6,25,10,12.21,7,17.52,58.01,19.33,30.8,30.8,56.33,23.28,56.34,31.91,30.8,19.33,18.33,0,0,47.8,47.8,86.22,112.45,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.47,43.02,4.44,36.32,0,14.34,19.12,25.24,0,0,1.02,4.55,4.44,99.59,129.76

38,09:15-09:30,33,13,107.04,7,28,12,12.01,8,21.41,52.5,17.5,30.8,30.8,49,32.73,49,40.46,30.8,17.5,17,0,0,47.8,47.8,86.22,112.45,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.47,43.02,5.11,36.32,0,14.34,19.12,26.24,0,0,1.02,5.23,5.11,99.59,129.76

39,09:30-09:45,50,15,155.73,7,28,12,12.41,16,31.15,46.01,15.33,30.8,30.8,41.33,45.4,41.34,51.24,30.8,15.33,16,0,0,47.8,47.8,86.22,112.45,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.47,43.02,6.9,36.32,0,14.34,19.12,26.24,0,0,1.02,7.08,6.9,99.59,129.76

40,09:45-10:00,55,17,173.74,8,32,13,12.61,20,34.75,40.01,13.33,30.8,30.8,33,59.77,33,59.75,30.8,13.33,14.67,0,0,47.8,47.8,86.22,112.45,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.47,43.02,9.04,36.32,0,14.34,19.12,26.24,0,0,1.02,9.27,9.04,99.59,129.76

41,10:00-10:15,67,23,190.18,11,35,15,9.6,20,38.03,46.99,15.67,30.8,30.8,48.33,74.12,48.34,66.19,30.8,15.67,14.33,0,0,47.8,47.8,86.22,112.45,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.47,43.02,11.13,36.32,0,14.34,19.12,26.24,0,0,1.02,11.4,11.13,99.59,129.76

42,10:15-10:30,72,25,205.13,12,42,18,9.2,21,41.03,45.49,15.17,30.8,30.8,47.33,77.98,47.34,73.09,30.8,15.17,14.33,0,0,47.8,47.8,86.22,112.45,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.47,43.02,11.86,36.32,0,14.34,19.12,26.24,0,0,1.02,12.16,11.86,99.59,129.76

43,10:30-10:45,82,40,218.27,20,56,24,8.8,25,43.65,56.51,18.83,30.8,30.8,63.33,76.85,63.34,77.48,30.8,18.83,14.67,0,0,47.8,47.8,86.22,65.59,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.47,43.02,12.71,36.32,0,14.34,19.12,25.24,0,0,1.02,13.03,12.71,99.59,129.76

44,10:45-11:00,85,50,228.99,25,67,28,8.4,29,45.8,55.99,18.67,30.8,30.8,63.33,84.38,63.34,82.39,30.8,18.67,15,0,0,47.8,47.8,86.22,65.59,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.47,43.02,12.96,36.32,0,14.34,19.12,25.24,0,0,1.02,13.28,12.96,99.59,129.76

45,11:00-11:15,89,67,237.5,33,133,57,7.6,33,47.5,56.51,18.83,30.8,30.8,62.33,92.19,62.34,83.26,30.8,18.83,16,0,0,47.8,47.8,74.11,65.59,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.47,43.02,13.37,36.32,0,14.34,19.12,25.24,0,0,1.06,13.7,13.37,99.59,129.76

46,11:15-11:30,91,77,237.5,38,147,63,7.4,35,47.5,57.49,19.17,30.8,30.8,61,99.79,61,83.26,30.8,19.17,17.33,0,0,47.8,47.8,74.11,65.59,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.47,43.02,13.37,36.32,0,14.34,19.12,25.24,0,0,1.06,13.7,13.37,99.59,129.76

47,11:30-11:45,92,87,237.5,43,161,69,7.2,37,47.5,56.51,18.83,30.8,30.8,60,106.35,60,83.26,30.8,18.83,19,0,0,47.8,47.8,63.68,65.59,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.47,43.02,13.37,36.32,0,14.34,19.12,24.73,0,0,1.06,13.7,13.37,99.59,129.76

48,11:45-12:00,93,90,237.5,45,175,75,7.2,38,47.5,58.99,19.67,30.8,30.8,60.67,128.97,60.66,83.26,30.8,19.67,21.33,0,0,47.8,47.8,63.68,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.47,43.02,13.37,36.32,0,14.34,19.12,23.21,0,0,1.06,13.7,13.37,99.59,129.76

49,12:00-12:15,93,93,237.5,47,193,82,8,41,47.5,58.99,19.67,30.8,30.8,62,132.99,62,83.26,30.8,19.67,23.67,0,0,47.8,47.8,63.68,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.52,43.02,13.37,36.32,0,14.34,19.12,23.21,0,0,1.06,13.7,13.37,99.59,95.9

50,12:15-12:30,93,93,237.5,47,193,82,8,41,47.5,60,20,30.8,30.8,63.33,134.9,63.34,83.26,30.8,20,24.67,0,0,47.8,47.8,63.68,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.52,43.02,13.37,36.32,0,14.34,19.12,23.21,0,0,1.06,13.7,13.37,99.59,95.9

51,12:30-12:45,93,93,237.5,47,193,82,7.8,43,47.5,61.5,20.5,30.8,30.8,62,135.89,62,83.26,30.8,20.5,24.67,0,0,47.8,47.8,63.68,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.52,43.02,16.61,36.32,0,14.34,19.12,23.21,0,0,1.06,14.8,16.61,99.59,95.9

52,12:45-13:00,93,93,237.5,47,193,82,7.6,44,47.5,61.5,20.5,30.8,30.8,60,136.03,60,83.26,30.8,20.5,24,0,0,47.8,47.8,63.68,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.52,43.02,16.61,36.32,0,14.34,19.12,23.21,0,0,1.06,14.8,16.61,99.59,95.9

53,13:00-13:15,93,93,237.5,47,193,82,7.4,44,47.5,60,20,30.8,30.8,53,135.04,53,60.05,30.8,20,21,0,0,47.8,47.8,63.68,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.52,43.02,16.61,36.32,0,8.6,19.12,23.21,0,0,1.06,14.8,16.61,99.59,95.9

54,13:15-13:30,93,93,237.5,47,193,82,7.4,43,47.5,56.51,18.83,30.8,30.8,52,133.18,52,60.05,30.8,18.83,21.33,0,0,47.8,47.8,63.68,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.52,43.02,16.61,36.32,0,8.6,19.12,23.72,0,0,1.06,14.8,16.61,99.59,95.9

55,13:30-13:45,92,93,237.5,47,193,82,7.4,43,47.5,54.49,18.17,30.8,30.8,38,130.49,38,60.05,30.8,18.17,25,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.52,43.02,16.61,36.32,0,8.6,19.12,23.72,0,0,1.06,14.8,16.61,99.59,95.9

56,13:45-14:00,92,89,237.5,45,182,78,7.4,43,47.5,53.51,17.83,30.8,30.8,38.67,126.83,38.66,60.05,30.8,17.83,25,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.52,43.02,16.61,36.32,0,8.6,19.12,23.72,0,0,1.06,14.8,16.61,99.59,95.9

57,14:00-14:15,91,83,233.33,41,179,76,7.4,42,46.67,52.01,17.33,30.8,30.8,39.33,122.14,39.34,60.05,30.8,17.33,24.67,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.56,43.02,16.61,36.32,0,8.6,19.12,24.22,0,0,1.14,14.8,16.61,99.59,95.9

58,14:15-14:30,89,79,229.42,39,175,75,7.4,40,45.88,49.99,16.67,30.8,30.8,40.67,116.24,40.66,60.05,30.8,16.67,24.33,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.56,43.02,16.1,36.32,0,8.6,19.12,24.73,0,0,1.14,14.34,16.1,99.59,95.9

59,14:30-14:45,88,73,220.65,37,165,70,7.4,38,44.13,48.49,16.17,30.8,30.8,40.67,109.58,40.66,60.04,30.8,16.17,23.67,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.56,43.02,14.94,36.32,0,8.6,19.12,24.73,0,0,1.14,13.31,14.94,99.59,95.9

60,14:45-15:00,83,68,210.34,34,151,64,7.4,36,42.07,46.5,15.5,30.8,30.8,39.67,102.05,39.66,58.37,30.8,15.5,22.67,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.56,43.02,13.76,36.32,0,8.6,19.12,24.73,0,0,1.14,12.27,13.76,99.59,95.9

61,15:00-15:15,80,63,198.92,32,144,61,8,34,39.78,47.51,15.83,31.3,31.3,39.33,93.62,39.34,54.77,31.3,15.83,21.67,0,0,47.8,47.8,59.1,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,43.02,12.59,36.32,0,8.6,19.12,24.73,0,0,1.21,11.21,12.59,99.59,95.9

62,15:15-15:30,73,58,186.53,29,130,55,8.2,31,37.31,47.51,15.83,31.3,31.3,39,84.21,39,50.58,31.3,15.83,20.67,0,0,47.8,47.8,63.68,69.71,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,43.02,11.14,36.32,0,8.6,19.12,24.73,0,0,1.21,9.94,11.14,99.59,95.9

63,15:30-15:45,66,51,171.95,26,116,49,8.6,28,34.39,46.99,15.67,32.91,32.91,33,74,33,46.1,25,15.67,19.67,0,0,47.8,47.8,63.68,65.59,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,43.02,9.87,36.32,0,8.6,19.12,24.73,0,0.05,1.21,8.8,9.87,99.59,95.9

64,15:45-16:00,59,43,154.72,22,98,42,9,25,30.94,46.01,15.33,32.95,32.95,32.33,63.11,32.34,40.93,18,15.33,18.67,0,0,47.8,47.8,74.11,65.59,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.56,43.02,8.58,36.32,0,8.6,19.12,24.73,0,0.05,1.21,7.65,8.58,99.59,111.63

65,16:00-16:15,52,37,136.34,18,88,37,9.6,21,27.27,45,15,33,33,30,51.48,30,34.38,10,15,18.67,0,0,47.8,47.8,86.22,65.59,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.61,43.02,7.22,36.32,0,8.6,19.12,24.73,0,0.05,1.21,6.43,7.22,99.59,129.76

66,16:15-16:30,43,27,116.95,13,74,31,10.2,16,23.39,45,15,33,33,30,39.38,30,27.91,5,15,18.67,0,0,47.8,47.8,86.22,74.02,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.61,43.02,5.81,36.32,0,8.6,19.12,24.73,0,0.05,1.21,5.19,5.81,99.59,129.76

67,16:30-16:45,35,20,96.63,10,60,25,10.8,10,19.33,44.51,14.83,26.36,33,30,27.8,30,21.96,1,14.83,18.67,0,0,47.8,47.8,86.22,82.47,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.61,43.02,4.41,36.32,0,14.34,19.12,24.73,0,30.5,1.21,3.93,4.41,99.59,129.76

68,16:45-17:00,28,11,75.26,6,42,18,11.61,5,15.05,43.99,14.67,15.88,20.68,30,17.99,30,17.05,0,14.67,18.33,0,0,47.8,47.8,86.22,112.45,0,0,28.68,20.07,36.32,26.77,47.8,1.64,1.61,43.02,3.02,36.32,0,14.34,19.12,25.24,0,30.5,1.21,2.69,3.02,99.59,129.76

69,17:00-17:15,18,6,55.57,3,28,12,12.21,2,11.11,42.49,14.17,9.03,10.87,30,10.7,30,12.74,0,14.17,18.33,0,0,47.8,47.8,86.22,112.45,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.61,43.02,2.23,36.32,0,14.34,19.12,25.24,0,30.5,1.21,1.99,2.23,99.59,129.76

70,17:15-17:30,10,5,37.53,2,11,4,13.01,1,7.5,40.99,13.67,4.4,4.59,30,5.52,30,7.38,0,13.67,17.67,0,0,47.8,47.8,86.22,112.45,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.61,43.02,1.52,36.32,0,14.34,19.12,26.24,0,30.5,1.21,1.35,1.52,99.59,129.76

71,17:30-17:45,5,1,22.23,0,2,1,13.61,0,4.45,40.01,13.33,1.96,1.4,35,1.52,35,3.93,0,13.33,17.67,0,0,47.8,47.8,78.38,112.45,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.61,43.02,0.87,36.32,0,14.34,19.12,26.24,0,30.5,1.21,0.77,0.87,99.59,108.97

72,17:45-18:00,2,0,10.89,0,0,0,14.01,0,2.18,40.01,13.33,1.3,0.17,37.33,0,37.34,1.08,0,13.33,16.67,0,0,47.8,47.8,78.38,112.45,0,0,28.68,20.07,36.32,26.77,47.8,1.55,1.61,43.02,0.28,36.32,0,14.34,19.12,26.24,0,30.5,1.21,0.25,0.28,99.59,108.97

