Block,Time,L_NR_2019_11,L_NR_2012_07,LT_MEJA_Delhi,SH-06,LT-05,L_NR_2020_02,L_NR_2012_04,LT-36,SH-07,L_NR_2012_02,L_NR_2012_01,LT-31,LT-35,LT-59,L_NR_2019_19,L_NR_2019_05,L_NR_2021_14,L_NR_2021_15,L_NR_2020_05,L_NR_2020_06,L_NR_2022_08,L_NR_2020_07,L_NR_2018_61,L_NR_2021_17,L_NR_2022_09,L_NR_2021_12,L_NR_2022_10,L_NR_2019_06,L_NR_2021_16,L_NR_2019_07,L_NR_2021_13
1,00:00-00:15,3.300000,86.910000,6.430000,17.340000,115.310000,3.430000,270.980000,0.000000,17.340000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,41.15,13.72,6.57,13.71,6.86,0,32.21,0,32.21,0,0,0,0

2,00:15-00:30,3.300000,86.910000,6.430000,24.090000,115.310000,3.430000,270.980000,0.000000,24.090000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,41.57,13.86,6.6,13.85,7.02,0,32.5,0,32.5,0,0,0,0

3,00:30-00:45,3.300000,86.910000,6.430000,26.010000,115.310000,3.430000,270.980000,0.000000,26.010000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,42,14,6.6,14,7.28,0,32.21,0,32.21,0,0,0,0

4,00:45-01:00,3.300000,86.910000,6.430000,26.010000,115.310000,3.430000,270.980000,0.000000,26.010000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,42.08,14.03,6.6,14.02,7.31,0,31.88,0,31.88,0,0,0,0

5,01:00-01:15,3.300000,86.910000,6.430000,26.010000,115.310000,3.430000,270.980000,0.000000,26.010000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,42.41,14.14,6.59,14.13,7.36,0,31.71,0,31.71,0,0,0,0

6,01:15-01:30,3.300000,86.910000,6.430000,26.010000,115.310000,3.430000,270.980000,0.000000,26.010000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,43.08,14.36,6.58,14.35,7.38,0,31.5,0,31.5,0,0,0,0

7,01:30-01:45,3.300000,86.910000,6.430000,26.010000,115.310000,3.430000,270.980000,0.000000,26.010000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,43.74,14.58,6.57,14.59,6.99,0,31.78,0,31.78,0,0,0,0

8,01:45-02:00,3.300000,86.910000,6.430000,26.010000,115.310000,3.430000,270.980000,0.000000,26.010000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,44.54,14.85,6.57,14.85,6.79,0,27.84,0,27.84,0,0,0,0

9,02:00-02:15,3.300000,86.910000,6.430000,25.470000,115.310000,3.330000,270.980000,0.000000,30.830000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,44.02,14.67,6.35,14.68,6.7,0,27.67,0,27.67,0,0,0,0

10,02:15-02:30,3.300000,86.910000,6.430000,25.470000,115.310000,3.330000,270.980000,0.000000,30.830000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,43.51,14.51,6.25,14.5,6.76,0,27.37,0,27.37,0,0,0,0

11,02:30-02:45,3.300000,86.910000,6.430000,26.010000,115.310000,3.330000,270.980000,0.000000,26.010000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,43.06,14.35,6.19,14.35,6.82,0,27.51,0,27.51,0,0,0,0

12,02:45-03:00,3.300000,86.910000,6.430000,26.010000,115.310000,3.330000,270.980000,0.000000,26.010000,260.720000,100.930000,0.000000,0.000000,3.330000,0.000000,0,0,0,42.64,14.21,6.14,14.22,6.75,0,27.54,0,27.54,0,0,0,0

13,03:00-03:15,3.300000,68.000000,6.430000,26.010000,115.310000,3.330000,270.980000,0.000000,26.010000,260.720000,100.930000,0.000000,0.000000,3.260000,0.000000,0,0,0,41.7,13.9,6.11,13.89,6.82,0,28.08,0,28.08,0,0,0,0

14,03:15-03:30,3.300000,68.000000,6.430000,26.010000,115.310000,3.330000,270.980000,0.000000,26.010000,260.720000,100.930000,0.000000,0.000000,3.260000,0.000000,0,0,0,40.87,13.62,6.07,13.62,6.81,0,28.59,0,28.59,0,0,0,0

15,03:30-03:45,3.300000,68.000000,6.430000,26.010000,115.310000,3.330000,270.980000,0.000000,26.010000,229.670000,100.930000,0.000000,0.000000,3.260000,0.000000,0,0,0,39.88,13.29,6.07,13.29,6.78,0,28.54,0,28.54,0,0,0,0

16,03:45-04:00,3.300000,68.000000,6.430000,26.010000,115.310000,3.330000,270.980000,0.000000,26.010000,229.670000,100.930000,0.000000,0.000000,3.260000,0.000000,0,0,0,39.08,13.03,6.04,13.01,6.84,0,28.36,0,28.36,0,0,0,0

17,04:00-04:15,3.300000,68.000000,6.430000,26.010000,115.310000,3.250000,270.980000,0.000000,26.010000,229.670000,100.930000,0.000000,0.000000,3.260000,0.000000,0,0,0,39.68,13.23,6.05,13.22,6.82,0,28.89,0,28.89,0,0,0,0

18,04:15-04:30,3.300000,68.000000,6.430000,26.010000,115.310000,3.250000,270.980000,0.000000,26.010000,229.670000,100.930000,0.000000,0.000000,3.260000,0.000000,0,0,0,40.51,13.5,6.04,13.5,6.82,0,29.59,0,29.59,0,0,0,0

19,04:30-04:45,3.300000,68.000000,6.430000,26.010000,115.310000,3.250000,270.980000,0.000000,26.010000,229.670000,100.930000,0.000000,0.000000,3.260000,0.000000,0,0,0,40.61,13.54,6.01,13.53,6.79,0,30.05,0,30.05,0,0,0,0

20,04:45-05:00,3.300000,68.000000,6.430000,26.010000,115.310000,3.250000,270.980000,0.000000,26.010000,229.670000,100.930000,0.000000,0.000000,3.260000,0.000000,0,0,0,40.47,13.49,5.99,13.48,6.75,0,30.84,0,30.84,0,0,0,0

21,05:00-05:15,3.220000,68.000000,6.430000,26.010000,115.310000,3.250000,270.980000,0.000000,26.010000,229.670000,100.930000,0.000000,0.000000,3.570000,0.000000,0,0,0,41.94,13.98,5.96,13.97,6.88,0,30.69,0,30.69,0,0,0,0

22,05:15-05:30,3.220000,68.000000,6.430000,26.010000,115.310000,3.250000,270.980000,0.000000,26.010000,229.670000,100.930000,0.000000,0.000000,3.570000,0.000000,0,0,0,43.93,14.64,5.94,14.66,6.81,0,30.39,0,30.39,0,0,0,0

23,05:30-05:45,3.220000,68.000000,6.430000,26.010000,115.310000,3.250000,270.980000,0.000000,26.010000,229.670000,100.930000,0.000000,0.000000,3.570000,0.300000,0,0,0,46.58,15.53,5.91,15.53,6.86,0,30.3,0,30.3,0,0,0,0

24,05:45-06:00,3.220000,68.000000,6.430000,26.010000,115.310000,3.250000,270.980000,0.000000,26.010000,229.670000,100.930000,0.000000,0.000000,3.570000,3.530000,0,0,0,50.03,16.68,5.88,16.67,6.88,0.25,30.1,0,30.1,0,0.49,0,0

25,06:00-06:15,3.220000,86.910000,6.430000,24.680000,115.310000,3.250000,270.980000,0.020000,24.680000,258.570000,100.930000,0.020000,0.020000,3.570000,8.270000,2.58,0.03,0.19,35.17,11.72,5.1,11.74,6.72,1.18,28.93,1.74,28.93,8.59,2.36,4.24,0.35

26,06:15-06:30,3.220000,86.910000,6.430000,24.680000,115.310000,3.250000,270.980000,0.140000,24.680000,258.570000,100.930000,0.130000,0.130000,3.570000,13.350000,7.45,0.03,1.15,33.64,11.21,4.74,11.22,6.72,2.63,27.49,6.43,27.49,15.48,5.26,10,1.28

27,06:30-06:45,3.220000,86.910000,6.430000,24.680000,115.310000,3.250000,270.980000,0.530000,24.680000,258.570000,100.930000,0.520000,0.520000,3.570000,19.740000,14.44,1.32,2.46,32.17,10.72,4.57,10.74,6.78,4.57,26.05,12.53,26.05,21.56,9.14,20.54,2.51

28,06:45-07:00,3.220000,86.910000,6.430000,26.010000,115.310000,3.250000,270.980000,1.110000,26.010000,258.570000,100.930000,1.090000,1.090000,3.570000,27.830000,26.2,3.89,4.35,30.17,10.06,4.46,10.05,6.81,7.15,24.61,20.5,24.61,33,14.31,32.64,4.1

29,07:00-07:15,3.220000,55.570000,6.430000,26.010000,75.620000,3.150000,270.980000,1.910000,26.010000,258.570000,100.930000,1.870000,1.870000,3.570000,37.180000,31,7.61,6.92,27.65,9.22,4.38,9.2,6.83,9.33,23.14,32.47,23.14,31,18.67,31,6.49

30,07:15-07:30,3.220000,55.570000,6.430000,26.010000,75.620000,3.150000,270.980000,2.930000,26.010000,258.570000,100.930000,2.860000,2.860000,3.570000,47.510000,31,12.68,10.08,34.17,11.39,4.37,11.4,6.76,12.67,21.41,47.83,21.41,31,25.33,31,9.57

31,07:30-07:45,3.220000,55.570000,6.430000,26.010000,75.620000,3.150000,270.980000,4.260000,26.010000,229.670000,77.080000,4.160000,4.160000,3.570000,58.170000,31,18.96,13.43,34.42,11.47,4.36,11.49,6.78,17.66,19.17,65.81,19.17,31,35.34,31,13.16

32,07:45:08:00,3.220000,36.610000,6.430000,26.010000,66.160000,3.150000,270.980000,5.570000,26.010000,154.820000,77.080000,5.440000,5.440000,3.570000,68.140000,31,26.09,16.92,34.01,11.34,4.36,11.33,6.74,22.66,17.1,85.19,17.1,31,45.34,31,17.04

33,08:00-08:15,3.220000,36.610000,6.430000,26.010000,66.160000,3.150000,270.980000,6.820000,26.010000,154.820000,48.180000,6.660000,6.660000,3.490000,76.530000,31.34,34,24.64,32.4,10.8,3.59,10.79,6.82,25.66,15.27,104.67,15.27,31.33,51.34,31.33,20.93

34,08:15-08:30,3.220000,36.610000,6.430000,26.010000,66.160000,3.150000,270.980000,8.090000,26.010000,154.820000,48.180000,7.890000,7.890000,3.490000,85.090000,31.34,42.63,28.96,30.32,10.11,3.35,10.1,6.89,27.66,13.54,123.63,13.54,31.33,55.34,31.33,24.73

35,08:30-08:45,3.220000,36.610000,6.430000,26.010000,66.160000,3.430000,270.980000,9.180000,26.010000,154.820000,48.180000,8.960000,8.960000,3.490000,94.350000,31.34,48.94,32.9,27.95,9.32,3.31,9.32,6.73,31,13.11,143.3,13.11,31.33,62,31.33,28.66

