Block,Time,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01042024/30042024/PTC/OA/32001,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05
6,01:15-01:30,0,22.34,0,0,0,0,0,0,91.5,50.67,0,0,30.5,0,8.61,0,50.67,30.5,0,0,25.500000,0.000000,40.980000,0.000000,2.990000,2.510000,30.280000,2.950000,100.460000,7.640000,231.430000,234.860000,16.080000,0.000000,25.500000,0.000000,0.000000,68.010000,94.490000

7,01:30-01:45,0,21.66,0,0,0,0,0,0,90,49.33,0,0,30,0,8.21,0,49.33,30,0,0,25.500000,0.000000,40.980000,0.000000,2.990000,2.510000,30.280000,2.950000,71.530000,7.640000,272.660000,234.860000,16.080000,0.000000,25.500000,0.000000,0.000000,57.490000,66.140000

8,01:45-02:00,0,21,0,0,0,0,0,0,90,48.33,0,0,30,0,8.01,0,48.33,30,0,0,25.500000,0.000000,40.980000,0.000000,2.990000,2.510000,29.270000,2.950000,53.040000,7.640000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,76.460000,66.140000

9,02:00-02:15,0,20.34,0,0,0,0,0,0,88.5,47.33,0,0,29.5,0,7.61,0,47.33,29.5,0,0,25.500000,0.000000,40.980000,0.000000,2.910000,2.510000,29.270000,2.950000,53.040000,7.550000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,76.460000,68.980000

10,02:15-02:30,0,19.34,0,0,0,0,0,0,89,46.33,0,0,29.67,0,7.41,0,46.33,29.66,0,0,25.500000,0.000000,40.980000,0.000000,2.910000,2.510000,29.270000,2.950000,53.040000,7.550000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,76.460000,66.140000

11,02:30-02:45,0,16.66,0,0,0,0,0,0,80.5,41.33,0,0,26.83,0,7.41,0,41.33,26.84,0,0,25.500000,0.000000,40.980000,0.000000,2.910000,2.510000,29.270000,2.950000,53.040000,7.550000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,57.490000,66.140000

12,02:45-03:00,0,16.34,0,0,0,0,0,0,80,40.67,0,0,26.67,0,7.41,0,40.67,26.66,0,0,25.500000,0.000000,40.980000,0.000000,2.910000,2.510000,28.260000,2.950000,53.040000,7.550000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,57.490000,70.300000

13,03:00-03:15,0,15.34,0,0,0,0,0,0,79.5,39,0,0,26.5,0,7.41,0,39,26.5,0,0,25.500000,0.000000,40.980000,0.000000,2.910000,2.410000,28.260000,2.800000,53.040000,7.550000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,41.460000,70.300000

14,03:15-03:30,0,14.34,0,0,0,0,0,0,79.5,38.18,0,0,26.5,0,7.21,0,38.18,26.5,0,0,25.500000,0.000000,40.980000,0.000000,2.910000,2.410000,28.260000,2.800000,53.040000,7.550000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,33.750000,70.300000

15,03:30-03:45,0,14,0,0,0,0,0,0,79,35.98,0,0,26.33,0,7.21,0,35.98,26.34,0,0,25.500000,0.000000,40.980000,0.000000,2.910000,2.410000,28.260000,2.800000,53.040000,7.550000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,33.750000,70.300000

16,03:45-04:00,0,13.34,0,0,0,0,0,0,78,35.19,0,0,26,0,7.21,0,35.19,26,0,0,25.500000,0.000000,40.980000,0.000000,2.910000,2.410000,28.260000,2.800000,53.040000,7.550000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,33.750000,70.300000

17,04:00-04:15,0,17,0,0,0,0,0,0,88,43.67,0,0,29.33,0,7.21,0,43.67,29.34,0,0,25.500000,0.000000,40.980000,0.000000,2.840000,2.410000,28.260000,2.800000,53.040000,7.450000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,33.750000,70.300000

18,04:15-04:30,0,16.34,0,0,0,0,0,0,86.5,41.67,0,0,28.83,0,7.21,0,41.67,28.84,0,0,25.500000,0.000000,40.980000,0.000000,2.840000,2.410000,28.260000,2.800000,53.040000,7.450000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,46.290000,70.300000

19,04:30-04:45,0,15.66,0,0,0,0,0,0,85,39.67,0,0,28.33,0,7.21,0,39.67,28.34,0,0,25.500000,0.000000,40.980000,0.000000,2.840000,2.410000,28.260000,2.800000,53.040000,7.450000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,38.570000,70.300000

20,04:45-05:00,0,15,0,0,0,0,0,0,84.5,38.67,0,0,28.17,0,7.21,0,38.67,28.16,0,0,25.500000,0.000000,40.980000,0.000000,2.840000,2.410000,28.260000,2.800000,53.040000,7.450000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,43.390000,70.300000

21,05:00-05:15,0,14.34,0,0,0,0,0,0,83,44.33,0,0,27.67,0,7.21,0,44.33,27.66,0,0,25.500000,0.000000,40.980000,0.000000,2.840000,2.410000,28.260000,2.800000,53.040000,7.450000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,57.490000,70.300000

22,05:15-05:30,0,13.66,0,0,0,0,0,0,81.5,43.33,0,0,27.17,0,7.21,0,43.33,27.16,0,0,25.500000,0.000000,40.980000,0.000000,2.840000,2.410000,28.260000,2.800000,53.040000,7.450000,272.660000,199.260000,16.080000,0.000000,25.500000,0.000000,0.000000,57.490000,70.300000

23,05:30-05:45,0,10,0,0,0,0,0,0,79.5,42.67,0,0,26.5,0,7.21,0,42.67,26.5,0,0,25.500000,0.000000,40.980000,0.000000,2.840000,2.410000,28.260000,2.800000,100.460000,7.450000,272.660000,234.860000,16.080000,0.000000,25.500000,0.000000,0.000000,68.010000,94.490000

24,05:45-06:00,0,9.34,0,0,0,0,0,0,77.5,41.67,0,0,25.83,0,7.21,0,41.67,25.84,0,0,25.500000,0.000000,40.980000,0.000000,2.840000,2.410000,28.260000,2.800000,100.460000,7.450000,272.660000,261.810000,16.080000,0.000000,25.500000,0.000000,0.000000,86.980000,115.280000

25,06:00-06:15,0,9,0,0,3.71,0,0.652513,0,74,39.33,0,0,24.67,0,7.21,0,39.33,24.66,0,0,30.860000,0.000000,40.980000,0.000000,2.840000,2.310000,28.260000,2.720000,100.460000,7.370000,272.660000,261.810000,16.080000,0.000000,10.980000,0.000000,0.000000,86.980000,115.280000

26,06:15-06:30,0,8.66,0.5,0.2,8.09,0,3.204131,0,71,35.67,0,0,23.67,2.72,7.21,0,35.67,23.66,0,0,30.860000,0.000000,40.980000,0.000000,2.840000,2.310000,27.250000,2.720000,100.460000,7.370000,272.660000,261.810000,16.080000,0.000000,10.980000,0.000000,0.000000,86.980000,115.280000

27,06:30-06:45,0,8.34,5,0.5,15.14,0,6.23296,0.05,59.5,32.33,2,0,19.83,6.72,7.21,0.26,32.33,19.84,0,1,30.860000,0.000000,40.980000,0.070000,2.840000,2.310000,27.250000,2.720000,100.460000,7.370000,272.660000,261.810000,16.080000,0.070000,10.980000,0.000000,0.070000,86.980000,115.280000

28,06:45-07:00,0,8,15,1,25.23,0,9.407874,0.86,57.5,28.67,6,0,19.17,13.04,7.21,4.28,28.67,19.16,0.27,2,30.860000,0.000000,40.980000,0.270000,2.840000,2.310000,27.250000,2.720000,100.460000,7.370000,272.660000,261.810000,16.080000,0.270000,10.980000,0.000000,0.280000,86.980000,115.280000

29,07:00-07:15,2,8,25,3.5,32.27,1,12.75809,2.16,43,0,11,0,14.33,22.31,7.21,10.83,0,14.34,2.28,4,30.860000,0.000000,40.980000,0.610000,2.760000,2.310000,27.250000,2.720000,100.460000,7.270000,231.430000,234.860000,16.080000,0.610000,24.430000,0.000000,0.620000,57.490000,94.490000

30,07:15-07:30,6,8,29.17,7,29.17,3,16.410215,3.87,39,0,18,0,13,29.16,7.21,19.33,0,13,5.8,7,30.860000,0.000000,40.980000,1.080000,2.760000,2.310000,27.250000,2.720000,100.460000,7.270000,231.430000,234.860000,16.080000,1.080000,24.430000,0.000000,1.110000,57.080000,70.300000

31,07:30-07:45,15,7,30.67,9.84,30.67,7,21.601102,6.02,35.5,0,32,0,11.83,30.66,11.01,30.13,0,11.84,10.95,13,30.860000,0.000000,40.980000,1.690000,2.760000,2.310000,26.240000,2.720000,100.460000,7.270000,272.660000,261.810000,16.080000,1.690000,24.430000,0.000000,1.740000,57.080000,70.300000

32,07:45:08:00,22,7,30.67,12.35,30.67,11,26.860162,8.69,32.5,0,49,0,10.83,30.66,10.21,43.45,0,10.84,17.63,21,30.860000,0.000000,40.980000,2.870000,2.760000,2.310000,26.240000,2.720000,100.460000,7.270000,272.660000,261.810000,16.080000,2.870000,24.430000,0.000000,2.940000,76.040000,70.300000

33,08:00-08:15,32,6.66,30.67,17.35,30.67,16,31.758879,15.9,30,0,63,0,10,30.66,9.61,79.5,0,10,25.09,27,30.860000,0.000000,40.980000,3.590000,2.680000,2.310000,26.240000,2.720000,53.040000,7.090000,272.660000,261.810000,16.080000,3.590000,24.430000,0.000000,3.690000,76.040000,70.300000

34,08:15-08:30,39,6.66,30.67,21.52,30.67,19,35.683696,19.82,29,0,81,0,9.67,30.66,9.21,99.13,0,9.66,32.19,34,30.860000,0.000000,40.980000,4.870000,2.680000,2.310000,26.750000,2.720000,53.040000,7.090000,272.660000,261.810000,16.080000,4.870000,24.430000,0.000000,4.990000,76.040000,70.300000

35,08:30-08:45,47,6.66,31.67,23.63,31.67,23,39.725381,23.55,26,0,102,0,8.67,31.66,9.01,117.76,0,8.66,39.81,43,30.860000,0.000000,40.980000,6.140000,2.680000,2.310000,26.750000,2.720000,77.140000,7.090000,272.660000,261.810000,16.080000,6.140000,24.430000,0.000000,6.290000,61.950000,70.300000

36,08:45:09:00,53,6.66,31.67,26.94,31.67,27,44.146887,27.24,24.5,0,119,0,8.17,31.66,8.61,136.22,0,8.16,47.37,51,30.860000,0.000000,40.980000,7.310000,2.680000,2.310000,26.750000,2.720000,77.140000,7.090000,272.660000,261.810000,16.080000,7.310000,24.430000,0.000000,7.500000,52.300000,70.300000

37,09:00:09:15,63,6.66,31.67,30.02,31.67,32,62.514641,27.7,22,0,133,53.04,7.33,31.66,8.81,138.49,0,7.34,54.56,57,30.860000,0.000000,40.980000,8.380000,2.600000,0.000000,26.750000,2.720000,77.140000,7.000000,272.660000,261.810000,16.080000,8.380000,24.430000,0.000000,8.590000,52.300000,70.300000

38,09:15-09:30,70,6.66,31.67,32.71,31.67,35,69.614372,31.81,20,0,147,53.04,6.67,31.66,9.01,159.05,0,6.66,61.16,63,30.860000,0.000000,40.980000,9.370000,2.600000,0.000000,26.750000,2.720000,77.140000,7.000000,272.660000,234.860000,16.080000,9.370000,24.430000,0.000000,9.610000,33.340000,70.300000

39,09:30-09:45,76,6.66,31.67,35.34,31.67,38,74.240397,34.99,25,0,161,53.04,8.33,31.66,10.01,174.95,0,8.34,67.52,69,30.860000,0.000000,40.980000,10.300000,2.600000,2.310000,26.240000,2.720000,77.140000,7.000000,272.660000,234.860000,16.080000,10.300000,24.430000,0.000000,10.560000,33.340000,70.300000

40,09:45-10:00,80,6.66,32,37.54,32,40,78.369733,38.01,24.5,0,175,53.04,8.17,32,10.21,190.08,0,8.16,73.53,75,30.860000,0.000000,40.980000,10.990000,2.600000,2.310000,26.240000,2.720000,77.140000,7.000000,272.660000,234.860000,16.080000,10.990000,24.430000,0.000000,11.270000,33.340000,70.300000

41,10:00-10:15,84,6.66,32,39.46,32,42,83.317145,43.01,24,0,165,53.04,8,32,12.01,215.07,0,8,79,70,30.860000,0.000000,40.980000,11.840000,2.530000,2.310000,26.240000,2.630000,53.040000,6.900000,272.660000,171.010000,16.080000,11.840000,24.430000,0.000000,12.140000,33.340000,70.300000

42,10:15-10:30,89,6.66,32,41.3,32,45,87.475698,45.83,23.5,0,172,53.04,7.83,32,12.41,229.17,0,7.84,83.78,73,30.860000,0.000000,40.980000,12.500000,2.530000,2.310000,26.240000,2.630000,53.040000,6.900000,272.660000,199.020000,16.080000,12.500000,24.430000,0.000000,12.810000,33.340000,70.300000

43,10:30-10:45,93,6.66,32,43.05,32,47,70.520099,45.83,23,0,179,53.04,7.67,32,12.8,229.17,0,7.66,87.98,76,25.500000,0.000000,40.980000,13.110000,2.530000,2.310000,27.250000,2.630000,53.040000,6.900000,272.660000,199.020000,16.080000,13.110000,25.500000,0.000000,13.440000,33.340000,70.300000

44,10:45-11:00,95,6.66,32,44.1,32,47,73.850837,45.83,22.5,0,179,53.04,7.5,32,13.6,229.17,0,7.5,91.39,76,25.500000,0.000000,40.980000,13.750000,2.530000,2.310000,27.250000,2.630000,53.040000,6.900000,272.660000,199.020000,16.080000,13.750000,25.500000,0.000000,14.100000,33.340000,70.300000

45,11:00-11:15,95,6.66,32,44.42,32,47,76.071329,46.33,21.5,0,179,53.04,7.17,32,14.4,231.67,0,7.16,92.31,76,25.500000,0.000000,40.980000,14.070000,2.530000,2.230000,27.250000,2.630000,53.040000,6.900000,272.660000,225.960000,16.080000,14.070000,25.500000,0.000000,14.420000,33.340000,70.300000

46,11:15-11:30,95,6.66,32,44.24,32,47,78.807988,46.33,21.5,0,179,53.04,7.17,32,14.8,231.67,0,7.16,92.92,76,25.500000,0.000000,40.980000,14.330000,2.530000,2.230000,27.250000,2.630000,53.040000,6.900000,272.660000,225.960000,16.080000,14.330000,25.500000,0.000000,14.690000,33.340000,70.300000

47,11:30-11:45,95,6.66,32,44.95,32,47,82.236116,46.33,21.5,0,179,53.04,7.17,32,12.01,231.67,0,7.16,92.92,76,25.500000,0.000000,40.980000,15.220000,2.530000,2.230000,27.250000,2.630000,53.040000,6.900000,272.660000,225.960000,16.080000,15.220000,25.500000,0.000000,15.600000,33.340000,70.300000

48,11:45-12:00,95,6.66,32,44.93,32,47,84.953297,46.33,21.5,0,179,53.04,7.17,32,12.41,231.67,0,7.16,92.92,76,25.500000,0.000000,40.980000,15.230000,2.530000,2.230000,27.250000,2.630000,53.040000,6.900000,272.660000,225.960000,16.080000,15.230000,25.500000,0.000000,15.610000,33.340000,70.300000

49,12:00-12:15,95,6.66,32,44.62,32,47,108.794369,46.33,21.5,0,179,53.04,7.17,32,10.41,231.67,0,7.16,92.92,76,26.030000,0.000000,40.980000,15.230000,2.600000,2.230000,27.250000,2.630000,53.040000,6.810000,272.660000,177.750000,16.080000,15.230000,26.030000,0.000000,15.610000,33.340000,70.300000

50,12:15-12:30,95,6.66,32,44.8,32,47,104.518948,46.33,21.5,0,179,53.04,7.17,32,10.61,231.67,0,7.16,92.92,76,26.030000,0.000000,40.980000,15.230000,2.600000,2.230000,28.260000,2.630000,53.040000,6.810000,272.660000,170.090000,16.080000,15.230000,26.030000,0.000000,15.610000,33.340000,70.300000

51,12:30-12:45,95,6.66,32,44.48,32,47,105.035115,46,17.5,0,179,53.04,5.83,32,11.01,230,0,5.84,92.92,76,26.030000,0.000000,40.980000,15.230000,2.760000,2.230000,28.260000,2.630000,53.040000,6.810000,272.660000,121.880000,16.080000,15.230000,26.030000,0.000000,15.610000,33.340000,70.300000

52,12:45-13:00,95,6.66,32,44.88,32,47,107.216651,46,17.5,0,179,53.04,5.83,32,11.61,230,0,5.84,92.86,76,26.030000,0.000000,40.980000,15.230000,2.760000,2.230000,28.770000,2.630000,53.040000,6.810000,272.660000,109.690000,16.080000,15.230000,26.030000,0.000000,15.610000,33.340000,70.300000

53,13:00-13:15,95,5,32,44.93,32,47,109.748791,46,17.5,0,172,53.04,5.83,32,12.8,230,0,5.84,93.08,73,26.030000,0.000000,40.980000,15.230000,2.760000,2.230000,28.770000,2.720000,53.040000,6.810000,231.430000,109.690000,16.080000,15.230000,26.030000,0.000000,15.610000,33.340000,70.300000

54,13:15-13:30,95,5,32,44.97,32,47,110.469477,46,17.5,0,172,53.04,5.83,32,13.6,230,0,5.84,92.71,73,26.030000,0.000000,40.980000,15.230000,2.760000,2.230000,28.770000,2.720000,53.040000,6.810000,192.860000,109.690000,16.080000,15.230000,26.030000,0.000000,15.610000,33.340000,70.300000

55,13:30-13:45,92,5,32,44.74,32,46,107.898381,46,17.5,0,168,53.04,5.83,32,14.6,230,0,5.84,92.72,72,26.030000,0.000000,40.980000,15.230000,2.760000,2.230000,28.770000,2.720000,53.040000,6.810000,192.860000,109.690000,16.080000,15.230000,26.030000,0.000000,15.610000,33.340000,70.300000

56,13:45-14:00,91,5,32,45.08,32,46,107.489343,46,18.5,0,168,53.04,6.17,32,15.8,230,0,6.16,92.52,72,26.030000,0.000000,40.980000,15.220000,2.760000,2.230000,28.770000,2.720000,53.040000,6.810000,231.430000,109.690000,16.080000,15.220000,26.030000,0.000000,15.600000,33.340000,70.300000

57,14:00-14:15,91,5,32,44.78,32,46,106.262229,46,19.5,0,168,53.04,6.5,32,16.4,230,0,6.5,92.22,72,26.030000,0.000000,40.980000,15.120000,2.910000,2.310000,28.770000,2.720000,53.040000,6.720000,272.660000,109.690000,16.080000,15.120000,26.030000,0.000000,15.490000,33.340000,70.300000

58,14:15-14:30,91,5,32,43.9,32,46,104.674772,46,21.5,0,168,53.04,7.17,32,16.4,230,0,7.16,91.75,72,26.030000,0.000000,40.980000,14.940000,2.910000,2.310000,28.770000,2.720000,53.040000,6.720000,272.660000,109.690000,16.080000,14.940000,26.030000,0.000000,15.310000,52.300000,70.300000

59,14:30-14:45,88,5,32,41.5,32,44,102.629582,45.29,24.5,11.67,165,53.04,8.17,32,19.4,226.47,11.67,8.16,91.36,70,26.030000,0.000000,40.980000,14.410000,2.910000,2.310000,29.270000,2.720000,53.040000,6.720000,272.660000,138.620000,16.080000,14.410000,26.030000,0.000000,14.770000,52.300000,70.300000

60,14:45-15:00,84,5.34,32,39.98,32,42,98.957979,44.45,27.5,15,161,53.04,9.17,32,19.2,222.24,15,9.16,88.49,69,26.030000,0.000000,40.980000,13.740000,2.910000,2.310000,29.270000,2.720000,53.040000,6.720000,272.660000,165.570000,16.080000,13.740000,26.030000,0.000000,14.090000,52.300000,70.300000

61,15:00-15:15,78,7.34,32,38.06,32,39,99.688404,42.61,33.5,20.67,147,53.04,11.17,32,19.2,213.05,20.67,11.16,84.69,63,26.030000,0.000000,40.980000,13.120000,2.910000,2.410000,29.270000,2.720000,53.040000,6.620000,272.660000,166.780000,16.080000,13.120000,26.030000,0.000000,13.450000,52.300000,94.490000

62,15:15-15:30,73,8.34,32,35.44,32,37,91.614773,40.67,39,25,137,53.04,13,32,19,203.35,25,13,80.24,58,26.030000,0.000000,40.980000,12.250000,2.910000,2.410000,29.780000,2.720000,53.040000,6.620000,272.660000,214.990000,16.080000,12.250000,26.030000,0.000000,12.560000,56.160000,94.490000

63,15:30-15:45,68,9.66,32,33.1,32,34,83.85279,35.43,42.5,28.33,126,53.04,14.17,32,18.4,177.13,28.33,14.16,70.63,54,26.030000,0.000000,40.980000,8.600000,2.910000,2.410000,29.780000,2.720000,53.040000,6.620000,272.660000,245.490000,16.080000,8.600000,26.030000,0.000000,8.810000,76.040000,94.490000

64,15:45-16:00,63,11.34,32,30.42,32,31,76.003156,33.49,45,32.33,112,53.04,15,32,17.8,167.45,32.33,15,65.51,48,26.030000,0.000000,40.980000,8.510000,2.910000,2.410000,30.280000,2.720000,53.040000,6.620000,272.660000,245.490000,16.080000,8.510000,26.030000,0.000000,8.720000,76.040000,94.490000

65,16:00-16:15,53,22.66,32,24.36,32,27,66.916669,26.67,65,50,98,53.04,21.67,32,19.09,133.33,50,21.66,59.83,42,26.030000,0.000000,40.980000,7.690000,3.070000,0.000000,30.280000,2.720000,53.040000,6.620000,272.660000,245.490000,16.080000,7.690000,26.030000,0.000000,7.880000,76.040000,115.280000

66,16:15-16:30,47,23.34,32,21.17,32,23,57.440622,23.67,66,49.33,88,53.04,22,32,18.65,118.33,49.33,22,54.02,37,26.030000,0.000000,40.980000,6.920000,3.070000,0.000000,30.280000,2.720000,53.040000,6.620000,272.660000,245.490000,16.080000,6.920000,26.030000,0.000000,7.100000,76.040000,115.280000

67,16:30-16:45,40,26,32,17.65,32,20,35.196746,16.74,67.5,48.67,71,53.04,22.5,32,18.33,83.72,48.67,22.5,47.74,31,26.030000,0.000000,40.980000,5.970000,2.530000,2.590000,30.280000,2.720000,62.680000,6.620000,272.660000,261.810000,16.080000,5.970000,26.030000,0.000000,6.110000,76.040000,115.280000

68,16:45-17:00,33,26,32,14.24,32,17,29.733167,12.96,67.5,48,57,50.34,22.5,32,17.73,64.82,48,22.5,41.07,25,26.030000,0.000000,40.980000,5.000000,2.530000,2.590000,30.280000,2.720000,53.040000,6.620000,272.660000,261.810000,16.080000,5.000000,26.030000,0.000000,5.130000,76.040000,115.280000

69,17:00-17:15,27,29.34,33,12,24.73,13,23.918984,11.17,85,57.33,53,0,28.33,28.08,16.73,55.86,57.33,28.34,34.28,22,26.030000,0.000000,40.980000,4.150000,2.530000,2.590000,31.290000,2.870000,53.040000,6.720000,272.660000,261.810000,16.080000,4.150000,26.030000,0.000000,4.260000,73.880000,115.280000

70,17:15-17:30,20,29,22,11,17,10,17.559417,9.22,85,56.67,35,0,28.33,17.05,15.28,46.12,56.67,28.34,27.44,15,26.030000,0.000000,40.980000,2.500000,2.530000,2.590000,31.290000,2.870000,53.040000,6.720000,272.660000,261.810000,16.080000,2.500000,26.030000,0.000000,2.560000,73.880000,115.280000

71,17:30-17:45,15,28.34,7,9,10.38,7,12.280879,7.3,85,56.33,25,0,28.33,9.41,22.06,36.5,56.33,28.34,20.4,10,26.030000,0.000000,40.980000,1.760000,2.530000,2.590000,31.790000,2.870000,81.970000,6.720000,272.660000,261.810000,16.080000,1.760000,26.030000,0.000000,1.800000,73.880000,115.280000

72,17:45-18:00,11,27.34,1,6,5.27,6,7.40164,5.55,84,56,14,0,28,3.84,21.14,27.75,56,28,13.91,6,26.030000,0.000000,40.980000,1.320000,2.530000,2.590000,31.790000,2.870000,100.460000,6.720000,272.660000,261.810000,16.080000,1.320000,26.030000,0.000000,1.360000,73.880000,115.280000

73,18:00-18:15,7,27,0,4,0,3,4.713676,4.06,82,55.67,8,0,27.33,0,27.08,20.28,55.67,27.34,8.42,4,25.500000,0.000000,40.980000,0.960000,2.530000,2.780000,31.790000,2.950000,100.460000,6.720000,272.660000,261.810000,16.080000,0.960000,25.500000,0.000000,0.980000,84.090000,115.280000

74,18:15-18:30,2,26,0,2,0,1,2.72692,2.54,82,55.33,4,0,27.33,0,26.52,12.69,55.33,27.34,4.21,2,25.500000,0.000000,40.980000,0.630000,2.530000,2.780000,31.790000,2.950000,100.460000,6.720000,272.660000,234.860000,16.080000,0.630000,25.500000,0.000000,0.640000,66.010000,94.490000

