Block,Time,KKNP,KKNPPU2,KOTESHWR,TEHRI,VALLURNTECL,BRBCL,KHSTPP-II,MAPS,RIHAND3,UNCHAHAR1,CHAMERA2,CHAMERA3,DADRT2,KGSU1AND2,NLCEXP,NLCTS2EXP,NNTPP,SIMHST2,UNCHAHAR3,DHAULIGNGA,FSTPP I & II,RAPPD,SIMHST1,TANDA2,UNCHAHAR4,URI,ANTA_CRF,ANTA_GF,AURY_GF,DULHASTI,KHSTPP-I,KUDGI,RIHAND1,RIHAND2,ANTA_RF,AURY_CRF,AURY_LF,BSIUL,KGSU3AND4,KISHANGANGA,NAPP,NJPC,PARBATI2,RAMPUR,RAPPB,RSTPSU7,SASAN,SINGRAULI_HYDRO,TANAKPUR,ANTA_LF,DADRI_CRF,DADRI_GF,DADRI_LF,JHAJJAR,NLCIIST1,RAPPC,SINGRAULI,AURY_RF,CHAMERA1,KOLDAM,NLCIIST2,NTPL,PARBATI3,RSTPSU1TO6,SALAL,SEWA2,TALA,TALST2,TelanganaSTPP,UNCHAHAR2,URI2,DADRI_RF
56,13:45-14:00,0,0,7.54,0,0,20,98.87,0,132.37,21.83,0,0,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,4.8,3.98,51.01,0,0,0,58.79,45.83,0,99.81,126.8,49.3,0,0,6.52,0,8.71,23.57,83.12,11.31,3.33,0,0,418.77,1.16,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,53.45,0,12.94,0,0,45.62,38.16,102.02

57,14:00-14:15,0,0,7.54,0,0,20,98.87,0,92.37,21.83,0,11.84,575.85,0,0,0,0,0,27.99,0,20.8,27.32,0,5.03,3.98,51.34,0,0,0,58.79,45.83,0,64.81,96.8,48.64,0,0,6.52,0,8.71,23.57,83.12,11.31,3.33,0,0,418.77,1.16,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,53.45,0,12.94,0,0,45.62,38.16,102.02

58,14:15-14:30,0,0,7.54,0,0,20,98.87,0,92.37,21.83,16.3,11.84,575.85,0,0,0,0,0,27.99,0,20.8,27.32,0,5.03,3.98,51.34,0,0,0,58.79,45.83,0,64.81,96.8,48.64,0,0,6.52,0,8.71,23.57,83.12,11.31,3.33,0,0,418.77,1.16,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,53.45,0,12.94,0,0,45.62,38.16,102.02

59,14:30-14:45,0,0,7.54,9.24,0,20,98.87,0,92.37,21.83,16.3,11.84,575.85,0,0,0,0,0,27.99,0,20.8,27.32,0,5.27,3.98,51.34,0,0,0,58.79,45.83,0,64.81,96.8,48.64,0,0,6.52,0,8.71,23.57,83.12,11.31,3.33,0,0,418.77,1.16,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,53.45,0,12.94,0,0,45.62,38.16,102.02

60,14:45-15:00,0,0,7.54,19.14,0,20,98.87,0,92.37,21.83,16.3,11.84,575.85,0,0,0,0,0,27.99,0,20.8,27.32,0,5.49,3.98,51.34,0,0,0,58.79,45.83,0,64.81,96.8,48.64,0,0,6.52,0,8.71,23.57,83.12,11.31,3.33,0,0,418.77,1.16,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,53.45,0,12.94,0,0,45.62,38.16,102.02

61,15:00-15:15,0,0,7.54,27.74,0,20,98.87,0,92.37,21.83,32.6,11.84,575.85,0,0,0,0,0,27.99,0,20.8,27.32,0,5.72,3.98,51.34,0,0,0,58.79,45.83,0,64.81,96.8,48.64,0,0,6.52,0,8.71,23.57,83.12,6.03,3.33,0,0,418.77,1.16,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,53.45,0,12.94,0,0,45.62,38.16,102.02

62,15:15-15:30,0,0,7.54,27.74,0,20,98.87,0,92.37,21.83,32.6,11.84,575.85,0,0,0,0,0,27.99,0,20.8,27.32,0,6,3.98,51.34,0,0,0,58.79,45.83,0,64.81,96.8,48.64,0,0,6.52,0,8.71,23.57,83.12,6.03,3.33,0,0,418.77,1.16,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,53.45,0,12.94,0,0,45.62,38.16,102.02

63,15:30-15:45,0,0,7.54,27.74,0,20,98.87,0,92.37,21.83,32.6,11.84,575.85,0,0,0,0,0,27.99,0,20.8,27.32,0,6.23,3.98,51.34,0,0,0,58.79,45.83,0,64.81,96.8,48.64,0,0,6.52,0,8.71,23.57,83.12,6.03,3.33,0,0,418.77,1.17,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,53.45,0,12.94,0,0,45.62,38.16,102.02

64,15:45-16:00,0,0,7.54,27.74,0,20,98.87,0,92.37,21.83,32.6,11.84,575.85,0,0,0,0,0,27.99,0,20.8,27.32,0,6.52,3.98,51.34,0,0,0,58.79,45.83,0,64.81,96.8,48.64,0,0,6.52,0,8.71,23.57,83.12,6.03,3.33,0,0,418.77,1.17,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,53.45,0,12.94,0,0,45.62,38.16,102.02

65,16:00-16:15,0,0,7.54,27.74,0,20,98.87,0,92.37,21.83,16.3,11.84,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,6.74,3.98,51.34,0,0,0,58.79,45.83,0,64.81,96.8,47.99,0,0,6.52,0,8.71,23.57,83.12,6.03,3.33,0,0,410.62,1.17,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,53.45,0,11.74,0,0,45.62,38.16,102.02

66,16:15-16:30,0,0,7.54,27.74,0,20,98.87,0,92.37,21.83,16.3,11.84,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,7.07,3.98,51.34,0,0,0,58.79,45.83,0,64.81,96.8,47.99,0,0,6.52,0,8.71,23.57,83.12,6.03,3.33,0,0,410.62,1.17,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,53.45,0,11.58,0,0,45.62,38.16,102.02

67,16:30-16:45,0,0,7.54,27.74,0,20,98.87,0,92.37,21.83,16.3,11.84,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,7.07,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,47.32,0,0,6.52,0,8.71,23.57,134.61,6.03,5.4,0,0,410.62,1.17,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,66.82,0,11.43,0,0,45.62,38.16,102.02

68,16:45-17:00,0,0,7.54,27.74,0,20,98.87,0,92.37,21.83,16.3,11.84,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,7.07,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,47.32,0,0,6.52,0,8.71,23.57,134.61,6.03,5.4,0,0,410.62,1.17,3.45,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,66.82,0,11.29,0,0,45.62,38.16,102.02

69,17:00-17:15,0,0,7.54,28.39,0,20,98.87,0,92.37,21.83,16.3,11.84,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,7.07,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,47.32,0,0,0,0,8.71,23.57,134.61,6.03,5.4,0,0,410.62,1.17,7.68,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,66.82,0,11.15,0,0,45.62,38.16,102.02

70,17:15-17:30,0,0,7.54,28.71,0,20,98.87,0,92.37,21.83,16.3,11.84,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,7.07,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,47.32,0,0,0,0,8.71,23.57,134.61,6.03,5.4,0,0,410.62,1.17,7.68,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,66.82,0,10.84,0,0,45.62,38.16,102.02

71,17:30-17:45,0,0,7.54,28.71,0,20,98.87,0,92.37,21.83,32.6,11.84,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,7.07,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,47.32,0,0,0,0,8.71,23.57,181.16,6.03,7.04,0,0,410.62,1.17,7.68,0,0,0,0,327.23,0,68.73,155.58,80.92,14.05,2.42,0,0,4.3,0,66.82,6.31,10.58,0,0,45.62,38.16,102.02

72,17:45-18:00,0,0,7.54,28.71,0,20,98.87,0,92.37,21.83,32.6,11.84,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,7.07,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,47.32,0,0,0,0,8.71,23.57,181.16,6.03,7.04,0,0,410.62,1.17,7.68,0,0,0,0,327.23,0,68.73,155.58,80.92,14.05,4.84,0,0,4.3,0,66.82,6.31,10.41,0,0,45.62,38.16,102.02

73,18:00-18:15,0,0,7.54,28.71,0,20,98.87,0,92.37,21.83,32.6,11.84,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,7.07,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,47.32,0,0,0,0,8.71,23.57,181.16,6.03,7.04,0,0,410.62,1.17,1.41,0,0,0,0,327.23,0,68.73,155.58,80.92,28.1,7.26,0,0,16.9,0,66.82,12.62,8.94,0,0,45.62,38.16,102.02

74,18:15-18:30,0,0,7.54,28.71,0,20,98.87,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,7.07,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,47.32,0,0,0,0,8.71,23.57,181.16,6.03,7.04,0,0,410.62,1.17,1.41,0,0,0,0,327.23,0,68.73,155.58,80.92,28.1,7.93,0,0,16.9,0,66.82,18.93,8.68,0,0,45.62,38.16,102.02

75,18:30-18:45,0,0,7.54,28.71,0,20,98.87,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,7.07,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,47.32,0,0,0,0,8.71,23.57,181.16,15.08,7.04,0,0,410.62,1.17,5.64,0,0,0,0,327.23,0,68.73,155.58,80.92,28.1,9.69,0,0,8.61,0,66.82,18.93,7.9,0,0,45.62,38.16,102.02

76,18:45-19:00,0,0,7.54,28.71,0,20,98.87,0,92.37,21.83,48.9,23.37,575.85,0,0,0,0,0,27.99,21.92,20.8,27.32,0,7.07,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,47.32,0,0,0,0,8.71,23.57,181.16,30.16,7.04,0,0,410.62,1.17,5.64,0,0,0,0,327.23,0,68.73,155.58,80.92,28.1,9.69,0,0,12.29,0,66.82,18.93,7.9,0,0,45.62,38.16,102.02

77,19:00-19:15,0,0,7.54,28.71,0,20,98.87,0,92.37,21.83,48.9,23.37,575.85,0,0,0,0,0,27.99,32.89,20.8,27.32,0,6.7,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,47.6,0,0,6.52,0,8.71,23.57,181.16,45.24,7.04,0,0,410.62,1.17,5.64,0,0,0,0,327.23,0,68.73,155.58,80.92,28.1,10.65,0,0,18.45,0,66.82,18.93,7.62,0,0,45.12,38.16,102.02

78,19:15-19:30,0,0,11.6,28.71,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,47.6,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.97,10.65,0,0,78.97,0,66.82,20.12,7.64,0,0,45.12,40.23,102.02

79,19:30-19:45,0,0,11.6,28.71,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,47.99,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.97,10.65,0,0,78.97,0,66.82,20.12,6.88,0,0,45.12,40.23,102.02

80,19:45-20:00,0,0,11.6,28.71,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,47.99,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.97,10.65,0,0,78.97,0,66.82,20.12,6.94,0,0,45.12,40.23,102.02

81,20:00-20:15,0,0,11.6,28.71,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,47.99,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.97,10.65,0,0,78.97,0,53.45,20.12,7.06,0,0,45.12,40.23,102.02

82,20:15-20:30,0,0,11.6,28.71,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,47.99,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.97,10.65,0,0,78.97,0,53.45,20.12,7.23,0,0,45.12,40.23,102.02

83,20:30-20:45,0,0,11.6,28.71,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,47.99,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.97,10.65,0,0,78.97,0,53.45,20.12,7.43,0,0,45.12,40.23,102.02

84,20:45-21:00,0,0,11.6,28.71,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,47.99,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.97,10.65,0,0,78.97,0,53.45,20.12,7.59,0,0,45.12,40.23,102.02

85,21:00-21:15,0,0,11.6,28.71,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,48.64,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.97,10.65,0,0,78.97,0,53.45,20.12,7.74,0,0,45.12,40.23,102.02

86,21:15-21:30,0,0,10.44,28.71,0,20,98.87,0,92.37,21.83,48.9,35.09,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,48.64,0,0,6.52,0,8.71,23.57,181.16,41.47,7.04,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,141.26,80.92,42.15,10.65,0,0,13.84,0,53.45,18.93,8.06,0,0,45.12,38.16,102.02

87,21:30-21:45,0,0,10.44,28.71,0,20,98.87,0,92.37,21.83,48.9,35.09,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,48.64,0,0,6.52,0,8.71,23.57,181.16,41.47,7.04,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,141.26,80.92,42.15,10.65,0,0,15.37,0,53.45,18.93,8.23,0,0,45.12,38.16,102.02

88,21:45-22:00,0,0,11.6,28.71,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,48.64,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,141.26,80.92,42.97,10.65,0,0,78.97,0,53.45,20.12,8.29,0,0,45.12,40.23,102.02

89,22:00-22:15,0,0,11.6,28.71,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,48.91,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,141.26,80.92,42.97,10.65,0,0,78.97,0,53.45,20.12,8.53,0,0,45.12,40.23,102.02

90,22:15-22:30,0,0,11.6,28.71,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,48.91,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,1.41,0,0,0,0,327.23,0,68.73,141.26,80.92,42.97,10.65,0,0,78.97,0,53.45,20.12,8.73,0,0,45.12,40.23,102.02

91,22:30-22:45,0,0,11.6,28.46,0,20,98.87,0,92.37,21.83,51.47,36.89,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,59.61,45.83,0,64.81,96.8,48.91,0,0,20.46,0,8.87,23.57,182.87,59.72,7.22,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.97,10.65,0,0,78.97,0,46.48,20.12,8.8,0,0,45.12,40.23,102.02

92,22:45-23:00,0,0,10.44,28.46,0,20,98.87,0,92.37,21.83,48.9,35.09,575.85,0,0,0,0,0,27.99,43.85,20.8,27.32,0,6.7,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,48.91,0,0,6.52,0,8.71,23.57,181.16,45.24,7.04,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.15,10.65,0,0,50.72,0,46.48,18.93,8.91,0,0,45.12,38.16,102.02

93,23:00-23:15,0,0,10.44,28.46,0,20,98.87,0,92.37,21.83,48.9,35.09,575.85,0,0,0,0,0,27.99,21.92,20.8,27.32,0,6.7,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,49.3,0,0,6.52,0,8.71,23.57,181.16,30.16,7.04,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.15,10.65,0,0,23.05,0,46.48,12.62,9,0,0,45.12,38.16,102.02

94,23:15-23:30,0,0,10.44,28.46,0,20,98.87,0,92.37,21.83,48.9,35.09,575.85,0,0,0,0,0,27.99,21.92,20.8,27.32,0,6.7,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,49.3,0,0,6.52,0,8.71,23.57,181.16,15.08,7.04,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.15,10.65,0,0,23.05,0,46.48,12.62,9.11,0,0,45.12,38.16,102.02

95,23:30-23:45,0,0,10.44,28.46,0,20,98.87,0,92.37,21.83,48.9,23.37,575.85,0,0,0,0,0,27.99,21.92,20.8,27.32,0,6.7,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,49.3,0,0,6.52,0,8.71,23.57,181.16,15.08,7.04,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.15,10.65,0,0,23.05,0,46.48,12.62,9.2,0,0,45.12,38.16,102.02

96,23:45-24:00,0,0,10.44,28.46,0,20,98.87,0,92.37,21.83,48.9,23.37,575.85,0,0,0,0,0,27.99,21.92,20.8,27.32,0,6.7,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,49.3,0,0,6.52,0,8.71,23.57,181.16,15.08,7.04,0,0,410.62,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,42.15,10.65,0,0,23.05,0,46.48,12.62,9.27,0,0,45.12,38.16,102.02

