Block,Time,LT-59,L_NR_2018_61,L_NR_2020_06,L_NR_2021_12,LT-31,L_NR_2012_01,L_NR_2021_16,L_NR_2022_10,SH-06,L_NR_2021_13,L_NR_2012_07,L_NR_2021_15,L_NR_2012_02,L_NR_2019_07,L_NR_2012_04,LT-35,L_NR_2020_05,L_NR_2022_09,SH-07,LT-36,L_NR_2020_07,L_NR_2021_17,L_NR_2022_08,L_NR_2021_14,LT-05,L_NR_2019_19,LT_MEJA_Delhi,L_NR_2020_02,L_NR_2019_06,L_NR_2019_11,L_NR_2019_05
25,06:00-06:15,3.250000,6.49,19.96,0,0.000000,52.960000,0.53,28.55,25.500000,0,31.780000,0,67.730000,1.45,270.820000,0.000000,59.87,28.55,30.330000,0.000000,19.95,0.26,6.07,0.03,66.110000,4.660000,7.300000,3.050000,5.76,3.220000,0

26,06:15-06:30,3.250000,6.47,19.83,2.06,0.120000,52.960000,2.28,27.8,25.500000,0.41,31.780000,0.51,67.730000,4.02,270.820000,0.120000,59.49,27.8,30.330000,0.120000,19.82,1.14,5.92,0.03,66.110000,10.190000,7.300000,3.050000,12.23,3.220000,2.48

27,06:30-06:45,3.250000,6.51,19.61,7.78,0.440000,52.960000,5.29,26.82,25.500000,1.56,31.780000,1.44,67.730000,11.64,270.820000,0.440000,58.84,26.82,30.330000,0.450000,19.61,2.65,5.78,1.32,66.110000,16.220000,7.300000,3.050000,20.15,3.220000,8.89

28,06:45-07:00,3.250000,6.52,9.8,15.34,1.070000,52.960000,9.51,26.22,25.500000,3.07,31.780000,3.1,67.730000,14.5,270.820000,1.070000,29.39,26.22,30.330000,1.100000,9.79,4.75,5.61,3.89,66.110000,23.430000,7.300000,3.050000,14.5,3.220000,14.5

29,07:00-07:15,3.180000,6.53,9.74,25.23,1.880000,52.960000,23.33,25.08,25.300000,5.05,31.780000,5.63,67.730000,14.5,270.820000,1.880000,29.23,25.08,30.330000,1.920000,9.75,11.67,5.58,7.61,70.270000,31.890000,7.300000,2.970000,14.5,3.220000,14.5

30,07:15-07:30,3.180000,6.47,9.69,39.88,3.040000,52.960000,33.33,16.11,25.300000,7.97,31.780000,8.93,67.730000,14.5,270.820000,3.040000,29.07,16.11,30.330000,3.120000,9.68,16.67,4.48,12.68,70.270000,40.830000,7.300000,2.970000,14.5,3.220000,14.5

31,07:30-07:45,3.180000,6.51,9.58,57.23,4.330000,52.960000,42.67,16.22,25.300000,11.44,31.780000,12.3,67.730000,14.5,270.820000,4.330000,28.75,16.22,30.330000,4.440000,9.58,21.33,4.44,18.96,70.270000,49.440000,7.300000,2.970000,14.5,3.220000,14.5

32,07:45:08:00,3.180000,6.51,9.15,77.24,5.680000,52.960000,53.34,16.55,25.300000,15.45,31.780000,15.89,66.770000,14.5,231.100000,5.680000,27.47,16.55,30.330000,5.820000,9.16,26.66,4.46,26.09,70.270000,57.600000,7.300000,2.970000,14.5,3.220000,14.5

33,08:00-08:15,3.410000,6.49,8.84,97.78,6.990000,52.960000,64.67,16.77,25.300000,19.56,31.780000,25.69,49.110000,26.19,192.580000,6.990000,26.53,16.77,30.330000,7.170000,8.85,32.33,4.47,34,70.270000,65.200000,7.300000,2.970000,26.18,3.220000,26.18

34,08:15-08:30,3.410000,6.47,8.65,118.48,8.290000,52.960000,68.67,17,25.300000,23.7,31.780000,30.59,49.110000,26.19,173.320000,8.290000,25.94,17,30.330000,8.500000,8.65,34.33,4.46,42.63,70.270000,72.980000,7.300000,2.970000,26.18,3.220000,26.18

35,08:30-08:45,3.410000,6.51,8.44,138.99,9.540000,52.960000,74.67,16.69,25.300000,27.8,31.780000,35.05,49.110000,26.19,148.940000,9.540000,25.31,16.69,30.330000,9.770000,8.43,37.33,4.46,48.94,70.270000,81.260000,7.300000,2.970000,26.18,3.220000,26.18

36,08:45:09:00,3.410000,6.52,8.23,158.47,10.730000,52.960000,85.34,16.4,25.300000,31.69,31.780000,38.87,49.110000,26.19,148.940000,10.730000,24.69,16.4,30.330000,11.000000,8.23,42.66,4.54,56.51,70.270000,89.250000,7.300000,2.970000,26.18,3.220000,26.18

37,09:00:09:15,3.410000,6.53,8.14,176.69,11.860000,52.960000,88,17.29,25.300000,35.34,31.780000,41.74,49.110000,26.19,148.940000,11.860000,24.4,17.29,30.330000,12.160000,8.13,44,4.44,62.63,70.270000,95.370000,7.300000,2.970000,26.18,3.220000,26.18

38,09:15-09:30,3.410000,6.47,7.94,193.33,12.860000,52.960000,92,18.13,25.300000,38.67,31.780000,43.95,49.110000,26.19,148.940000,12.860000,23.83,18.13,30.330000,13.180000,7.96,46,4.53,69.11,70.270000,102.120000,7.300000,2.970000,26.18,3.220000,26.18

39,09:30-09:45,3.410000,6.51,7.92,208.42,13.730000,52.960000,96,20.88,25.300000,41.68,31.780000,48.54,49.110000,26.19,148.940000,13.730000,23.77,20.88,30.330000,14.060000,7.93,48,5.32,74.87,70.270000,107.850000,7.300000,2.970000,26.18,3.220000,26.18

40,09:45-10:00,3.410000,6.51,7.64,222.25,14.590000,52.960000,100,20.78,25.300000,44.45,31.780000,50,49.110000,26.19,148.940000,14.590000,22.92,20.78,30.330000,14.960000,7.64,50,5.21,79.88,70.270000,112.710000,7.300000,2.970000,26.18,3.220000,26.18

41,10:00-10:15,3.410000,6.49,7.55,233.33,15.420000,52.960000,100,21.01,25.300000,46.67,31.780000,50,49.110000,26.19,148.940000,15.420000,22.66,21.01,30.330000,15.810000,7.55,50,5.49,84.73,70.270000,117.180000,7.300000,2.920000,26.18,3.220000,26.18

42,10:15-10:30,3.410000,6.47,7.43,233.33,16.050000,52.960000,97.34,34.08,25.300000,46.67,31.780000,50,49.110000,26.19,148.940000,16.050000,22.31,34.08,30.330000,16.440000,7.44,48.66,5.61,89.26,70.270000,121.080000,7.300000,2.920000,26.18,3.220000,26.18

43,10:30-10:45,3.410000,6.51,13.38,233.33,16.470000,52.960000,94.67,33.92,25.300000,46.67,31.780000,50,49.110000,26.19,148.940000,16.470000,40.13,33.92,30.330000,16.870000,13.36,47.33,5.69,92.35,70.270000,124.980000,7.300000,2.920000,26.18,3.220000,26.18

44,10:45-11:00,3.410000,6.52,13.04,233.33,17.020000,52.960000,92.67,34.31,25.300000,46.67,31.780000,50,49.110000,26.19,148.940000,17.020000,39.12,34.31,30.330000,17.440000,13.05,46.33,5.74,93.87,70.270000,128.300000,7.300000,2.920000,26.18,3.220000,26.18

45,11:00-11:15,3.330000,6.53,12.71,233.33,17.350000,52.960000,92,33.42,25.300000,46.67,31.780000,50,49.110000,26.19,148.940000,17.350000,38.12,33.42,30.330000,17.790000,12.71,46,7.98,94.95,70.270000,129.640000,7.300000,2.920000,26.18,3.220000,26.18

46,11:15-11:30,3.330000,6.47,12.36,233.33,17.770000,52.960000,90.67,32.73,25.300000,46.67,31.780000,50,49.110000,26.19,148.940000,17.770000,37.08,32.73,30.330000,18.210000,12.35,45.33,7.88,95.51,70.270000,128.770000,7.300000,2.920000,26.18,3.220000,26.18

47,11:30-11:45,3.330000,6.51,12.49,233.33,18.060000,52.960000,90,32.78,25.300000,46.67,31.780000,50,49.110000,26.19,148.940000,18.060000,37.47,32.78,30.330000,18.510000,12.49,45,7.73,95.58,70.270000,127.280000,7.300000,2.920000,26.18,3.220000,26.18

48,11:45-12:00,3.330000,6.51,12.68,233.33,18.040000,52.960000,89.34,32.42,25.300000,46.67,31.780000,50,49.110000,26.19,148.940000,18.040000,38.03,32.42,30.330000,18.490000,12.66,44.66,7.56,95.56,70.270000,126.280000,7.300000,2.920000,26.18,3.220000,26.18

49,12:00-12:15,3.330000,6.49,12.86,233.33,18.270000,52.960000,89.34,31.72,25.360000,46.67,31.780000,50,49.110000,26.19,148.940000,18.270000,38.57,31.72,29.850000,18.730000,12.85,44.66,7.76,95.55,70.270000,125.190000,7.300000,3.050000,26.18,3.220000,26.18

50,12:15-12:30,3.330000,6.47,12.94,233.33,18.320000,52.960000,88.67,30.94,25.360000,46.67,31.780000,50,49.110000,26.19,148.940000,18.320000,38.83,30.94,29.850000,18.780000,12.95,44.33,7.73,95.58,70.270000,122.890000,7.300000,3.050000,26.18,3.220000,26.18

51,12:30-12:45,3.330000,6.51,9.94,233.33,18.410000,52.960000,88.67,30.32,25.360000,46.67,31.780000,50,49.110000,26.19,148.940000,18.410000,29.83,30.32,29.850000,18.860000,9.95,44.33,5.95,95.56,70.270000,120.520000,7.300000,3.050000,26.18,3.220000,26.18

52,12:45-13:00,3.330000,6.52,10.22,233.33,18.460000,52.960000,88.67,29.94,25.360000,46.67,31.780000,50,49.110000,26.19,148.940000,18.460000,30.67,29.94,29.850000,18.920000,10.22,44.33,5.72,95.53,70.270000,118.290000,7.300000,3.050000,26.18,3.220000,26.18

53,13:00-13:15,3.410000,6.53,10.5,233.33,18.300000,52.960000,88.67,28.95,25.360000,46.67,31.780000,50,49.110000,26.19,115.550000,18.300000,31.5,28.95,29.850000,18.750000,10.49,44.33,5.73,95.43,70.270000,116.980000,7.300000,3.050000,26.18,3.370000,26.18

54,13:15-13:30,3.410000,6.47,10.71,233.33,18.150000,52.960000,89.34,28.29,25.360000,46.67,31.780000,50,49.110000,26.19,115.550000,18.150000,32.12,28.29,29.850000,18.610000,10.71,44.66,5.88,95.38,70.270000,116.480000,7.300000,3.050000,26.18,3.370000,26.18

55,13:30-13:45,3.410000,6.51,11.33,233.33,17.950000,52.960000,90,27.75,25.360000,46.67,31.780000,50,49.110000,26.19,115.550000,17.950000,33.99,27.75,29.850000,18.390000,11.32,45,6.05,95.42,70.270000,111.430000,7.300000,3.050000,26.18,3.370000,26.18

56,13:45-14:00,3.410000,6.51,11.94,233.33,17.460000,52.960000,90.67,27.34,25.360000,46.67,31.780000,50,49.110000,26.19,115.550000,17.460000,35.81,27.34,29.850000,17.900000,11.94,45.33,6.24,95.18,70.270000,108.220000,7.300000,3.050000,26.18,3.370000,26.18

57,14:00-14:15,3.410000,7.57,12.78,233.33,17.220000,52.960000,91.34,35.01,25.420000,46.67,31.780000,50,45.260000,26.19,154.060000,17.220000,38.34,35.01,29.370000,17.650000,12.78,45.66,10.5,94.23,70.270000,103.990000,7.300000,3.200000,26.18,3.370000,26.18

58,14:15-14:30,3.410000,8.54,13.23,233.33,16.830000,52.960000,92,35.77,25.420000,46.67,31.780000,50,45.260000,26.19,154.060000,16.830000,39.68,35.77,29.370000,17.250000,13.22,46,10.84,93.65,70.270000,97.240000,7.300000,3.200000,26.18,3.370000,26.18

59,14:30-14:45,3.410000,9.13,14.07,233.33,16.210000,52.960000,92.67,36.28,25.420000,46.67,31.780000,50,45.260000,26.19,154.060000,16.210000,42.2,36.28,29.370000,16.620000,14.06,46.33,11.23,92.52,70.270000,88.170000,7.300000,3.200000,26.18,3.370000,26.18

60,14:45-15:00,3.410000,10.01,14.65,233.33,15.650000,52.960000,90.67,36.73,25.420000,46.67,31.780000,50,45.260000,26.19,192.580000,15.650000,43.95,36.73,29.370000,16.040000,14.66,45.33,11.37,90.64,70.270000,78.950000,7.300000,3.200000,26.18,3.370000,26.18

61,15:00-15:15,3.560000,10.29,15.06,233.33,14.910000,52.960000,86,37.14,25.420000,46.67,31.780000,48.17,45.260000,26.19,192.580000,14.910000,45.19,37.14,29.370000,15.290000,15.08,43,16.27,86.34,70.270000,72.200000,7.300000,3.430000,26.18,3.370000,26.18

62,15:15-15:30,3.560000,16.13,20.27,233.33,13.960000,52.960000,81.34,37.52,25.420000,46.67,31.780000,44.68,45.260000,26.19,192.580000,13.960000,60.81,37.52,29.370000,14.300000,20.27,40.66,16.57,81.39,70.270000,67.700000,7.300000,3.430000,26.18,3.370000,26.18

63,15:30-15:45,3.560000,15.73,20.34,220.83,13.170000,52.960000,78,38.54,25.420000,44.16,31.780000,44.66,45.260000,26.19,192.580000,13.170000,61.02,38.54,29.370000,13.500000,20.34,39,16.92,76.8,70.270000,63.700000,7.300000,3.430000,26.18,3.370000,26.18

64,15:45-16:00,3.560000,15.39,21.18,209.43,12.300000,52.960000,72.67,39.21,25.420000,41.89,31.780000,41.59,45.260000,26.19,231.100000,12.300000,63.55,39.21,29.370000,12.610000,21.19,36.33,17.23,70.84,70.270000,59.350000,7.300000,3.430000,26.18,3.370000,26.18

65,16:00-16:15,3.730000,15.08,21.41,192.08,11.130000,52.960000,70.67,40.54,25.420000,38.41,31.780000,37.8,45.260000,26.19,192.580000,11.130000,64.22,40.54,29.370000,11.410000,21.41,35.33,17.52,64.85,70.270000,52.900000,7.300000,3.710000,26.18,3.830000,26.18

66,16:15-16:30,3.730000,14.73,21.71,173.63,10.110000,52.960000,66,41.89,25.420000,34.73,31.780000,33.31,45.260000,26.19,192.580000,10.110000,65.13,41.89,29.370000,10.360000,21.71,33,17.9,58.83,70.270000,44.220000,7.300000,3.710000,26.18,3.830000,26.18

67,16:30-16:45,3.730000,14.72,21.98,155.58,8.980000,52.960000,60,45.65,25.420000,31.12,31.780000,29.54,45.260000,26.19,192.580000,8.980000,65.93,45.65,29.370000,9.200000,21.97,30,18.23,52.2,70.270000,35.320000,7.300000,3.710000,26.18,3.830000,26.18

68,16:45-17:00,3.730000,7.13,15.57,134.88,7.690000,52.960000,53.34,36.74,25.420000,26.98,31.780000,25.65,45.260000,26.19,231.100000,7.690000,46.72,36.74,29.370000,7.880000,15.59,26.66,12.06,45.05,70.270000,30.630000,7.300000,3.710000,26.18,3.830000,26.18

69,17:00-17:15,3.730000,7.33,15.84,115.13,6.450000,52.960000,47.34,37.9,25.420000,23.02,31.780000,23.67,73.030000,24.99,270.820000,6.450000,47.51,37.9,29.370000,6.600000,15.83,23.66,12.14,37.57,70.270000,23.630000,7.300000,3.710000,26.78,3.830000,26.78

70,17:15-17:30,3.730000,7.33,16.24,94.46,5.180000,52.960000,39.34,39.14,25.420000,18.89,31.780000,19.59,90.700000,15,270.820000,5.180000,48.71,39.14,29.370000,5.300000,16.23,19.66,12.2,30.43,70.270000,17.740000,7.300000,3.710000,32.34,3.830000,20.18

71,17:30-17:45,3.730000,7.33,16.69,74.58,3.960000,51.000000,26.67,40.18,25.420000,14.92,31.420000,15.16,73.030000,8.74,270.820000,3.960000,50.08,40.18,29.370000,4.060000,16.71,13.33,12.39,23.19,70.270000,12.590000,7.300000,3.710000,17.9,3.830000,8.89

72,17:45-18:00,3.730000,7.27,12.1,55.93,2.880000,51.030000,20,25.36,25.420000,11.18,31.420000,10.6,73.030000,2.7,270.820000,2.880000,36.31,25.36,29.370000,2.940000,12.11,10,12.59,16.32,70.270000,8.030000,7.300000,3.710000,11.35,3.830000,4.45

73,18:00-18:15,3.880000,7.33,12.3,37.62,1.880000,51.030000,13.33,25.61,25.420000,7.52,31.420000,6.68,73.030000,0,270.820000,1.880000,36.9,25.61,29.370000,1.920000,12.31,6.67,8.92,10.47,70.270000,4.230000,7.300000,3.150000,0,3.520000,0

74,18:15-18:30,3.880000,7.31,12.51,22.55,1.160000,51.030000,6.67,26.1,25.420000,4.51,31.420000,3.82,73.030000,0,270.820000,1.160000,37.54,26.1,29.370000,1.190000,12.53,3.33,9.02,6.05,66.110000,1.850000,7.300000,3.150000,0,3.520000,0

75,18:30-18:45,3.880000,6.6,12.78,12.63,0.610000,51.030000,3.33,26.7,25.420000,2.53,31.420000,1.42,73.030000,0,270.820000,0.610000,38.35,26.7,29.370000,0.630000,12.79,1.67,9.03,3.01,70.270000,0.610000,7.300000,3.150000,0,3.520000,0

76,18:45-19:00,3.880000,5.6,13.01,5.88,0.000000,51.030000,1.33,27.08,25.420000,1.17,31.420000,0.22,73.030000,0,270.820000,0.000000,39.03,27.08,29.370000,0.000000,13,0.67,9.06,0.93,70.270000,0.000000,7.300000,3.150000,0,3.520000,0

77,19:00-19:15,3.490000,5.34,13.11,1.09,0.000000,51.030000,0,27.31,25.420000,0.22,47.030000,0,90.700000,0,270.820000,0.000000,39.33,27.31,29.370000,0.000000,13.11,0,9.09,0.03,115.610000,0.000000,7.300000,3.150000,0,3.520000,0

78,19:15-19:30,3.490000,5,13.21,0,0.000000,51.030000,0,27.18,25.420000,0,47.030000,0,90.700000,0,270.820000,0.000000,39.64,27.18,29.370000,0.000000,13.22,0,9.09,0.03,115.610000,0.000000,7.300000,3.150000,0,3.520000,0

79,19:30-19:45,3.490000,4.76,13.29,0,0.000000,67.400000,0,26.96,25.420000,0,47.030000,0,90.700000,0,270.820000,0.000000,39.88,26.96,29.370000,0.000000,13.31,0,9.11,0.03,115.610000,0.000000,7.300000,3.150000,0,3.520000,0

80,19:45-20:00,3.490000,4.65,14.87,0,0.000000,96.290000,0,27.13,25.420000,0,57.060000,0,90.700000,0,270.820000,0.000000,44.6,27.13,29.370000,0.000000,14.86,0,9.16,0,115.610000,0.000000,7.300000,3.150000,0,3.520000,0

81,20:00-20:15,3.490000,4.2,14.96,0,0.000000,100.860000,0,31.21,25.360000,0,57.060000,0,90.700000,0,270.820000,0.000000,44.89,31.21,29.850000,0.000000,14.97,0,9.21,0,115.610000,0.000000,7.300000,3.150000,0,3.370000,0

82,20:15-20:30,3.490000,4.2,14.93,0,0.000000,100.860000,0,30.78,25.360000,0,57.060000,0,90.700000,0,270.820000,0.000000,44.78,30.78,29.850000,0.000000,14.92,0,9.25,0,115.610000,0.000000,7.300000,3.150000,0,3.370000,0

83,20:30-20:45,3.490000,4.16,14.96,0,0.000000,100.860000,0,30.4,25.360000,0,57.060000,0,90.700000,0,270.820000,0.000000,44.89,30.4,29.850000,0.000000,14.97,0,9.36,0,115.610000,0.000000,7.300000,3.150000,0,3.370000,0

84,20:45-21:00,3.490000,3.92,14.95,0,0.000000,100.860000,0,28.88,25.360000,0,57.060000,0,90.700000,0,270.820000,0.000000,44.85,28.88,29.850000,0.000000,14.94,0,9.43,0,115.610000,0.000000,7.300000,3.150000,0,3.370000,0

85,21:00-21:15,3.560000,4.27,15.47,0,0.000000,100.860000,0,27.66,25.360000,0,75.990000,0,114.770000,0,270.820000,0.000000,46.4,27.66,29.850000,0.000000,15.45,0,9.6,0,115.610000,0.000000,11.420000,3.330000,0,3.290000,0

86,21:15-21:30,3.560000,4.52,15.89,0,0.000000,100.860000,0,27.3,25.360000,0,75.990000,0,130.280000,0,270.820000,0.000000,47.66,27.3,29.850000,0.000000,15.88,0,9.64,0,115.610000,0.000000,11.420000,3.330000,0,3.290000,0

87,21:30-21:45,3.560000,5.15,14.62,0,0.000000,100.860000,0,30.18,25.360000,0,75.990000,0,130.280000,0,270.820000,0.000000,43.87,30.18,29.850000,0.000000,14.63,0,9.76,0,115.610000,0.000000,11.420000,3.330000,0,3.290000,0

88,21:45-22:00,3.560000,5.64,14.6,0,0.000000,100.860000,0,29.8,25.360000,0,75.990000,0,130.280000,0,270.820000,0.000000,43.78,29.8,29.850000,0.000000,14.59,0,9.85,0,115.610000,0.000000,11.420000,3.330000,0,3.290000,0

89,22:00-22:15,3.560000,5.75,14.68,0,0.000000,100.860000,0,29.81,25.300000,0,75.990000,0,130.280000,0,270.820000,0.000000,44.04,29.81,30.330000,0.000000,14.69,0,9.9,0,115.610000,0.000000,11.420000,3.240000,0,3.290000,0

90,22:15-22:30,3.560000,5.81,14.78,0,0.000000,100.860000,0,30.06,25.300000,0,75.990000,0,130.280000,0,270.820000,0.000000,44.35,30.06,30.330000,0.000000,14.79,0,10.06,0,115.610000,0.000000,11.420000,3.240000,0,3.290000,0

91,22:30-22:45,3.560000,5.87,15.13,0,0.000000,100.860000,0,38.45,25.300000,0,75.990000,0,130.280000,0,270.820000,0.000000,45.4,38.45,30.330000,0.000000,15.15,0,8.31,0,115.610000,0.000000,11.420000,3.240000,0,3.290000,0

92,22:45-23:00,3.560000,5.77,15.32,0,0.000000,100.860000,0,37.75,25.300000,0,75.990000,0,130.280000,0,270.820000,0.000000,45.96,37.75,30.330000,0.000000,15.33,0,8.4,0,115.610000,0.000000,11.420000,3.240000,0,3.290000,0

93,23:00-23:15,3.250000,5.84,15.62,0,0.000000,100.860000,0,37.41,25.300000,0,56.100000,0,90.700000,0,270.820000,0.000000,46.87,37.41,30.330000,0.000000,15.63,0,8.46,0,115.610000,0.000000,11.420000,3.240000,0,3.290000,0

94,23:15-23:30,3.250000,5.86,15.52,0,0.000000,100.860000,0,36.78,25.300000,0,56.100000,0,90.700000,0,270.820000,0.000000,46.58,36.78,30.330000,0.000000,15.53,0,8.51,0,115.610000,0.000000,11.420000,3.240000,0,3.290000,0

95,23:30-23:45,3.250000,5.86,15.25,0,0.000000,100.860000,0,35.11,25.300000,0,56.100000,0,90.700000,0,270.820000,0.000000,45.74,35.11,30.330000,0.000000,15.24,0,8.62,0,115.610000,0.000000,11.420000,3.240000,0,3.290000,0

