Block,Time Block,DADRT2,FSTPP I & II,DULHASTI,DHAULIGNGA,CHAMERA3,CHAMERA2,ANTA_CRF,AURY_CRF,ANTA_RF,ANTA_LF,DADRI_GF,AURY_RF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_LF,DADRI_LF,AURY_GF,SINGRAULI_HYDRO,TALA,TALST2,TelanganaSTPP,TANDA2,UNCHAHAR1,UNCHAHAR2,TANAKPUR,TEHRIPSP,TEHRI,SIMHST2,SEWA2,SIMHST1,SINGRAULI,UNCHAHAR3,VALLURNTECL,URI2,UNCHAHAR4,URI,KOLDAM,KOTESHWR,KKNPPU2,MAPS,KUDGI,KHSTPP-II,KHSTPP-I,KISHANGANGA,KKNP,BSIUL,BRBCL,CHAMERA1,KGSU3AND4,KGSU1AND2,JHAJJAR,NNTPP,NTPL,RAMPUR,RAPPB,RSTPSU7,SASAN,PARBATI3,SALAL,RIHAND1,RIHAND3,RSTPSU1TO6,RAPPD,RIHAND2,RAPPC,NLCTS2EXP,PARBATI2,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,233.75,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0,0,2.31,15.93,32.5,12.66,0,0,0,17.7,0,108.47,19.93,0,32.36,1.47,17.06,8.33,43.52,0,0,0,115.53,38.39,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,103.17,47.37,44.87,44.07,122.97,0,37.69,117.59,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

54,13:15-13:30,233.75,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0,0,2.31,15.93,32.5,12.66,0,39.75,0,17.7,0,108.47,19.93,0,32.36,1.47,17.06,8.33,43.52,0,0,0,117.21,38.39,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,108.6,47.37,44.87,44.07,122.97,0,37.69,117.59,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

55,13:30-13:45,233.75,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.49,0,0,2.31,15.93,32.5,11.5,0,79.5,0,17.7,0,108.47,19.93,0,32.36,1.47,17.06,8.33,43.52,0,0,0,117.21,38.39,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,114.02,47.37,44.87,44.07,122.97,0,37.69,117.59,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

56,13:45-14:00,233.75,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.49,0,0,2.31,15.93,32.5,11.5,0,79.5,0,17.7,0,108.47,19.93,0,32.36,1.47,17.06,8.33,43.52,0,0,0,118.83,38.39,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,119.46,47.37,44.87,44.07,122.97,0,37.69,117.59,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

57,14:00-14:15,163.76,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,0,0,2.31,15.93,32.5,11.5,100.37,79.5,0,17.7,0,108.47,19.93,0,32.36,1.47,17.06,8.33,43.52,0,0,0,118.83,38.39,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,119.46,47.37,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

58,14:15-14:30,101.5,13.86,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,0,0,2.31,15.93,32.5,11.5,185.89,79.5,0,17.7,0,108.47,19.93,0,32.36,1.47,17.06,8.33,43.52,0,0,0,118.83,38.39,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,119.46,47.37,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

59,14:30-14:45,101.5,16.44,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,0,0,2.31,15.93,32.5,11.5,185.89,79.5,0,17.7,0,108.47,19.93,0,32.36,1.47,31.97,8.33,43.52,0,0,0,118.83,43.95,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,119.46,50.23,72.9,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

60,14:45-15:00,101.5,16.44,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,0,0,2.31,15.93,32.5,11.5,185.89,79.5,0,17.7,0,108.47,19.93,0,32.36,1.47,31.97,8.33,43.52,0,0,0,118.83,43.95,0,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,119.46,50.23,72.9,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

61,15:00-15:15,101.5,16.44,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,0,0,2.31,15.93,32.5,11.5,185.89,79.5,0,17.7,0,104.52,19.93,0,32.36,1.47,31.97,8.33,43.52,0,0,0,118.83,43.95,0.62,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,119.46,50.23,72.9,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

62,15:15-15:30,101.5,16.44,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,0,0,2.31,14.13,28.76,11.5,0,79.5,0,17.7,0,103.01,15.09,0,32.36,1.47,31.97,8.33,43.52,0,0,0,118.83,43.95,2.23,0,0,18.1,40.69,0,0,246.07,0,0,5.48,0,0,119.46,50.23,72.9,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

63,15:30-15:45,101.5,16.44,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,0,0,2.31,15.93,32.5,11.5,0,79.5,0,17.7,0,103.01,19.93,0,32.36,1.47,21.31,8.33,43.52,0,0,0,118.83,43.95,2.23,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,130.94,50.23,72.9,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

64,15:45-16:00,101.5,16.44,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,0,0,2.31,15.93,32.5,11.5,0,79.5,0,17.7,0,103.01,19.93,0,32.36,1.47,21.31,8.33,43.52,0,0,0,118.83,43.95,4.49,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,140.44,50.23,72.9,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

65,16:00-16:15,101.5,16.44,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,0,2.31,15.93,32.5,3.72,0,79.5,0,17.7,0,103.01,19.93,0,32.36,1.47,19.18,8.33,43.52,0,0,0,118.83,43.95,4.49,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,141.18,50.23,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

66,16:15-16:30,101.5,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02,0,0,2.31,15.93,32.5,3.72,100.37,79.5,0,17.7,0,103.01,19.93,0,32.36,1.47,19.18,8.33,43.52,0,0,0,118.83,43.95,4.49,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,141.18,50.23,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

67,16:30-16:45,101.5,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02,0,0,2.31,15.93,32.5,3.72,185.89,79.5,0,17.7,0,103.01,19.93,0,32.36,1.47,17.06,8.33,43.52,0,0,0,118.83,43.95,4.49,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,141.18,50.23,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

68,16:45-17:00,101.5,16.87,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02,0,0,2.31,15.93,32.5,11.5,185.89,79.5,0,17.7,0,103.01,19.93,0,32.36,1.47,17.06,8.33,43.52,0,0,0,118.83,43.95,4.49,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,141.18,50.23,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

69,17:00-17:15,101.5,19.24,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,18.98,0,0,2.31,15.41,32.5,11.5,185.89,79.5,0,17.7,0,103.01,19.93,0,32.36,1.47,12.79,8.33,43.52,0,0,0,118.83,43.95,4.49,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,141.18,50.23,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

70,17:15-17:30,101.5,19.45,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.82,0,0,2.31,15.41,32.5,11.5,185.89,79.5,0,17.7,0,103.01,19.93,0,32.36,1.47,12.79,8.33,43.52,0,0,0,118.83,43.95,4.49,0,0,18.1,40.69,0,0,253.51,0,0,5.48,0,0,141.18,50.23,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

71,17:30-17:45,101.5,19.45,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48,0,0,2.31,18.19,38.01,11.5,185.89,79.5,0,17.7,0,103.01,23.37,0,32.36,1.47,12.79,8.33,43.52,0,0,0,118.83,43.95,4.49,0,0,18.1,40.69,0,0,311.43,0,0,5.48,0,0,141.18,45.92,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

72,17:45-18:00,101.5,19.45,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.96,0,0,2.31,18.19,38.01,11.5,185.89,79.5,0,17.7,0,103.01,23.37,0,32.36,1.47,12.79,8.33,43.52,0,0,0,118.83,43.95,4.49,0,0,18.1,40.69,0,0,311.43,0,0,5.48,0,0,141.18,45.92,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

73,18:00-18:15,101.5,19.45,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.66,0,0,2.31,18.19,36.49,11.5,185.89,79.5,0,17.7,0,103.01,22.7,0,32.36,1.47,50.54,8.33,43.52,0,0,0,118.83,43.95,4.49,0,0,18.1,40.69,0,0,311.43,0,0,5.48,0,0,141.18,37.32,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

74,18:15-18:30,101.5,19.45,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,0,0,2.31,18.19,36.49,11.5,185.89,79.5,0,17.7,0,103.01,22.7,0,32.36,1.47,50.54,8.33,43.52,0,0,0,118.83,43.95,4.49,0,0,18.1,40.69,0,0,337.68,0,0,5.48,0,0,141.18,37.32,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

75,18:30-18:45,156.52,19.45,36.99,40.99,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,15.89,0,0,2.31,18.19,36.49,11.5,185.89,79.5,0,17.7,0,103.01,22.7,0,32.36,1.47,21.31,8.33,43.52,0,0,0,118.83,43.95,6.73,0,0,18.1,40.69,0,0,361.14,0,0,5.48,0,0,141.18,47.37,67.3,44.07,122.97,0,37.69,117.59,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

76,18:45-19:00,224.09,19.45,37.12,43.26,34.45,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,0,2.31,17.24,36.49,11.5,185.89,79.5,0,18.81,0,103.01,22.17,0,32.36,1.47,21.31,8.33,43.52,0,0,0,118.83,43.95,6.93,0,0,18.1,40.88,0,0,354.7,0,0,5.65,0,0,141.18,73.74,67.3,44.07,122.97,0,37.69,117.59,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

77,19:00-19:15,227.29,19.45,37.12,43.26,0,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,0,4.9,20.9,41.83,11.5,185.89,79.5,0,18.81,0,107.92,26.43,0,32.36,1.96,10.66,8.33,43.52,0,0,0,118.83,43.95,6.93,0,0,18.1,40.88,0,0,384.01,0,0,5.65,0,0,141.18,73.74,67.3,45.65,126.3,0,37.69,120.92,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

78,19:15-19:30,285.21,19.45,37.12,43.26,0,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87,0,0,4.9,20.9,42.39,11.5,185.89,79.5,0,18.81,0,107.92,26.43,0,32.36,1.96,4.26,8.33,43.52,0,0,0,120.5,43.95,6.93,0,0,18.1,40.88,0,0,384.01,0,0,5.65,0,0,141.18,73.74,67.3,45.65,126.3,0,37.69,120.92,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

79,19:30-19:45,285.21,19.45,37.12,43.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,0,4.9,20.9,42.39,11.5,185.89,79.5,0,18.81,0,107.92,26.43,0,32.36,1.96,4.26,8.33,43.52,0,0,0,120.5,43.95,6.93,0,0,18.1,40.88,0,0,384.01,0,0,5.65,0,0,152.03,73.74,67.3,45.65,126.3,0,37.69,120.92,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

80,19:45-20:00,285.21,19.45,37.12,43.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.95,0,0,4.9,20.9,41.83,11.5,185.89,79.5,0,18.81,0,107.92,26.43,0,32.36,1.96,4.26,8.33,43.52,0,0,0,122.12,43.95,6.93,0,0,18.1,40.88,0,0,384.01,0,0,5.65,0,0,162.89,73.74,67.3,45.65,126.3,0,37.69,120.92,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

81,20:00-20:15,352.78,19.45,37.12,43.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4.9,20.9,41.83,11.5,185.89,79.5,0,18.81,0,107.92,26.43,0,32.36,1.68,10.66,8.33,43.52,0,0,0,122.12,43.95,6.93,0,0,18.1,40.88,0,0,384.01,0,0,5.65,0,0,162.89,73.74,67.3,45.65,126.3,0,37.69,120.92,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

82,20:15-20:30,420.35,19.45,37.12,43.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.12,0,0,4.9,20.9,41.83,11.5,185.89,79.5,0,18.81,0,107.92,26.43,0,32.36,1.68,50.54,8.33,43.52,0,0,0,123.73,43.95,6.93,0,0,18.1,40.88,0,0,384.01,0,0,5.65,0,0,162.89,73.74,67.3,45.65,126.3,0,37.69,120.92,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

83,20:30-20:45,458.96,19.45,37.12,43.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.18,0,0,4.9,20.9,42.39,11.5,185.89,79.5,0,18.81,0,107.92,26.43,0,32.36,1.68,50.54,8.33,43.52,0,0,0,123.73,43.95,6.93,0,0,18.1,40.88,0,0,441.92,0,0,5.65,0,0,130.32,73.74,67.3,45.65,126.3,0,37.69,120.92,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

84,20:45-21:00,458.96,19.45,36.99,40.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,0,4.9,20.9,42.39,11.5,185.89,79.5,0,17.7,0,107.92,26.43,0,32.36,1.68,12.79,8.33,43.52,0,0,0,125.42,43.95,6.73,0,0,18.1,40.69,0,0,441.92,0,0,5.48,0,0,130.32,39.47,67.3,45.65,126.3,0,37.69,120.92,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

85,21:00-21:15,458.96,19.45,36.99,40.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44,0,0,4.9,20.9,42.39,11.5,185.89,79.5,0,17.7,0,107.92,26.43,0,32.36,1.68,12.79,8.33,43.52,0,0,0,125.42,43.95,6.73,0,0,18.1,40.69,0,0,441.92,0,0,5.48,0,0,130.32,45.92,67.3,45.65,126.3,0,37.69,120.92,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

86,21:15-21:30,458.96,19.45,36.99,40.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,0,4.9,20.9,41.83,11.5,185.89,79.5,0,17.7,0,107.92,26.43,0,32.36,1.68,12.79,8.33,43.52,0,0,0,127.23,43.95,6.73,0,0,18.1,40.69,0,0,441.92,0,0,5.48,0,0,130.32,45.92,67.3,45.65,126.3,0,37.69,120.92,63.32,0,25.48,0,0,169.7,0,23.27,0,0,0,0,0

87,21:30-21:45,458.96,19.45,37.12,43.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,4.9,20.9,41.83,11.5,185.89,79.5,0,18.81,0,107.92,26.43,0,32.36,1.96,12.79,8.33,43.52,0,0,0,127.23,43.95,6.93,0,0,18.1,40.88,0,0,441.92,0,0,5.65,0,0,137.16,73.74,66.18,45.65,126.3,0,37.69,120.92,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

88,21:45-22:00,458.96,19.45,37.12,43.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.09,0,0,4.9,20.9,41.83,11.5,185.89,79.5,0,18.81,0,107.92,26.43,0,32.36,1.96,12.79,8.33,43.52,0,0,0,127.23,43.95,6.93,0,0,18.1,40.88,0,0,441.92,0,0,5.65,0,0,147.57,73.74,66.18,45.65,126.3,0,37.69,120.92,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

89,22:00-22:15,458.96,19.45,37.12,43.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.23,0,0,4.9,20.9,42.39,11.5,185.89,79.5,0,18.81,0,107.92,26.43,0,32.36,1.96,10.66,8.33,43.52,0,0,0,127.23,43.95,6.93,0,0,18.1,40.88,0,0,441.92,0,0,5.65,0,0,158.88,73.74,66.18,45.65,126.3,0,37.69,120.92,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

90,22:15-22:30,458.96,19.45,37.12,43.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.37,0,0,4.9,20.9,42.39,11.5,185.89,79.5,0,18.81,0,107.92,26.43,0,32.36,1.96,10.66,8.33,43.52,0,0,0,127.23,43.95,6.93,0,0,18.1,40.88,0,0,441.92,0,0,5.65,0,0,162.89,73.74,66.18,45.65,126.3,0,37.69,120.92,63.32,0,26.9,0,0,171.29,0,23.27,0,0,0,0,0

91,22:30-22:45,458.96,19.45,36.99,40.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,4.9,20.9,42.39,11.5,100.37,79.5,0,17.7,0,107.92,26.43,0,32.36,1.96,4.26,8.33,43.52,0,0,0,127.23,43.95,6.73,0,0,18.1,40.69,0,0,411.88,0,0,5.48,0,0,162.89,50.23,66.18,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

92,22:45-23:00,420.35,19.45,36.99,40.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,4.9,20.9,42.39,11.5,100.37,79.5,0,17.7,0,107.92,26.43,0,32.36,1.96,4.26,8.33,43.52,0,0,0,127.23,43.95,6.73,0,0,18.1,40.69,0,0,411.88,0,0,5.48,0,0,162.89,50.23,66.18,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

93,23:00-23:15,352.78,19.45,36.99,40.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.66,0,0,4.9,20.9,42.39,11.5,100.37,79.5,0,17.7,0,107.92,26.43,0,32.36,1.94,2.13,8.33,43.52,0,0,0,127.23,43.95,6.73,0,0,18.1,40.69,0,0,411.88,0,0,5.48,0,0,162.89,50.23,66.18,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

94,23:15-23:30,285.21,19.45,36.99,40.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.73,0,0,4.9,20.9,42.39,11.5,100.37,79.5,0,17.7,0,107.92,26.43,0,32.36,1.94,2.13,8.33,43.52,0,0,0,127.23,43.95,6.73,0,0,18.1,40.69,0,0,411.88,0,0,5.48,0,0,162.89,50.23,66.18,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

95,23:30-23:45,217.64,19.45,36.99,40.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,0,4.9,20.9,42.39,10.51,100.37,79.5,0,17.7,0,107.92,26.43,0,32.36,1.94,2.13,8.33,43.52,0,0,0,127.23,43.95,6.73,0,0,18.1,40.69,0,0,411.88,0,0,5.48,0,0,162.89,50.23,66.18,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

96,23:45-24:00,159.72,19.45,36.99,40.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,0,0,4.9,20.9,42.39,10.51,100.37,79.5,0,17.7,0,107.92,26.43,0,32.36,1.94,2.13,8.33,43.52,0,0,0,127.23,43.95,6.73,0,0,17.53,40.69,0,0,411.88,0,0,5.48,0,0,162.89,50.23,66.18,45.65,126.3,0,37.69,120.92,63.32,0,24.8,0,0,169.7,0,23.27,0,0,0,0,0

