Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01032024/22032024/HP-56,NR/01102023/31052040/LT-31,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31032024/ ChanjuII,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01032024/22032024/HP-59,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/16032024/22032024/HP-63,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01032024/31032024/NVVN/OA/16997,NR/01102023/19072037/LT-05,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/30042040/GNA_LT_35,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,SR/01032024/31032024/SJVN010324NR1590,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01032024/31032024/SJVN010324NR1588,NR/01102023/08032047/L_NR_2021_14
63,15:30-15:45,83.840000,0.000000,12.470000,96.550000,73,46.46,57.610000,1.850000,32.05,32.05,0,17.16,43.1,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,8.41,158,0.000000,2.610000,25.100000,48.280000,57.910000,17.17,96.055376,43.1,51.51,12.470000,48.28,14.48,67,0,37.8,37,32.05,0.000000,12.790000,25.710000,2.560000,0,0,232.29,0,75.14

64,15:45-16:00,83.840000,0.000000,11.310000,96.550000,67,43.36,57.610000,1.850000,32.05,32.05,0,17.41,43.8,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,9.01,147,0.000000,2.610000,25.100000,48.280000,57.910000,17.42,87.47796,43.8,52.25,11.310000,48.28,14.48,63,0,34.7,33,32.05,0.000000,11.590000,25.710000,2.560000,0,0,216.83,0,69.69

65,16:00-16:15,107.980000,0.000000,10.230000,96.550000,61,40.06,76.550000,1.850000,32.05,32.05,0,17.63,51.67,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,9.61,130,0.000000,2.380000,25.100000,48.280000,57.910000,17.63,78.238496,51.67,52.89,10.230000,48.28,14.48,55,0,31.9,31,32.05,0.000000,10.490000,25.710000,2.640000,0,0,200.3,0,63.65

66,16:15-16:30,130.630000,0.000000,9.310000,96.550000,53,36.62,76.550000,1.850000,32.05,32.05,0,17.6,51,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,9.81,116,0.000000,2.380000,26.070000,48.280000,57.910000,17.6,68.434344,51,52.81,9.310000,48.28,14.48,49,0,28.5,27,32.05,0.000000,9.540000,25.710000,2.640000,0,0,183.11,0,57.47

67,16:30-16:45,130.630000,0.000000,7.760000,96.550000,47,29.5,76.550000,1.850000,32.05,32.05,0,21.66,55.22,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,10.01,102,0.000000,2.380000,26.070000,48.280000,57.910000,21.67,58.727552,55.22,65,7.760000,48.28,14.48,43,0,24.8,23,32.05,0.000000,7.960000,25.710000,2.640000,0,0,147.48,0,50.79

68,16:45-17:00,130.630000,0.000000,6.550000,96.550000,40,25.31,76.550000,1.850000,32.05,32.05,0,21.34,54.88,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,9.41,84,0.000000,2.380000,26.070000,48.280000,57.910000,21.33,47.433792,54.88,64,6.550000,48.28,14.48,36,0,21,20,32.05,0.000000,6.720000,25.710000,2.640000,0,0,126.57,0,43.69

69,17:00-17:15,130.630000,0.000000,5.150000,96.550000,30,20.98,76.550000,1.850000,33,23.38,0,25.16,54,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,13.13,67,0.000000,2.380000,26.070000,48.280000,57.910000,25.17,35.643496,54,75.5,5.150000,48.28,0,28,0,17.5,15,26.01,0.000000,5.270000,25.710000,2.640000,0,0,104.88,0,36.47

70,17:15-17:30,130.630000,0.000000,3.790000,96.550000,21,17.73,76.550000,1.850000,22,15.49,0,25,53.33,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,13.04,49,0.000000,2.380000,27.030000,48.280000,57.910000,25,24.671024,53.33,75,3.790000,48.28,0,21,0,12.5,11,16.83,0.000000,3.890000,25.710000,2.640000,0,0,88.63,0,29.19

71,17:30-17:45,130.630000,0.000000,2.730000,96.550000,13,12.25,76.550000,1.850000,7,8.54,0,24.66,55.33,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,12.94,35,0.000000,2.380000,28.000000,48.280000,57.910000,24.67,15.158952,55.33,74,2.730000,48.28,0,15,0,9,7,9.41,0.000000,2.800000,25.710000,2.640000,0,0,61.23,0,21.7

72,17:45-18:00,130.630000,0.000000,1.780000,96.550000,7,7.45,76.550000,1.850000,1,3.42,0,24.34,54.33,25.710000,54.070000,0.000000,48.28,0.000000,134.010000,12.7,18,0.000000,2.380000,28.000000,48.280000,57.910000,24.33,8.168504,54.33,73,1.780000,48.28,0,7,0,6,3,3.84,0.000000,1.810000,25.710000,2.640000,0,0,37.26,0,14.8

73,18:00-18:15,130.630000,0.000000,0.990000,96.550000,3,5.46,76.550000,1.820000,0,0,0,25,53.67,25.710000,83.030000,0.000000,96.55,0.000000,134.010000,12.41,7,0.000000,2.380000,28.000000,48.280000,57.910000,25,4.059912,53.67,75,0.990000,48.28,0,3,0,4,1,0,0.000000,1.020000,25.710000,2.720000,0,0,27.31,0,8.96

74,18:15-18:30,130.630000,0.000000,0.440000,96.550000,0,3.07,76.550000,1.820000,0,0,0,24.66,51,25.710000,89.320000,0.000000,96.55,0.000000,134.010000,12.36,1,0.000000,2.380000,28.000000,48.280000,57.910000,24.67,1.55776,51,74,0.440000,48.28,0,1,0,3,0,0,0.000000,0.460000,25.710000,2.720000,0,0,15.36,0,4.48

75,18:30-18:45,130.630000,0.000000,0.050000,96.550000,0,1.36,87.090000,1.820000,0,0,0,24.16,49,13.410000,89.320000,0.000000,96.55,0.000000,134.010000,13.6,1,0.000000,2.380000,28.960000,48.280000,57.910000,24.17,0,49,72.5,0.050000,48.28,0,0,0,2,0,0,0.000000,0.050000,13.410000,2.720000,0,0,6.83,0,1.36

76,18:45-19:00,130.630000,0.000000,0.000000,96.550000,0,0.21,87.090000,1.820000,0,0,0,23.66,47.67,13.410000,89.320000,0.000000,96.55,0.000000,134.010000,13,0,0.000000,2.380000,28.960000,48.280000,57.910000,23.67,0,47.67,71,0.000000,48.28,0,0,0,1,0,0,0.000000,0.000000,13.410000,2.720000,0,0,1.06,0,0.67

77,19:00-19:15,130.630000,0.000000,0.000000,96.550000,0,0,87.090000,1.770000,0,0,0,23.34,54,13.410000,86.900000,0.000000,96.55,0.000000,134.010000,18,0,0.000000,2.310000,28.000000,48.280000,57.910000,23.33,0,54,70,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,13.410000,2.720000,0,0,0,0,0

78,19:15-19:30,130.630000,0.000000,0.000000,96.550000,0,0,87.090000,1.770000,0,0,0,23,52.67,13.410000,86.900000,0.000000,96.55,0.000000,134.010000,17.6,0,0.000000,2.310000,28.000000,48.280000,57.910000,23,0,52.67,69,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,13.410000,2.720000,0,0,0,0,0

79,19:30-19:45,130.630000,0.000000,0.000000,96.550000,0,0,87.090000,1.770000,0,0,8.34,26,56.67,13.410000,86.900000,0.000000,96.55,0.000000,134.010000,16.2,0,0.000000,2.310000,28.000000,48.280000,57.910000,26,0,56.67,78,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,13.410000,2.720000,0,0,0,0,0

80,19:45-20:00,130.630000,0.000000,0.000000,96.550000,0,0,77.520000,1.770000,0,0,8.66,25.84,56,13.410000,69.520000,0.000000,96.55,0.000000,134.010000,15.6,0,0.000000,2.310000,28.000000,48.280000,57.910000,25.83,0,56,77.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,13.410000,2.720000,0,0,0,0,0

81,20:00-20:15,130.630000,0.000000,0.000000,193.100000,0,0,77.520000,1.720000,0,0,9.34,25.34,55.67,13.410000,69.520000,0.000000,96.55,0.000000,134.010000,20,0,0.000000,2.310000,28.000000,48.280000,57.910000,25.33,0,55.67,76,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,13.410000,2.720000,0,0,0,0,0

82,20:15-20:30,130.630000,0.000000,0.000000,193.100000,0,0,77.520000,1.720000,0,0,10.66,25,55,20.470000,69.520000,0.000000,96.55,0.000000,134.010000,19.6,0,0.000000,2.310000,28.000000,48.280000,57.910000,25,0,55,75,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,20.470000,2.720000,0,0,0,0,0

83,20:30-20:45,130.630000,0.000000,0.000000,193.100000,0,0,77.520000,1.720000,0,0,11.34,24.66,54,20.950000,69.520000,0.000000,96.55,0.000000,134.010000,17,0,0.000000,2.610000,28.000000,48.280000,57.910000,24.67,0,54,74,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,20.950000,2.720000,0,0,0,0,0

84,20:45-21:00,130.630000,0.000000,0.000000,193.100000,0,0,77.520000,1.720000,0,0,11.66,24.16,53,25.530000,69.520000,0.000000,96.55,0.000000,134.010000,16.8,0,0.000000,2.610000,28.000000,48.280000,57.910000,24.17,0,53,72.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.720000,0,0,0,0,0

85,21:00-21:15,130.630000,0.000000,0.000000,193.100000,0,0,77.520000,1.670000,0,0,11,23.66,52,25.530000,69.520000,0.000000,96.55,0.000000,134.010000,24.01,0,0.000000,2.610000,28.000000,48.280000,57.910000,23.67,0,52,71,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.720000,0,0,0,0,0

86,21:15-21:30,130.630000,0.000000,0.000000,193.100000,0,0,77.520000,1.670000,0,0,11,23.34,51,25.530000,69.520000,0.000000,96.55,0.000000,134.010000,23.81,0,0.000000,2.610000,28.000000,48.280000,57.910000,23.33,0,51,70,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.720000,0,0,0,0,0

87,21:30-21:45,130.630000,0.000000,0.000000,193.100000,0,0,77.520000,1.670000,0,0,11,23,50,25.530000,57.930000,0.000000,96.55,0.000000,134.010000,23.01,0,0.000000,2.610000,28.000000,48.280000,57.910000,23,0,50,69,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.720000,0,0,0,0,0

88,21:45-22:00,130.630000,0.000000,0.000000,193.100000,0,0,77.520000,1.670000,0,0,11,22.5,49.33,25.530000,57.930000,0.000000,96.55,0.000000,134.010000,22.61,0,0.000000,2.610000,28.000000,48.280000,57.910000,22.5,0,49.33,67.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.720000,0,0,0,0,0

89,22:00-22:15,130.630000,76.750000,0.000000,193.100000,0,0,77.520000,1.620000,0,0,11,22,49,25.530000,57.930000,0.000000,96.55,32.860000,134.010000,21.01,0,78.790000,2.530000,27.030000,48.280000,57.910000,22,0,49,66,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.560000,0,0,0,0,0

90,22:15-22:30,130.630000,76.750000,0.000000,193.100000,0,0,77.520000,1.620000,0,0,11,21.66,48.33,25.530000,57.930000,0.000000,96.55,32.860000,134.010000,18.6,0,78.790000,2.530000,27.030000,48.280000,57.910000,21.67,0,48.33,65,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.560000,0,0,0,0,0

91,22:30-22:45,130.630000,76.750000,0.000000,193.100000,0,0,77.520000,1.620000,0,0,11,19.16,47.67,25.530000,57.930000,0.000000,96.55,32.860000,134.010000,14,0,78.790000,2.530000,27.030000,48.280000,57.910000,19.17,0,47.67,57.5,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.560000,0,0,0,0,0

92,22:45-23:00,130.630000,76.750000,0.000000,193.100000,0,0,77.520000,1.620000,0,0,11,18.34,46.67,25.530000,57.930000,0.000000,96.55,32.860000,134.010000,13,0,78.790000,2.530000,27.030000,48.280000,57.910000,18.33,0,46.67,55,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.560000,0,0,0,0,0

93,23:00-23:15,130.630000,76.750000,0.000000,193.100000,0,0,77.520000,1.620000,0,0,11,18.34,46,25.530000,57.930000,0.000000,96.55,32.860000,134.010000,11.01,0,78.790000,2.460000,26.070000,48.280000,57.910000,18.33,0,46,55,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.560000,0,0,0,0,0

94,23:15-23:30,130.630000,76.750000,0.000000,193.100000,0,0,77.520000,1.620000,0,0,11,18.34,45.67,25.530000,57.930000,0.000000,96.55,32.860000,134.010000,10.61,0,78.790000,2.460000,26.070000,48.280000,57.910000,18.33,0,45.67,55,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.560000,0,0,0,0,0

95,23:30-23:45,130.630000,76.750000,0.000000,193.100000,0,0,77.520000,1.620000,0,0,11,18.34,45.33,25.530000,57.930000,0.000000,96.55,32.860000,134.010000,10.01,0,78.790000,2.460000,26.070000,48.280000,57.910000,18.33,0,45.33,55,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.530000,2.560000,0,0,0,0,0

96,23:45-24:00,130.630000,76.750000,0.000000,193.100000,0,0,77.520000,1.620000,0,0,11,18.34,45,25.370000,57.930000,0.000000,96.55,32.860000,134.010000,10.01,0,78.790000,2.460000,26.070000,48.280000,57.910000,18.33,0,45,55,0.000000,48.28,0,0,0,0,0,0,0.000000,0.000000,25.370000,2.560000,0,0,0,0,0

