Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/23032024/30032024/HP-60,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/23032024/30032024/HP-57,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/31052040/LT-31,NR/01012024/31032024/ ChanjuII,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/23032024/30032024/HP-64,NR/01102023/30042040/GNA_LT_36,L_NR_2019_19,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,SR/01032024/31032024/SJVN010324NR1590,NR/01032024/31032024/SJVN010324NR1589,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01032024/31032024/SJVN010324NR1588
38,09:15-09:30,261.670000,27.080000,10.870000,1.860000,58.000000,30.940000,87.220000,0.000000,30.940000,0.000000,2.730000,100.200000,0.000000,48.350000,10.870000,7.660000,2.470000,132.670000,0.000000,11.140000,90.527064,48.35,32.9,32,32,25.67,17.41,0,140,42.5,164.08,32.81,14.17,14.16,48.35,61.16,60,25.67,32,0,6.61,5.21,0,96.700000,65,32,0

39,09:30-09:45,261.670000,26.110000,11.900000,1.860000,58.000000,30.940000,87.220000,0.000000,30.940000,0.000000,2.730000,100.200000,0.000000,48.350000,11.900000,7.660000,2.470000,132.670000,0.000000,12.200000,97.913652,48.35,35,32,36,25,17.41,0,147,41.5,177.49,35.5,13.83,13.84,48.35,67.52,63,25,32,0,6.61,5.21,0,96.700000,71,32,0

40,09:45-10:00,261.670000,26.110000,12.940000,1.860000,58.000000,30.940000,87.220000,0.000000,30.940000,0.000000,2.730000,100.200000,0.000000,48.350000,12.940000,7.660000,2.470000,132.670000,0.000000,13.260000,104.609268,48.35,38,32.34,38,25,17.41,0,158,40.5,193.61,38.72,13.5,13.5,48.35,73.53,67,25,32.33,0,6.61,5.21,0,96.700000,77,32.33,0

41,10:00-10:15,261.670000,26.110000,13.780000,1.860000,58.000000,30.940000,87.220000,0.000000,24.490000,0.000000,2.640000,100.200000,0.000000,48.350000,13.780000,7.570000,2.470000,132.670000,0.000000,14.120000,110.594448,48.35,40.6,32.34,41,21.67,0,0,168,39.5,215.67,43.13,13.17,13.16,48.35,79,72,21.67,32.33,0,6.01,5.21,0,96.700000,82,32.33,0

42,10:15-10:30,261.670000,26.110000,14.500000,1.860000,58.000000,30.940000,87.220000,0.000000,24.490000,0.000000,2.640000,100.200000,0.000000,48.350000,14.500000,7.570000,2.470000,132.670000,0.000000,14.860000,115.917852,48.35,42.7,32.34,43,21.67,0,0,175,38,227.86,45.57,12.67,12.66,48.35,83.78,75,21.67,32.33,0,6.01,5.21,0,96.700000,87,32.33,0

43,10:30-10:45,261.670000,26.110000,15.000000,1.860000,58.000000,30.940000,87.220000,0.000000,24.490000,0.000000,2.640000,100.200000,0.000000,48.350000,15.000000,7.570000,2.530000,132.670000,0.000000,15.380000,126.41868,48.35,44.3,32.34,45,21.67,0,0,182,30,235.83,47.17,10,10,48.35,87.98,78,21.67,32.33,0,6.01,5.21,0,96.700000,89,32.33,0

44,10:45-11:00,261.670000,26.110000,15.530000,1.860000,58.000000,30.940000,87.220000,0.000000,24.490000,0.000000,2.640000,100.200000,0.000000,48.350000,15.530000,7.570000,2.530000,132.670000,0.000000,15.910000,130.01952,48.35,46,32.34,45,21.67,0,0,186,30,235.83,47.17,10,10,48.35,91.39,79,21.67,32.33,0,6.01,5.21,0,96.700000,91,32.33,0

45,11:00-11:15,261.670000,26.110000,15.900000,1.860000,58.000000,30.940000,87.220000,0.000000,24.490000,0.000000,2.640000,100.200000,0.000000,48.350000,15.900000,8.400000,2.530000,132.670000,0.000000,16.300000,133.639824,48.35,46.8,32.34,46,22,0,0,189,30,235.83,47.17,10,10,48.35,92.31,81,22,32.33,0,6.01,5.21,0,96.700000,92,32.33,0

46,11:15-11:30,261.670000,26.110000,16.090000,1.860000,58.000000,30.940000,87.220000,0.000000,24.490000,0.000000,2.640000,100.200000,0.000000,48.350000,16.090000,8.400000,2.530000,132.670000,0.000000,16.490000,135.741936,48.35,47,32.34,46,22.67,0,0,193,30,235.83,47.17,10,10,48.35,92.92,82,22.67,32.33,0,6.01,5.21,0,96.700000,92,32.33,0

47,11:30-11:45,261.670000,26.110000,15.280000,2.140000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,100.200000,0.000000,48.350000,15.280000,8.400000,2.530000,132.670000,0.000000,15.660000,137.328252,48.35,47.1,32.34,46,23.33,0,0,193,30,235.83,47.17,10,10,48.35,92.92,82,23.33,32.33,0,6.01,5.21,0,96.700000,92,32.33,0

48,11:45-12:00,261.670000,26.110000,15.280000,2.140000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,100.200000,0.000000,48.350000,15.280000,8.400000,2.530000,132.670000,0.000000,15.660000,138.622608,48.35,47.2,32.34,46,24.33,0,0,193,31,235.83,47.17,10.33,10.34,48.35,92.92,82,24.33,32.33,0,6.01,5.21,0,96.700000,92,32.33,0

49,12:00-12:15,261.670000,25.140000,15.280000,2.140000,58.000000,24.490000,76.670000,0.000000,25.570000,0.000000,2.880000,67.690000,0.000000,48.350000,15.280000,8.400000,2.530000,132.670000,0.000000,15.660000,139.60554,48.35,47.2,32.34,46,34.33,0,29.01,193,31.5,227.5,45.5,10.5,10.5,48.35,92.92,82,34.33,32.33,0,6.01,5.73,0,96.700000,92,32.33,24.18

50,12:15-12:30,261.670000,25.140000,15.280000,2.140000,58.000000,24.490000,76.670000,0.000000,25.570000,0.000000,2.880000,72.520000,0.000000,48.350000,15.280000,8.400000,2.530000,132.670000,0.000000,15.660000,139.683396,48.35,47.2,32.34,46,35,0,29.01,193,32.5,227.5,45.5,10.83,10.84,48.35,92.92,82,35,32.33,0,6.01,5.99,0,96.700000,92,32.33,24.18

51,12:30-12:45,261.670000,25.140000,15.280000,2.140000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,67.690000,0.000000,48.350000,15.280000,8.400000,2.530000,132.670000,0.000000,15.660000,139.031352,48.35,47.2,32.34,46,35.67,0,29.01,193,41,227.5,45.5,13.67,13.66,48.35,92.92,82,35.67,32.33,0,6.01,8.66,0,96.700000,92,32.33,24.18

52,12:45-13:00,261.670000,25.140000,15.280000,2.140000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,62.860000,0.000000,48.350000,15.280000,8.400000,2.530000,132.670000,0.000000,15.660000,138.058152,48.35,47.2,32.34,46,36.33,0,29.01,193,41.5,227.5,45.5,13.83,13.84,48.35,92.86,82,36.33,32.33,0,6.01,9,0,96.700000,92,32.33,24.18

53,13:00-13:15,261.670000,25.140000,17.130000,2.140000,53.740000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,58.020000,0.000000,48.350000,17.130000,8.310000,2.610000,132.670000,0.000000,17.560000,136.997364,48.35,45.7,32.34,46,37,0,29.01,193,42.5,227.5,45.5,14.17,14.16,48.35,93.08,82,37,32.33,0,6.01,9.34,0,96.700000,92,32.33,24.18

54,13:15-13:30,261.670000,26.110000,17.130000,2.140000,49.470000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,58.020000,0.000000,48.350000,17.130000,8.310000,2.610000,132.670000,0.000000,17.560000,135.138552,48.35,45.7,32.34,46,37.67,0,29.01,193,43.5,227.5,45.5,14.5,14.5,48.35,92.71,82,37.67,32.33,0,6.01,9.66,0,96.700000,92,32.33,24.18

55,13:30-13:45,261.670000,26.110000,17.130000,2.140000,33.170000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,53.180000,0.000000,48.350000,17.130000,8.310000,2.610000,132.670000,0.000000,17.560000,129.912468,48.35,45.5,32.34,46,38.33,0,29.01,193,51,227.5,45.5,17,17,48.35,92.72,82,38.33,32.33,0,6.41,10,0,96.700000,92,32.33,24.18

56,13:45-14:00,261.670000,26.110000,17.130000,2.140000,37.430000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,58.020000,0.000000,48.350000,17.130000,8.310000,2.610000,132.670000,0.000000,17.560000,126.438144,48.35,45.5,32.34,46,39.67,0,0,193,52,227.5,45.5,17.33,17.34,48.35,92.52,82,39.67,32.33,0,6.41,10.34,0,96.700000,92,32.33,0

57,14:00-14:15,261.670000,26.110000,17.130000,2.140000,41.700000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,62.860000,0.000000,48.350000,17.130000,8.310000,2.690000,132.670000,0.000000,17.560000,122.496684,48.35,44.2,32.34,46,46,0,0,193,53,227.5,45.5,17.67,17.66,48.35,92.22,82,46,32.33,0,6.61,10.66,0,96.700000,92,32.33,0

58,14:15-14:30,261.670000,26.110000,16.730000,2.140000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,62.860000,0.000000,48.350000,16.730000,8.310000,2.690000,132.670000,0.000000,17.150000,117.543096,48.35,43.9,32.34,45,46,0,0,193,54,227.5,45.5,18,18,48.35,91.75,82,46,32.33,0,6.61,11,0,96.700000,90,32.33,0

59,14:30-14:45,261.670000,26.110000,15.940000,2.140000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,67.690000,0.000000,48.350000,15.940000,8.310000,2.690000,132.670000,0.000000,16.340000,111.791484,48.35,43.3,32.34,44,52.67,0,0,193,63.5,227.5,45.5,21.17,21.16,48.35,86.79,82,52.67,32.33,0,6.61,11.34,0,96.700000,89,32.33,0

60,14:45-15:00,261.670000,26.110000,14.910000,2.140000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.880000,62.860000,0.000000,48.350000,14.910000,8.310000,2.690000,132.670000,0.000000,15.280000,105.407292,48.35,41.7,32.34,42,52,0,0,182,63.5,227.5,45.5,21.17,21.16,48.35,84.07,78,52,32.33,0,6.61,11.34,0,96.700000,84,32.33,0

61,15:00-15:15,261.670000,26.110000,14.240000,2.230000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.960000,58.020000,0.000000,48.350000,14.240000,8.220000,2.690000,132.670000,0.000000,14.600000,98.701944,48.35,39.1,32.34,39,51.33,0,0,161,63,227.5,45.5,21,21,48.35,80.46,69,51.33,32.33,0,6.61,11.66,0,96.700000,77,32.33,0

62,15:15-15:30,261.670000,27.080000,13.400000,2.230000,58.000000,25.570000,76.670000,0.000000,25.570000,0.000000,2.960000,54.150000,0.000000,48.350000,13.400000,8.220000,2.690000,132.670000,0.000000,13.730000,88.483344,48.35,37,32.34,36,50.67,0,29.01,151,62.5,216.82,43.36,20.83,20.84,48.35,76.23,64,50.67,32.33,0,6.61,12,0,96.700000,72,32.33,24.18

