Block,Time Block,KHSTPP-I,KHSTPP-II,JHAJJAR,KGSU1AND2,KGSU3AND4,NLCIIST2,BRBCL,RAPPC,RIHAND2,RSTPSU7,RIHAND3,SINGRAULI_HYDRO,RSTPSU1TO6,SEWA2,SIMHST1,SINGRAULI,SASAN,SIMHST2,SALAL,RIHAND1,RAMPUR,RAPPB,NLCIIST1,MAPS,NJPC,NLCEXP,NAPP,KUDGI,KISHANGANGA,KOTESHWR,KOLDAM,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,KKNP,KKNPPU2,AURY_GF,AURY_LF,AURY_RF,ANTA_LF,ANTA_GF,ANTA_RF,AURY_CRF,ANTA_CRF,URI,URI2,VALLURNTECL,DHAULIGNGA,DULHASTI,DADRT2,FSTPP I & II,CHAMERA1,BSIUL,CHAMERA2,CHAMERA3,TALA,TEHRI,TANDA2,TelanganaSTPP,TANAKPUR,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,TALST2,UNCHAHAR4,NTPL,PARBATI3,NNTPP,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,43.58,143.87,411.87,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,6.52,0,8.84,31.97,184.15,13.87,0,0,1.81,0,9.45,0,0,0,11.19,17.79,36.5,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,43.58,143.87,411.87,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,6.52,0,8.84,31.97,184.15,13.87,0,0,1.81,0,9.45,0,0,0,11.19,17.79,36.5,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,6.52,0,8.84,31.97,184.15,13.87,0,0,1.81,0,9.84,0,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,6.52,0,8.84,31.97,184.15,13.87,0,0,1.81,0,9.84,0,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,6.52,0,8.84,31.97,184.15,13.87,0,0,1.81,0,9.84,0,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,6.52,0,8.84,31.97,217.62,13.87,0,0,1.81,0,9.84,0,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,7.18,0,8.84,31.97,220.13,13.87,0,0,1.81,0,10.28,0,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,134.6,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,7.18,0,8.84,31.97,220.13,13.87,0,0,1.81,0,10.09,0,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,128.78,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,7.18,0,8.84,31.97,220.13,13.87,0,0,1.81,0,9.48,14.48,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,128.78,398.34,0,25.36,44.62,0,0,0,0,40.42,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,7.18,0,8.84,31.97,220.13,13.87,0,0,1.81,0,9.27,14.48,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,7.18,0,8.84,31.97,220.13,13.87,0,1.07,1.81,0,4.6,28.98,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,128.78,398.34,0,25.36,44.62,0,0,0,0,90.76,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,7.18,0,17.68,31.97,220.13,13.87,13.63,6.33,5.17,9.39,4.29,45.29,0,0,11.19,19.95,41.13,0,0,0,0,3.08,0,0,0,0,0,0,0

73,18:00-18:15,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,2.59,0,128.78,398.34,0,39.46,44.62,0,0,0,0,113.45,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,7.18,0,26.66,47.95,220.13,13.87,27.26,6.33,11.64,18.78,3.99,45.29,0,0,11.19,19.95,41.13,0,0,0,0,6.17,0,0,0,0,0,0,0

74,18:15-18:30,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,6.98,0,128.78,398.34,0,77.01,44.62,0,0,0,0,136.14,0,39.89,0,0,19.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,7.18,0,36.52,47.95,220.13,13.87,40.89,18.98,39.57,29.65,4.02,60.38,0,0,12.67,19.95,41.13,0,0,0,0,32.11,0,0,0,0,0,0,0

75,18:30-18:45,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,11.64,0,128.78,398.34,0,77.01,44.62,0,0,0,0,136.14,0,39.89,0,0,19.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,7.18,0,36.52,47.95,220.13,13.22,40.89,18.98,39.57,29.65,3.81,60.38,0,0,12.67,19.95,41.13,0,0,0,0,32.11,0,0,0,0,0,0,0

76,18:45-19:00,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,11.64,0,128.78,398.34,0,77.01,44.62,0,0,0,0,136.14,0,39.89,0,0,19.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,7.18,0,36.52,47.95,220.13,13.22,40.89,18.98,39.57,29.65,3.65,60.38,0,0,12.67,19.95,41.13,0,0,0,0,32.11,0,0,0,0,0,0,0

77,19:00-19:15,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,11.64,0,128.78,398.34,0,77.01,44.62,0,0,0,0,136.14,0,39.89,0,0,19.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.12,7.18,0,36.52,47.95,249.08,13.22,40.89,18.98,39.57,29.65,1.66,60.38,0,0,12.67,19.95,41.13,0,0,0,0,32.11,0,0,0,0,0,0,0

78,19:15-19:30,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,15.34,0,128.78,398.34,0,27.06,44.62,0,0,0,0,136.14,0,39.89,0,0,19.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.12,7.18,0,36.52,47.95,278.19,13.22,40.89,18.98,39.57,29.65,1.8,60.38,0,0,12.55,19.95,41.13,0,0,0,0,32.11,0,0,0,0,0,0,0

79,19:30-19:45,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,15.34,0,128.78,398.34,0,25.36,44.62,0,0,0,0,136.14,0,39.89,0,0,19.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,7.18,0,36.52,47.95,307.29,13.22,40.89,18.98,39.57,29.65,1.94,60.38,0,0,12.55,19.95,41.13,0,0,0,0,32.11,0,0,0,0,0,0,0

80,19:45-20:00,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,15.34,0,128.78,398.34,0,25.36,44.62,0,0,0,0,136.14,0,39.89,0,0,19.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,7.18,0,36.52,47.95,331.36,13.22,40.89,18.98,39.57,29.65,2.39,60.38,0,0,12.55,19.95,41.13,0,0,0,0,6.17,0,0,0,0,0,0,0

81,20:00-20:15,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,11.64,0,128.78,398.34,0,25.36,44.62,0,0,0,0,136.14,0,39.89,0,0,19.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,7.18,0,36.52,47.95,331.36,13.22,40.89,18.98,39.57,29.65,2.53,60.38,0,0,12.55,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,7.76,0,128.78,398.34,0,25.36,44.62,0,0,0,0,113.45,0,39.89,0,0,9.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,7.18,0,26.66,31.97,331.36,13.22,40.89,6.33,24.57,18.78,2.81,60.38,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,7.76,0,128.78,398.34,0,25.36,44.62,0,0,0,0,90.76,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,7.18,0,17.68,31.97,331.36,13.22,40.89,6.33,9.05,9.39,3.15,60.38,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,7.76,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,7.18,0,17.68,31.97,331.36,13.22,40.89,6.33,9.05,9.39,3.15,60.38,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,7.76,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,10.44,0,17.68,31.97,331.36,13.87,40.89,6.33,9.05,9.39,3.42,60.38,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,7.76,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.56,10.44,0,17.68,31.97,331.36,13.87,40.89,6.33,9.05,9.39,3.48,60.38,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,7.76,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.56,11.75,0,17.68,31.97,331.36,13.87,27.26,0,9.05,9.39,3.59,60.38,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,7.76,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,11.75,0,17.68,31.97,331.36,13.87,27.26,0,9.05,9.39,3.71,60.38,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,7.76,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,11.75,0,17.68,31.97,331.36,13.87,26.98,0,9.05,9.39,4,59.16,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,7.76,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,11.75,0,17.68,31.97,331.36,13.87,26.98,0,9.05,9.39,4.13,45.29,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,7.76,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,11.75,0,17.68,31.97,331.36,13.87,26.98,0,9.05,9.39,4.13,45.29,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,7.76,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,11.75,0,17.68,31.97,331.36,13.87,26.98,0,9.05,9.39,4.28,45.29,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,11.75,0,17.68,31.97,331.36,13.87,11.5,0,9.05,9.39,4.42,45.29,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,128.78,398.34,0,25.36,44.62,0,0,0,0,68.07,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,11.75,0,17.68,31.97,331.36,13.87,11.5,0,9.05,9.39,4.42,45.29,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,128.78,398.34,0,25.36,44.62,0,0,0,0,45.38,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.56,11.75,0,17.68,31.97,331.36,13.87,11.5,0,12.28,9.39,7.98,45.29,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,43.58,143.87,440.73,0,0,0,14.55,50.1,115.21,0,120.6,0,0,0,0,128.78,398.34,0,25.36,44.62,0,0,0,0,45.38,0,39.89,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.56,11.75,0,17.68,31.97,331.36,13.87,11.5,0,12.28,9.39,7.98,45.29,0,0,11.19,19.95,41.13,0,0,0,0,0,0,0,0,0,0,0,0

