Block,Time,KGSU1AND2,KKNPPU2,KOLDAM,PARBATI3,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,DADRI_RF,CHAMERA1,CHAMERA2,DULHASTI,FSTPP I & II,KOTESHWR,NAPP,NLCEXP,NLCIIST2,ANTA_GF,DHAULIGNGA,JHAJJAR,KGSU3AND4,KKNP,KUDGI,NNTPP,RIHAND2,SASAN,SIMHST1,ANTA_LF,DADRT2,RSTPSU1TO6,SINGRAULI,TALA,TANAKPUR,TANDA2,UNCHAHAR3,UNCHAHAR4,VALLURNTECL,BSIUL,KHSTPP-II,NLCTS2EXP,RAPPB,RSTPSU7,SIMHST2,TelanganaSTPP,AURY_GF,MAPS,NTPL,RAPPC,RIHAND3,SALAL,SINGRAULI_HYDRO,UNCHAHAR1,URI,URI2,DADRI_CRF,BRBCL,CHAMERA3,KHSTPP-I,KISHANGANGA,RAMPUR,SEWA2,TALST2,TEHRI,UNCHAHAR2,DADRI_LF,NJPC,NLCIIST1,RIHAND1,AURY_CRF,AURY_RF
63,15:30-15:45,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,25.57,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

64,15:45-16:00,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,25.57,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,23.39,0,92,0,70.16

65,16:00-16:15,0,0,0,0,0,40.11,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,20.91,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,14.93,42.4,21.92,23.39,0,92,0,70.16

66,16:15-16:30,0,0,0,0,0,40.11,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,20.91,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,31.13,42.4,21.92,23.39,0,92,0,70.16

67,16:30-16:45,0,0,0,0,0,40.11,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,20.91,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,46.69,42.4,21.92,23.39,0,92,0,70.16

68,16:45-17:00,0,0,0,0,0,40.11,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,20.91,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,46.69,42.4,21.92,41.67,0,92,0,70.16

69,17:00-17:15,0,0,0,0,0,40.11,0,0,65.76,11.85,2.4,49.43,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,1.1,148.3,0,0,0,0,0,0,0,0,52.03,124.32,20.91,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,62.24,42.4,21.92,70.17,0,92,0,70.16

70,17:15-17:30,0,0,0,0,0,40.11,0,0,65.76,27.17,4,49.43,18.21,8.87,41.44,0,0,0,18.23,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,6.52,148.3,0,0,0,0,0,0,0,0,52.03,124.32,20.91,0,20.56,1.66,4.57,0,20.01,9.68,31.57,0,0,0,0,62.24,42.4,21.92,93.56,0,92,0,70.16

71,17:30-17:45,0,0,0,0,0,40.11,0,0,65.76,42.15,8,49.43,18.21,8.87,41.44,0,0,0,27.48,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,6.52,148.3,0,0,0,0,0,0,0,0,52.03,124.32,20.91,0,20.56,1.66,4.57,0,20.01,19.36,31.57,0,0,5.27,0,62.24,42.4,21.92,115.54,0,92,0,70.16

72,17:45-18:00,0,0,0,0,0,40.11,0,0,65.76,42.15,39.51,49.43,18.21,9.86,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,20.91,0,20.56,1.66,4.57,0,20.01,29.06,31.57,0,0,10.54,0,62.24,42.4,21.92,140.34,0,92,0,70.16

73,18:00-18:15,0,0,0,0,0,40.63,0,0,65.76,42.15,39.51,49.43,18.21,9.86,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,20.91,0,20.56,1.66,4.57,0,20.01,29.06,31.57,0,0,10.54,0,62.24,42.4,21.92,140.34,0,92,0,70.16

74,18:15-18:30,0,0,0,0,0,40.63,0,0,65.76,42.15,39.51,49.43,18.21,9.86,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,11.91,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,20.91,0,20.56,1.66,4.57,0,20.01,29.06,31.57,0,0,10.54,0,62.24,42.4,21.92,140.34,0,92,0,70.16

75,18:30-18:45,0,0,0,0,0,40.63,0,0,65.76,42.15,39.51,49.43,18.21,9.86,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,11.91,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,26.73,0,20.56,1.66,4.57,0,20.01,29.06,31.57,0,0,10.54,0,62.24,42.4,21.92,140.34,0,92,0,70.16

76,18:45-19:00,0,0,0,2.55,0,40.95,0,0,65.76,42.15,39.51,49.43,18.21,9.86,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,79.38,0,20.56,2.76,4.57,0,20.01,29.06,31.57,0,0,10.54,0,62.24,42.4,21.92,140.34,0,92,0,70.16

77,19:00-19:15,0,0,0,6.36,0,41.16,0,0,65.76,42.15,39.51,49.43,18.21,9.86,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,79.38,0,20.56,39.19,18.83,0,20.01,29.06,31.57,0,0,10.54,0,62.24,42.4,21.92,140.34,0,92,0,70.16

78,19:15-19:30,0,0,0,33.1,0,41.16,0,0,65.76,42.15,39.51,49.43,18.21,9.86,41.44,0,0,0,37.65,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,19.56,148.3,0,0,0,0,0,0,0,0,52.03,124.32,79.38,0,20.56,39.19,18.83,0,20.01,29.06,31.57,0,0,10.54,0,62.24,42.4,21.92,140.34,0,92,0,70.16

79,19:30-19:45,0,0,0,33.1,0,41.16,0,0,65.76,42.15,26.34,49.43,18.21,8.87,41.44,0,0,0,27.48,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,6.52,148.3,0,0,0,0,0,0,0,0,52.03,124.32,26.73,0,20.56,2.76,18.83,0,20.01,19.36,31.57,0,0,5.27,0,62.24,42.4,21.92,116.95,0,92,0,70.16

80,19:45-20:00,0,0,0,33.1,0,41.16,0,0,65.76,27.17,12,49.43,18.21,8.87,41.44,0,0,0,18.23,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,1.1,148.3,0,0,0,0,0,0,0,0,52.03,124.32,12.78,0,20.56,1.66,18.83,0,20.01,9.68,31.57,0,0,0,0,62.24,42.4,21.92,93.56,0,92,0,70.16

81,20:00-20:15,0,0,0,33.1,0,41.16,0,0,65.76,11.85,12,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,18.83,0,20.01,9.68,31.57,0,0,0,0,62.24,42.4,21.92,93.56,0,92,0,70.16

82,20:15-20:30,0,0,0,33.1,0,41.16,0,0,65.76,0,12,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,18.83,0,20.01,9.68,31.57,0,0,0,0,46.69,42.4,21.92,93.56,0,92,0,70.16

83,20:30-20:45,0,0,0,33.1,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,4.57,0,20.01,9.68,31.57,0,0,0,0,46.69,42.4,21.92,93.56,0,92,0,70.16

84,20:45-21:00,0,0,0,5.09,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,4.57,0,20.01,9.68,31.57,0,0,0,0,46.69,42.4,21.92,70.17,0,92,0,70.16

85,21:00-21:15,0,0,0,2.55,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,4.57,0,20.01,9.68,31.57,0,0,0,0,46.69,42.4,21.92,70.17,0,92,0,70.16

86,21:15-21:30,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,7.68,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,2.76,4.57,0,20.01,9.68,31.57,0,0,0,0,36.04,42.4,21.92,70.17,0,92,0,70.16

87,21:30-21:45,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,39.19,4.57,0,20.01,9.68,31.57,0,0,0,0,30.24,42.4,21.92,46.78,0,92,0,70.16

88,21:45-22:00,0,0,0,0,0,41.16,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,39.19,4.57,0,20.01,9.68,31.57,0,0,0,0,29.87,42.4,21.92,42.8,0,92,0,70.16

89,22:00-22:15,0,0,0,0,0,41.68,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,2.76,4.57,0,20.01,9.68,31.57,0,0,0,0,29.87,42.4,21.92,23.67,0,92,0,70.16

90,22:15-22:30,0,0,0,0,0,41.68,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,4.57,0,20.01,9.68,31.57,0,0,0,0,14.93,42.4,21.92,23.39,0,92,0,70.16

91,22:30-22:45,0,0,0,0,0,41.68,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,20.83,0,92,0,70.16

92,22:45-23:00,0,0,0,0,0,41.68,0,0,65.76,0,2.4,32.96,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,0,0,92,0,70.16

93,23:00-23:15,0,0,0,0,0,42.74,0,0,65.76,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,0,0,92,0,70.16

94,23:15-23:30,0,0,0,0,0,42.74,0,0,65.76,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,6.4,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,0,0,92,0,70.16

95,23:30-23:45,0,0,0,0,0,42.74,0,0,65.76,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,5.13,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,0,0,92,0,70.16

96,23:45-24:00,0,0,0,0,0,42.74,0,0,65.76,0,2.4,16.48,18.21,8.87,41.44,0,0,0,9.11,654.31,0,0,0,0,118.76,418.77,0,0,341.57,0,139.68,0,5.13,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,52.03,124.32,2.33,0,20.56,1.66,4.57,0,20.01,0,31.57,0,0,0,0,0,42.4,21.92,0,0,92,0,70.16

