Block,Time,CHAMERA2,KHSTPP-I,KHSTPP-II,NTPL,RAMPUR,SINGRAULI_HYDRO,TALA,TelanganaSTPP,URI,ANTA_GF,KUDGI,NLCIIST2,TANDA2,BSIUL,JHAJJAR,KKNP,KOTESHWR,RAPPB,RIHAND3,SEWA2,SINGRAULI,TEHRI,AURY_GF,CHAMERA3,FSTPP I & II,NJPC,NLCIIST1,RIHAND2,TANAKPUR,UNCHAHAR4,URI2,ANTA_CRF,ANTA_LF,AURY_CRF,DADRT2,TALST2,UNCHAHAR3,ANTA_RF,AURY_RF,DADRI_RF,BRBCL,KGSU1AND2,KKNPPU2,MAPS,NLCEXP,SIMHST1,DHAULIGNGA,DULHASTI,KGSU3AND4,NAPP,NLCTS2EXP,NNTPP,PARBATI3,RAPPC,RSTPSU1TO6,SASAN,SIMHST2,UNCHAHAR2,VALLURNTECL,DADRI_GF,CHAMERA1,KISHANGANGA,KOLDAM,RIHAND1,RSTPSU7,SALAL,UNCHAHAR1,AURY_LF,DADRI_CRF,DADRI_LF
59,14:30-14:45,13.43,44.92,47.21,0,2.74,0,10.37,0,50.34,0,0,0,2.89,0,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,127.78,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,2.1,60.23,0,348.98,0,19.62,0,0,0,1.44,2.43,47.33,0,51.13,20.96,0,0,0

60,14:45-15:00,13.43,44.92,47.21,0,2.74,0,10.37,0,50.34,0,0,0,2.89,0,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,127.78,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,2.1,60.23,0,348.98,0,19.62,0,0,0,1.44,2.43,47.33,0,51.13,20.96,0,0,0

61,15:00-15:15,13.43,44.92,47.21,0,2.74,0,10.37,0,13.25,0,0,0,2.89,0,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,127.78,0,58.1,7.95,1.62,10.35,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,2.1,60.23,0,348.98,0,19.62,0,0,0,1.44,2.43,47.33,0,51.13,20.96,0,0,0

62,15:15-15:30,13.43,44.92,47.21,0,2.74,0,10.37,0,13.25,0,0,0,2.89,0,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,127.78,0,58.1,7.95,1.62,10.35,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,2.1,60.23,0,348.98,0,19.62,0,0,0,1.44,2.43,47.33,0,51.13,20.96,0,0,0

63,15:30-15:45,13.43,44.92,47.21,0,2.74,0,10.37,0,13.25,0,0,0,2.89,0,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,127.78,0,58.1,7.95,1.62,10.35,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,2.1,60.23,0,348.98,0,19.62,0,0,0,1.44,2.43,47.33,0,51.13,20.96,0,0,0

64,15:45-16:00,13.43,44.92,47.21,0,3.29,0,10.37,0,13.25,0,0,0,2.89,0,663.81,0,9.66,0,127.6,0,87.24,0,0,10.69,20.8,153.34,0,58.1,7.95,1.62,10.35,0,0,0,343.03,0,0,46.48,77.94,95.63,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,2.1,60.23,0,348.98,0,19.62,0,0,0,1.44,2.43,47.33,0,38.93,20.96,0,0,0

65,16:00-16:15,13.43,44.92,47.21,0,3.29,0,10.09,0,8.83,0,0,0,2.89,0,663.81,0,9.66,0,127.6,0,87.24,17.72,0,10.69,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,45.3,77.94,95.63,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,2.1,60.23,0,348.98,0,19.62,0,0,0,1.44,2.43,47.33,0,38.93,20.96,0,0,0

66,16:15-16:30,13.43,44.92,47.21,0,3.29,0,10.09,0,8.83,0,0,0,2.89,0,663.81,0,9.66,0,127.6,0,87.24,17.72,0,10.69,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,45.3,77.94,95.63,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,2.1,60.23,0,348.98,0,19.62,0,0,0,1.44,2.43,47.33,0,38.93,20.96,0,0,0

67,16:30-16:45,13.43,44.92,47.21,0,3.29,0,9.2,0,8.83,0,0,0,2.89,0,663.81,0,9.66,0,127.6,0,87.24,17.72,0,10.69,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,45.3,77.94,95.63,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,15.46,60.23,0,348.98,0,19.62,0,0,0,1.44,2.43,47.33,0,38.93,20.96,0,0,0

68,16:45-17:00,13.43,44.92,47.21,0,3.29,0,9.2,0,8.83,0,0,0,2.89,0,663.81,0,9.66,0,127.6,0,87.24,17.72,0,10.69,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,45.3,77.94,95.63,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,15.46,60.23,0,348.98,0,19.62,0,0,0,1.44,2.43,47.33,0,38.93,20.96,0,0,0

69,17:00-17:15,13.43,44.92,47.21,0,3.29,0,8.82,0,50.34,0,0,0,2.89,0,481.81,0,9.66,0,127.6,0,87.24,35.44,0,10.69,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,45.3,77.94,95.63,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,15.46,60.23,0,348.98,0,19.62,0,0,0,1.44,2.43,47.33,0,38.93,20.96,0,0,0

70,17:15-17:30,13.43,44.92,47.21,0,3.29,0,8.53,0,50.34,0,0,0,2.89,0,481.81,0,9.66,0,127.6,0,87.24,35.44,0,10.69,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,2.36,77.94,4.94,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,14.05,1.44,2.43,47.33,0,38.93,20.96,0,0,0

71,17:30-17:45,13.43,44.92,47.21,0,3.29,0,8.53,0,8.83,0,0,0,2.89,6.52,481.81,0,9.66,0,127.6,0,87.24,53.16,0,10.69,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,7.1,77.94,12.33,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,14.05,1.44,2.43,47.33,0,38.93,20.96,0,0,0

72,17:45-18:00,13.43,44.92,47.21,0,3.29,0,8.23,0,8.83,0,0,0,2.89,12.98,481.81,0,9.66,0,127.6,0,87.24,53.16,0,10.69,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,17.74,77.94,34.53,15,0,0,0,0,0,30.53,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,28.1,1.44,2.43,47.33,0,38.93,20.96,0,0,0

73,18:00-18:15,26.85,44.92,47.21,0,3.29,0,8.68,0,8.83,0,0,0,2.89,12.98,481.81,0,19.32,0,127.6,5.12,87.24,70.87,0,21.37,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,27.2,77.94,44.4,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,12.65,60.23,0,348.98,0,19.62,0,0,42.15,1.44,2.43,47.33,0,38.93,20.96,0,0,0

74,18:15-18:30,32.82,44.92,47.21,0,3.29,0,8.37,0,8.83,0,0,0,2.89,12.98,481.81,0,28.98,0,127.6,10.83,87.24,70.87,0,32.08,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,343.03,0,0,27.2,77.94,59.19,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,54.11,60.23,0,348.98,0,19.62,0,0,42.15,2.88,2.43,47.33,0,51.13,20.96,0,0,0

75,18:30-18:45,45.65,44.92,47.21,0,3.29,0,8.09,0,8.83,0,0,0,2.89,19.56,481.81,0,38.64,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,12.68,1.62,10.35,0,0,0,343.03,0,0,27.2,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,54.11,60.23,0,348.98,0,19.62,0,0,42.15,2.88,3.62,47.33,0,79.38,20.96,0,0,0

76,18:45-19:00,45.65,44.92,47.21,0,3.29,0,8.23,0,8.83,0,0,0,2.89,19.56,481.81,0,38.64,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,12.68,1.62,10.35,0,0,0,343.03,0,0,27.2,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,54.11,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,79.38,20.96,0,0,0

77,19:00-19:15,45.65,44.92,47.21,0,3.29,0,8.37,0,50.34,0,0,0,2.89,19.56,481.81,0,38.64,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,10.63,1.62,13.3,0,0,0,343.03,0,0,27.2,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,54.11,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,79.38,20.96,0,0,0

78,19:15-19:30,45.65,44.92,47.21,0,3.29,0,8.37,0,50.34,0,0,0,2.89,19.56,481.81,0,38.64,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,10.63,1.62,13.3,0,0,0,365.15,0,0,27.2,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,54.11,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,79.38,20.96,0,0,0

79,19:30-19:45,45.65,44.92,47.21,0,3.29,0,8.47,0,8.83,0,0,0,2.89,19.56,481.81,0,38.64,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,10.63,1.62,13.3,0,0,0,380.84,0,0,27.2,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,36.54,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,51.13,20.96,0,0,0

80,19:45-20:00,45.65,44.92,47.21,0,3.29,0,8.53,0,8.83,0,0,0,2.89,19.56,481.81,0,38.64,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,10.63,1.62,13.3,0,0,0,380.84,0,0,27.2,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,38.93,20.96,0,0,0

81,20:00-20:15,45.65,44.92,47.21,0,3.29,0,8.7,0,8.83,0,0,0,2.89,12.98,481.81,0,38.64,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,10.63,1.62,13.3,0,0,0,403.24,0,0,28.39,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,38.93,20.96,0,0,0

82,20:15-20:30,45.65,44.92,47.21,0,3.29,0,8.91,0,8.83,0,0,0,2.89,12.98,481.81,0,38.64,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,12.68,1.62,13.3,0,0,0,425.64,0,0,28.39,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,38.93,20.96,0,0,0

83,20:30-20:45,44.22,44.92,47.21,0,3.29,0,9.27,0,8.83,0,0,0,2.89,1.1,531.81,0,21.46,0,127.6,11.57,87.24,76.05,0,32.08,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,425.64,0,0,28.39,77.94,59.19,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,38.93,20.96,0,0,0

84,20:45-21:00,44.22,44.92,47.21,0,3.29,0,9.35,0,50.34,0,0,0,2.89,1.1,531.81,0,19.32,0,127.6,11.57,87.24,76.05,0,32.08,20.8,153.34,0,58.1,11.78,1.62,10.35,0,0,0,455.51,0,0,28.39,77.94,59.19,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,38.93,20.96,0,0,0

85,21:00-21:15,44.22,44.92,47.21,0,3.29,0,9.35,0,50.34,0,0,0,2.89,1.1,531.81,0,19.32,0,127.6,11.57,87.24,76.05,0,32.08,20.8,153.34,0,58.1,11.78,1.62,14.77,0,0,0,477.91,0,0,28.39,77.94,59.19,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,38.93,20.96,0,0,0

86,21:15-21:30,44.22,44.92,47.21,0,3.29,0,9.41,0,11.04,0,0,0,2.89,1.1,531.81,0,19.32,0,127.6,11.57,87.24,76.05,0,32.08,20.8,153.34,0,58.1,11.78,1.62,14.77,0,0,0,477.91,0,0,28.39,77.94,59.19,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,51.13,20.96,0,0,0

87,21:30-21:45,44.22,44.92,47.21,0,3.29,0,9.55,0,11.04,0,0,0,2.89,1.1,531.81,0,19.32,0,127.6,11.57,87.24,76.05,0,32.08,20.8,153.34,0,58.1,11.78,1.62,14.77,0,0,0,507.78,0,0,28.39,77.94,59.19,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,51.13,20.96,0,0,0

88,21:45-22:00,44.22,44.92,47.21,0,3.29,0,9.7,0,11.04,0,0,0,2.89,2.2,531.81,0,19.32,0,127.6,11.57,87.24,76.69,0,32.08,20.8,153.34,0,58.1,11.78,1.62,14.77,0,0,0,537.64,0,0,28.39,77.94,59.19,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,51.13,20.96,0,0,0

89,22:00-22:15,45.65,44.92,47.21,0,3.29,0,9.76,0,13.25,0,0,0,2.89,19.56,531.81,0,32.2,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,12.68,1.62,14.77,0,0,0,567.52,0,0,28.98,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,63.92,20.96,0,0,0

90,22:15-22:30,45.65,44.92,47.21,0,3.29,0,9.94,0,15.45,0,0,0,2.89,19.56,531.81,0,32.2,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,12.68,1.62,14.77,0,0,0,597.38,0,0,28.98,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,63.92,20.96,0,0,0

91,22:30-22:45,45.65,44.92,47.21,0,3.29,0,10.05,0,15.45,0,0,0,2.89,19.56,531.81,0,32.2,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,12.68,1.62,14.77,0,0,0,627.25,0,0,28.98,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,63.92,20.96,0,0,0

92,22:45-23:00,45.65,44.92,47.21,0,3.29,0,10.05,0,15.45,0,0,0,2.89,19.56,531.81,0,32.2,0,127.6,17.37,87.24,76.9,0,33.74,20.8,153.34,0,58.1,12.68,1.62,14.77,0,0,0,657.13,0,0,28.98,77.94,59.19,15,0,0,0,0,0,41.42,55.08,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,2.88,4.01,47.33,0,63.92,20.96,0,0,0

93,23:00-23:15,44.22,44.92,60.32,0,3.29,0,10.05,0,15.45,0,0,0,2.89,6.52,531.81,0,21.46,0,127.6,11.58,87.24,70.87,0,32.08,20.8,153.34,0,58.1,11.78,1.62,14.77,0,0,0,686.07,0,0,28.98,77.94,59.19,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,42.15,1.44,4.01,47.33,0,63.92,20.96,0,0,0

94,23:15-23:30,44.22,44.92,60.32,0,3.29,0,10.09,0,15.45,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,5.79,87.24,70.87,0,21.37,20.8,153.34,0,58.1,11.78,1.62,14.77,0,0,0,686.07,0,0,28.98,77.94,59.19,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,28.1,1.44,4.01,47.33,0,63.92,20.96,0,0,0

95,23:30-23:45,29.48,44.92,62.94,0,3.29,0,10.14,0,44.16,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,87.24,70.87,0,21.37,20.8,153.34,0,58.1,11.78,1.62,14.77,0,0,0,686.07,0,0,28.98,77.94,59.19,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,28.1,1.44,4.01,47.33,0,63.92,20.96,0,0,0

96,23:45-24:00,29.48,44.92,68.19,0,3.29,0,10.14,0,44.16,0,0,0,2.89,6.52,531.81,0,9.66,0,127.6,0,87.24,70.87,0,21.37,20.8,153.34,0,58.1,11.78,1.62,14.77,0,0,0,686.07,0,0,28.98,77.94,59.19,15,0,0,0,0,0,40.2,54.53,0,45.7,0,0,3.94,60.23,0,348.98,0,19.62,0,0,28.1,1.44,4.01,47.33,0,63.92,20.96,0,0,0

