Block,Time,DADRI_GF,PARBATI3,ANTA_CRF,ANTA_LF,SALAL,AURY_GF,RAPPB,RIHAND1,TANDA2,JHAJJAR,KISHANGANGA,UNCHAHAR3,UNCHAHAR1,AURY_RF,RIHAND2,TANAKPUR,DADRI_RF,RAMPUR,UNCHAHAR4,CHAMERA1,DADRT2,RAPPC,UNCHAHAR2,URI,SEWA2,TEHRI,DADRI_LF,CHAMERA3,CHAMERA2,DHAULIGNGA,RIHAND3,AURY_LF,SINGRAULI_HYDRO,KOTESHWR,NAPP,KOLDAM,BSIUL,ANTA_GF,SINGRAULI,DULHASTI,DADRI_CRF,AURY_CRF,NJPC,URI2,ANTA_RF,KHSTPP-II,BRBCL,FSTPP I & II,TALA,KHSTPP-I,SASAN,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,0.000000,0.000000,12.323126,0.000000,0.000000,46.494301,0.000000,230.419900,0.000000,5.784600,7.712800,0.000000,113.884312,2.470024,0.000000,0.000000,0.000000,0.000000,174.502100,52.118668,13.497400,38.317190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.226029,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,0.000000,118.945838,15.887261,0.000000,0.000000,0.000000,23.863095,0.000000,43.384500,19.281969,4.820500,0.000000,22.723720,403.736157,59.77,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,0.000000,0.000000,68.337336,0.000000,0.000000,46.494301,0.000000,230.419900,0.000000,5.784600,7.712800,0.000000,92.792022,2.470024,0.000000,0.000000,0.000000,0.000000,174.502100,52.118668,13.497400,38.317190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.226029,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,0.000000,118.945838,15.887261,0.000000,0.000000,0.000000,23.863095,0.000000,43.384500,18.367588,4.820500,0.000000,19.757783,403.736157,59.77,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,0.000000,0.000000,68.337336,0.000000,0.000000,46.494301,0.000000,230.419900,0.000000,5.784600,7.712800,0.000000,83.151022,2.470024,0.000000,0.000000,0.000000,0.000000,174.502100,52.118668,13.497400,8.514931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,95.815343,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,0.000000,118.945838,15.887261,0.000000,0.000000,0.000000,23.863095,0.000000,43.384500,16.655809,4.820500,0.000000,19.757783,403.736157,58.81,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,0.000000,0.000000,68.337336,0.000000,0.000000,46.494301,0.000000,230.419900,0.000000,5.784600,7.712800,0.000000,83.151022,2.470024,0.000000,0.000000,0.000000,0.000000,174.502100,52.118668,13.497400,6.386198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.246143,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,0.000000,118.945838,15.887261,0.000000,0.000000,0.000000,23.863095,0.000000,43.384500,15.501312,4.820500,0.000000,19.757783,403.736157,58.81,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,0.000000,0.000000,68.337336,0.000000,0.000000,46.494301,0.000000,230.419900,0.000000,5.784600,7.712800,0.000000,83.151022,2.470024,0.000000,0.000000,0.000000,0.000000,174.502100,52.118668,13.497400,6.386198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,110.276843,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,0.000000,118.945838,15.887261,0.000000,0.000000,0.000000,23.863095,0.000000,43.384500,14.611739,4.820500,0.000000,19.757783,403.736157,56.88,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,0.000000,0.000000,12.323126,0.000000,0.000000,46.494301,0.000000,230.419900,0.000000,5.784600,7.712800,0.000000,83.151022,2.470024,0.000000,0.000000,0.000000,0.000000,174.502100,52.118668,13.497400,6.386198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,105.456343,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,0.000000,118.945838,15.887261,0.000000,0.000000,0.000000,23.863095,0.000000,43.384500,11.175777,4.820500,0.000000,19.757783,403.736157,56.88,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,0.000000,2.240568,0.000000,0.000000,41.761727,0.000000,230.419900,0.000000,5.784600,7.712800,0.000000,113.884312,8.027579,0.000000,0.000000,0.000000,0.000000,174.502100,52.118668,13.497400,6.386198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.226029,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,0.000000,118.945838,15.887261,0.000000,0.000000,0.000000,5.187629,0.000000,43.384500,10.672953,4.820500,0.000000,19.757783,403.736157,55.92,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,2.240568,0.000000,0.000000,41.761727,0.000000,230.419900,0.000000,5.784600,7.712800,0.000000,113.884312,8.027579,0.000000,0.000000,0.000000,0.000000,174.502100,52.118668,13.497400,6.386198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.226029,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,0.000000,118.945838,15.887261,0.000000,0.000000,0.000000,5.187629,0.000000,43.384500,11.058694,4.820500,0.000000,19.757783,403.736157,55.92,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,2.240568,0.000000,0.000000,41.761727,0.000000,230.419900,0.000000,5.784600,7.712800,0.000000,113.884312,8.027579,0.000000,0.000000,0.000000,0.000000,174.502100,52.118668,13.497400,6.386198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.226029,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,0.000000,118.945838,15.887261,0.000000,0.000000,0.000000,5.187629,0.000000,43.384500,10.991731,4.820500,0.000000,13.497400,403.736157,54.95,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,2.240568,0.000000,0.000000,41.761727,0.000000,230.419900,0.000000,5.784600,7.712800,0.000000,113.884312,8.027579,0.000000,0.000000,0.000000,0.000000,174.502100,52.118668,13.497400,6.386198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.226029,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,0.000000,118.945838,15.887261,0.000000,0.000000,0.000000,5.187629,0.000000,43.384500,11.664381,4.820500,0.000000,13.497400,403.736157,53.99,0,0,0,0,0

