Block,Time Block,NLCEXP,MAPS,NJPC,NLCIIST1,NLCIIST2,NAPP,NLCTS2EXP,NNTPP,NTPL,KUDGI,ANTA_GF,AURY_CRF,DADRI_CRF,DADRI_RF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_LF,ANTA_LF,AURY_GF,DADRI_GF,DHAULIGNGA,JHAJJAR,FSTPP I & II,DULHASTI,KGSU1AND2,KOLDAM,KISHANGANGA,KGSU3AND4,KHSTPP-II,KHSTPP-I,KOTESHWR,KKNP,KKNPPU2,BRBCL,DADRT2,CHAMERA2,CHAMERA3,CHAMERA1,BSIUL,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,VALLURNTECL,RSTPSU1TO6,TALST2,TANAKPUR,SASAN,SINGRAULI_HYDRO,SIMHST1,SIMHST2,TANDA2,TALA,SALAL,SEWA2,SINGRAULI,RSTPSU7,RIHAND2,RAPPB,RIHAND1,RAMPUR,RAPPC,PARBATI3,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,12.8,0,0,0,0,0,91.85,28.15,25.56,0,0,19.2,361.13,0,0,0,0,0,27.03,0.63,54.2,6.55,0,4.14,16.67,0,0,0,0.24,329.43,0.62,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,12.8,0,0,0,0,0,91.85,28.15,25.56,0,0,19.2,361.13,0,0,0,0,0,27.03,0.63,54.2,6.55,0,4.14,16.67,0,0,0,0.24,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,15.56,0,0,0,0,0,113.46,34.28,25.56,0,0,19.2,361.13,0,0,0,0,0,27.03,0.63,54.2,6.55,0,4.14,16.67,0,0,0,0.24,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.52,15.56,0,0,0,0,0,142.38,44,25.56,0,0,19.2,361.13,0,0,0,0,0,27.03,0.63,54.2,6.55,0,4.14,16.67,0,0,0,0.24,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.21,15.56,0,0,0,0,0,142.38,44,25.56,0,0,17.85,361.13,0,0,0,0,0,32.64,0.63,54.2,7.91,0,4.14,20.17,0,0,0,0.24,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

67,16:30-16:45,0,0,18.18,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.53,19.97,0,0,0,0,0,142.38,44,25.56,0,0,19.2,417.1,0,0,0,0,0,40.7,0.63,54.2,7.95,0,4.14,25.35,0,0,0,0.24,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

68,16:45-17:00,0,0,40.01,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.31,19.97,0,0,0,0,0,142.38,44,25.56,0,0,18.69,498,0,9.29,0,0,0,40.7,0.63,54.2,7.95,0,4.14,25.35,0,0,0,0.24,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,80.46,0,50.68,0,59.68,0,0,0,0,0

69,17:00-17:15,0,0,60.02,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,417.31,19.97,15.82,0,0,0,0,142.38,44,25.56,0,0,19.2,551.43,0,9.29,0,0,0,40.7,0.63,54.2,7.95,0,4.14,25.35,0,0,0,0.24,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,84.3,0,50.68,0,59.68,0,0,0,0,0

70,17:15-17:30,0,0,80.01,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,44,25.56,0,0,19.2,599.45,2.55,9.29,12.71,2.11,0,40.7,0.63,54.2,7.95,0,4.14,25.35,0,0,0,0.24,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

71,17:30-17:45,0,0,112.28,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,44,37.49,0,0,19.2,607,37.93,18.61,23.13,12.52,0,40.7,1.07,54.2,7.95,0,4.14,25.35,0,0,0,0.24,329.43,0.6,0,0,0,0,1.34,7.58,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

72,17:45-18:00,0,0,112.28,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,44,37.49,0,0,19.2,655.55,37.93,18.61,23.13,12.52,0,40.7,1.07,54.2,7.95,0,4.14,25.35,0,0,0,0.24,329.43,0.6,0,0,0,0,1.34,7.58,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

73,18:00-18:15,0,0,112.28,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,44,37.49,0,0,19.2,655.55,37.93,18.61,23.13,12.52,0,40.7,1.07,54.2,7.95,0,10.33,25.35,0,0,0,0,329.43,0.6,0,0,0,0,1.34,7.58,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

74,18:15-18:30,0,0,109.11,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,44,37.49,0,0,19.2,655.55,37.93,18.61,12.71,12.52,0,40.7,1.07,54.2,7.95,0,10.33,25.35,0,0,0,0,329.43,0.6,0,0,0,0,8.92,7.58,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

75,18:30-18:45,0,0,109.11,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,44,37.49,0,0,19.2,655.55,37.93,18.61,0,12.52,0,40.7,28.62,54.2,7.95,0,10.33,25.35,0,0,0,0,329.43,0.6,0,0,0,0,40.16,7.58,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

76,18:45-19:00,0,0,80.1,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,44,37.49,0,0,19.2,655.55,37.93,18.61,0,12.52,0,40.7,28.62,54.2,7.95,0,10.33,25.35,0,0,0,0,329.43,0.6,0,0,0,0,40.16,7.58,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

77,19:00-19:15,0,0,60.02,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,417.31,19.97,31.64,0,0,0,0,142.38,44,37.49,0,0,19.2,655.55,1.92,9.29,0,2.11,0,40.7,28.62,54.2,7.95,0,10.33,25.35,0,0,0,0,329.43,0.6,0,0,0,0,40.16,0,134.12,0,114.02,0,88.33,0,50.68,3.67,59.68,0,0,0,0,0

78,19:15-19:30,0,0,40.01,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78,417.31,19.97,15.82,0,0,0,0,142.38,44,37.49,0,0,19.2,655.55,0,9.29,0,0,0,40.7,3.18,54.2,7.95,0,10.33,25.35,0,0,0,0,329.43,0.6,0,0,0,0,40.16,0,134.12,0,114.02,0,88.33,0,50.68,15.88,59.68,0,0,0,0,0

79,19:30-19:45,0,0,40.01,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.31,19.97,15.82,0,0,0,0,142.38,44,37.49,0,0,19.2,655.55,0,9.29,0,0,0,40.7,1.59,54.2,7.95,0,4.14,25.35,0,0,0,0,329.43,0.6,0,0,0,0,40.16,0,134.12,0,114.02,0,88.33,0,50.68,15.88,59.68,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.31,19.97,15.82,0,0,0,0,142.38,44,37.49,0,0,19.2,655.55,0,9.29,0,0,0,40.7,1.59,54.2,7.95,0,4.14,25.35,0,0,0,0,329.43,0.6,0,0,0,0,40.16,0,134.12,0,114.02,0,88.33,0,50.68,15.88,59.68,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.53,19.97,15.82,0,0,0,0,142.38,44,37.49,0,0,19.2,651.5,0,0,0,0,0,40.7,3.18,54.2,7.95,0,4.14,25.35,0,0,0,0,329.43,0.6,0,0,0,0,8.92,0,134.12,0,114.02,0,88.33,0,50.68,15.88,59.68,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.53,19.97,15.82,0,0,0,0,142.38,44,25.56,0,0,19.2,651.5,0,0,0,0,0,40.7,3.18,54.2,7.95,0,4.14,25.35,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,15.88,59.68,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.53,19.97,15.82,0,0,0,0,142.38,44,25.56,0,0,19.2,594.6,0,0,0,0,0,40.7,28.62,54.2,7.95,0,4.14,25.35,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,3.43,59.68,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.92,19.97,15.82,0,0,0,0,142.38,44,25.56,0,0,19.2,546.59,0,0,0,0,0,40.7,28.62,54.2,7.95,0,4.14,25.35,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.24,19.97,15.82,0,0,0,0,142.38,44,25.56,0,0,19.2,498.59,0,0,0,0,0,35.08,28.62,54.2,7.17,0,4.14,21.84,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.24,19.97,15.82,0,0,0,0,142.38,44,25.56,0,0,19.2,431.38,0,0,0,0,0,40.7,3.18,54.2,7.95,0,4.14,25.35,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.24,19.97,15.82,0,0,0,0,142.38,44,25.56,0,0,19.2,421.78,0,0,0,0,0,40.7,3.18,40.65,7.95,0,4.14,25.35,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.24,19.97,15.82,0,0,0,0,142.38,44,25.56,0,0,19.2,340.98,0,0,0,0,0,40.7,3.18,40.65,7.95,0,4.14,25.35,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.24,19.97,15.82,0,0,0,0,142.38,44,25.56,0,0,19.2,336.18,0,0,0,0,0,35.08,5.3,40.65,7.17,0,4.14,21.84,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.24,19.97,15.82,0,0,0,0,142.38,44,25.56,0,0,19.2,316.98,0,0,0,0,0,35.08,5.3,40.65,7.17,0,4.14,21.84,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.24,19.97,15.82,0,0,0,0,142.38,44,25.56,0,0,17.82,284.33,0,0,0,0,0,35.08,1.59,40.77,7.17,0,4.14,21.84,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.24,17.87,15.82,0,0,0,0,142.38,44,17.04,0,0,18.26,284.33,0,0,0,0,0,35.08,1.59,27.09,7.17,0,4.14,21.84,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.72,15.02,15.82,0,0,0,0,142.38,37.88,17.04,0,0,19.2,284.33,0,0,0,0,0,30.27,1.59,27.09,6.08,0,4.14,19.09,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.72,15.02,15.82,0,0,0,0,142.38,37.88,17.04,0,0,19.2,284.33,0,0,0,0,0,30.27,1.59,15.12,6.08,0,4.14,19.09,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.72,15.02,15.82,0,0,0,0,142.38,37.88,8.52,0,0,19.2,284.33,0,0,0,0,0,30.27,1.59,13.56,6.08,0,4.14,19.09,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.72,15.02,15.82,0,0,0,0,142.38,37.88,8.52,0,0,19.2,284.33,0,0,0,0,0,30.27,1.59,0,6.08,0,4.14,19.09,0,0,0,0,329.43,0.6,0,0,0,0,1.34,0,134.12,0,114.02,0,88.33,0,50.68,0,59.68,0,0,0,0,0

