Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/22102023/11042047/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_35,NR/24112023/24112023/HPX-TAMCTG-231123-05278,NR/01102023/19072037/LT-05,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/25072045/L_NR_2021_15,NR/01112023/30112023/HP-09,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/03112023/30112023/IEX-231101-05680,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/24112023/24112023/IEX-231123-05740,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,NR/01112023/30112023/HP-10,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/14082046/L_NR_2021_16,NR/24112023/24112023/HPX-TAMCTG-231123-05277,NR/01102023/06022042/L_NR_2012_02
8,01:45-02:00,1.760000,192.820000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.630000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,14.67,0,26.020000,0.000000,24.100000,0,0,0,0.000000,0,0,0,0.000000,14.67,6.34,0,98.350000,144.62,0,0.000000,125.330000

9,02:00-02:15,1.690000,149.130000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.630000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,14.67,0,26.020000,0.000000,24.100000,0,0,0,0.000000,0,0,0,0.000000,14.67,6.34,0,98.350000,144.62,0,0.000000,125.330000

10,02:15-02:30,1.690000,149.130000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.630000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,14.67,0,26.020000,0.000000,24.100000,0,0,0,0.000000,0,0,0,0.000000,14.67,6.34,0,98.350000,144.62,0,0.000000,125.330000

11,02:30-02:45,1.690000,149.130000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.630000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,14.67,0,26.020000,0.000000,24.100000,0,0,0,0.000000,0,0,0,0.000000,14.67,6.34,0,98.350000,144.62,0,0.000000,109.910000

12,02:45-03:00,1.690000,149.130000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.630000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,14.67,0,26.020000,0.000000,24.100000,0,0,0,0.000000,0,0,0,0.000000,14.67,6.34,0,98.350000,144.62,0,0.000000,109.910000

13,03:00-03:15,1.690000,149.130000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.630000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,13.33,0,26.020000,0.000000,24.100000,0,0,0,0.000000,0,0,0,0.000000,13.33,6.34,0,98.350000,144.62,0,0.000000,109.910000

14,03:15-03:30,1.690000,149.130000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.630000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,13.33,0,26.020000,0.000000,23.140000,0,0,0,0.000000,0,0,0,0.000000,13.33,6.34,0,98.350000,144.62,0,0.000000,109.910000

15,03:30-03:45,1.690000,149.130000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.630000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,13.33,0,26.020000,0.000000,23.140000,0,0,0,0.000000,0,0,0,0.000000,13.33,6,0,98.350000,144.62,0,0.000000,109.910000

16,03:45-04:00,1.690000,149.130000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.630000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,13.33,0,26.020000,0.000000,23.140000,0,0,0,0.000000,0,0,0,0.000000,13.33,6,0,98.350000,144.62,0,0.000000,109.910000

17,04:00-04:15,1.690000,192.820000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.550000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,13.33,0,26.020000,0.000000,23.140000,0,0,0,0.000000,0,0,0,0.000000,13.33,6,0,98.350000,144.62,0,0.000000,109.910000

18,04:15-04:30,1.690000,231.380000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.550000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,13.33,0,26.020000,0.000000,23.140000,0,0,0,0.000000,0,0,0,0.000000,13.33,6,0,98.350000,144.62,0,0.000000,125.330000

19,04:30-04:45,1.690000,271.150000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.550000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,13.33,0,26.020000,0.000000,23.140000,0,0,0,0.000000,0,0,0,0.000000,13.33,6,0,98.350000,144.62,0,0.000000,125.330000

20,04:45-05:00,1.690000,271.150000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.550000,26.020000,6.67,7.01,0.000000,0.000000,71.730000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,13.33,0,26.020000,0.000000,24.100000,0,0,0,0.000000,0,0,0,0.000000,13.33,6,0,98.350000,144.62,0,0.000000,144.620000

21,05:00-05:15,1.610000,271.150000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.550000,26.020000,6.67,7.01,0.000000,0.000000,67.490000,48.200000,0,76.640000,30.850000,0,6.66,48.200000,13.33,0,26.020000,0.000000,24.100000,0,0,0,0.000000,0,0,0,0.000000,13.33,6,0,98.350000,144.62,0,0.000000,185.330000

22,05:15-05:30,1.610000,271.150000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.550000,26.020000,6.67,7.01,0.000000,0.000000,76.160000,48.200000,0,76.640000,54.950000,0,6.66,48.200000,13.33,0,26.020000,0.000000,24.100000,0,0,0,0.000000,0,0,0,0.000000,13.33,6,0,98.350000,144.62,0,0.000000,233.530000

23,05:30-05:45,1.610000,271.150000,20,0,0,96.410000,0,48.200000,2.130000,0.000000,1.550000,30.850000,6.67,7.01,0.000000,0.000000,84.840000,48.200000,0,76.640000,73.870000,0,6.66,48.200000,13.33,0,26.020000,0.000000,24.100000,0,0,0,0.000000,0,0,0,0.000000,13.33,6,0,98.350000,144.62,0,0.000000,260.890000

24,05:45-06:00,1.610000,271.150000,20,0,0,96.410000,0,62.670000,2.130000,0.000000,1.550000,30.850000,6.67,7.01,0.000000,0.000000,93.520000,48.200000,0,76.640000,86.320000,0,6.66,48.200000,13.33,0,26.020000,0.000000,24.100000,0,0,0,0.000000,0,0,0,0.000000,13.33,6,0,98.350000,144.62,0,0.000000,260.890000

25,06:00-06:15,1.610000,271.150000,20,0,0,96.410000,0,91.590000,2.130000,0.000000,1.480000,30.850000,6.67,7.01,0.000000,0.000000,77.130000,48.200000,0,0.000000,86.320000,0,6.66,48.200000,13.33,0,25.470000,0.000000,24.100000,0,0,0,0.000000,0.1,0,0,0.000000,13.33,6,0,176.100000,144.62,0,0.000000,260.890000

26,06:15-06:30,1.610000,271.150000,20,0,0,96.410000,0,100.980000,2.130000,0.000000,1.480000,30.850000,6.67,7.01,0.000000,0.000000,106.050000,48.200000,0,0.000000,86.320000,1,6.66,48.200000,13.33,0,18.690000,0.000000,24.100000,0,0,0,0.000000,0.19,0,0,0.000000,13.33,6,0,176.100000,144.62,0,0.000000,260.890000

27,06:30-06:45,1.610000,271.150000,20,0,0,96.410000,0,100.980000,2.130000,0.000000,1.480000,30.850000,6.67,7.01,0.000000,0.000000,106.050000,48.200000,0,0.000000,86.320000,3,6.66,48.200000,13.33,0,23.300000,0.000000,24.100000,2.55,0,0,0.000000,3.35,0,0,0.000000,13.33,6,0,176.100000,144.62,0,0.000000,260.890000

28,06:45-07:00,1.610000,271.150000,20,1.818949,0,96.410000,0,100.980000,2.130000,0.000000,1.480000,30.850000,6.67,7.01,0.000000,0.000000,118.010000,48.200000,0,0.000000,86.320000,10,6.66,48.200000,13.33,0,6.880000,0.000000,24.100000,5.89,3.5,0,0.000000,9.13,0,1.5,0.000000,13.33,6,0,176.100000,144.62,0,0.000000,260.890000

29,07:00-07:15,1.610000,271.150000,20,8.053956,0,96.410000,0,100.980000,2.080000,0.040000,1.480000,30.850000,6.67,7.01,0.040000,0.000000,118.010000,48.200000,0.5,0.000000,86.320000,17,6.66,48.200000,13.33,0.02,6.880000,0.040000,23.140000,12.45,7,0,0.000000,17.47,0,3,0.000000,13.33,6,1,176.100000,144.62,0,0.000000,260.890000

30,07:15-07:30,1.610000,271.150000,20,15.251936,0,96.410000,1,100.980000,2.080000,0.210000,1.480000,30.850000,6.67,7.01,0.210000,0.000000,118.010000,48.200000,1,0.000000,86.320000,26.89,6.66,48.200000,13.33,3.33,6.880000,0.220000,23.140000,20.15,11,0.66,0.000000,26.89,0.31,4,0.000000,13.33,6,1,176.100000,144.62,0,0.000000,260.890000

31,07:30-07:45,1.610000,271.150000,20,22.702818,0,96.410000,2,100.980000,2.080000,0.610000,1.480000,30.850000,6.67,7.01,0.610000,0.000000,118.010000,48.200000,3,0.000000,86.320000,30,6.66,48.200000,13.33,11.32,13.870000,0.630000,23.140000,30,14,2.26,0.000000,30,1.53,6,0.000000,13.33,6,5,176.100000,144.62,0,0.000000,260.890000

32,07:45:08:00,1.610000,271.150000,20,31.593296,0,96.410000,5,100.980000,2.080000,1.180000,1.480000,30.850000,6.67,7.01,1.180000,0.000000,118.010000,48.200000,7,0.000000,86.320000,30,6.66,48.200000,13.33,22.65,24.380000,1.210000,22.170000,30,22,4.53,0.000000,30,7.65,10,0.000000,13.33,6,9,176.100000,144.62,0,0.000000,260.890000

33,08:00-08:15,1.610000,271.150000,20,41.738557,0,96.410000,8,100.980000,2.080000,1.970000,1.480000,30.850000,6.67,9.8,1.970000,0.000000,118.010000,48.200000,7,0.000000,86.320000,30.17,6.66,48.200000,13.33,39.83,25.410000,2.020000,22.170000,30.17,35,7.97,0.000000,30.16,14.74,15,0.000000,13.33,6,15,176.100000,144.62,0,0.000000,260.890000

34,08:15-08:30,1.610000,271.150000,20,52.360441,0,96.410000,11,100.980000,2.080000,2.930000,1.480000,30.850000,6.67,9.74,2.930000,0.000000,118.010000,48.200000,10,0.000000,86.320000,30.17,6.66,48.200000,13.33,58.01,25.410000,3.010000,22.170000,30.17,49,11.6,0.000000,30.16,21.83,21,0.000000,13.33,6,23,176.100000,144.62,0,0.000000,260.890000

35,08:30-08:45,1.610000,271.150000,20,62.64188,0,96.410000,15,100.980000,2.080000,4.210000,1.480000,30.850000,6.67,9.6,4.210000,0.000000,118.010000,48.200000,12,0.000000,86.320000,31.67,6.66,48.200000,13.33,77.82,25.410000,4.320000,22.170000,31.67,63,15.56,0.000000,31.66,28.91,27,0.000000,13.33,6,30,176.100000,144.62,0,0.000000,260.890000

36,08:45:09:00,1.610000,271.150000,20,72.66069,0,96.410000,19,100.980000,2.080000,5.450000,1.480000,30.850000,6.67,9.28,5.450000,0.000000,118.010000,48.200000,17,0.000000,86.320000,31.67,6.66,48.200000,13.33,97.49,25.410000,5.590000,22.170000,31.67,77,19.5,0.000000,31.66,35.31,33,0.000000,13.33,6,38,176.100000,144.62,0,0.000000,260.890000

37,09:00:09:15,1.610000,271.150000,0,75.491247,0,96.410000,22,100.980000,2.080000,6.760000,1.480000,30.850000,0,9.12,6.760000,0.000000,118.010000,48.200000,21,0.000000,86.320000,31.67,0,48.200000,13.33,116.73,25.410000,6.930000,22.170000,31.67,82,23.35,0.000000,31.66,41.86,35,0.000000,13.33,6,45,176.100000,144.62,0,0.000000,260.890000

38,09:15-09:30,1.610000,271.150000,0,84.410906,0,96.410000,26,100.980000,2.080000,7.920000,1.480000,30.850000,0,8.92,7.920000,0.000000,118.010000,48.200000,23,0.000000,86.320000,31.67,0,48.200000,13.33,135.57,24.380000,8.120000,22.170000,31.67,95,27.11,0.000000,31.66,47.36,40,0.000000,13.33,6,52,176.100000,144.62,0,0.000000,260.890000

39,09:30-09:45,1.610000,271.150000,0,92.630221,0,96.410000,29,100.980000,2.080000,8.920000,1.480000,30.850000,0,8.52,8.920000,0.000000,118.010000,48.200000,27.58,0.000000,86.320000,31.67,0,48.200000,13.33,145.52,24.380000,9.140000,22.170000,31.67,105,29.1,0.000000,31.66,52.25,45,0.000000,13.33,6,57,176.100000,144.62,0,0.000000,260.890000

40,09:45-10:00,1.610000,271.150000,0,100.421548,0,96.410000,31,100.980000,2.080000,9.880000,1.480000,30.850000,0,8.06,9.880000,0.000000,118.010000,48.200000,30.36,0.000000,86.320000,32.17,0,48.200000,13.33,160.61,24.380000,10.130000,22.170000,32.17,124,32.12,0.000000,32.16,57.29,53,0.000000,13.33,6,62,176.100000,144.62,0,0.000000,260.890000

41,10:00-10:15,1.610000,271.150000,0,107.220721,0,96.410000,34,100.980000,2.080000,10.820000,1.480000,30.850000,0,7.72,10.820000,0.000000,118.010000,48.200000,32.52,0.000000,86.320000,32.17,0,48.200000,13.33,174.83,24.380000,11.090000,22.170000,32.17,132,34.96,0.000000,32.16,61.59,56,0.000000,13.33,6,69,176.100000,144.62,0,0.000000,260.890000

42,10:15-10:30,1.610000,271.150000,0,113.173645,0,96.410000,36,100.980000,2.080000,11.510000,1.480000,30.850000,0,7.26,11.510000,0.000000,118.010000,48.200000,34.52,0.000000,86.320000,32.17,0,48.200000,13.33,187.9,24.380000,11.790000,22.170000,32.17,142,37.58,0.000000,32.16,65.3,61,0.000000,13.33,6,72,176.100000,144.62,0,0.000000,260.890000

43,10:30-10:45,1.610000,271.150000,0,115.323312,0,96.410000,38,100.980000,2.080000,12.160000,1.480000,30.850000,0,7.01,12.160000,0.000000,118.010000,48.200000,36.32,0.000000,86.320000,32.17,0,48.200000,13.33,199.69,13.870000,12.460000,22.170000,32.17,151,39.94,0.000000,32.16,68.6,64,0.000000,13.33,6,76,176.100000,144.62,0,0.000000,260.890000

44,10:45-11:00,1.610000,271.150000,0,119.826913,0,96.410000,39,100.980000,2.080000,12.770000,1.480000,30.850000,0,7.01,12.770000,0.000000,118.010000,48.200000,38.1,0.000000,86.320000,32,0,48.200000,13.33,209.98,13.870000,13.080000,22.170000,32,158,41.99,0.000000,32,71.23,67,0.000000,13.33,6,79,176.100000,144.62,0,0.000000,260.890000

45,11:00-11:15,1.690000,271.150000,0,123.348087,0,96.410000,38,100.980000,2.080000,13.270000,1.480000,30.850000,0,7.01,13.270000,0.000000,118.010000,48.200000,38.89,0.000000,86.320000,32,0,48.200000,13.33,218.53,24.380000,13.610000,22.170000,32,161,43.7,0.000000,32,73.52,69,0.000000,13.33,6,77,176.100000,144.62,0,0.000000,260.890000

46,11:15-11:30,1.690000,271.150000,0,126.25646,0,96.410000,39,100.980000,2.080000,12.800000,1.480000,30.850000,0,7.01,12.800000,0.000000,118.010000,48.200000,39.97,0.000000,86.320000,32,0,48.200000,13.33,225.77,24.380000,13.120000,22.170000,32,165,45.15,0.000000,32,75.6,70,0.000000,13.33,6,78,176.100000,144.62,0,0.000000,260.890000

47,11:30-11:45,1.690000,271.150000,0,127.919777,0,96.410000,42,100.980000,2.080000,13.080000,1.480000,30.850000,0,7.01,13.080000,0.000000,118.010000,48.200000,41.23,0.000000,86.320000,32,0,48.200000,13.67,230.27,24.380000,13.410000,22.170000,32,172,46.05,0.000000,32,77.05,73,0.000000,13.67,6,85,176.100000,144.62,0,0.000000,260.890000

48,11:45-12:00,1.690000,271.150000,0,128.873023,0,96.410000,43,100.980000,2.080000,13.390000,1.480000,30.850000,0,7.01,13.390000,0.000000,118.010000,48.200000,40.98,0.000000,86.320000,32,0,48.200000,14,230.27,24.380000,13.720000,23.140000,32,175,46.05,0.000000,32,77.94,75,0.000000,14,6,85,176.100000,144.62,0,0.000000,260.890000

49,12:00-12:15,1.760000,271.150000,0,131.158868,0,96.410000,43,100.980000,2.080000,13.470000,1.400000,30.850000,0,7.01,13.470000,0.000000,118.010000,48.200000,41.81,0.000000,86.320000,32,0,48.200000,20,230.27,30.850000,13.800000,23.140000,32,175,46.05,0.000000,32,78.68,75,0.000000,20,6,87,176.100000,144.62,0,0.000000,260.890000

50,12:15-12:30,1.760000,271.150000,0,130.808696,0,96.410000,43,100.980000,2.080000,13.540000,1.400000,30.850000,0,7.01,13.540000,0.000000,118.010000,48.200000,41.5,0.000000,67.400000,32,0,48.200000,20,230.27,30.850000,13.880000,23.140000,32,175,46.05,0.000000,32,79.37,75,0.000000,20,6,87,176.100000,144.62,0,0.000000,260.890000

51,12:30-12:45,1.760000,271.150000,0,129.651183,0,96.410000,43,100.980000,2.080000,13.380000,1.400000,25.250000,0,7.01,13.380000,0.000000,118.010000,48.200000,41.5,0.000000,61.130000,32,0,48.200000,16.43,230.27,25.250000,13.710000,23.140000,32,168,46.05,0.000000,32,79.45,72,0.000000,16.43,6,87,176.100000,144.62,0,0.000000,260.890000

52,12:45-13:00,1.760000,271.150000,0,127.336157,0,96.410000,43,100.980000,2.080000,13.330000,1.400000,25.250000,0,7.01,13.330000,0.000000,96.410000,48.200000,42.35,0.000000,61.130000,32,0,48.200000,16.65,230.27,25.250000,13.660000,23.140000,32,168,46.05,0.000000,32,79.08,72,0.000000,16.65,6,87,176.100000,144.62,0,0.000000,243.310000

53,13:00-13:15,1.840000,271.150000,0,124.174882,0,96.410000,42,100.980000,2.130000,12.080000,1.480000,26.020000,0,7.01,12.080000,0.000000,67.490000,48.200000,39.96,0.000000,61.130000,32,0,48.200000,16.9,230.27,26.020000,12.380000,23.140000,32,165,46.05,0.000000,32,78,70,0.000000,16.9,6,85,176.100000,144.62,0,0.000000,198.820000

54,13:15-13:30,1.840000,271.150000,0,120.478622,0,96.410000,41,100.980000,2.130000,12.000000,1.480000,26.020000,0,7.01,12.000000,0.000000,67.490000,48.200000,38.31,0.000000,61.130000,32,0,48.200000,17.06,227.38,26.020000,12.300000,23.140000,32,161,45.47,0.000000,32,76.58,69,0.000000,17.06,6,81,176.100000,144.62,0,0.000000,198.820000

55,13:30-13:45,1.690000,271.150000,0,115.576214,0,96.410000,38,100.980000,2.130000,11.640000,1.480000,26.020000,0,7.01,11.640000,0.000000,67.490000,48.200000,36.59,0.000000,62.580000,32,0,48.200000,18.38,220.28,26.020000,11.940000,23.140000,32,159,44.05,0.000000,32,74.48,68,0.000000,18.38,10.18,77,176.100000,144.62,0,0.000000,220.170000

56,13:45-14:00,1.690000,271.150000,0,110.440358,0,96.410000,37,100.980000,2.130000,11.130000,1.480000,26.020000,0,7.01,11.130000,0.000000,67.490000,48.200000,34.5,0.000000,62.580000,32,0,48.200000,19.76,213.51,26.020000,11.400000,23.140000,32,155,42.7,0.000000,32,72.74,66,0.000000,19.76,9.84,74,176.100000,144.62,0,0.000000,234.630000

57,14:00-14:15,1.690000,271.150000,0,104.545796,0,96.410000,34,100.980000,2.180000,10.340000,1.550000,30.850000,0,7.01,10.340000,0.000000,96.410000,48.200000,34.11,0.000000,62.580000,32,0,48.200000,26.67,205.65,25.470000,10.600000,23.140000,32,140,41.13,0.000000,32,69.42,60,0.000000,26.67,13.38,69,176.100000,144.62,0,0.000000,260.890000

58,14:15-14:30,1.690000,271.150000,0,97.843893,0,96.410000,33,100.980000,2.180000,9.530000,1.550000,30.850000,0,7.01,9.530000,0.000000,118.010000,48.200000,31.12,0.000000,62.580000,32,0,48.200000,28.19,195.48,25.470000,9.770000,23.140000,32,133,39.09,0.000000,32,65.93,57,0.000000,28.19,13.71,67,176.100000,144.62,0,0.000000,260.890000

59,14:30-14:45,1.690000,271.150000,0,90.393011,0,96.410000,30,100.980000,2.180000,8.820000,1.550000,30.850000,0,7.01,8.820000,0.000000,118.010000,48.200000,30,0.000000,86.320000,32,0,48.200000,29.55,184.66,25.470000,9.040000,23.140000,32,126,36.93,0.000000,32,62.67,54,0.000000,29.55,13.99,61,176.100000,144.62,0,0.000000,260.890000

60,14:45-15:00,1.690000,271.150000,0,81.949975,0,96.410000,28,100.980000,2.180000,8.000000,1.550000,30.850000,0,7.01,8.000000,0.000000,118.010000,48.200000,27.14,0.000000,86.320000,32,0,48.200000,30.33,172.61,25.470000,8.200000,23.140000,32,116,34.52,0.000000,32,58.23,49,0.000000,30.33,14.34,57,176.100000,144.62,0,0.000000,260.890000

61,15:00-15:15,1.690000,271.150000,0,70.102489,0,96.410000,26,100.980000,2.180000,7.560000,1.710000,30.850000,0,7.01,7.560000,0.000000,118.010000,48.200000,24.98,0.000000,86.320000,32,0,48.200000,30.88,159.29,22.340000,7.750000,23.140000,32,105,31.86,0.000000,32,53.46,45,0.000000,30.88,14.73,51,176.100000,144.62,0,0.000000,260.890000

62,15:15-15:30,1.690000,271.150000,0,61.08556,0,96.410000,22,100.980000,2.180000,6.550000,1.710000,30.850000,0,7.01,6.550000,0.000000,118.010000,48.200000,21.01,0.000000,86.320000,32,0,48.200000,31.59,144.44,22.340000,6.710000,24.100000,32,91,28.89,0.000000,32,47.93,39,0.000000,31.59,15.07,45,176.100000,144.62,0,0.000000,260.890000

63,15:30-15:45,1.690000,271.150000,0,51.786548,0,96.410000,19,100.980000,2.180000,5.460000,1.710000,30.850000,0,7.01,5.460000,0.000000,118.010000,48.200000,17.36,0.000000,86.320000,32.17,0,48.200000,38.66,128.23,22.340000,5.600000,24.100000,32.17,77,25.65,0.000000,32.16,41.86,33,0.000000,38.66,18.6,38,176.100000,144.62,0,0.000000,260.890000

64,15:45-16:00,1.690000,271.150000,0,42.244361,0,96.410000,16,100.980000,2.180000,4.310000,1.710000,30.850000,0,7.01,4.310000,0.000000,118.010000,48.200000,16.37,0.000000,86.320000,33,0,48.200000,39.41,110.29,22.340000,4.410000,24.100000,30.15,63,22.06,0.000000,33,36.43,27,0.000000,39.41,18.47,31,176.100000,144.62,0,0.000000,260.890000

