Block,Time,LT-35,LT_MEJA_Delhi,L_NR_2020_02,L_NR_2012_02,SH-07,L_NR_2012_04,L_NR_2019_11,L_NR_2012_01,LT-05,L_NR_2012_07,LT-59,L_NR_2019_19,LT-36,SH-06,L_NR_2020_05,L_NR_2021_16,L_NR_2022_08,LT-31,L_NR_2022_10,L_NR_2021_14,L_NR_2021_15,L_NR_2019_06,L_NR_2019_05,L_NR_2021_17,L_NR_2022_09,L_NR_2020_06,L_NR_2021_12,L_NR_2021_13,L_NR_2019_07,L_NR_2018_61,L_NR_2020_07
16,03:45-04:00,0.000000,11.440000,3.520000,130.500000,25.480000,271.270000,3.300000,101.030000,94.610000,58.120000,3.650000,0.000000,0.000000,30.860000,65.38,0,10.26,0.000000,43.06,0,0,0,0,0,43.06,21.79,0,0,0,5.52,21.79

17,04:00-04:15,0.000000,11.440000,3.430000,130.500000,26.030000,271.270000,3.300000,101.030000,94.610000,57.160000,3.570000,0.000000,0.000000,26.030000,63.32,0,10.19,0.000000,42.29,0,0,0,0,0,42.29,21.11,0,0,0,5.49,21.1

18,04:15-04:30,0.000000,11.440000,3.430000,130.500000,26.030000,271.270000,3.300000,101.030000,94.610000,57.160000,3.570000,0.000000,0.000000,26.030000,70.32,0,13.01,0.000000,41.74,0,0,0,0,0,41.74,23.44,0,0,0,5.53,23.43

19,04:30-04:45,0.000000,11.440000,3.430000,130.500000,26.030000,271.270000,3.300000,101.030000,94.610000,57.160000,3.570000,0.000000,0.000000,26.030000,69.39,0,12.6,0.000000,40.41,0,0,0,0,0,40.41,23.13,0,0,0,5.5,23.13

20,04:45-05:00,0.000000,11.440000,3.430000,130.500000,26.030000,271.270000,3.300000,101.030000,94.610000,57.160000,3.570000,0.000000,0.000000,26.030000,68.3,0,12.38,0.000000,45.1,0,0,0,0,0,45.1,22.77,0,0,0,5.52,22.76

21,05:00-05:15,0.000000,11.440000,3.430000,130.500000,25.480000,271.270000,3.220000,101.030000,94.610000,57.160000,3.570000,0.000000,0.000000,30.860000,67.04,0,12.1,0.000000,43.82,0,0,0,0,0,43.82,22.35,0,0,0,5.53,22.35

22,05:15-05:30,0.000000,11.440000,3.430000,130.500000,25.480000,271.270000,3.220000,101.030000,66.220000,57.160000,3.570000,0.000000,0.000000,30.860000,65.44,0,11.77,0.000000,42.65,0,0,0,0,0,42.65,21.82,0,0,0,5.56,21.81

23,05:30-05:45,0.000000,11.440000,3.430000,130.500000,25.480000,271.270000,3.220000,101.030000,74.740000,57.160000,3.570000,0.000000,0.000000,30.860000,64,0,11.42,0.000000,41.52,0,0,0,0,0,41.52,21.33,0,0,0,5.53,21.34

24,05:45-06:00,0.000000,11.440000,3.430000,130.500000,23.580000,271.270000,3.220000,101.030000,115.800000,57.160000,3.570000,0.890000,0.000000,30.860000,62.42,0,11.01,0.000000,40.89,0,0,0,0,0,40.89,20.81,0,0,0,5.52,20.8

25,06:00-06:15,0.000000,11.440000,3.430000,130.500000,25.480000,271.270000,3.220000,101.030000,94.610000,76.120000,3.570000,5.770000,0.000000,30.860000,59.77,0.33,10.64,0.000000,40.09,0.03,0,6.11,2.58,0.17,40.09,19.92,0,0,1.45,5.49,19.93

26,06:15-06:30,0.100000,11.440000,3.430000,130.500000,25.480000,271.270000,3.220000,101.030000,66.220000,76.120000,3.570000,11.310000,0.100000,30.860000,57.11,1.9,10.18,0.100000,37.39,0.03,0,12.96,7.45,0.95,37.39,19.04,1.62,0.33,4.02,5.53,19.03

27,06:30-06:45,0.530000,11.440000,3.430000,130.500000,25.480000,271.270000,3.220000,101.030000,115.800000,76.120000,3.570000,16.970000,0.320000,30.860000,46.8,4.83,9.53,0.470000,35.34,1.32,1.73,21.36,14.45,2.42,35.34,15.6,5.73,1.15,11.64,5.5,15.6

28,06:45-07:00,1.140000,11.440000,3.430000,130.500000,25.480000,271.270000,3.220000,101.030000,115.800000,57.160000,3.570000,23.590000,0.800000,30.860000,45.2,9.05,8.88,1.120000,33.98,3.89,3.51,33,25.48,4.52,33.98,15.07,11.88,2.37,18,5.52,15.06

29,07:00-07:15,1.970000,11.440000,3.430000,130.500000,25.480000,271.270000,3.220000,101.030000,115.800000,57.160000,3.570000,31.600000,1.550000,30.860000,44.14,20,8.04,1.920000,31.54,7.15,5.87,33,33,10,31.54,14.71,19.07,3.81,27,5.53,14.72

30,07:15-07:30,2.950000,11.440000,3.430000,130.500000,25.480000,271.270000,3.220000,101.030000,115.800000,57.160000,3.570000,40.540000,2.370000,30.860000,54.99,30,7.15,2.880000,41.52,11.92,8.7,31,31,15,41.52,18.33,30.46,6.09,31,5.56,18.34

31,07:30-07:45,4.220000,11.440000,3.430000,94.700000,25.480000,271.270000,3.220000,101.030000,115.800000,57.160000,3.570000,47.770000,3.530000,30.860000,51.22,36,6.29,4.100000,40.89,16.75,11.44,31,31,18,40.89,17.07,25.1,5.02,31,5.53,17.08

32,07:45:08:00,5.400000,11.440000,3.430000,94.700000,25.480000,271.270000,3.220000,101.030000,115.800000,57.160000,3.570000,58.110000,4.680000,30.860000,50.31,43.34,5.43,5.310000,40.09,23.06,14.17,31,31,21.66,40.09,16.77,37.71,7.54,31,5.52,16.78

33,08:00-08:15,6.560000,11.440000,3.800000,94.700000,25.480000,271.270000,3.220000,101.030000,115.800000,57.160000,3.490000,67.800000,5.820000,30.860000,47.81,48,4.97,6.410000,37.39,30.04,18.83,31.34,31.33,24,37.39,15.94,55.71,11.14,31.33,5.49,15.94

34,08:15-08:30,7.690000,11.440000,3.800000,94.700000,25.480000,271.270000,3.220000,101.030000,115.800000,57.160000,3.490000,76.640000,7.000000,30.860000,45.31,52.67,4.84,7.480000,22.22,37.67,22.52,31.34,31.33,26.33,22.22,15.11,90.79,18.16,31.33,5.53,15.1

35,08:30-08:45,8.540000,11.440000,3.800000,94.700000,25.480000,271.270000,3.220000,101.030000,115.800000,57.160000,3.490000,85.660000,8.230000,30.860000,42.92,58.67,4.63,8.480000,21.96,43.24,25.23,31.34,31.33,29.33,21.96,14.31,121.13,24.22,31.33,5.5,14.3

36,08:45:09:00,8.020000,11.440000,3.800000,94.700000,25.480000,271.270000,3.220000,101.030000,94.610000,57.160000,3.490000,94.940000,8.230000,30.860000,41.6,58.67,4.4,8.020000,19.53,40.12,27.55,31.34,31.33,29.33,19.53,13.87,147.23,29.45,31.33,5.52,13.86

37,09:00:09:15,8.870000,11.440000,3.710000,71.700000,26.030000,231.480000,3.220000,101.030000,70.390000,41.520000,3.110000,103.460000,9.090000,26.030000,23.62,61.34,4.44,8.870000,18.24,45.15,17.5,31.34,31.33,30.66,18.24,7.88,165.05,33.01,31.33,5.53,7.87

38,09:15-09:30,9.620000,11.440000,3.710000,94.700000,26.030000,271.270000,3.220000,101.030000,70.390000,41.520000,3.110000,110.230000,9.860000,26.030000,23.67,62,4.51,9.620000,18.47,50.18,17.5,31.34,31.33,31,18.47,7.89,182.13,36.43,31.33,6.51,7.9

39,09:30-09:45,10.260000,11.440000,3.710000,71.700000,26.030000,231.480000,3.220000,67.520000,70.390000,31.830000,3.340000,115.820000,10.520000,26.030000,23.83,66,4.55,10.260000,18.99,56.85,17.5,31.34,31.33,33,18.99,7.94,200.1,40.02,31.33,6.51,7.94

40,09:45-10:00,10.910000,11.440000,3.710000,94.700000,26.030000,271.270000,3.220000,77.160000,70.390000,31.830000,3.340000,120.940000,11.190000,26.030000,23.6,66.67,4.74,10.910000,19.01,66.85,17.5,31.34,31.33,33.33,19.01,7.87,213.23,42.65,31.33,6.48,7.87

41,10:00-10:15,11.530000,10.660000,3.620000,71.700000,26.030000,271.270000,3.300000,77.160000,70.390000,31.830000,3.340000,125.540000,11.820000,26.030000,23.77,66.67,3.02,11.530000,18.99,60,25,31.34,31.33,33.33,18.99,7.92,227.15,45.43,31.33,6.56,7.93

42,10:15-10:30,12.000000,9.730000,3.620000,71.700000,26.030000,271.270000,3.300000,77.160000,70.390000,31.830000,3.340000,129.210000,12.300000,26.030000,24.33,89.34,3.04,12.000000,18.81,66.67,25,31.34,31.33,44.66,18.81,8.11,233.33,46.67,31.33,6.54,8.1

43,10:30-10:45,12.310000,7.750000,3.620000,71.700000,26.030000,271.270000,3.300000,77.160000,70.390000,31.830000,3.340000,132.140000,12.620000,26.030000,24.12,86.67,3.02,12.310000,14.12,73.33,42.79,31.34,31.33,43.33,14.12,8.04,212.71,42.54,31.33,6.58,8.05

44,10:45-11:00,10.820000,6.380000,3.620000,71.700000,26.030000,271.270000,3.300000,86.800000,70.390000,31.830000,3.340000,134.050000,11.090000,26.030000,24.1,84.67,2.99,10.820000,14.12,78.33,43.88,31.34,31.33,42.33,14.12,8.03,212.71,42.54,31.33,6.51,8.05

45,11:00-11:15,11.030000,6.380000,3.520000,71.700000,26.030000,271.270000,3.300000,86.800000,70.390000,31.830000,3.340000,134.800000,11.300000,26.030000,22.47,84,3.02,11.030000,14.23,83.33,44.82,31.34,31.33,42,14.23,7.49,212.71,42.54,31.33,6.57,7.49

46,11:15-11:30,11.300000,6.380000,3.520000,71.700000,26.030000,271.270000,3.300000,77.160000,70.390000,31.830000,3.340000,134.390000,11.580000,26.030000,22.3,82.67,3.08,11.300000,14.08,86.67,45.48,31.34,31.33,41.33,14.08,7.43,212.71,42.54,31.33,6.47,7.43

47,11:30-11:45,11.480000,6.350000,3.520000,71.700000,26.030000,271.270000,3.300000,57.870000,70.390000,31.830000,3.340000,132.370000,11.770000,26.030000,22.28,82,3.04,11.480000,14.04,77.63,43.89,31.34,31.33,41,14.04,7.43,166.67,33.33,31.33,6.85,7.43

48,11:45-12:00,11.480000,6.350000,3.520000,94.700000,26.030000,271.270000,3.300000,57.870000,70.390000,31.830000,3.340000,130.530000,11.760000,26.030000,22.01,81.34,3.05,11.480000,14.14,77.61,41.7,31.34,31.33,40.66,14.14,7.34,166.67,33.33,31.33,7.21,7.34

49,12:00-12:15,11.620000,6.350000,3.520000,94.700000,26.030000,271.270000,3.300000,48.220000,70.390000,31.830000,3.340000,131.610000,11.910000,26.030000,22.02,81.34,3.22,11.620000,14.42,77.6,35.68,31.34,31.33,40.66,14.42,7.34,166.67,33.33,31.33,7.82,7.34

50,12:15-12:30,11.650000,6.350000,3.520000,94.700000,26.030000,271.270000,3.300000,48.220000,70.390000,31.830000,3.340000,130.280000,11.940000,26.030000,22.26,78.67,3.77,11.650000,15.26,77.63,35.47,31.34,31.33,39.33,15.26,7.42,166.67,33.33,31.33,8.31,7.43

51,12:30-12:45,9.010000,6.350000,3.520000,94.700000,26.030000,271.270000,3.300000,77.160000,70.390000,32.790000,3.340000,128.810000,9.240000,26.030000,29.51,75.34,4.41,9.010000,16.45,77.61,34.92,31.34,31.33,37.66,16.45,9.84,166.67,33.33,31.33,8.9,9.83

52,12:45-13:00,9.030000,6.350000,3.520000,71.700000,26.030000,271.270000,3.300000,101.030000,70.390000,32.790000,3.340000,127.050000,9.260000,26.030000,30.12,68.67,4.88,9.030000,18.01,77.58,34.78,31.34,31.33,34.33,18.01,10.04,166.67,33.33,31.33,9.63,10.04

53,13:00-13:15,8.960000,6.350000,3.520000,121.530000,26.030000,231.480000,3.450000,80.250000,70.390000,32.790000,3.410000,125.570000,9.180000,26.030000,32.05,52,5.29,8.960000,20.46,43.41,34.75,31.34,31.33,26,20.46,10.68,221.13,44.23,31.33,10.19,10.69

54,13:15-13:30,8.890000,6.350000,3.520000,121.530000,26.030000,192.900000,3.450000,80.250000,70.390000,32.790000,3.410000,123.970000,9.110000,26.030000,33.61,59.34,5.85,8.890000,23.46,48.55,34.52,31.34,31.33,29.66,23.46,11.2,221.13,44.23,31.33,10.82,11.21

55,13:30-13:45,8.780000,6.350000,3.520000,121.530000,26.030000,231.480000,3.450000,51.560000,70.390000,32.790000,3.410000,115.000000,9.000000,26.030000,36.28,63.34,6.49,8.780000,25.99,52.89,32.17,31.34,31.33,31.66,25.99,12.09,221.13,44.23,31.33,11.52,12.09

56,13:45-14:00,8.550000,6.350000,3.520000,162.450000,26.030000,271.270000,3.450000,48.150000,70.390000,32.790000,3.410000,110.300000,8.760000,26.030000,38.77,64,7.25,8.550000,28.03,60,29.03,31.34,31.33,32,28.03,12.92,221.13,44.23,31.33,11.65,12.93

57,14:00-14:15,8.430000,6.350000,3.900000,162.450000,26.110000,271.270000,3.450000,48.150000,78.910000,47.460000,3.410000,105.330000,8.640000,26.110000,43.28,64.67,7.66,8.430000,33.4,66.82,25.88,31.34,31.33,32.33,33.4,14.43,221.13,44.23,31.33,8.52,14.42

58,14:15-14:30,6.180000,6.350000,3.900000,162.450000,26.110000,271.270000,3.450000,77.080000,115.800000,47.460000,3.410000,99.370000,6.330000,26.110000,46.06,62,8.02,6.180000,34.42,66.82,24.49,31.34,31.33,31,34.42,15.35,221.13,44.23,31.33,8.41,15.35

59,14:30-14:45,5.950000,6.380000,3.900000,162.450000,26.110000,271.270000,3.450000,85.260000,115.800000,47.460000,3.410000,92.380000,6.100000,26.110000,49.24,79.34,8.98,5.950000,34.73,40.09,22.89,31.34,31.33,39.66,34.73,16.42,221.13,44.23,31.33,8.58,16.41

60,14:45-15:00,5.740000,6.380000,3.900000,162.450000,26.110000,271.270000,3.450000,85.260000,115.800000,47.460000,3.410000,85.340000,5.890000,26.110000,51.91,77.34,9.89,5.740000,35.42,37.88,21.69,31.34,31.33,38.66,35.42,17.3,208.63,41.73,31.33,8.35,17.31

61,15:00-15:15,5.470000,11.440000,3.990000,208.330000,26.110000,271.270000,3.610000,85.260000,115.800000,47.460000,3.570000,78.090000,5.610000,26.110000,52.66,69.34,10.43,5.470000,35.75,36.73,20.16,31.34,31.33,34.66,35.75,17.55,159.56,31.91,31.33,8.28,17.56

62,15:15-15:30,5.130000,11.440000,3.990000,208.330000,26.110000,271.270000,3.610000,85.260000,115.800000,47.460000,3.570000,71.350000,5.260000,26.110000,56.14,64.67,10.75,5.130000,36.75,35.07,18.19,31.34,31.33,32.33,36.75,18.71,150.58,30.11,31.33,8.27,18.72

63,15:30-15:45,4.840000,11.440000,3.990000,208.330000,26.110000,271.270000,3.610000,101.030000,115.800000,47.460000,3.570000,64.440000,4.950000,26.110000,55.17,61.34,10.9,4.840000,43.48,34.42,19.78,31.34,31.33,30.66,43.48,18.39,140.57,28.11,31.33,8.27,18.39

64,15:45-16:00,7.820000,11.440000,3.990000,208.330000,26.110000,271.270000,3.610000,101.030000,115.800000,47.460000,3.570000,57.610000,8.020000,26.110000,56.17,59.34,11.09,7.820000,42.99,50.22,20.12,31.34,31.33,29.66,42.99,18.72,132.22,26.44,31.33,8.07,18.73

65,16:00-16:15,7.080000,11.440000,4.180000,208.330000,26.110000,271.270000,3.610000,101.030000,115.800000,66.430000,3.570000,51.210000,7.250000,26.110000,56.76,27.33,10.69,7.080000,43.22,46.78,20.29,31.34,31.33,13.67,43.22,18.92,87.5,17.5,31.33,7.45,18.93

66,16:15-16:30,6.430000,11.440000,4.180000,208.330000,26.110000,271.270000,3.610000,101.030000,115.800000,66.430000,3.570000,44.760000,6.590000,26.110000,60.13,26,10.86,6.430000,44.76,43.48,20.4,31.34,31.33,13,44.76,20.04,83.33,16.67,31.33,7.05,20.05

67,16:30-16:45,5.700000,11.440000,4.180000,208.330000,26.110000,271.270000,3.610000,101.030000,115.800000,76.120000,3.570000,37.180000,5.850000,26.110000,63.44,23.33,11.03,5.700000,46.99,40.71,18.19,31.34,31.33,11.67,46.99,21.15,75,15,31.33,6.65,21.15

68,16:45-17:00,4.890000,11.440000,4.180000,208.330000,26.110000,271.270000,3.610000,101.030000,115.800000,76.120000,3.570000,30.090000,5.010000,26.110000,63.83,20,11.22,4.890000,47.49,35.14,15.86,31.34,31.33,10,47.49,21.28,70.83,14.17,31.33,6.65,21.27

69,17:00-17:15,4.100000,11.440000,4.260000,208.330000,26.110000,271.270000,3.990000,101.030000,115.800000,76.120000,3.650000,23.490000,4.190000,26.110000,70.17,17.33,11.2,4.100000,48.85,29.31,21.85,33,33,8.67,48.85,23.39,66.67,13.33,25,6.65,23.38

70,17:15-17:30,3.290000,11.440000,4.260000,208.330000,26.110000,271.270000,3.990000,101.030000,115.800000,76.120000,3.650000,17.730000,3.380000,26.110000,69.28,16,11.21,3.290000,47.77,23.74,17.74,33,21.59,8,47.77,23.09,58.63,11.73,15,6.71,23.09

71,17:30-17:45,2.510000,11.440000,4.260000,208.330000,26.110000,271.270000,3.990000,101.030000,115.800000,76.120000,3.650000,12.750000,2.580000,26.110000,69.43,13.33,11.05,2.510000,46.26,18.09,14.62,18.97,9.51,6.67,46.26,23.14,45.98,9.19,8.74,6.75,23.15

72,17:45-18:00,1.830000,11.440000,4.260000,208.330000,26.110000,271.270000,3.990000,101.030000,115.800000,76.120000,3.650000,8.400000,1.880000,26.110000,69.72,10,10.78,1.830000,46.28,12.73,11.04,12.03,4.76,5,46.28,23.24,33.38,6.68,2.7,6.67,23.24

73,18:00-18:15,1.190000,11.440000,4.640000,208.330000,26.110000,271.270000,4.210000,101.030000,115.800000,76.120000,3.650000,4.620000,1.220000,26.110000,67.88,6.67,9.74,1.190000,45.74,8.17,7.65,0,0,3.33,45.74,22.63,22.88,4.57,0,6.65,22.62

74,18:15-18:30,0.730000,11.440000,4.640000,208.330000,26.110000,271.270000,4.210000,101.030000,115.800000,76.120000,3.650000,2.090000,0.750000,26.110000,66.56,3.33,9.16,0.730000,44.79,4.72,4.56,0,0,1.67,44.79,22.19,13.91,2.78,0,6.74,22.18

75,18:30-18:45,0.380000,11.440000,4.640000,208.330000,26.110000,271.270000,3.450000,101.030000,115.800000,76.120000,3.650000,0.710000,0.390000,26.110000,57.72,1.33,8.76,0.380000,41.57,2.35,1.69,0,0,0.67,41.57,19.24,5.42,1.08,0,6.6,19.23

76,18:45-19:00,0.000000,11.440000,4.640000,208.330000,25.070000,271.270000,3.450000,101.030000,115.800000,76.120000,3.650000,0.000000,0.000000,25.070000,55.64,1.33,8.37,0.000000,40.26,0.72,0.3,0,0,0.67,40.26,18.55,3.03,0.61,0,6.72,18.54

77,19:00-19:15,0.000000,11.440000,4.460000,208.330000,24.790000,271.270000,3.450000,101.030000,115.800000,76.120000,3.720000,0.000000,0.000000,24.790000,53.56,0.03,7.94,0.000000,39.89,0.02,0,0,0,0.01,39.89,17.85,1.07,0.21,0,6.74,17.86

78,19:15-19:30,0.000000,11.440000,4.460000,208.330000,24.790000,271.270000,3.450000,101.030000,115.800000,76.120000,3.720000,0.000000,0.000000,24.790000,51.27,0,7.58,0.000000,37.98,0.02,0,0,0,0,37.98,17.09,0.42,0.08,0,6.66,17.09

79,19:30-19:45,0.000000,11.440000,4.460000,208.330000,24.790000,271.270000,3.450000,101.030000,115.800000,76.120000,3.720000,0.000000,0.000000,24.790000,50.35,0,7.21,0.000000,36.67,0.02,0,0,0,0,36.67,16.78,0.05,0.01,0,6.71,16.8

80,19:45-20:00,0.000000,11.440000,4.460000,208.330000,24.790000,271.270000,3.450000,101.030000,115.800000,76.120000,3.720000,0.000000,0.000000,24.790000,48.18,0,7.2,0.000000,36.32,0,0,0,0,0,36.32,16.06,0,0,0,6.75,16.06

81,20:00-20:15,0.000000,11.440000,4.260000,208.330000,25.900000,271.270000,3.450000,101.030000,115.800000,76.120000,3.720000,0.000000,0.000000,25.900000,46.53,0,6.94,0.000000,36.84,0,0,0,0,0,36.84,15.51,0,0,0,6.67,15.52

82,20:15-20:30,0.000000,11.440000,4.260000,208.330000,25.900000,271.270000,3.450000,101.030000,115.800000,76.120000,3.720000,0.000000,0.000000,25.900000,45.35,0,6.34,0.000000,36.07,0,0,0,0,0,36.07,15.12,0,0,0,6.64,15.1

83,20:30-20:45,0.000000,11.440000,4.260000,208.330000,25.900000,271.270000,3.450000,101.030000,115.800000,76.120000,3.720000,0.000000,0.000000,25.900000,44.01,0,5.83,0.000000,20.9,0,0,0,0,0,20.9,14.67,0,0,0,6.61,14.68

84,20:45-21:00,0.000000,11.440000,4.260000,208.330000,25.900000,271.270000,3.450000,101.030000,115.800000,76.120000,3.720000,0.000000,0.000000,25.900000,43.08,0,5.69,0.000000,20.72,0,0,0,0,0,20.72,14.36,0,0,0,6.66,14.37

85,21:00-21:15,0.000000,11.440000,3.800000,208.330000,29.900000,271.270000,3.300000,101.030000,115.800000,76.120000,3.260000,0.000000,0.000000,23.580000,42.17,0,5.57,0.000000,20.38,0,0,0,0,0,20.38,14.06,0,0,0,6.62,14.04

86,21:15-21:30,0.000000,11.440000,3.800000,208.330000,29.900000,271.270000,3.300000,101.030000,115.800000,76.120000,3.260000,0.000000,0.000000,23.580000,26.43,0,5.47,0.000000,20.04,0,0,0,0,0,20.04,8.81,0,0,0,6.78,8.8

87,21:30-21:45,0.000000,11.440000,3.800000,208.330000,29.900000,271.270000,3.300000,101.030000,115.800000,76.120000,3.260000,0.000000,0.000000,23.580000,26.75,0,5.38,0.000000,19.83,0,0,0,0,0,19.83,8.92,0,0,0,6.75,8.91

88,21:45-22:00,0.000000,11.440000,3.800000,208.330000,29.900000,271.270000,3.300000,101.030000,115.800000,76.120000,3.260000,0.000000,0.000000,23.580000,26.78,0,5.35,0.000000,19.49,0,0,0,0,0,19.49,8.93,0,0,0,6.64,8.92

89,22:00-22:15,0.000000,11.440000,3.710000,130.500000,30.380000,271.270000,3.300000,101.030000,115.800000,76.120000,3.110000,0.000000,0.000000,23.680000,26.51,0,4.91,0.000000,19.92,0,0,0,0,0,19.92,8.84,0,0,0,6.71,8.83

90,22:15-22:30,0.000000,11.440000,3.710000,130.500000,30.380000,271.270000,3.300000,101.030000,115.800000,76.120000,3.110000,0.000000,0.000000,23.680000,26.45,0,4.65,0.000000,13.55,0,0,0,0,0,13.55,8.82,0,0,0,6.64,8.82

91,22:30-22:45,0.000000,11.440000,3.710000,130.500000,30.380000,271.270000,3.300000,101.030000,115.800000,76.120000,3.110000,0.000000,0.000000,23.680000,26.45,0,4.51,0.000000,13.99,0,0,0,0,0,13.99,8.82,0,0,0,6.74,8.82

92,22:45-23:00,0.000000,11.440000,3.710000,130.500000,30.380000,271.270000,3.300000,101.030000,115.800000,76.120000,3.110000,0.000000,0.000000,23.680000,25.97,0,4.4,0.000000,14.02,0,0,0,0,0,14.02,8.65,0,0,0,6.76,8.66

93,23:00-23:15,0.000000,11.440000,3.710000,130.500000,30.380000,271.270000,3.300000,101.030000,115.800000,76.120000,3.030000,0.000000,0.000000,23.680000,25.17,0,4.35,0.000000,14.46,0,0,0,0,0,14.46,8.39,0,0,0,6.63,8.4

94,23:15-23:30,0.000000,11.440000,3.710000,130.500000,30.380000,271.270000,3.300000,101.030000,115.800000,76.120000,3.030000,0.000000,0.000000,23.680000,24.67,0,4.26,0.000000,14.89,0,0,0,0,0,14.89,8.22,0,0,0,6.61,8.22

95,23:30-23:45,0.000000,11.440000,3.710000,130.500000,30.380000,271.270000,3.300000,101.030000,115.800000,76.120000,3.030000,0.000000,0.000000,23.680000,23.88,0,4.24,0.000000,15.26,0,0,0,0,0,15.26,7.96,0,0,0,6.76,7.96

