Block,Time,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA3,CHAMERA2,UNCHAHAR3,UNCHAHAR2,URI2,UNCHAHAR4,UNCHAHAR1,KISHANGANGA,RAPPC,NAPP,JHAJJAR,KOTESHWR,SINGRAULI_HYDRO,RIHAND3,TEHRI,PARBATI3,KOLDAM,SINGRAULI,RAMPUR,RIHAND2,TANDA2,NJPC,RIHAND1,SEWA2,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,32.41932,0,19.985,0,51.1407,38.5548,653.1525,36.482,0.9565,123.665625,67.536,0,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,6.5538,46.368,11.7852,85.988,0,0,10.5,0,31.5,0,37.812,47.676,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,25.872,15.00135,12.51,418.77

2,00:15-00:30,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,32.41932,0,19.985,0,51.1407,38.5548,653.1525,36.482,0.9565,123.665625,67.536,0,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,6.5538,46.368,11.7852,85.988,0,0,10.5,0,31.5,0,37.812,47.676,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,25.872,15.00135,12.51,418.77

3,00:30-00:45,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,51.1407,38.5548,653.1525,36.482,0.9565,123.665625,67.536,0,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,6.5538,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,37.812,47.676,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,25.872,15.00135,12.51,418.77

4,00:45-01:00,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,51.1407,38.5548,653.1525,36.482,0.9565,123.665625,67.536,0,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,6.5538,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,37.812,47.676,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,25.872,15.00135,12.51,418.77

5,01:00-01:15,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,16.6732,0,51.1407,38.5548,653.1525,36.482,0.9565,123.665625,67.536,0,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,13.1076,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,37.812,47.676,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,25.872,15.00135,12.51,418.77

6,01:15-01:30,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,13.3614,0,51.1407,38.5548,653.1525,36.482,0.9565,123.665625,67.536,0,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,13.1076,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,37.812,47.676,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,25.872,15.00135,12.51,418.77

