Block,Time,L_NR_2022_10,L_NR_2022_08,L_NR_2019_07,L_NR_2021_17,L_NR_2020_06,L_NR_2022_09,LT-36,L_NR_2021_13,L_NR_2012_02,L_NR_2018_61,LT-35,L_NR_2023_04,SH-06,L_NR_2019_06,L_NR_2020_05,LT-59,L_NR_2012_01,L_NR_2023_07,L_NR_2021_16,L_NR_2019_19,L_NR_2021_14,L_NR_2020_07,L_NR_2023_10,L_NR_2012_04,LT-05,L_NR_2021_15,LT-31,L_NR_2020_02,L_NR_2019_05,SH-07,L_NR_2012_07,L_NR_2019_11,L_NR_2021_12
29,07:00-07:15,61.67,33,22,4,32.28,61.67,0.800000,2.52,259.690000,7.4,0.780000,28.540000,25.900000,29.78,96.84,8.720000,100.530000,7,8,31.038012,2.76,32.28,3.33,269.920000,91.270000,4,0.780000,6.550000,30.75,25.900000,73.590000,8.240000,12.6

30,07:15-07:30,61.67,32.85,28.65,6,31.83,61.67,1.310000,3.66,259.690000,7.4,1.280000,28.540000,25.900000,28.65,95.49,8.720000,100.530000,12,12,40.750786,5.51,31.82,4.45,269.920000,95.970000,7,1.280000,6.550000,28.65,25.900000,73.590000,8.240000,18.31

31,07:30-07:45,61.67,32.2,30.16,8,31.87,61.67,2.030000,5.29,259.690000,7.4,1.990000,28.540000,25.900000,30.17,95.6,8.490000,100.530000,16,16,51.213694,8.27,31.85,7.48,269.920000,99.730000,7,1.990000,6.550000,30.17,25.900000,73.590000,8.240000,26.45

32,07:45:08:00,61.67,32.44,30.66,9,31.41,61.67,2.770000,6.74,259.690000,7.4,2.700000,28.540000,25.900000,30.67,94.23,8.490000,100.530000,22,17,61.842216,14.91,31.41,9.68,269.920000,104.430000,4,2.700000,6.550000,30.67,25.900000,73.590000,8.240000,33.68

33,08:00-08:15,61.67,28.92,31.84,10,31.79,61.67,3.740000,10.43,259.690000,7.13,3.650000,28.540000,25.900000,31.83,95.38,8.490000,100.530000,46,21,71.55499,15,31.79,19,269.920000,108.210000,6,3.650000,6.550000,31.83,25.900000,73.590000,8.010000,52.14

34,08:15-08:30,61.67,28.78,32.16,14,31.29,61.67,4.580000,13.08,259.690000,7.13,4.470000,28.540000,25.900000,32.17,93.86,8.490000,100.530000,53,27,80.361758,16,31.28,22,269.920000,112.910000,7,4.470000,6.550000,32.17,25.900000,73.590000,8.010000,65.4

35,08:30-08:45,61.67,28.82,32.16,15,30.81,61.67,5.410000,15.89,259.690000,7.13,5.270000,29.500000,25.900000,32.17,92.42,8.490000,100.530000,77,31,88.55478,17.33,30.79,33,269.920000,114.790000,9,5.270000,6.550000,32.17,25.900000,73.590000,8.010000,79.45

36,08:45:09:00,61.67,29.32,32.16,29,30.56,61.67,3.440000,18.8,259.690000,7.13,3.350000,29.500000,25.900000,32.17,91.68,8.490000,100.530000,88,57,95.929474,18.67,30.57,37,269.920000,114.790000,10,3.350000,6.550000,32.17,25.900000,73.590000,8.010000,93.99

37,09:00:09:15,61.67,29.08,32.34,28,30.44,61.67,3.820000,23.12,259.690000,7.13,3.720000,29.450000,25.900000,32.33,91.33,8.030000,100.530000,98,57,84.85282,20.67,30.46,42,269.920000,79.970000,11,3.720000,6.410000,32.33,25.900000,73.590000,8.010000,115.61

38,09:15-09:30,63.97,27.67,32.34,31,30.42,63.97,4.220000,18.04,259.690000,7.13,4.120000,29.450000,25.900000,32.33,91.25,8.030000,100.530000,109,62,91.097442,22.67,30.42,46,269.920000,70.000000,13,4.120000,6.410000,32.33,25.900000,73.590000,8.010000,90.21

39,09:30-09:45,60.78,27.62,32.34,33,26.89,60.78,4.610000,19.22,259.690000,8.72,4.500000,29.450000,25.900000,32.33,80.67,8.030000,100.530000,118,67,97.117998,27.33,26.88,50,269.920000,70.000000,15,4.500000,6.410000,32.33,25.900000,73.590000,8.010000,96.1

40,09:45-10:00,61.22,27.99,32.34,36,26.84,61.22,9.360000,20.87,259.690000,8.74,9.130000,29.410000,25.900000,32.33,80.52,8.030000,100.530000,127,72,102.232548,31.67,26.84,55,269.920000,70.000000,17,9.130000,6.410000,32.33,25.900000,73.590000,8.010000,104.38

41,10:00-10:15,61.45,20.26,32.34,41,26.83,61.45,9.870000,13.37,259.690000,8.94,9.630000,29.410000,25.900000,32.33,80.5,8.030000,100.530000,137,83,107.11329,40,26.83,58,269.920000,70.000000,19,9.630000,6.410000,32.33,25.900000,73.590000,7.780000,66.88

42,10:15-10:30,41.02,20.75,32.34,42,20.89,41.02,10.280000,14.21,259.690000,9.07,10.030000,29.410000,25.900000,32.33,62.67,8.030000,100.530000,158,85,111.0588,48.33,20.9,67,269.920000,70.000000,20,10.030000,6.410000,32.33,25.900000,73.590000,7.780000,71.04

43,10:30-10:45,39.94,21.28,32.34,44,20.84,39.94,10.630000,15.04,259.690000,9.34,10.370000,29.410000,25.900000,32.33,62.51,8.030000,100.530000,165,87,133.280302,70.44,20.83,70,269.920000,70.000000,22,10.370000,6.410000,32.33,25.900000,73.590000,7.780000,75.21

44,10:45-11:00,39.27,21.81,32.66,45,20.78,39.27,10.930000,15.54,259.690000,9.33,10.660000,29.410000,25.900000,32.67,62.33,8.030000,100.530000,168,91,136.271096,71.59,20.76,72,269.920000,70.000000,24,10.660000,6.410000,32.67,25.900000,73.590000,7.780000,77.71

45,11:00-11:15,39.21,21.69,32.66,46,20.73,39.21,11.740000,16.39,259.690000,9.54,11.450000,26.380000,25.560000,32.67,62.17,8.030000,100.530000,172,93,139.3106,72.6,20.72,73,269.920000,70.000000,38,11.450000,6.280000,32.67,25.560000,73.590000,8.010000,81.97

46,11:15-11:30,39.18,21.87,32.66,48,20.53,39.18,11.910000,16.67,259.690000,9.74,11.620000,26.380000,25.560000,32.67,61.6,8.030000,100.530000,175,96,141.512292,73.71,20.54,75,269.920000,89.390000,38,11.620000,6.280000,32.67,25.560000,73.590000,8.010000,83.33

47,11:30-11:45,23.27,11.88,32.66,50,10.72,23.27,11.970000,17.56,259.690000,9.82,11.680000,26.380000,25.560000,32.67,32.17,8.030000,100.530000,175,100,142.661848,74.45,10.73,75,269.920000,114.790000,39,11.680000,6.280000,32.67,25.560000,73.590000,8.010000,87.8

48,11:45-12:00,23.61,11.94,32.66,50,10.68,23.61,12.030000,35.02,259.690000,10.16,11.740000,26.380000,25.560000,32.67,32.03,8.030000,100.530000,175,100,142.788494,75.1,10.68,75,269.920000,114.790000,40,11.740000,6.280000,32.67,25.560000,73.590000,8.010000,175.13

49,12:00-12:15,23.94,11.92,32.66,50,10.83,23.94,13.340000,35.87,259.690000,10.32,13.020000,26.380000,25.560000,32.67,32.49,8.190000,100.530000,158,100,151.721908,75.1,10.84,67,269.920000,114.790000,40,13.020000,6.280000,32.67,25.560000,73.590000,8.010000,179.38

50,12:15-12:30,24.32,12.08,32.66,44,10.8,24.32,13.290000,37.54,259.690000,10.79,12.970000,26.380000,25.560000,32.67,32.41,8.190000,100.530000,158,89,150.17293,75.1,10.81,67,269.920000,114.790000,31,12.970000,6.280000,32.67,25.560000,73.590000,8.010000,187.71

51,12:30-12:45,24.58,12.07,32.66,42,10.78,24.58,13.300000,38.37,259.690000,11.45,12.980000,26.380000,25.560000,32.67,32.33,8.190000,100.530000,158,85,147.766656,48.33,10.78,67,269.920000,114.790000,33,12.980000,6.280000,32.67,25.560000,73.590000,8.010000,191.88

52,12:45-13:00,24.88,12.16,32.66,41,11.06,24.88,13.290000,40.04,259.690000,11.85,12.970000,26.380000,25.560000,32.67,33.17,8.190000,100.530000,158,81,144.57128,55,11.05,67,269.920000,114.790000,36,12.970000,6.280000,32.67,25.560000,73.590000,8.010000,200.21

53,13:00-13:15,24.78,12.19,32.66,40,11.24,24.78,13.260000,24.21,259.690000,12.49,12.930000,25.420000,25.560000,32.67,33.73,8.340000,100.530000,158,81,140.52835,61.18,11.25,67,269.920000,114.790000,38,12.930000,6.130000,32.67,25.560000,73.590000,8.010000,121.04

54,13:15-13:30,24.5,12.12,32.66,46,11.59,24.5,13.240000,25.04,259.690000,8.07,12.910000,25.420000,25.560000,32.67,34.78,8.340000,100.530000,158,91,135.472252,65.55,11.59,67,269.920000,114.790000,38,12.910000,6.130000,32.67,25.560000,73.590000,8.010000,125.21

55,13:30-13:45,23.94,10.19,32.66,46,11.83,23.94,13.210000,25.87,259.690000,8.33,12.880000,25.420000,25.560000,32.67,35.49,8.340000,100.530000,158,93,104.346562,69.92,11.84,67,269.920000,114.790000,38,12.880000,6.130000,32.67,25.560000,73.590000,8.010000,129.38

56,13:45-14:00,22.92,10.67,32.66,47,10.88,22.92,12.840000,25.87,259.690000,8.65,12.530000,25.420000,25.560000,32.67,32.64,8.340000,100.530000,140,94,101.248606,71.38,10.88,60,269.920000,114.790000,36,12.530000,6.130000,32.67,25.560000,73.590000,8.010000,129.38

57,14:00-14:15,21.24,10.98,32.66,47,11.02,21.24,11.160000,26.71,259.690000,9.54,10.890000,26.380000,25.560000,32.67,33.06,5.400000,100.530000,140,95,97.829164,69.32,11.02,60,269.920000,114.790000,34,10.890000,6.130000,32.67,25.560000,73.590000,8.400000,133.54

58,14:15-14:30,21.43,11.19,32.66,46,11.14,21.43,11.040000,26.71,259.690000,9.94,10.770000,26.380000,25.560000,32.67,33.42,7.870000,100.530000,137,91,93.123778,68.08,11.15,58,269.920000,114.790000,31.57,10.770000,6.130000,32.67,25.560000,73.590000,8.400000,133.54

59,14:30-14:45,22.59,7.84,32.66,34,11.28,22.59,10.600000,26.71,259.690000,10.14,10.340000,26.380000,25.560000,32.67,33.83,7.870000,100.530000,133,68,88.204068,66.47,11.26,57,269.920000,114.790000,29.08,10.340000,6.130000,32.67,25.560000,73.590000,8.400000,133.54

60,14:45-15:00,22.75,8.28,32.66,31,11.43,22.75,10.160000,26.4,259.690000,11.06,9.910000,26.380000,25.560000,32.67,34.29,7.870000,100.530000,105,63,82.436804,63.4,11.44,45,269.920000,114.790000,28,9.910000,6.130000,32.67,25.560000,73.590000,8.400000,132.03

61,15:00-15:15,23.26,8.42,32.66,29,8.73,23.26,9.780000,34.34,259.690000,11.74,9.540000,26.380000,25.560000,32.67,26.2,8.030000,100.530000,102,59,82.36861,60.02,8.74,43,269.920000,114.790000,27,9.540000,6.230000,32.67,25.560000,73.590000,8.400000,171.73

62,15:15-15:30,22.67,8.65,32.66,27,8.76,22.67,9.370000,32.75,259.690000,12.46,9.140000,26.380000,25.560000,32.67,26.26,8.030000,100.530000,95,55,74.204814,45.41,8.75,40,269.920000,114.790000,26,9.140000,6.230000,32.67,25.560000,73.590000,8.400000,163.74

63,15:30-15:45,28.17,8.95,32.66,26,9.17,28.17,8.780000,31.29,259.690000,30.08,8.560000,26.380000,25.560000,32.67,27.52,8.030000,100.530000,88,51,65.56366,41.73,9.19,37,269.920000,114.790000,25.23,8.560000,6.230000,32.67,25.560000,73.590000,8.400000,156.47

64,15:45-16:00,28.7,9.01,32.66,34,9.49,28.7,8.100000,29.34,259.690000,31.08,7.910000,26.380000,23.920000,32.67,28.47,8.030000,100.530000,116,68,56.74715,38.63,9.49,49,269.920000,114.790000,24.29,7.910000,6.230000,32.67,23.920000,73.590000,8.400000,146.69

65,16:00-16:15,29.04,9.28,32.66,31,9.55,29.04,7.300000,25.72,259.690000,32.08,7.120000,27.340000,23.920000,32.67,28.66,8.190000,100.530000,105,62,48.378772,34.42,9.55,45,269.920000,114.790000,22.5,7.120000,6.640000,32.67,23.920000,73.590000,8.780000,128.62

66,16:15-16:30,29.83,9.34,32.66,28,9.58,29.83,6.450000,22.41,259.690000,32.66,6.290000,27.340000,23.920000,32.67,28.74,8.190000,100.530000,95,55,40.224718,30.85,9.58,40,269.920000,114.790000,17,6.290000,6.640000,32.67,23.920000,73.590000,8.780000,112.07

67,16:30-16:45,30.83,9.51,32.66,25,9.58,30.83,5.620000,20.43,259.690000,15.15,5.480000,27.340000,23.920000,32.67,28.73,8.190000,100.530000,84,49,31.008786,25.99,9.56,36,269.920000,114.790000,15,5.480000,6.640000,32.67,23.920000,73.590000,8.010000,102.17

68,16:45-17:00,18.31,7.33,25,22,9.53,18.31,4.750000,17.02,259.690000,15.11,4.630000,27.340000,23.920000,33,28.59,8.190000,100.530000,74,44,23.614608,22.42,9.53,31,269.920000,114.790000,14,4.630000,6.640000,33,23.920000,73.590000,8.010000,85.09

69,17:00-17:15,18.53,7.33,20,19,7.5,18.53,3.880000,13.9,259.690000,15.57,3.780000,27.340000,23.920000,22.31,22.5,7.490000,100.530000,63,39,15.78204,18.29,7.5,27,269.920000,114.790000,12,3.780000,7.100000,30.48,23.920000,73.590000,8.010000,69.5

70,17:15-17:30,18.7,7.33,15,16,7.5,18.7,2.980000,10.46,259.690000,16.17,2.900000,27.340000,23.920000,10.4,22.5,7.960000,100.530000,53,33,10.394714,14.26,7.5,22,269.920000,114.790000,9,2.900000,7.100000,20.15,23.920000,73.590000,8.010000,52.31

71,17:30-17:45,18.96,8.42,8.74,13,7.93,18.96,2.230000,6.79,221.690000,7.4,2.180000,28.300000,23.920000,0.36,23.8,7.960000,100.530000,42,27,5.513972,10.65,7.93,18,269.920000,114.790000,5.82,2.180000,7.100000,14.3,23.920000,73.590000,8.010000,33.97

72,17:45-18:00,44.99,9.08,2.7,10,19.27,44.99,1.520000,3.88,221.690000,7.4,1.480000,28.300000,23.920000,0,57.81,7.960000,100.530000,32,19,2.571888,6.97,19.28,13,269.920000,114.790000,3.82,1.480000,7.100000,5.88,23.920000,73.590000,8.010000,19.4

73,18:00-18:15,45.65,18.74,0,7,19.6,45.65,0.920000,2.58,221.690000,7.4,0.900000,28.300000,23.920000,0,58.81,7.960000,74.660000,21,15,0.740392,4.23,19.62,9,269.920000,114.790000,2.23,0.900000,7.570000,0,23.920000,73.590000,7.780000,12.92

74,18:15-18:30,46.68,18.89,0,5,19.94,46.68,0.460000,1.47,221.690000,7.4,0.450000,28.300000,24.490000,0,59.81,7.960000,74.660000,14,9,0.019484,2.16,19.94,6,269.920000,114.790000,1.06,0.450000,7.570000,0,24.490000,73.590000,7.780000,7.34

75,18:30-18:45,47.62,19.93,0,2,20.1,47.62,0.110000,0.6,221.690000,7.4,0.110000,28.300000,24.490000,0,60.31,7.720000,74.660000,7,3,0,0.77,20.12,3,269.920000,114.790000,0.29,0.110000,6.460000,0,24.490000,73.590000,7.780000,3.03

76,18:45-19:00,48.5,21.03,0,0,20.22,48.5,0.000000,0.03,221.690000,7.4,0.000000,28.300000,24.490000,0,60.67,7.720000,74.660000,0,0,0,0,20.22,0,269.920000,114.790000,0,0.000000,6.460000,0,24.490000,73.590000,7.780000,0.15

77,19:00-19:15,48.49,21.71,0,0,20.6,48.49,0.000000,0,221.690000,7.4,0.000000,28.300000,0.000000,0,61.81,7.720000,74.660000,0,0,0,0,20.62,0,269.920000,114.790000,0,0.000000,6.600000,0,30.710000,73.590000,7.780000,0

78,19:15-19:30,48.5,22.18,0,0,20.94,48.5,0.000000,0,221.690000,7.4,0.000000,28.300000,0.000000,0,62.81,7.720000,74.660000,0,0,0,0,20.94,0,269.920000,114.790000,0,0.000000,6.600000,0,30.710000,73.590000,7.780000,0

79,19:30-19:45,58.03,21.54,0,0,26.79,58.03,0.000000,0,221.690000,7.4,0.000000,28.300000,0.000000,0,80.36,7.720000,74.660000,0,0,0,0,26.78,0,269.920000,114.790000,0,0.000000,6.600000,0,30.710000,73.590000,7.780000,0

80,19:45-20:00,57.79,28.45,0,0,26.72,57.79,0.000000,0,221.690000,7.4,0.000000,28.300000,0.000000,0,80.17,7.720000,74.660000,0,0,0,0,26.73,0,269.920000,114.790000,0,0.000000,6.600000,0,30.710000,73.590000,7.780000,0

81,20:00-20:15,56.91,28.83,0,0,26.7,56.91,0.000000,0,221.690000,7.4,0.000000,28.300000,0.000000,0,80.11,8.190000,74.660000,0,0,0,0,26.7,0,269.920000,114.790000,0,0.000000,6.690000,0,30.710000,73.590000,8.240000,0

82,20:15-20:30,56.68,28.27,0,0,26.62,56.68,0.000000,0,221.690000,7.4,0.000000,28.300000,0.000000,0,79.87,8.190000,74.660000,0,0,0,0,26.63,0,269.920000,114.790000,0,0.000000,6.690000,0,30.710000,73.590000,8.240000,0

83,20:30-20:45,21.67,26.92,0,0,26.57,21.67,0.000000,0,221.690000,7.4,0.000000,28.300000,0.000000,0,79.7,8.190000,74.660000,0,0,0,0,26.56,0,269.920000,114.790000,0,0.000000,6.690000,0,30.710000,73.590000,8.240000,0

84,20:45-21:00,21.33,10,0,0,11.1,21.33,0.000000,0,221.690000,7.4,0.000000,28.300000,0.000000,0,33.31,8.190000,74.660000,0,0,0,0,11.12,0,269.920000,114.790000,0,0.000000,6.690000,0,30.710000,73.590000,8.240000,0

85,21:00-21:15,20.96,10,0,0,10.7,20.96,0.000000,0,221.690000,7.4,0.000000,27.340000,0.000000,0,32.11,8.190000,74.660000,0,0,0,0,10.71,0,269.920000,114.790000,0,0.000000,6.690000,0,30.710000,73.590000,8.010000,0

86,21:15-21:30,20.61,10,0,0,10.39,20.61,0.000000,0,221.690000,7.4,0.000000,27.340000,0.000000,0,31.17,8.190000,74.660000,0,0,0,0,10.38,0,269.920000,114.790000,0,0.000000,6.690000,0,30.710000,73.590000,8.010000,0

87,21:30-21:45,19.14,10,0,0,9.94,19.14,0.000000,0,221.690000,7.4,0.000000,27.340000,0.000000,0,29.81,7.960000,74.660000,0,0,0,0,9.94,0,269.920000,114.790000,0,0.000000,6.690000,0,30.710000,73.590000,8.010000,0

88,21:45-22:00,17.59,10,0,0,9.78,17.59,0.000000,0,221.690000,7.4,0.000000,27.340000,0.000000,0,29.33,7.960000,74.660000,0,0,0,0,9.77,0,269.920000,114.790000,0,0.000000,6.690000,0,30.710000,73.590000,8.010000,0

89,22:00-22:15,16.33,10,0,0,9.04,16.33,0.000000,0,221.690000,7.4,0.000000,29.410000,0.000000,0,27.11,7.960000,74.660000,0,0,0,0,9.03,0,269.920000,114.790000,0,0.000000,6.550000,0,30.710000,73.590000,8.010000,0

90,22:15-22:30,16.33,9.09,0,0,8.41,16.33,0.000000,0,221.690000,7.4,0.000000,29.410000,0.000000,0,25.25,7.960000,74.660000,0,0,0,0,8.42,0,269.920000,114.790000,0,0.000000,6.550000,0,30.710000,73.590000,8.010000,0

91,22:30-22:45,13.83,7.33,0,0,7.5,13.83,0.000000,0,221.690000,7.4,0.000000,29.410000,0.000000,0,22.5,7.960000,74.660000,0,0,0,0,7.5,0,269.920000,114.790000,0,0.000000,6.550000,0,30.710000,73.590000,8.010000,0

92,22:45-23:00,13.83,7.33,0,0,7.5,13.83,0.000000,0,221.690000,7.4,0.000000,29.410000,0.000000,0,22.5,7.960000,74.660000,0,0,0,0,7.5,0,269.920000,114.790000,0,0.000000,6.550000,0,30.710000,73.590000,8.010000,0

93,23:00-23:15,13.83,7.33,0,0,7.5,13.83,0.000000,0,221.690000,7.4,0.000000,29.450000,0.000000,0,22.5,7.960000,74.660000,0,0,0,0,7.5,0,269.920000,114.790000,0,0.000000,6.460000,0,30.710000,73.590000,7.860000,0

94,23:15-23:30,13.83,7.33,0,0,7.5,13.83,0.000000,0,221.690000,7.4,0.000000,29.450000,0.000000,0,22.5,7.960000,74.660000,0,0,0,0,7.5,0,269.920000,114.790000,0,0.000000,6.460000,0,30.710000,73.590000,7.860000,0

95,23:30-23:45,13.83,7.33,0,0,7.5,13.83,0.000000,0,221.690000,7.4,0.000000,29.450000,0.000000,0,22.5,7.720000,74.660000,0,0,0,0,7.5,0,269.920000,114.790000,0,0.000000,6.460000,0,30.710000,73.590000,7.860000,0

