Block,Time,DHAULIGNGA,JHAJJAR,KGSU3AND4,KISHANGANGA,KOTESHWR,NLCIIST2,NLCTS2EXP,RIHAND2,RSTPSU1TO6,SIMHST1,SINGRAULI,TelanganaSTPP,ANTA_GF,TALST2,TANDA2,UNCHAHAR2,ANTA_CRF,DADRI_CRF,DADRI_LF,KGSU1AND2,KKNPPU2,RIHAND1,TANAKPUR,UNCHAHAR1,AURY_LF,AURY_RF,CHAMERA2,SASAN,SINGRAULI_HYDRO,UNCHAHAR3,ANTA_RF,BRBCL,CHAMERA1,KHSTPP-I,KHSTPP-II,NLCIIST1,VALLURNTECL,CHAMERA3,DADRT2,FSTPP I & II,KOLDAM,NAPP,RAPPC,RSTPSU7,TEHRI,URI,AURY_CRF,AURY_GF,BSIUL,MAPS,NJPC,PARBATI3,RAPPB,RIHAND3,SALAL,SEWA2,TALA,DULHASTI,KKNP,KUDGI,NLCEXP,NNTPP,NTPL,RAMPUR,SIMHST2,UNCHAHAR4,URI2,ANTA_LF,DADRI_GF,DADRI_RF
59,14:30-14:45,40.2,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,2.95,45.7,60.23,0,68.87,44.71,0,0,6.52,0,167.1,21.08,0,124.4,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

60,14:45-15:00,40.2,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,2.95,45.7,60.23,0,68.87,44.71,0,0,6.52,0,167.1,21.08,0,124.4,52.28,0,10.88,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

61,15:00-15:15,40.2,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,2.95,45.7,60.23,0,68.87,44.71,0,0,0,0,167.1,21.08,0,124.4,52.28,0,8.82,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

62,15:15-15:30,40.2,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,2.95,45.7,60.23,0,68.87,44.71,0,0,0,0,167.1,21.08,0,124.4,52.28,0,8.8,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

63,15:30-15:45,40.4,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,0,0,167.1,21.08,0,124.4,52.28,0,9.11,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

64,15:45-16:00,40.4,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,46.48,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,0,0,167.1,21.08,0,124.4,52.28,0,9.15,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

65,16:00-16:15,40.4,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,45.3,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,0,0,167.1,17.56,0,124.4,48.22,0,9.2,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

66,16:15-16:30,40.4,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,45.3,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,0,0,167.1,17.56,0,124.4,48.22,0,9.17,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

67,16:30-16:45,40.4,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,45.3,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,0,0,167.1,17.56,0,124.4,48.22,0,9.03,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

68,16:45-17:00,40.4,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,45.3,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,0,0,167.1,17.56,0,124.4,48.22,0,8.96,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

69,17:00-17:15,40.4,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,45.3,20,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,17.56,0,124.4,48.22,0,8.88,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

70,17:15-17:30,40.4,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,45.3,20.01,0,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,17.56,0,124.4,48.22,5.12,8.73,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

71,17:30-17:45,40.4,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,45.3,20.01,13.43,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,15.46,0,124.4,48.22,5.12,9.17,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

72,17:45-18:00,40.4,608.81,0,1.44,28.98,0,0,118.81,0,0,136.58,0,0,0,1.42,21.86,0,0,0,0,0,46.03,0,20.96,0,77.58,28.34,230.62,0,0,45.3,20,14.05,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,3.51,0,124.4,48.22,10.26,8.7,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

73,18:00-18:15,40.4,608.81,0,1.44,28.98,0,0,118.79,0,0,136.52,0,0,0,1.42,21.86,0,0,0,0,0,46.02,0,20.96,0,77.58,28.34,230.62,0,0,2.36,20,28.1,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,22.49,0,124.4,48.22,16.12,8.68,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,97.79

74,18:15-18:30,40.4,608.81,0,2.88,38.86,0,0,118.79,0,0,136.52,0,0,0,1.42,21.86,0,0,0,0,0,46.02,0,20.96,0,7.31,44.22,230.62,0,0,8.28,20,42.15,44.92,98.87,0,0,32.08,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,54.11,0,124.34,48.22,16.12,8.56,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,4.94

75,18:30-18:45,41.42,608.81,0,4.32,42.94,0,0,118.79,0,0,136.52,0,0,0,1.39,21.86,0,0,0,0,0,46.02,0,20.96,0,12.18,45.65,230.62,0,0,15.38,20,42.15,44.92,98.87,0,0,33.74,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,54.11,0,124.34,40.68,17.37,8.26,55.08,0,0,0,0,0,3.62,0,1.62,33.98,0,0,12.33

76,18:45-19:00,41.42,601.21,0,4.32,42.94,0,0,118.79,0,0,136.52,0,0,0,1.39,20.54,0,0,0,0,0,46.02,0,20.57,0,50.54,45.65,230.62,0,0,22.47,20,42.15,44.92,98.87,0,0,33.74,628.63,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,54.11,0,124.34,40.68,17.37,8.26,55.08,0,0,0,0,0,3.62,0,0,33.98,0,0,29.59

77,19:00-19:15,41.42,601.21,0,4.32,42.94,0,0,121.71,0,0,141.78,0,0,0,1.39,20.54,0,0,0,0,0,47.33,0,20.57,0,50.54,45.65,230.62,0,0,27.2,20,42.15,44.92,98.87,0,0,33.74,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,54.11,0,127.6,40.68,17.37,8.26,55.08,0,0,0,0,0,3.62,0,0,33.98,0,0,44.4

78,19:15-19:30,41.42,601.21,0,4.32,42.94,0,0,121.71,0,0,141.78,0,0,0,1.39,20.54,0,0,0,0,0,47.33,0,20.57,0,50.54,45.65,230.62,0,0,29.21,20,42.15,44.92,98.87,0,0,33.74,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,54.11,0,127.6,40.68,17.37,8.26,55.08,0,0,0,0,0,3.62,0,0,33.98,0,0,59.19

79,19:30-19:45,41.42,601.21,0,4.32,42.94,0,0,121.71,0,0,141.78,0,0,0,1.39,20.54,0,0,0,0,0,47.33,0,20.57,0,50.54,45.65,230.62,0,0,29.21,20,42.15,44.92,98.87,0,0,33.74,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,54.11,0,127.6,40.68,17.37,8.41,55.08,0,0,0,0,0,3.62,0,0,33.98,0,0,59.19

80,19:45-20:00,41.42,601.21,0,4.32,42.94,0,0,121.71,0,0,141.78,0,0,0,1.39,20.54,0,0,0,0,0,47.33,0,20.57,0,50.54,45.65,230.62,0,0,29.21,20,42.15,44.92,98.87,0,0,33.74,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,18.27,0,127.6,40.68,17.37,8.41,55.08,0,0,0,0,0,3.62,0,0,33.98,0,0,59.19

81,20:00-20:15,41.42,601.21,0,4.32,42.94,0,0,121.71,0,0,141.78,0,0,0,1.39,20.54,0,0,0,0,0,47.33,0,15.91,0,50.54,45.65,230.62,0,0,29.21,20,42.15,44.92,98.87,0,0,33.74,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,21.08,0,127.6,49.97,17.37,8.41,55.08,0,0,0,0,0,3.62,0,0,33.98,0,0,59.19

82,20:15-20:30,41.42,601.21,0,4.32,42.94,0,0,121.71,0,0,141.78,0,0,0,1.39,20.54,0,0,0,0,0,47.33,0,15.91,0,0,45.65,230.62,0,0,29.21,20,42.15,44.92,98.87,0,0,33.74,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,21.08,0,127.6,49.97,17.37,8.41,55.08,0,0,0,0,0,3.62,0,0,33.98,0,0,59.19

83,20:30-20:45,40.4,601.21,0,4.32,38.64,0,0,121.71,0,0,141.78,0,0,0,1.39,18.3,0,0,0,0,0,47.33,0,15.91,0,0,31.33,230.62,0,0,29.21,20,42.15,44.92,98.87,0,0,32.08,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,1.1,0,167.1,21.08,0,127.6,49.97,16.12,8.84,53.79,0,0,0,0,0,3.54,0,0,33.98,0,0,96.19

84,20:45-21:00,40.4,601.21,0,4.32,38.64,0,0,121.71,0,0,141.78,0,0,0,1.39,18.3,0,0,0,0,0,47.33,0,15.91,0,0,31.33,230.62,0,0,29.56,20,42.15,44.92,98.87,0,0,32.08,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,1.1,0,167.1,21.08,0,127.6,49.97,16.12,9.15,53.79,0,0,0,0,0,3.54,0,0,33.98,0,0,96.19

85,21:00-21:15,40.4,601.21,0,4.32,38.64,0,0,121.71,0,0,141.78,0,0,0,1.39,18.3,0,0,0,0,0,47.33,0,15.91,0,0,31.33,230.62,0,0,29.56,20,42.15,44.92,98.87,0,0,32.08,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,1.1,0,167.1,21.08,0,127.6,49.97,16.12,9.15,53.79,0,0,0,0,0,3.54,0,0,33.98,0,0,96.19

86,21:15-21:30,40.4,601.21,0,4.32,38.64,0,0,121.71,0,0,141.78,0,0,0,1.39,18.3,0,0,0,0,0,47.33,0,15.91,0,0,31.33,230.62,0,0,29.56,20,42.15,44.92,98.87,0,0,32.08,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,1.1,0,167.1,21.08,0,127.6,49.97,16.12,9.29,53.79,0,0,0,0,0,3.54,0,0,33.98,0,0,96.19

87,21:30-21:45,40.4,601.21,0,4.32,38.64,0,0,121.71,0,0,141.78,0,0,0,1.39,18.3,0,0,0,0,0,47.33,0,15.91,0,0,31.33,230.62,0,0,46.48,20,42.15,44.92,98.87,0,0,32.08,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,1.1,0,167.1,21.08,0,127.6,49.97,16.12,9.43,53.79,0,0,0,0,0,3.54,0,0,33.98,0,0,96.19

88,21:45-22:00,40.4,601.21,0,4.32,38.64,0,0,121.71,0,0,141.78,0,0,0,1.39,18.3,0,0,0,0,0,47.33,0,15.91,0,0,31.33,230.62,0,0,46.48,20,42.15,44.92,98.87,0,0,32.08,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,2.2,0,167.1,21.08,0,127.6,49.97,16.12,9.43,53.79,0,0,0,0,0,3.54,0,0,33.98,0,0,96.19

89,22:00-22:15,41.42,601.21,0,4.32,42.94,0,0,120.78,0,0,139.52,0,0,0,1.39,18.3,0,0,0,0,0,47.33,0,20.57,0,0,45.65,230.62,0,0,47.07,20,42.15,44.92,98.87,0,0,33.74,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,21.08,0,126.33,49.97,16.12,10.02,55.08,0,0,0,0,0,3.62,0,0,33.98,0,0,96.19

90,22:15-22:30,41.42,601.21,0,4.32,42.94,0,0,120.78,0,0,139.52,0,0,0,1.39,18.3,0,0,0,0,0,47.33,0,20.57,0,0,45.65,230.62,0,0,47.07,20,42.15,44.92,98.87,0,0,33.74,682.79,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,21.08,0,126.33,49.97,16.12,10.17,55.08,0,0,0,0,0,3.62,0,0,33.98,0,0,96.19

91,22:30-22:45,41.42,608.81,0,4.32,42.94,0,0,120.78,0,0,139.52,0,0,0,1.39,18.44,0,0,0,0,0,47.33,0,20.96,0,0,45.65,230.62,0,0,47.07,20,42.15,44.92,98.87,0,0,33.74,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,21.08,0,126.33,49.97,16.12,9.97,55.08,0,0,0,0,0,3.62,0,1.62,33.98,0,0,96.19

92,22:45-23:00,41.42,608.81,0,4.32,42.94,0,0,120.78,0,0,139.52,0,0,0,1.39,18.3,0,0,0,0,0,47.33,0,20.96,0,0,45.65,230.62,0,0,47.07,20,42.15,44.92,98.87,0,0,33.74,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,19.56,0,168.66,21.08,0,126.33,49.97,16.12,9.97,55.08,0,0,0,0,0,3.62,0,0,33.98,0,0,96.19

93,23:00-23:15,40.4,608.81,0,2.88,38.64,0,0,120.78,0,0,139.52,0,0,0,1.39,18.3,0,0,0,0,0,47.33,3.85,20.96,0,0,44.22,230.62,0,0,48.26,20,42.15,44.92,98.87,0,0,32.08,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,17.56,0,126.4,65.07,10.26,10.02,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,96.19

94,23:15-23:30,40.4,608.81,0,1.44,38.64,0,0,120.78,0,0,139.52,0,0,0,1.39,18.3,0,0,0,0,0,47.33,7.68,20.96,0,0,44.22,230.62,0,0,48.26,20,42.15,44.92,98.87,0,0,32.08,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,17.56,0,126.4,65.07,10.26,10.02,53.79,0,0,0,0,0,3.54,0,1.52,33.98,0,0,96.19

95,23:30-23:45,40.4,608.81,0,1.44,38.64,0,0,120.78,0,0,131.72,0,0,0,1.39,18.63,0,0,0,0,0,47.33,7.68,20.96,0,0,44.22,230.62,0,0,48.26,20,42.15,44.92,98.87,0,0,32.08,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,17.56,0,126.4,69.72,10.26,10.17,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,96.19

96,23:45-24:00,40.4,608.81,0,1.44,38.64,0,0,120.78,0,0,131.72,0,0,0,1.39,19.62,0,0,0,0,0,47.33,7.68,20.96,0,0,44.22,230.62,0,0,48.26,20,42.15,44.92,98.87,0,0,21.37,686.07,20.8,4.01,45.7,60.23,0,76.9,44.71,0,0,6.52,0,167.1,17.56,0,126.4,69.72,10.26,10.17,53.79,0,0,0,0,0,3.54,0,1.62,33.98,0,0,96.19

