Block,Time,DADRT2,DULHASTI,CHAMERA3,DHAULIGNGA,CHAMERA2,UNCHAHAR2,SEWA2,JHAJJAR,RIHAND2,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,KOLDAM,SINGRAULI_HYDRO,NJPC,RAPPC,TEHRI,UNCHAHAR3,RIHAND3,SINGRAULI,TANDA2,KISHANGANGA,NAPP,UNCHAHAR4,URI2,CHAMERA1,BSIUL,TANAKPUR,SALAL,RAPPB,URI,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TALA,SASAN
1,00:00-00:15,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,31.897382,0,0,4.0992,2.5564,0,49.68,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

2,00:15-00:30,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,31.897382,0,0,4.0992,2.5564,0,49.68,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

3,00:30-00:45,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,31.897382,0,0,4.0992,2.5564,0,8.832,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

4,00:45-01:00,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,31.897382,0,0,4.0992,2.5564,0,6.624,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

5,01:00-01:15,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,11.922267,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

6,01:15-01:30,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,11.922267,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

7,01:30-01:45,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,11.922267,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

8,01:45-02:00,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,11.922267,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

9,02:00-02:15,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,4.4835,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

10,02:15-02:30,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,4.4835,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

11,02:30-02:45,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,4.4835,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

12,02:45-03:00,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,4.4835,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

13,03:00-03:15,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,4.4835,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

14,03:15-03:30,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,4.4835,12.782,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

15,03:30-03:45,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,5.3808,0,1.1,4.4835,70.882,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

16,03:45-04:00,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,5.3808,0,1.1,4.4835,70.882,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

17,04:00-04:15,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,5.3808,0,1.1,4.4835,70.882,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

18,04:15-04:30,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,5.3808,0,1.1,4.4835,70.882,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

19,04:30-04:45,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,6.726,0,1.1,4.4835,12.782,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

20,04:45-05:00,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,6.726,0,1.1,4.4835,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

21,05:00-05:15,341.564563,32.957704,0,1.321,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,6.726,0,1.1,4.4835,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

22,05:15-05:30,341.564563,32.957704,0,9.1149,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,42.615,26.3952,15.12,26.39091,123.665625,88.5,0,0,20.1852,0,6.726,0,1.1,4.4835,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

23,05:30-05:45,341.564563,32.957704,0,9.1149,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,56.82,26.3952,15.561,26.39091,123.665625,88.5,0,0,20.1852,0,6.726,0,1.1,11.922267,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

