Block,Time Block,KGSU1AND2,KHSTPP-I,KGSU3AND4,VALLURNTECL,ANTA_CRF,ANTA_RF,UNCHAHAR3,URI2,ANTA_LF,UNCHAHAR2,URI,ANTA_GF,AURY_CRF,UNCHAHAR1,AURY_GF,UNCHAHAR4,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,RIHAND2,NLCIIST1,NJPC,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NAPP,NTPL,PARBATI3,RIHAND3,RAPPB,NLCEXP,SASAN,TALST2,SINGRAULI_HYDRO,TANAKPUR,SIMHST1,RSTPSU1TO6,TelanganaSTPP,SIMHST2,TALA,RSTPSU7,SINGRAULI,TEHRI,SALAL,SEWA2,TANDA2,KUDGI,MAPS,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-II,CHAMERA3,DADRT2,DHAULIGNGA,DULHASTI,FSTPP I & II,JHAJJAR,BSIUL,CHAMERA2,BRBCL,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,24.06,0,0,0,0,14.23,4.13,0,22.47,25.38,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,14.43,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,360.35,0,0,14.98,344.76,0,0,19.16,0,0,0,0,0,0

64,15:45-16:00,0,24.06,0,0,0,0,14.23,4.13,0,22.47,25.38,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,14.91,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,360.35,0,0,14.98,344.76,0,0,19.16,0,0,0,0,0,0

65,16:00-16:15,0,31.87,0,0,0,0,22.08,4.13,0,32.8,2.12,0,0,9.25,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,14.91,1.34,0,0,0,0,8.51,0,0,0,0,140.98,0,360.35,0,0,17.09,347.92,0,0,19.16,0,0,0,0,0,0

66,16:15-16:30,0,31.87,0,0,0,0,22.7,4.13,0,36.04,2.12,0,0,9.25,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,29.81,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,379.51,0,0,17.74,368.29,0,0,19.16,0,0,0,0,0,0

67,16:30-16:45,0,31.87,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,18.14,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,42.91,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,436.99,0,0,19.93,435.35,0,0,19.16,0,0,0,0,0,0

68,16:45-17:00,0,31.87,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,36.29,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,42.91,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,564.47,0,0,19.93,513.85,0,0,19.16,0,0,0,0,0,0

69,17:00-17:15,0,31.87,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,67.22,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,42.91,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,611.35,0,15.79,19.93,618.65,1.05,3.19,19.16,0,0,0,0,0,0

70,17:15-17:30,0,31.87,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,72.58,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,42.91,1.34,7.57,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,7.59,31.57,19.93,626.82,6.25,12.62,19.16,11.53,0,0,0,0,0

71,17:30-17:45,0,31.87,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,95.98,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,59.63,1.34,7.57,0,0,0,18.89,0,0,0,0,142.07,18.57,654.11,15.31,31.57,19.93,626.82,12.49,25.23,19.16,26,0,0,0,0,0

72,17:45-18:00,0,31.87,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,95.98,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,59.63,1.34,7.57,0,0,0,18.89,0,0,0,0,142.07,18.57,654.11,15.31,31.57,19.93,626.82,12.49,25.23,19.16,26,0,0,0,0,0

73,18:00-18:15,0,31.87,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,91.81,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,59.63,1.34,7.57,0,0,0,18.89,0,0,0,0,142.07,18.57,654.11,25.44,31.57,19.93,626.82,12.49,25.23,19.16,26,0,0,0,0,0

74,18:15-18:30,0,31.87,0,0,0,0,25.28,4.13,0,40.61,25.38,0,0,9.84,0,0,0,0,0,0,0,0,113.76,0,89.63,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,59.63,1.34,7.57,0,0,0,18.89,0,0,0,0,142.07,18.57,654.11,25.44,31.57,19.93,626.82,12.49,25.23,19.16,26,0,0,0,0,0

75,18:30-18:45,0,31.87,0,0,0,0,25.28,4.13,0,40.61,25.38,0,0,9.94,0,0,0,0,0,0,0,0,113.76,0,89.63,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,59.63,1.34,7.57,0,0,0,18.89,0,0,0,0,142.07,18.57,654.11,15.31,31.57,19.93,626.82,12.49,25.23,19.16,11.53,0,0,0,0,0

76,18:45-19:00,0,31.87,0,0,0,0,25.28,4.13,0,40.61,8.46,0,0,9.95,0,0,0,0,0,0,0,0,113.76,0,67.22,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,59.63,1.34,0,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,15.31,31.57,19.93,626.82,2.11,25.23,19.16,0,0,0,0,0,0

77,19:00-19:15,0,31.87,0,0,0,0,25.28,10.31,0,40.61,8.46,0,0,9.95,0,0,0,0,0,0,0,0,113.76,0,67.22,0,88.14,0,0,0,50.09,42.35,0,3.66,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,44.72,1.34,0,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,10.13,15.79,19.93,626.82,0,12.62,19.16,0,0,0,0,0,0

78,19:15-19:30,0,31.87,0,0,0,0,25.28,10.31,0,40.61,8.46,0,0,9.95,0,0,0,0,0,0,0,0,113.76,0,67.22,0,88.14,0,0,0,50.09,42.35,0,15.85,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,43.51,1.34,0,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,7.59,15.79,19.93,626.82,0,12.62,19.16,0,0,0,0,0,0

79,19:30-19:45,0,31.87,0,0,0,0,25.28,10.31,0,40.61,8.46,0,0,9.95,0,0,0,0,0,0,0,0,113.76,0,67.22,0,88.14,0,0,0,50.09,42.35,0,15.85,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,29.81,1.34,0,0,0,0,8.51,0,0,0,0,142.07,9.26,654.11,0,15.79,19.93,626.82,0,0,19.16,0,0,0,0,0,0

80,19:45-20:00,0,31.87,0,0,0,0,25.28,10.31,0,40.61,8.46,0,0,9.95,0,0,0,0,0,0,0,0,113.76,0,40.82,0,88.14,0,0,0,50.09,42.35,0,15.85,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,28.61,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,654.11,0,15.79,19.93,626.82,0,0,19.16,0,0,0,0,0,0

81,20:00-20:15,0,31.87,0,0,0,0,25.28,10.31,0,40.61,8.46,0,0,9.95,0,0,0,0,0,0,0,0,113.76,0,18.14,0,88.14,0,0,0,50.09,42.35,0,15.85,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,28.61,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,616.41,0,15.79,19.93,626.82,0,0,19.16,0,0,0,0,0,0

82,20:15-20:30,0,31.87,0,0,0,0,25.28,10.31,0,40.61,8.46,0,0,9.95,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,15.85,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,14.91,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,568.51,0,15.79,19.93,626.82,0,0,19.16,0,0,0,0,0,0

83,20:30-20:45,0,32.02,0,0,0,0,25.28,4.13,0,40.61,8.46,0,0,9.92,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,15.85,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,545.4,0,15.79,19.93,569.81,0,0,19.16,0,0,0,0,0,0

84,20:45-21:00,0,32.02,0,0,0,0,25.28,4.13,0,40.61,8.46,0,0,9.92,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,3.41,119.1,0,0,398.77,0,0,0.49,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,545.4,0,15.79,19.93,550.65,0,0,19.16,0,0,0,0,0,0

85,21:00-21:15,0,32.02,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.92,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,534.64,0,15.79,19.93,491.12,0,0,19.16,0,0,0,0,0,0

86,21:15-21:30,0,32.02,0,0,0,0,25.28,4.13,0,40.61,2.12,0,0,9.92,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,430.44,0,15.79,19.93,389.74,0,0,19.16,0,0,0,0,0,0

87,21:30-21:45,0,32.02,0,0,0,0,21.07,4.13,0,36.34,2.12,0,0,8.29,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,331.62,0,15.79,19.93,344.76,0,0,19.16,0,0,0,0,0,0

88,21:45-22:00,0,32.02,0,0,0,0,20.41,4.13,0,32.83,2.12,0,0,7.94,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,142.07,0,283.71,0,15.79,19.93,344.76,0,0,19.16,0,0,0,0,0,0

89,22:00-22:15,0,27.47,0,0,0,0,16.52,4.13,0,25.15,4.22,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,1.34,0,0,0,0,8.51,0,0,0,0,122.45,0,283.71,0,15.79,15.03,344.76,0,0,19.16,0,0,0,0,0,0

90,22:15-22:30,0,27.47,0,0,0,0,14.32,4.13,0,22.66,4.22,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,8.9,0,0,0,0,8.51,0,0,0,0,122.45,0,283.71,0,15.79,11.11,344.76,0,0,19.16,0,0,0,0,0,0

91,22:30-22:45,0,27.47,0,0,0,0,14.32,4.13,0,22.66,1.06,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,40.07,0,0,0,0,8.51,0,0,0,0,122.45,0,283.71,0,15.79,11.11,344.76,0,0,19.16,0,0,0,0,0,0

92,22:45-23:00,0,27.47,0,0,0,0,14.32,4.13,0,22.66,1.06,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,40.07,0,0,0,0,8.51,0,0,0,0,122.45,0,283.71,0,15.79,11.11,344.76,0,0,19.16,0,0,0,0,0,0

93,23:00-23:15,0,27.47,0,0,0,0,14.32,4.13,0,22.66,0.53,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,40.07,0,0,0,0,8.51,0,0,0,0,122.45,0,283.71,0,15.79,11.11,344.76,0,0,19.16,0,0,0,0,0,0

94,23:15-23:30,0,27.47,0,0,0,0,14.32,4.13,0,22.66,0.53,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,40.07,0,0,0,0,8.51,0,0,0,0,122.45,0,283.71,0,15.79,11.11,344.76,0,0,19.16,0,0,0,0,0,0

95,23:30-23:45,0,27.47,0,0,0,0,14.32,4.13,0,22.66,0.53,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,40.07,0,0,0,0,8.51,0,0,0,0,122.45,0,283.71,0,15.79,11.11,344.76,0,0,19.16,0,0,0,0,0,0

96,23:45-24:00,0,27.47,0,0,0,0,14.32,4.13,0,22.66,0.53,0,0,5.97,0,0,0,0,0,0,0,0,113.76,0,0,0,88.14,0,0,0,50.09,42.35,0,0,119.1,0,0,398.77,0,0,0.86,0,0,0,0,0,0,120.67,0,40.07,0,0,0,0,8.51,0,0,0,0,122.45,0,283.71,0,15.79,11.11,344.76,0,0,19.16,0,0,0,0,0,0

