Block,Time,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,SR/14022024/29022024/SJVN140224NR1518,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01022024/15022024/HP-44,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01022024/15022024/HP-35,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01022024/15022024/HP-37,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/30092023/31122025/SH-07,NR/15022024/15022024/HPX-TAMCTG-140224-06195,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01022024/15022024/HP-39,NR/01102023/19072037/LT-05,NR/01022024/29022024/79,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31032024/ ChanjuII,NR/01102023/05012040/L_NR_2020_02,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04)
52,12:45-13:00,9.63,13.86,10.34,21,92.32,31,19.6,90,0,32.5,151.410164,21,231.67,10.34,10.33,0,32.5,97,210,19.25,48.5,32.5,46.33,48,16.710000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.950000,196.070000,270.730000,1.560000,1.390000,4.810000,16.710000,17.130000,25.220000,51.660000,0.000000

53,13:00-13:15,9.63,13.86,10.34,20,92.32,31,19.2,90,0,32.5,150.036542,20,231.67,10.34,10.33,0,32.5,97,210,19.25,48.5,32.5,46.33,48,16.710000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,47.170000,96.260000,8.180000,96.260000,0.990000,147.940000,270.730000,1.560000,1.390000,4.810000,16.710000,17.130000,25.220000,32.730000,0.000000

54,13:15-13:30,9.63,13.86,10.16,19,92.31,30.5,19,90,0,32.5,148.341434,19,231.67,10,10.17,0,32.5,97,210,19.25,48.5,32.5,46.33,48,16.710000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,33.020000,96.260000,8.180000,96.260000,0.990000,111.660000,270.730000,1.560000,1.390000,4.810000,16.710000,17.130000,25.220000,32.730000,0.000000

55,13:30-13:45,9.63,13.86,10.16,18.33,92.31,30.5,19.4,88,0,32.5,145.944902,18.33,231.67,10,10.17,0,32.5,97,207,19.25,48.5,32.5,46.33,48,16.710000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,33.020000,96.260000,8.180000,96.260000,0.990000,111.660000,270.730000,1.560000,1.390000,4.810000,16.710000,17.130000,25.220000,32.730000,0.000000

56,13:45-14:00,9.63,13.86,10,17.33,92.32,30,20,87,0,32.5,142.86643,17.33,231.67,10,10,0,32.5,97,203,19.25,48,32.5,46.33,48,16.710000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,33.020000,96.260000,8.180000,96.260000,0.990000,140.540000,270.730000,1.560000,1.390000,4.810000,16.710000,17.130000,25.220000,32.730000,0.000000

57,14:00-14:15,9.63,13.86,10,17,92.29,30,19,85,0,32.5,138.453304,17,231.67,10,10,0,32.5,97,200,19.25,47,32.5,46.33,48,16.710000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,33.020000,96.260000,8.180000,96.260000,0.990000,140.540000,270.730000,1.560000,1.430000,4.810000,16.710000,17.130000,25.220000,32.730000,0.000000

58,14:15-14:30,9.63,13.86,10,16.67,92.32,30,18.6,84,0,32.5,133.163398,16.67,231.67,10,10,0,32.5,97,196,19.25,46,32.5,46.33,48,16.710000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,33.020000,96.260000,8.180000,96.260000,0.990000,140.540000,270.730000,1.560000,1.430000,4.810000,16.710000,17.130000,25.220000,32.730000,0.000000

59,14:30-14:45,9.63,13.86,9.5,16,91.6,28.5,18.2,84,0,32.5,127.201294,16,231.67,9.34,9.5,0,32.5,97,196,19.25,45,32.5,46.33,48,16.530000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,33.020000,96.260000,8.180000,96.260000,0.990000,167.190000,270.730000,1.560000,1.430000,4.810000,16.530000,16.940000,25.220000,51.660000,0.000000

60,14:45-15:00,9.63,13.86,9.84,15.67,88.3,29.5,19.67,81,0,32.5,120.274732,15.67,231.67,9.66,9.83,0,32.5,93,189,19.25,43,32.5,46.33,47,16.400000,0.000000,53.910000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,33.020000,96.260000,8.180000,96.260000,0.990000,167.190000,270.730000,1.560000,1.430000,4.810000,16.400000,16.810000,25.220000,51.660000,0.000000

61,15:00-15:15,9.63,13.77,9.84,15.67,84.16,29.5,19,78,0,32.5,115.647282,15.67,231.67,9.66,9.83,0,32.5,83,182,19.25,41,32.5,46.33,42,14.850000,0.000000,53.910000,0.770000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,33.020000,96.260000,8.180000,96.260000,0.990000,167.190000,270.730000,1.560000,1.430000,4.810000,14.850000,15.220000,25.220000,51.660000,0.000000

62,15:15-15:30,9.63,13.77,10,15.67,79.26,30,19.2,73,0,32.5,106.62619,15.67,216.79,10,10,0,32.5,77,172,19.25,39.22,32.5,43.36,38,13.980000,0.000000,53.910000,0.770000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,47.170000,96.260000,8.180000,96.260000,0.990000,167.190000,270.730000,1.560000,1.430000,4.810000,13.980000,14.330000,25.220000,51.660000,0.000000

63,15:30-15:45,9.63,13.77,9.66,15.33,73.88,29,20.88,66,0,32.5,96.29967,15.33,200.75,9.66,9.67,0,32.5,71,154,19.25,36.67,32.5,40.15,36,12.980000,0.000000,53.910000,0.770000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.990000,167.190000,270.730000,1.560000,1.430000,4.810000,12.980000,13.300000,25.220000,51.660000,0.000000

64,15:45-16:00,9.63,13.77,9.5,15,68.5,28.5,21.28,60,0,32.5,85.261984,15,184.39,9.34,9.5,0,32.5,65,140,19.25,34,32.5,36.88,33,11.690000,0.000000,53.910000,0.770000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.990000,167.190000,270.730000,1.560000,1.430000,4.810000,11.690000,11.990000,25.220000,51.660000,0.000000

65,16:00-16:15,28.88,17.33,9.5,15.33,61.9,28.5,23.94,54,0,32.5,73.99049,15.33,164.88,9.34,9.5,0,32.5,58,126,0,31.38,32.5,32.98,29,10.580000,0.000000,53.910000,0.770000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.990000,167.190000,270.730000,1.560000,1.430000,4.810000,10.580000,10.840000,25.220000,51.660000,0.000000

66,16:15-16:30,28.88,17.33,9.5,15.33,54.62,28.5,24.68,48,0,32.68,62.572866,15.33,145.13,9.34,9.5,0,32.13,50,112,0,27.98,32.69,29.03,25,9.350000,0.000000,53.910000,0.770000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,25.220000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.990000,175.860000,270.730000,1.560000,1.430000,4.810000,9.350000,9.590000,25.220000,51.660000,0.000000

67,16:30-16:45,28.88,17.33,9.66,16,46.89,29,26.94,40,0,33,50.716852,16,125.3,9.66,9.67,0,18.17,41,95,0,24.36,33,25.06,21,8.130000,0.000000,53.910000,0.770000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,24.090000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.990000,223.990000,270.730000,1.560000,1.430000,4.810000,8.130000,8.330000,30.800000,51.660000,0.000000

68,16:45-17:00,20.6,17.33,10.84,16.33,38.97,32.5,28.47,33,0,33,38.588062,16.33,105.31,10.66,10.83,0,7.46,33,77,0,19.54,33,21.06,16,6.650000,0.000000,53.910000,0.770000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,24.090000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.560000,1.430000,4.810000,6.650000,6.820000,30.800000,75.730000,0.000000

69,17:00-17:15,0,0,11,16.67,30.37,33,30.27,25,0,20.15,26.88792,16.67,86.15,11,11,0,1.05,23,60,0,14,28.45,17.23,12,5.340000,0.000000,82.780000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,24.090000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.560000,1.390000,4.810000,5.340000,5.470000,30.800000,86.830000,22.140000

70,17:15-17:30,0,0,11.34,16.67,21.44,34,33.35,18,0,10.48,17.418696,16.67,67.01,11.34,11.33,0,0,13,42,0,10,18.78,13.4,7,3.820000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,24.090000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.560000,1.390000,4.810000,3.820000,3.920000,30.800000,86.830000,23.100000

71,17:30-17:45,0,0,11.84,18,12.41,35.5,35.95,13,0,4.56,9.917356,18,47.64,11.66,11.83,0,0,10,29,0,5,10.48,9.53,5,2.320000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.560000,1.390000,4.810000,2.320000,2.380000,30.800000,86.830000,23.100000

72,17:45-18:00,0,0,13.16,18.33,3.69,39.5,36.48,7,0,1.22,5.26068,18.33,25.63,13,13.17,0,0,5,15,0,3,5.44,5.12,2,0.970000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,51.590000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.560000,1.390000,4.810000,0.970000,1.000000,30.800000,86.830000,24.060000

73,18:00-18:15,0,0,13.84,23,2.33,41.5,37.35,4,0,0,1.26646,23,14.42,13.66,13.83,0,0,1,8,0,1,0,2.88,1,0.270000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.560000,1.390000,4.810000,0.270000,0.270000,30.800000,86.830000,24.060000

74,18:15-18:30,0,0,14.34,24.67,0,43,36.89,1,0,0,0,24.67,6.41,14,14.33,0,0,0,4,0,0,0,1.28,0,0.000000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.560000,1.390000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

75,18:30-18:45,0,0,16.84,27,0,50.5,38.36,0,0,0,0,27,1.6,16.66,16.83,0,0,0,1,0,0,0,0.32,0,0.000000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.560000,1.390000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

76,18:45-19:00,0,0,17,25.46,0,51,37.65,0,0,0,0,25.46,0,17.34,17,0,0,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.650000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.560000,1.390000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

77,19:00-19:15,0,0,13.5,27.33,0,40.5,37.49,0,0,0,0,27.33,0,15,13.5,0,0,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.660000,1.390000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

78,19:15-19:30,0,0,14.66,29.33,0,44,39.08,0,0,0,0,29.33,0,16,14.67,0,0,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.660000,1.390000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

79,19:30-19:45,0,0,16.16,33,0,48.5,31.06,0,0,0,0,33,0,17.34,16.17,0,0,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.660000,1.390000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

80,19:45-20:00,0,0,17,35.33,0,51,31.55,0,0,0,0,35.33,0,18,17,0,0,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,96.260000,8.180000,96.260000,0.990000,260.480000,270.730000,1.660000,1.390000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

81,20:00-20:15,0,0,18.5,38.33,0,55.5,23,0,0,0,0,38.33,0,18.66,18.5,0,0,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,0.000000,8.180000,96.260000,0.990000,260.480000,270.730000,1.660000,1.390000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

82,20:15-20:30,0,0,19.66,41.67,0,59,23.63,0,0,0,0,41.67,0,19.34,19.67,0,0,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,0.000000,8.180000,96.260000,0.990000,260.480000,270.730000,1.660000,1.390000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

83,20:30-20:45,0,0,20.5,51,0,61.5,25.11,0,0,0,0,51,0,20.66,20.5,0,0,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,0.000000,8.180000,96.260000,0.990000,260.480000,270.730000,1.660000,1.390000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

84,20:45-21:00,0,0,20.5,55.33,0,61.5,26.3,0,0,0,0,55.33,0,21,20.5,0,0,0,0,0,0,0,0,0,0.000000,0.000000,99.740000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,0.000000,8.180000,96.260000,0.990000,260.480000,270.730000,1.660000,1.390000,4.810000,0.000000,0.000000,30.800000,86.830000,24.060000

85,21:00-21:15,0,0,23.34,57,0,70,29.6,0,0,0,0,57,0,16,23.33,0,0,0,0,0,0,0,0,0,0.000000,0.000000,70.870000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,47.170000,0.000000,8.180000,96.260000,0.990000,226.130000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,76.320000,24.060000

86,21:15-21:30,0,0,24,57.67,0,72,30.51,0,0,0,0,57.67,0,16.34,24,0,0,0,0,0,0,0,0,0,0.000000,0.000000,51.980000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,47.170000,0.000000,8.180000,96.260000,0.990000,226.130000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,76.320000,24.060000

87,21:30-21:45,0,0,24.66,58.33,0,74,30.69,0,0,0,0,58.33,0,16.66,24.67,0,0,0,0,0,0,0,0,0,0.000000,0.000000,51.980000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,57.740000,0.000000,8.180000,96.260000,1.030000,226.130000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,76.320000,24.060000

88,21:45-22:00,0,0,25.16,59,0,75.5,30.92,0,0,0,0,59,0,17,25.17,0,0,0,0,0,0,0,0,0,0.000000,0.000000,51.980000,0.690000,0.000000,6.740000,5.780000,11.550000,0.000000,0.000000,6.740000,30.800000,0.000000,18.290000,0.000000,47.170000,0.000000,8.180000,96.260000,1.030000,226.130000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,76.320000,24.060000

89,22:00-22:15,0,0,25.16,58,0,75.5,25.9,0,0,0,0,58,0,18.34,25.17,0,0,0,0,0,0,0,0,0,0.000000,8.090000,51.980000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,30.800000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,1.030000,226.130000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,57.390000,23.100000

90,22:15-22:30,0,0,25,57.33,0,75,25.8,0,0,0,0,57.33,0,18.66,25,0,0,0,0,0,0,0,0,0,0.000000,8.090000,51.980000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,30.800000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,1.030000,199.480000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,57.390000,23.100000

91,22:30-22:45,0,0,25,47.33,0,75,25.65,0,0,0,0,47.33,0,18,25,0,0,0,0,0,0,0,0,0,0.000000,8.090000,51.980000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,30.800000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.990000,199.480000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,57.390000,23.100000

92,22:45-23:00,0,0,24.84,46.67,0,74.5,25.26,0,0,0,0,46.67,0,17.34,24.83,0,0,0,0,0,0,0,0,0,0.000000,8.090000,51.980000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,30.800000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.990000,199.480000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,57.390000,23.100000

93,23:00-23:15,0,0,24.84,46.33,0,74.5,23.78,0,0,0,0,46.33,0,17,24.83,0,0,0,0,0,0,0,0,0,0.000000,8.090000,51.980000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,30.800000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.990000,151.350000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,33.330000,23.100000

94,23:15-23:30,0,0,24.5,45.67,0,73.5,22.07,0,0,0,0,45.67,0,16.66,24.5,0,0,0,0,0,0,0,0,0,0.000000,8.090000,51.980000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,30.800000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.990000,139.580000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,32.730000,23.100000

95,23:30-23:45,0,0,24.34,45.67,0,73,20.88,0,0,0,0,45.67,0,16,24.33,0,0,0,0,0,0,0,0,0,0.000000,8.090000,51.980000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,30.800000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.990000,139.580000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,32.730000,23.100000

96,23:45-24:00,0,0,24.34,45.67,0,73,19.73,0,0,0,0,45.67,0,16,24.33,0,0,0,0,0,0,0,0,0,0.000000,8.090000,51.980000,0.690000,18.950000,6.740000,5.780000,11.550000,0.000000,152.550000,6.740000,30.800000,0.000000,18.290000,0.000000,33.020000,0.000000,8.180000,96.260000,0.990000,166.230000,270.730000,1.660000,1.340000,4.810000,0.000000,0.000000,24.090000,51.660000,23.100000

