Block,Time,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2022_09,NR/01102023/19072037/LT-05,NR/08122023/15122023/HP-19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/14122023/14122023/HPX-TAMCTG-131223-05382,NR/01102023/13082046/L_NR_2021_12,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/15082037/GNA_NR_2012_01,NR/01122023/15122023/HP-15,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI
22,05:15-05:30,191.520000,0,0,1.700000,95.760000,14.18,0,0,0.000000,14.18,69.820000,127.340000,6.16,0.000000,25.800000,47.88,0,0,0.000000,0,1.120000,55.180000,0,0,100.300000,57.030000,17.11,0,6.15,5,22.980000,18.48,0,0,0,0,1.140000,0.000000,220.850000,25.800000,0.000000

23,05:30-05:45,229.820000,0,0,1.700000,95.760000,14.59,0,0,0.000000,14.59,65.690000,127.340000,6.33,0.000000,25.800000,47.88,0,0,0.000000,0,1.120000,55.180000,0,0,100.300000,57.030000,19.68,0,6.31,5,22.980000,18.98,0,0,0,0,1.060000,0.000000,255.980000,25.800000,0.000000

24,05:45-06:00,269.320000,0,0,1.700000,95.760000,14.97,0,0,0.000000,14.97,65.690000,127.340000,6.46,0.000000,25.380000,47.88,0,0,0.000000,0,1.120000,74.010000,0,0,100.300000,57.030000,19.61,0,6.46,5,22.980000,19.38,0,0,0,0,1.060000,0.000000,255.980000,25.380000,0.000000

25,06:00-06:15,269.320000,0,0,1.700000,95.760000,14.17,0,0,0.000000,14.17,65.690000,230.480000,6.5,0.000000,30.640000,47.88,0,0,0.000000,0,1.080000,74.010000,0,0,100.300000,0.000000,21.59,0,6.49,5,22.980000,19.49,0,0,0,0,1.060000,0.000000,255.980000,24.430000,0.000000

26,06:15-06:30,269.320000,0,0,1.700000,95.760000,14.11,0,0,0.000000,14.11,74.140000,230.480000,6.52,0.000000,30.640000,47.88,0,0,0.000000,0,1.080000,86.380000,0,0,100.300000,0.000000,21.45,0,6.5,5,22.980000,19.55,0,2.04,0,0,1.060000,0.000000,255.980000,22.620000,0.000000

27,06:30-06:45,269.320000,0.23,0,1.700000,95.760000,14.2,1,0,0.000000,14.2,82.580000,230.480000,6.52,0.000000,30.640000,47.88,0,0,0.000000,0,1.080000,86.380000,0,0,100.300000,0.000000,21.41,0,6.52,5,22.980000,19.56,0,5.85,0,0,1.060000,0.000000,255.980000,5.160000,0.000000

28,06:45-07:00,269.320000,4.31,0,1.700000,95.760000,14.3,3.9,0,0.000000,14.3,114.860000,230.480000,6.56,0.000000,30.640000,47.88,0,0,0.000000,0,1.080000,86.380000,0,0,100.300000,0.000000,21.31,0,6.56,5,22.980000,19.69,0,13.04,0,0,1.060000,0.000000,255.980000,0.000000,0.000000

29,07:00-07:15,269.320000,12.2,0,1.700000,95.760000,13.33,11,0,0.000000,13.33,114.860000,230.480000,6.67,0.000000,30.640000,47.88,0,0,0.000000,0,1.080000,86.380000,0,0,100.300000,0.000000,23.76,0,6.66,5,0.000000,20,0,22.31,0,2.267789,1.060000,0.000000,255.980000,30.640000,0.000000

30,07:15-07:30,269.320000,24.23,0,1.700000,95.760000,13.33,19.3,0,0.100000,13.33,114.860000,230.480000,6.67,0.100000,30.640000,47.88,1,0,0.000000,0,1.080000,86.380000,1,0,100.300000,0.000000,23.6,0,6.66,5,0.000000,20,0,31.9,1,8.136788,1.060000,0.110000,255.980000,30.640000,0.000000

31,07:30-07:45,269.320000,30.4,1,1.700000,95.760000,13.33,29.7,1,0.370000,13.33,114.860000,230.480000,6.67,0.370000,30.640000,47.88,4,1.18,0.000000,5.88,1.080000,86.380000,1,0,100.300000,0.000000,29.43,0.33,6.66,5,0.000000,20,0,30.4,3,15.125082,1.060000,0.380000,255.980000,30.640000,0.000000

32,07:45:08:00,269.320000,30.17,3,1.700000,95.760000,13.33,30.16,3,0.880000,13.33,114.860000,230.480000,6.67,0.880000,30.640000,47.88,10,3.36,0.000000,16.82,1.080000,86.380000,4,0,100.300000,0.000000,29.28,1,6.66,5,0.000000,20,0,30.17,5,23.3592,1.060000,0.910000,255.980000,30.640000,0.000000

33,08:00-08:15,269.320000,30.33,6,1.700000,95.760000,13.33,30.34,5,1.610000,13.33,114.860000,230.480000,6.67,1.610000,30.640000,47.88,21,6.71,0.000000,33.53,0.770000,86.380000,9,0,100.300000,0.000000,28.99,6.14,6.66,5,0.000000,20,0,30.33,10,33.238195,1.060000,1.650000,255.980000,30.640000,0.000000

34,08:15-08:30,269.320000,30.33,10,1.700000,95.760000,13.33,30.34,8,2.560000,13.33,114.860000,230.480000,6.67,2.560000,30.640000,47.88,28,11.4,0.000000,57.01,0.770000,86.380000,12,0,100.300000,0.000000,28.6,14.53,6.66,5,0.000000,20,0,30.33,17,44.265684,1.060000,2.630000,255.980000,30.640000,0.000000

35,08:30-08:45,269.320000,32,14.5,1.700000,95.760000,6.67,32,11,4.120000,6.67,114.860000,230.480000,6.67,4.120000,30.640000,47.88,42,15.12,0.000000,75.61,1.010000,86.380000,18,0,100.300000,0.000000,28.24,22.85,6.66,5,0.000000,20,0,32,22,55.166644,1.060000,4.220000,255.980000,30.640000,0.000000

36,08:45:09:00,269.320000,32,18.77,1.700000,95.760000,6.67,32,15,5.700000,6.67,114.860000,230.480000,6.59,5.700000,30.640000,47.88,60,19.54,0.000000,97.72,1.010000,86.380000,25,0,100.300000,0.000000,27.94,29.72,6.59,5,0.000000,19.77,0,32,30,65.240299,1.060000,5.840000,255.980000,30.640000,0.000000

37,09:00:09:15,269.320000,32,22.6,1.700000,95.760000,6.67,32,20,7.070000,6.67,114.860000,230.480000,6.33,7.070000,30.640000,47.88,77,23.72,0.000000,118.6,1.010000,86.380000,33,0,100.300000,0.000000,27.41,37.17,6.34,5,0.000000,19,0,32,39,74.291989,1.060000,7.250000,255.980000,30.640000,0.000000

38,09:15-09:30,269.320000,32,25.04,1.700000,95.760000,6.67,32,23,8.310000,6.67,114.860000,230.480000,6.17,8.310000,30.640000,47.88,91,27.73,0.000000,138.68,1.010000,86.380000,39,0,100.300000,0.000000,26.83,45.36,6.16,5,0.000000,18.5,0,32,47,83.129553,1.060000,8.510000,255.980000,30.640000,0.000000

39,09:30-09:45,269.320000,32,28.13,1.700000,95.760000,6.67,32,27,9.410000,6.67,108.860000,230.480000,6,9.410000,30.640000,47.88,106,31.21,0.000000,156.05,1.010000,86.380000,46,0,100.300000,0.000000,24.14,52.56,6,5,0.000000,18,0,32,55,91.548598,1.060000,9.650000,255.980000,30.640000,0.000000

40,09:45-10:00,269.320000,32.5,30.44,1.700000,95.760000,6.67,32.5,30,10.440000,6.67,108.860000,230.480000,5.83,10.440000,30.640000,47.88,120,34.47,0.000000,172.37,1.010000,86.380000,52,0,100.300000,0.000000,23.74,58.43,5.84,5,0.000000,17.5,0,32.5,60,99.393396,1.060000,10.710000,255.980000,30.640000,0.000000

41,10:00-10:15,269.320000,32.5,34.03,1.700000,95.760000,6.67,32.5,34,11.350000,6.67,108.860000,230.480000,5.83,11.350000,30.640000,47.88,133,37.51,0.000000,187.54,1.010000,86.380000,57,0,100.300000,0.000000,23.54,64.11,5.84,5,0.000000,17.5,0,32.5,67,106.498486,1.140000,11.640000,255.980000,30.640000,0.000000

42,10:15-10:30,269.320000,32.5,36.24,1.700000,95.760000,6.67,32.5,36,12.150000,6.67,108.860000,230.480000,5.83,12.150000,30.640000,47.88,140,40.2,0.000000,201.03,1.010000,86.380000,60,0,100.300000,0.000000,23.11,69.2,5.84,5,0.000000,17.5,0,32.5,71,112.70814,1.140000,12.450000,255.980000,30.640000,0.000000

43,10:30-10:45,269.320000,32.5,38.43,1.700000,95.760000,6.67,32.5,38,12.840000,6.67,112.140000,230.480000,5.83,12.840000,30.640000,47.88,151,42.45,0.000000,212.25,1.010000,86.380000,64,0,100.300000,0.000000,26.08,74.09,5.84,5,0.000000,17.5,0,32.5,77,122.986188,1.140000,13.160000,255.980000,30.640000,0.000000

44,10:45-11:00,269.320000,32.5,39.38,1.700000,95.760000,6.67,32.5,40,13.420000,6.67,112.140000,230.480000,5.83,13.420000,30.640000,47.88,160,44.58,0.000000,222.88,1.010000,74.010000,68,0,100.300000,0.000000,25.94,78.34,5.84,5,0.000000,17.5,0,32.5,79,127.278441,1.140000,13.750000,255.980000,30.640000,0.000000

45,11:00-11:15,269.320000,32.5,40.99,1.700000,95.760000,6.67,32.5,41,13.890000,6.67,114.430000,230.480000,5.83,13.890000,30.640000,47.88,165,46.44,0.000000,232.23,1.010000,74.010000,71,0,100.300000,0.000000,34.15,86.54,5.84,5,0.000000,17.5,0,32.5,81,130.237273,1.140000,14.240000,255.980000,30.640000,0.000000

46,11:15-11:30,269.320000,32.5,42.14,1.700000,95.760000,6.67,32.5,42,14.230000,6.67,114.430000,230.480000,5.83,14.230000,30.640000,47.88,169,46.44,0.000000,232.23,1.010000,74.010000,73,0,100.300000,0.000000,33.49,89.61,5.84,5,0.000000,17.5,0,32.5,83,132.534261,1.140000,14.580000,255.980000,30.640000,0.000000

47,11:30-11:45,269.320000,32.5,43,1.700000,95.760000,6.67,32.5,43,14.520000,6.67,114.430000,230.480000,5.83,14.520000,30.640000,47.88,175,46.44,0.000000,232.23,1.010000,74.010000,75,0,100.300000,0.000000,33.13,91.49,5.84,5,0.000000,17.5,0,32.5,85,134.305667,1.140000,14.880000,255.980000,30.640000,0.000000

48,11:45-12:00,269.320000,32.5,43.25,1.700000,95.760000,6.67,32.5,43,14.720000,6.67,114.430000,230.480000,5.83,14.720000,30.640000,47.88,175,46.44,0.000000,232.23,1.010000,74.010000,75,0,100.300000,0.000000,32.09,94.06,5.84,5,0.000000,17.5,0,32.5,86,135.97001,1.140000,15.080000,255.980000,30.640000,0.000000

49,12:00-12:15,269.320000,32.5,44,1.750000,95.760000,6.67,32.5,44,14.890000,6.67,114.430000,230.480000,5.83,14.890000,30.640000,47.88,179,46.44,0.000000,232.23,1.010000,74.010000,76,0,100.300000,0.000000,31.01,94.04,5.84,5,0.000000,17.5,0,32.5,89,140.203865,1.220000,15.260000,255.980000,30.640000,0.000000

50,12:15-12:30,269.320000,32.5,44,1.750000,95.760000,6.67,32.5,45,14.880000,6.67,114.430000,230.480000,5.83,14.880000,30.640000,47.88,179,46.44,0.000000,232.23,1.010000,74.010000,76,0,100.300000,0.000000,30.6,95.83,5.84,5,0.000000,17.5,0,32.5,89,139.804812,1.220000,15.250000,255.980000,30.640000,0.000000

51,12:30-12:45,269.320000,32.5,44,1.750000,95.760000,6.67,32.5,45,14.870000,6.67,114.430000,230.480000,5.83,14.870000,30.640000,47.88,179,46.44,0.000000,232.23,1.010000,74.010000,76,0,100.300000,0.000000,29.63,96.14,5.84,5,0.000000,17.5,0,32.5,89,138.471391,1.220000,15.240000,255.980000,30.640000,0.000000

52,12:45-13:00,269.320000,32.5,43.56,1.750000,95.760000,6.67,32.5,45,14.810000,6.67,90.970000,230.480000,5.83,14.810000,30.640000,47.88,179,46.44,0.000000,232.23,1.010000,74.010000,76,0,100.300000,0.000000,28.56,94.51,5.84,5,0.000000,17.5,0,32.5,89,136.242534,1.220000,15.170000,255.980000,30.640000,0.000000

53,13:00-13:15,229.820000,32.5,43.63,1.750000,95.760000,6.67,32.5,44,14.670000,6.67,65.690000,230.480000,5.83,14.670000,30.640000,47.88,184,46.44,0.000000,232.23,1.010000,55.180000,79,0,100.300000,0.000000,26.48,93.35,5.84,5.01,0.000000,17.5,0,32.5,88,133.176639,1.220000,15.030000,255.980000,30.640000,0.000000

54,13:15-13:30,191.520000,32.5,43.17,1.750000,95.760000,6.67,32.5,43,14.470000,6.67,65.690000,230.480000,5.83,14.470000,30.640000,47.88,181,46.44,0.000000,232.23,1.010000,55.180000,78,0,100.300000,0.000000,24.94,91.77,5.84,5.12,0.000000,17.5,0,32.5,87,129.64356,1.220000,14.820000,255.980000,30.640000,0.000000

55,13:30-13:45,229.820000,32.5,42.52,1.750000,95.760000,7.09,32.5,42,14.210000,7.09,65.690000,230.480000,5.83,14.210000,30.640000,47.88,177,46.44,0.000000,232.23,1.010000,55.180000,76,0,100.300000,0.000000,22.88,88.69,5.84,5.27,0.000000,17.5,0,32.5,85,127.171378,1.220000,14.560000,220.850000,30.640000,0.000000

56,13:45-14:00,269.320000,32.5,41,1.750000,95.760000,8.51,32.5,41,13.870000,8.51,65.690000,230.480000,5.83,13.870000,30.640000,47.88,172,46.44,0.000000,232.23,1.010000,55.180000,74,0,100.300000,0.000000,19.58,86.41,5.84,5.36,0.000000,17.5,0,32.5,83,121.448374,1.220000,14.210000,220.850000,30.640000,0.000000

57,14:00-14:15,269.320000,32.5,39.45,1.750000,95.760000,12.2,32.5,39,13.380000,12.2,65.690000,230.480000,8.07,13.380000,30.640000,47.88,164,45.36,0.000000,226.79,1.080000,74.010000,70,0,100.300000,0.000000,20.6,84.32,8.06,9.23,0.000000,24.2,0,32.5,78,114.966196,1.220000,13.710000,220.850000,25.110000,0.000000

58,14:15-14:30,269.320000,32.5,37.48,1.750000,95.760000,12.89,32.5,36,12.740000,12.89,65.690000,230.480000,8.52,12.740000,30.640000,47.88,159,43.39,0.000000,216.98,1.080000,74.010000,68,0,100.300000,0.000000,19.55,80.32,8.53,9.75,0.000000,25.57,0,32.5,72,108.084965,1.220000,13.050000,220.850000,25.110000,0.000000

59,14:30-14:45,269.320000,32.5,35.6,1.750000,95.760000,13.35,32.5,33,11.920000,13.35,65.690000,230.480000,8.83,11.920000,30.640000,47.88,141,41.29,0.000000,206.43,1.080000,74.010000,60,0,100.300000,0.000000,18.73,75.26,8.82,8.45,0.000000,26.49,0,32.5,67,100.308298,1.220000,12.220000,220.850000,25.110000,0.000000

60,14:45-15:00,269.320000,32.5,33.39,1.750000,95.760000,13.85,32.5,30,11.110000,13.85,65.690000,230.480000,9.16,11.110000,30.640000,47.88,133,39.24,0.000000,196.21,1.080000,74.010000,57,0,100.300000,0.000000,17.63,69.77,9.16,8.55,0.000000,27.48,0,32.5,61,91.616729,1.220000,11.380000,220.850000,25.110000,0.000000

61,15:00-15:15,269.320000,32.5,31.3,1.750000,95.760000,14.23,32.5,29,10.180000,14.23,65.690000,230.480000,9.41,10.180000,30.640000,47.88,119,36,0.000000,179.99,1.160000,74.010000,51,0,100.300000,0.000000,16.49,64.68,9.42,8.45,0.000000,28.24,0,32.5,58,82.837563,1.450000,10.430000,220.850000,25.110000,0.000000

62,15:15-15:30,269.320000,32.5,28.32,1.750000,95.760000,14.64,32.5,26,9.170000,14.64,65.690000,230.480000,9.68,9.170000,30.640000,47.88,109,32.66,0.000000,163.29,1.160000,74.010000,46,0,100.300000,0.000000,15.16,59.13,9.68,8.55,0.000000,29.04,0,32.5,52,72.286991,1.450000,9.400000,220.850000,25.110000,0.000000

63,15:30-15:45,269.320000,32.5,25.21,1.750000,95.760000,14.99,32.5,26,8.020000,14.99,65.690000,230.480000,9.91,8.020000,30.640000,47.88,101,29.31,0.000000,146.58,1.160000,74.010000,43,0,100.300000,0.000000,13.57,52.77,9.92,8.59,0.000000,29.75,0,32.5,52,61.22057,1.450000,8.220000,226.600000,25.110000,0.000000

64,15:45-16:00,269.320000,32.5,21.85,1.750000,95.760000,14.96,32.5,23,6.850000,14.96,84.460000,230.480000,9.89,6.850000,30.640000,47.88,89,25.74,0.000000,128.72,1.160000,74.010000,37,0,100.300000,0.000000,12.12,45.36,9.89,8.66,0.000000,29.67,0,32.5,45,49.599368,1.450000,7.020000,226.600000,25.110000,0.000000

65,16:00-16:15,269.320000,33,17.31,1.800000,95.760000,15.23,23.9,19,5.550000,15.23,114.860000,230.480000,6.86,5.550000,29.690000,47.88,69,22.04,0.000000,110.23,1.160000,86.380000,29,0,100.300000,0.000000,13.19,37.25,6.86,7.3,22.980000,20.58,0,33,39,38.64001,1.450000,5.690000,255.980000,25.010000,0.000000

66,16:15-16:30,269.320000,24.85,11.8,1.800000,95.760000,15.29,11.6,14,3.970000,15.29,114.860000,230.480000,7.09,3.970000,29.690000,47.88,52,18.01,0.000000,90.04,1.160000,86.380000,22,0,100.300000,0.000000,12.71,28.69,7.08,7.25,22.980000,21.25,0,33,29,25.685387,1.450000,4.070000,255.980000,25.010000,0.000000

67,16:30-16:45,269.320000,13.46,9,1.800000,95.760000,15.3,3.9,10,2.740000,15.3,114.860000,230.480000,7.43,2.740000,29.690000,47.88,34,14.01,0.000000,70.06,1.240000,86.380000,15,0,100.300000,0.000000,12.24,19.55,7.42,7.36,23.940000,22.28,0,20.87,20,17.772458,1.450000,2.810000,255.980000,30.640000,0.000000

68,16:45-17:00,269.320000,5.31,6,1.800000,95.760000,15.31,0.7,5,1.670000,15.31,114.860000,230.480000,7.72,1.670000,29.690000,47.88,22,9.42,0.000000,47.1,1.240000,86.380000,9,0,100.300000,0.000000,11.93,10.38,7.72,7.38,23.940000,23.16,0,10.97,10,10.112587,1.450000,1.710000,255.980000,29.690000,0.000000

69,17:00-17:15,269.320000,1.02,4,1.800000,95.760000,15.34,0,3,0.880000,15.34,114.860000,230.480000,8.44,0.880000,29.690000,47.88,14,5.57,95.760000,27.83,1.240000,86.380000,6,0,100.300000,0.000000,11.79,1.87,8.43,8.2,23.940000,25.31,0,4.08,7,4.944364,1.520000,0.910000,255.980000,29.690000,0.000000

70,17:15-17:30,269.320000,0,2,1.800000,95.760000,15.43,0,1,0.360000,15.43,114.860000,230.480000,8.66,0.360000,29.690000,47.88,5,3.13,95.760000,15.66,1.240000,86.380000,2,0,100.300000,0.000000,11.57,0.35,8.67,8.65,23.940000,25.99,0,0.58,3,1.031698,1.520000,0.370000,255.980000,29.690000,0.000000

