Column1,Time,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,GNA/NR/2025/03/01/2563,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/3469,GNA/SR/2025/03/01/7500,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/5143,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/1906,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/6891,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/WR/2025/03/01/6406,NR/01102023/31052040/LT-31,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/8036,GNA/WR/2025/01/01/8625,NR/01102023/06022042/L_NR_2012_02,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07
18,04:15-04:30,0,0,14,0,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,26.24,190.26,0,1.21,22.06,26.99,0.92,0,86.52,4.04,63.42,65.82,0,42,0,0,23.02,0,259.56,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,14,0,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,26.24,190.26,0,1.21,22.06,26.99,0.92,0,86.52,4.04,63.42,65.82,0,42,0,0,23.02,0,259.56,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,14,0,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,26.24,190.26,0,1.21,22.06,26.99,0.92,0,86.52,4.04,63.42,65.82,0,42,0,0,23.02,0,259.56,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,14,0,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,26.24,190.26,0,1.21,22.06,26.99,0.92,0,86.52,4.04,63.42,65.82,0,42,0,0,23.02,0,259.56,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,14,0,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,25.24,190.26,0,1.21,22.06,26.99,0.92,0,86.52,4.04,63.42,65.82,0,42,0,0,23.02,0,259.56,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,14,0,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,10.55,0,26.99,0.93,25.24,190.26,0,1.21,22.06,26.99,0.92,0,86.52,4.04,63.42,84.63,0,42,0,0,23.02,0,259.56,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,14,0,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,10.55,0,26.99,0.93,25.24,190.26,0,1.21,22.06,26.99,0.92,0,86.52,4.04,63.42,84.63,0,42,0,0,23.02,0,259.56,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0.55,0,14,6.56,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,32,0.93,25.24,0,0,1.21,22.06,25.83,0.92,0,86.52,3.95,0,114.72,0,42,0,0,36.45,0,259.56,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,3.59,0,14,13.06,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,32,0.93,24.73,0,0,1.21,22.06,0,0.92,0,86.52,3.95,0,114.72,0,42,0,0,36.45,0,259.56,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,8.13,1,14,19.57,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,31.51,0.93,24.22,0,0,1.21,22.06,31.51,0.92,0,86.52,3.95,0,114.72,0,42,0,0,36.45,0,259.56,0,0.32,0,0,0,0,0,0,0,0

28,06:45-07:00,15.06,4,14,26.07,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,31.51,0.93,23.72,0,0,1.21,22.06,31.51,0.92,0,86.52,3.95,0,114.72,0,42,0,0,36.45,0,259.56,0,0.45,0,1.68,0,0,0,0,0,0

29,07:00-07:15,26.74,10,14,32.86,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,31.51,0.93,23.21,0,0,1.21,22.06,31.51,0.92,0,86.52,3.95,0,114.72,0,0,0,0,36.45,0,259.56,10,0,5,8.21,0.35,2,0,1,1.76,1

30,07:15-07:30,32.57,15,14,32.57,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,31.51,0.93,22.7,0,0,1.21,22.06,31.51,0.92,0.27,86.52,3.95,0,114.72,0.21,0,0.27,0,36.45,0,259.56,10,1.66,5,16.78,1.86,6,1,3,9.29,4

31,07:30-07:45,31,24,14,31,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,31.51,0.93,22.21,0,0,1.21,22.06,31.51,0.92,1.13,86.52,3.95,0,114.72,0.87,0,1.13,0,36.45,0,259.56,15,6.33,7,26.39,4.64,9,3,7,23.17,7

32,07:45-08:00,28.67,28.67,14,28.66,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,31.51,0.93,21.7,0,0,1.21,22.06,31.51,0.92,2.34,86.52,3.95,0,114.72,1.8,0,2.34,0,36.45,0,259.56,23,13.31,11,37.11,8.6,14,7,9,42.98,18

33,08:00-08:15,31.23,31.23,14,31.24,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,0,0.93,21.7,0,0,1.21,22.06,32,0.92,3.71,86.52,3.86,0,114.72,2.87,0,3.71,0,36.45,0,259.56,31,22.22,15,48.28,13.08,23,16,14,65.37,39

34,08:15-08:30,31.57,31.57,14,31.56,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,16.39,0.93,21.2,0,0,1.21,22.06,32,0.92,5.07,86.52,3.86,0,114.72,3.93,0,5.07,0,36.45,0,259.56,40,31.64,20,59.55,17.74,33,24,19,88.68,56

35,08:30-08:45,32.67,32.67,14,32.66,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,25.83,0.93,21.2,0,0,1.21,22.06,32,0.92,6.52,86.52,3.86,0,65.82,5.04,0,6.52,0,36.45,0,259.56,52,41.48,26,70.21,22.41,42,39,25,112.07,91

36,08:45-09:00,32.67,32.67,14,32.66,6.67,7,7,14,21,6,36.45,271.21,28.78,5.76,12.47,0,25.83,0.93,21.2,0,0,1.21,22.06,32,0.92,8.01,86.52,3.86,0,65.82,6.2,0,8.01,0,36.45,0,225.34,57,50.87,29,80.48,26.82,48,46,28,134.12,109

37,09:00-09:15,32.67,32.67,0,32.66,6.67,7,7,0,21,6,23.02,271.21,17.27,5.76,8.63,0,25.87,0.93,21.2,0,0,1.21,22.06,32,0.92,9.44,86.52,3.86,0,65.82,7.29,0,9.44,0,23.02,0,225.34,67,60.07,33,98.92,31.16,58,55,31,155.82,130

38,09:15-09:30,32.67,32.67,0,32.66,6.67,7,7,0,21,6,23.02,271.21,17.27,5.76,8.63,0,25.87,0.93,20.69,0,0,1.21,22.06,32,0.92,10.72,75.58,3.86,0,65.82,8.29,0,10.72,0,23.02,0,225.34,73,68.25,37,107.8,35.23,65,61,34,176.17,144

39,09:30-09:45,32.67,32.67,0,32.66,6.67,7,7,0,21,6,23.02,271.21,17.27,5.76,8.63,0,25.87,0.93,20.69,0,0,1.21,22.06,32,0.92,11.91,75.58,3.86,0,65.82,9.2,0,11.91,0,23.02,0,225.34,80,75.33,40,115.53,38.92,71,67,39,194.57,158

40,09:45-10:00,32.67,32.67,0,32.66,6.67,7,7,0,21,6,23.02,271.21,17.27,5.76,8.63,0,25.87,0.93,20.69,0,0,1.21,22.06,32,0.92,12.93,75.58,3.86,0,65.82,9.99,0,12.93,0,23.02,0,225.34,87,82.42,43,122.84,42.55,77,75,41,212.75,175

41,10:00-10:15,32.67,32.67,14,32.66,6.67,9.17,9.17,14,27.49,6,23.02,271.21,17.27,5.76,8.63,0,25.87,0.93,20.18,0,0,1.26,22.06,32,0.92,15.36,75.58,3.76,0,65.82,13.65,0,15.36,0,23.02,0,225.34,91,89.76,46,128.75,46.19,83,79,43,230.95,186

42,10:15-10:30,32.67,32.67,14,32.66,6.67,9.17,9.17,14,27.49,6,23.02,271.21,17.27,5.76,8.63,0,25.87,0.93,20.18,0,0,1.26,22.06,32,0.92,16.26,75.58,3.76,0,65.82,14.45,0,16.26,0,23.02,0,225.34,97,96.27,48,133.47,49.17,89,84,45,245.83,196

43,10:30-10:45,32.67,32.67,14,32.66,6.67,9.17,9.17,14,27.49,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.26,22.06,26.99,0.92,17.05,46.53,4.13,0,69.95,15.16,0,17.05,0,23.02,0,141.96,100,100,50,139.25,49.17,91,90,47,245.83,210

44,10:45-11:00,32.67,32.67,14,32.66,6.67,8.83,8.83,14,26.51,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.26,22.06,26.99,0.92,17.77,46.53,4.13,0,69.95,15.8,0,17.77,0,23.02,0,141.96,100,100,50,142.8,49.17,92,90,48,245.83,210

45,11:00-11:15,32.67,32.67,14,32.66,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.26,22.06,26.99,0.92,18.39,46.53,4.13,0,69.95,16.34,0,18.39,0,23.02,0,141.96,100,100,50,145.79,49.17,95,90,49,245.83,210

46,11:15-11:30,32.67,32.67,14,32.66,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.26,22.06,26.99,0.92,18.96,46.53,4.13,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,148.21,49.17,96,90,49,245.83,210

47,11:30-11:45,32.67,32.67,14,32.66,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.26,22.06,26.99,0.92,18.96,46.53,4.13,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,150,48.33,96,90,49,241.67,210

48,11:45-12:00,32.67,32.67,14,32.66,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.26,22.06,26.99,0.92,18.96,46.53,4.13,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,151.28,48.33,96,90,50,241.67,210

49,12:00-12:15,32.67,32.67,14,32.66,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.26,22.06,26.99,0.96,18.96,46.53,4.13,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,156.67,48.33,96,90,50,241.67,210

50,12:15-12:30,32.07,32.07,14,32.06,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.26,22.06,26.99,0.96,18.96,46.53,4.13,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,156.61,48.33,96,90,50,241.67,210

51,12:30-12:45,32.07,32.07,14,32.06,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.26,22.06,26.99,0.96,18.96,46.53,4.13,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,155.98,48.33,96,90,50,241.67,210

52,12:45-13:00,31.73,31.73,14,31.74,6.67,7,7,14,21,6,23.02,230.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.26,22.06,26.99,0.96,18.96,46.53,4.13,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,154.84,48.33,96,90,50,241.67,210

53,13:00-13:15,31.73,31.73,14,31.74,6.67,7,7,14,21,6,23.02,191.84,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.3,22.06,26.99,1,18.96,46.53,4.04,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,152.72,47.5,96,90,50,237.5,210

54,13:15-13:30,31.73,31.73,14,31.74,6.67,7,7,14,21,6,23.02,149.17,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.3,22.06,26.99,1,18.96,46.53,4.04,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,157.16,47.5,96,90,50,237.5,210

55,13:30-13:45,31.73,31.73,14,31.74,6.67,7,7,14,21,6,23.02,149.17,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.3,22.06,26.99,1,18.96,46.53,4.04,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,156.45,47.5,96,90,50,237.5,210

56,13:45-14:00,31.73,31.73,14,31.74,6.67,7,7,14,21,6,23.02,149.17,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.3,22.06,26.99,1,18.96,46.53,4.04,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,155.44,47.5,96,90,50,237.5,210

57,14:00-14:15,31.73,31.73,14,31.74,6.67,7,7,14,21,6,23.02,149.17,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.35,22.06,26.99,1,18.96,46.53,4.04,0,69.95,16.84,0,18.96,0,23.02,0,141.96,100,100,50,153.21,47.5,96,90,49,237.5,210

58,14:15-14:30,31.73,31.73,14,31.74,6.67,7,7,14,21,6,23.02,191.84,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.35,22.06,26.99,1,18.47,46.53,4.04,0,69.95,16.41,0,18.47,0,23.02,0,141.96,100,100,50,150.28,47.5,96,81,48,237.5,189

59,14:30-14:45,31.73,31.73,14,31.74,6.67,7,7,14,21,6,23.02,230.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.35,22.06,26.99,1,17.84,46.53,4.04,0,69.95,15.86,0,17.84,0,23.02,0,141.96,99,100,49,144.71,47.5,95,79,47,237.5,186

60,14:45-15:00,31.73,31.73,14,31.74,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.35,22.06,26.99,1,17.15,46.53,4.04,0,69.95,15.24,0,17.15,0,23.02,0,141.96,97,100,48,137.31,47.5,93,78,46,237.5,182

61,15:00-15:15,32.07,32.07,14,32.06,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.18,0,0,1.35,22.06,26.99,1,16.43,46.53,3.95,0,69.95,14.59,0,16.43,0,23.02,0,141.96,92,98.33,46,130.84,46.69,92,73,43,233.45,172

62,15:15-15:30,32.07,32.07,14,32.06,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.69,0,0,1.35,22.06,26.99,1,15.56,46.53,3.95,0,69.95,13.82,0,15.56,0,23.02,0,141.96,89,95,44,123.24,45.89,87,69,42,229.45,161

63,15:30-15:45,32.07,32.07,14,32.06,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.69,0,0,1.35,22.06,26.99,1,14.57,46.53,3.95,0,65.82,12.95,0,14.57,0,23.02,0,141.96,83,90.38,42,115.03,43.17,80,76,39,215.86,179

64,15:45-16:00,32.07,32.07,14,32.06,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,20.69,0,0,1.35,22.06,26.99,1,13.46,46.53,3.95,0,65.82,11.96,0,13.46,0,23.02,0,141.96,77,84.67,38,105.72,40.02,75,70,36,200.07,165

65,16:00-16:15,32.07,32.07,14,32.06,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,21.2,0,0,1.44,22.06,26.99,1.07,12.29,58.68,4.04,0,65.82,10.92,0,12.29,0,23.02,0,141.96,70,79.48,35,95.09,36.65,68,63,33,183.27,147

66,16:15-16:30,32.07,32.07,14,32.06,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,0.93,21.7,0,0,1.44,22.06,26.99,1.07,10.96,58.68,4.04,0,65.82,9.74,0,10.96,0,23.02,0,141.96,62,73.12,31,83.13,33.07,62,57,30,165.36,133

67,16:30-16:45,32.67,32.67,14,32.66,6.67,7,7,14,21,6,23.02,271.21,17.27,5.76,8.63,0,26.99,1.08,22.7,0,0,1.44,22.06,26.99,1.07,9.58,82.66,4.04,0,65.82,8.52,0,9.58,0,23.02,0,189.92,55,65.63,28,72.1,29.13,54,49,26,145.62,116

68,16:45-17:00,32.67,32.67,14,32.66,6.67,7,7,14,21,6.8,23.02,271.21,17.27,5.76,8.63,0,26.99,1.08,23.21,0,0,1.44,22.06,26.99,1.07,8.12,86.52,4.04,0,65.82,7.22,0,8.12,0,23.02,0,237.88,47,58.23,23,59.75,25.05,47,42,21,125.22,98

69,17:00-17:15,32.67,32.67,14,32.66,6.67,7,7,14,21,7.2,34.53,271.21,17.27,5.76,8.63,0,26.99,1.08,24.73,0,0,1.49,22.06,26.99,1.07,6.56,86.52,4.04,0,65.82,5.83,0,6.56,0,34.53,100,259.56,37,49.96,18,46.17,20.91,38,34,16,104.53,81

70,17:15-17:30,26.37,18,14,33,6.67,7,7,14,21,7.2,34.53,271.21,17.27,5.76,8.63,0,26.99,1.08,25.74,0,0,1.49,22.06,26.99,1.07,4.94,86.52,4.04,0,65.82,4.38,0,4.94,0,34.53,100,259.56,27,40.72,13,34.53,16.35,31,27,12,81.77,63

71,17:30-17:45,15.82,8,14,19.87,8.33,7,7,14,21,7.2,34.53,271.21,17.27,5.76,8.63,0,26.99,1.08,26.74,0,0,1.49,22.06,26.99,1.07,3.44,86.52,4.04,0,65.82,3.06,0,3.44,0,34.53,100,259.56,16,31.42,8,23.39,11.9,22,18,8,59.51,42

72,17:45-18:00,6.61,1,14,6.31,8.33,7,7,14,21,7.2,34.53,271.21,17.27,5.76,8.63,0,26.99,1.08,27.25,0,0,1.49,22.06,26.99,1.07,2.02,86.52,4.04,0,65.82,1.8,0,2.02,0,34.53,100,259.56,10,22.58,5,8.96,7.68,13,10,5,38.4,25

73,18:00-18:15,0,0,16.66,0,7.33,7.67,7.67,16.67,22.99,7.2,36.45,271.21,28.78,5.76,12.47,0,31,1.16,27.76,0,0,1.49,22.06,31,1.07,0.99,86.52,4.13,0,84.63,0.89,0,0.99,100,36.45,100,259.56,4,13.89,2,2.01,5.09,9,6,3,25.47,14

74,18:15-18:30,0,0,18.66,0,8.33,8.17,8.17,18.67,24.49,7.2,36.45,271.21,28.78,5.76,12.47,0,31,1.16,28.26,0,0,1.49,22.06,31,1.07,0.31,86.52,4.13,0,114.72,0.28,0,0.31,100,36.45,100,259.56,1,7.1,1,0,2.64,5,3,1,13.22,7

75,18:30-18:45,0,0,25,0,8.33,7.5,7.5,25,22.5,7.2,36.45,271.21,28.78,5.76,12.47,50,31,1.16,28.26,0,0,1.49,22.06,31,1.07,0.05,86.52,4.13,0,114.72,0.05,0,0.05,100,36.45,100,259.56,0,2.37,0,0,0.77,2,1,0,3.83,2

76,18:45-19:00,0,0,26.66,0,9,7.5,7.5,26.67,22.5,7.2,36.45,271.21,28.78,5.76,12.47,50,31,1.16,28.26,0,0,1.49,22.06,31,1.07,0.05,86.52,4.13,0,114.72,0.03,0,0.05,100,36.45,100,259.56,0,0.18,0,0,0,0,0,0,0.01,0

77,19:00-19:15,0,0,28.34,0,9.67,10,10,28.33,30,7.2,36.45,271.21,28.78,5.76,12.47,50,31,1.16,28.77,0,0,1.44,22.06,31,1,0,86.52,4.22,0,114.72,0,0,0,100,36.45,100,259.56,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,30,0,10.33,10.33,10.33,30,31.01,7.2,36.45,271.21,28.78,5.76,12.47,50,31,1.16,28.77,0,0,1.44,22.06,31,1,0,86.52,4.22,0,114.72,0,0,0,100,36.45,100,259.56,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,31.66,0,10.67,10.67,10.67,31.67,31.99,7.2,36.45,271.21,28.78,5.76,12.47,50,31,1.16,28.77,0,0,1.44,22.06,31,1.11,0,86.52,4.22,0,114.72,0,0,0,100,36.45,100,259.56,0,0,0,0,0,0,0,0,0,0

