Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,SIMHST2,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,40.848,30.360993,124.384996,130.580717,0,131.265497,12.9381,63.107597,21.01977,24.63898,83.664,1.212818,43.706625,3.094586,5.534085,49.112359,4.272092,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,270.151382,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,82.828606,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.86825,32.171,14.300737,9.555,15.00135,348.975

2,00:15-00:30,40.848,30.360993,124.384996,130.580717,0,131.265497,12.9381,63.107597,21.01977,24.63898,83.664,1.212818,43.706625,3.094586,5.534085,49.112359,4.272092,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,270.151382,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,82.828606,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.86825,32.171,14.300737,9.555,15.00135,348.975

3,00:30-00:45,40.848,38.350728,124.384996,130.580717,0,131.265497,12.9381,63.107597,21.01977,24.63898,83.664,1.212818,43.706625,3.094586,5.534085,49.112359,4.272092,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,270.151382,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,82.828606,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.86825,32.171,14.300737,9.555,15.00135,348.975

4,00:45-01:00,40.848,38.350728,124.384996,130.580717,0,131.265497,12.9381,63.107597,21.01977,24.63898,83.664,1.212818,43.706625,3.094586,5.534085,49.112359,4.272092,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,270.151382,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,82.828606,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.86825,32.171,14.300737,9.555,15.00135,348.975

5,01:00-01:15,40.848,38.350728,124.384996,130.580717,0,131.265497,12.9381,63.107597,21.01977,24.63898,83.664,1.212818,43.706625,3.094586,5.534085,49.112359,4.272092,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,270.151382,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,82.828606,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.86825,32.171,14.300737,9.702,15.00135,348.975

